"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K011","Transports i serveis relacionats","Tramvia","424740.122","4581144.606","424648.243","4580943.683","2.098896","41.376486","TRAMVIA (T1,T2,T3) - CA N'OLIVERES-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432824.996","4585326.887","432733.043","4585125.923","2.195105","41.414871","Bac de Roda (Bac de Roda)-","10","72","Sant Martí","Sant Martí de Provençals","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429017.791","4580918.758","428925.872","4580717.836","2.150072","41.374841","Espanya (Exposició)-","03","11","Sants-Montjuïc","el Poble-sec","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429759.572","4580948.83","429667.646","4580747.908","2.158937","41.375177","Poble Sec (Manso)-","02","10","Eixample","Sant Antoni","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429762.788","4580918.266","429670.862","4580717.344","2.158979","41.374902","Poble Sec (Teodor Bonaplata)-","03","11","Sants-Montjuïc","el Poble-sec","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428331.324","4585665.371","428239.413","4585464.406","2.141301","41.417531","Penitents (Avinguda Vallcarca)-","06","28","Gràcia","Vallcarca i els Penitents","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430658.799","4582313.141","430566.865","4582112.206","2.169533","41.387543","Catalunya (Centre Plaça)-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429765.797","4581763.498","429673.871","4581562.568","2.158917","41.382515","METRO (L1) - Urgell-","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432181.614","4583937.709","432089.667","4583736.758","2.187563","41.402305","METRO (L1) - Glòries-","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431930.389","4581667.765","431838.443","4581466.835","2.184813","41.381839","METRO (L4) - Barceloneta-","01","03","Ciutat Vella","la Barceloneta","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431504.785","4583749.453","431412.844","4583548.504","2.179488","41.400552","METRO (L2) - Monumental-","02","05","Eixample","el Fort Pienc","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","433301.089","4585791.13","433209.132","4585590.162","2.20075","41.419092","METRO (L2) - Sant Martí-","10","72","Sant Martí","Sant Martí de Provençals","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434675.75","4588254.06","434583.781","4588053.069","2.216931","41.441388","METRO (L10N) - Llefià-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428014.559","4579406.009","427922.649","4579205.102","2.138256","41.361128","METRO (L10S) - Foneria-","03","13","Sants-Montjuïc","la Marina de Port","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430589.584","4580796.378","430497.65","4580595.457","2.168879","41.373877","METRO (FM) - Paral·lel-","03","11","Sants-Montjuïc","el Poble-sec","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428952.565","4587673.545","428860.649","4587472.561","2.148498","41.435673","METRO (L3) - Mundet-","07","41","Horta-Guinardó","la Vall d'Hebron","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430946.929","4581636.443","430854.992","4581435.514","2.173056","41.381473","METRO (L3) - Liceu-","01","02","Ciutat Vella","el Barri Gòtic","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430612.855","4580912.069","430520.921","4580711.147","2.169144","41.374921","METRO (L3) - Paral·lel-","03","11","Sants-Montjuïc","el Poble-sec","",""
"K011","Transports i serveis relacionats","Tramvia","422805.021","4580704.456","422713.159","4580503.538","2.075814","41.372339","TRAMVIA (T3) - SANT MARTÍ DE L'ERM-","","","","","",""
"K011","Transports i serveis relacionats","Tramvia","423516.749","4580823.236","423424.881","4580622.317","2.084309","41.373477","TRAMVIA (T1,T2,T3) - LA SARDANA-","","","","","",""
"K009","Transports i serveis relacionats","Funicular","431351.425","4590442.304","431259.487","4590241.293","2.176893","41.460819","Ascensor Inclinat - Funicular Ciutat Meridiana-","08","55","Nou Barris","Ciutat Meridiana","Av Rasos de Peguera, 142",""
"K011","Transports i serveis relacionats","Tramvia","422762.79","4581426.948","422670.929","4581226.023","2.075217","41.378842","TRAMVIA (T3) - RAMBLA DE SANT JUST-","","","","","",""
"K011","Transports i serveis relacionats","Tramvia","435426.049","4585750.863","435334.072","4585549.895","2.22618","41.418903","TRAMVIA (T4, T6) - PORT FÒRUM-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434813.719","4589387.857","434721.749","4589186.855","2.21846","41.451611","METRO (L1) - Fondo-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430315.353","4582770.325","430223.423","4582569.386","2.165373","41.391631","METRO (L3) - Passeig de Gràcia-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432860.76","4585361.973","432768.807","4585161.009","2.195529","41.41519","METRO (L2) - Bac de Roda-","10","72","Sant Martí","Sant Martí de Provençals","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","433235.718","4589219.41","433143.763","4589018.41","2.199588","41.449964","METRO (L1) - Baró de Viver-","09","57","Sant Andreu","la Trinitat Vella","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432548.263","4583138.32","432456.312","4582937.377","2.192038","41.395136","METRO (L4) - Bogatell-","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431409.721","4581929.71","431317.78","4581728.778","2.178557","41.384154","METRO (L4) - Jaume I-","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428024.001","4580988.524","427932.091","4580787.602","2.138181","41.375381","METRO (L1) - Plaça de Sants-","03","18","Sants-Montjuïc","Sants","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428660.245","4587118.498","428568.331","4586917.519","2.145065","41.430648","METRO (L3) - Montbau-","07","40","Horta-Guinardó","Montbau","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430126.681","4581465.336","430034.752","4581264.409","2.163267","41.379861","METRO (L2) - Sant Antoni-","01","01","Ciutat Vella","el Raval","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431474","4588546.863","431382.061","4588345.87","2.178576","41.443758","METRO (L4) - Via Júlia-","08","51","Nou Barris","Verdun","",""
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","429726.943","4582853.67","429635.018","4582652.73","2.158326","41.392331","FGC - PROVENÇA (C. de Provença)-","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434096.418","4585876.766","434004.454","4585675.797","2.210257","41.419929","METRO (L4) - Besòs-","10","70","Sant Martí","el Besòs i el Maresme","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","422338.97","4579041.71","422247.112","4578840.808","2.070455","41.357319","METRO (L5) - Cornellà Centre-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","426439.007","4581047.865","426347.112","4580846.943","2.119222","41.375772","METRO (L5) - Collblanc-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428658.221","4581994.167","428566.306","4581793.235","2.145645","41.384495","METRO (L5) - Entença-","02","09","Eixample","la Nova Esquerra de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430546.717","4587082.912","430454.786","4586881.933","2.167645","41.430493","METRO (L5) - Vilapicina-","08","46","Nou Barris","el Turó de la Peira","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","422500.208","4573103.524","422408.347","4572902.677","2.073141","41.303852","METRO (L9S) - Aeroport T2-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","433700.439","4587690.371","433608.479","4587489.385","2.20532","41.436231","METRO (L9NL10N) - Bon Pastor-","09","59","Sant Andreu","el Bon Pastor","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430107.045","4581371.595","430015.116","4581170.669","2.163043","41.379015","Sant Antoni (Urgell)-","02","10","Eixample","Sant Antoni","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430600.902","4582553.85","430508.969","4582352.913","2.168813","41.389706","Passeig de Gràcia (Pau Claris)-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430986.153","4582514.637","430894.216","4582313.7","2.173425","41.389386","Urquinaona (Plaça Urquinaona)-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431021.822","4582484.652","430929.885","4582283.715","2.173855","41.389119","Urquinaona (Trafalgar)-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431874.732","4587071.714","431782.788","4586870.734","2.183539","41.430506","Fabra i Puig (Passeig Fabra i Puig)-","09","60","Sant Andreu","Sant Andreu","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431855.904","4587184.142","431763.961","4586983.161","2.183301","41.431517","Fabra i Puig (Sòcrates)-","09","60","Sant Andreu","Sant Andreu","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431860.637","4587110.041","431768.694","4586909.061","2.183366","41.43085","Fabra i Puig (Renfe)-","09","60","Sant Andreu","Sant Andreu","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","433928.063","4589347.498","433836.101","4589146.497","2.207862","41.451175","Santa Coloma (Llorenç Serra)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430126.447","4581371.63","430034.518","4581170.704","2.163275","41.379017","Sant Antoni (Sant Antoni Abat)-","01","01","Ciutat Vella","el Raval","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","423940.233","4576135.389","423848.36","4575934.513","2.08996","41.331296","El Prat Estació (Doctor Soler i Torrens)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428533.646","4580953.387","428441.732","4580752.465","2.144279","41.37511","Hostafrancs (Hostafrancs)-","03","15","Sants-Montjuïc","Hostafrancs","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428960.141","4580856.259","428868.223","4580655.338","2.14939","41.374273","Espanya (Exposició / Gran Via)-","03","11","Sants-Montjuïc","el Poble-sec","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429851.428","4581789.537","429759.502","4581588.607","2.159938","41.382757","Urgell (Villarroel / Sepúlveda)-","02","10","Eixample","Sant Antoni","",""
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","428431.962","4583565.877","428340.049","4583364.931","2.142754","41.398631","FGC - MUNTANER-","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429709.857","4581712.191","429617.932","4581511.262","2.158254","41.382048","Urgell (Comte d'Urgell)-","02","09","Eixample","la Nova Esquerra de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432506.728","4588390.248","432414.779","4588189.256","2.190955","41.442435","Torras i Bages (Palomar / costat mar)-","09","60","Sant Andreu","Sant Andreu","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","433980.26","4589355.347","433888.298","4589154.346","2.208486","41.45125","Santa Coloma (Plaça de la Vila)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434821.904","4589378.456","434729.934","4589177.454","2.218559","41.451527","Fondo (Mossèn Cinto Verdaguer)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430127.897","4581556.701","430035.968","4581355.773","2.163271","41.380684","Sant Antoni (Villarroel)-","02","10","Eixample","Sant Antoni","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428919.812","4587597.034","428827.896","4587396.05","2.148115","41.434981","Mundet (Can Marcet)-","07","41","Horta-Guinardó","la Vall d'Hebron","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431670.53","4590273.287","431578.589","4590072.278","2.180732","41.459324","Torre Baró | Vallbona (Avinguda Escolapi Càncer)-","08","54","Nou Barris","Torre Baró","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425355.668","4577574.058","425263.782","4577373.168","2.106696","41.344386","Hospital de Bellvitge (Residència sanitària)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","435209.754","4588344.624","435117.78","4588143.632","2.223313","41.442247","La Salut (Austràlia)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430504.348","4582564.658","430412.416","4582363.721","2.167657","41.389795","Passeig de Gràcia (Passeig de Gràcia / Gran Via)-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430608.095","4583688.384","430516.162","4583487.436","2.168769","41.399925","Verdaguer (Passeig Sant Joan)-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429573.507","4586545.398","429481.585","4586344.424","2.156061","41.425567","El Carmel (Plaça Pastrana)-","07","37","Horta-Guinardó","el Carmel","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434231.945","4589648.831","434139.981","4589447.827","2.211467","41.453914","Església Major (Mossèn Camil Rossell)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434710.081","4588225.548","434618.112","4588024.557","2.217345","41.441134","Llefià (Ronda Sant Antoni)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","436162.393","4588095.877","436070.41","4587894.887","2.234742","41.440083","Gorg (Antoni Bori)-","","","","","",""
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","427434.114","4583481.448","427342.21","4583280.503","2.130828","41.397781","FGC - LES TRES TORRES-","05","24","Sarrià-Sant Gervasi","les Tres Torres","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","424821.386","4580645.229","424729.506","4580444.311","2.09993","41.371996","Can Vidalet (Maladeta)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428331.613","4578798.425","428239.7","4578597.523","2.142118","41.355684","Foc (Fira Gran Via (Pavellons 6·7·8))-","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","426834.932","4579474.341","426743.033","4579273.433","2.124146","41.361637","Provençana (Aprestadora / Rosell)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428547.001","4577377.02","428455.085","4577176.131","2.14486","41.342901","Zona Franca (Carrer A / Carrer 2)-","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","426356.966","4582142.233","426265.072","4581941.301","2.118107","41.385621","Palau Reial (Facultat de Ciències)-","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430990.612","4581578.292","430898.675","4581377.364","2.173585","41.380953","Liceu (La Rambla / Teatre Liceu)-","01","02","Ciutat Vella","el Barri Gòtic","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","433470.488","4584062.749","433378.529","4583861.797","2.202967","41.403539","Poblenou (Pujades / Bilbao)-","10","68","Sant Martí","el Poblenou","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432991.788","4583589.414","432899.833","4583388.466","2.197293","41.399236","Llacuna (Pujades / Ciutat de Granada)-","10","68","Sant Martí","el Poblenou","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","432017.261","4581728.791","431925.315","4581527.861","2.185845","41.382396","Barceloneta (Plaça Pau Vila)-","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431354.63","4589032.196","431262.692","4588831.198","2.177091","41.448119","Roquetes (Vidal i Guasch)-","08","50","Nou Barris","les Roquetes","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434076.893","4588639.218","433984.93","4588438.223","2.209721","41.444808","Can Peixauet (Avinguda Santa Coloma)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429486.226","4586335.959","429394.304","4586134.987","2.155041","41.423673","El Carmel (Mercat)-","07","37","Horta-Guinardó","el Carmel","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429920.1","4583191.277","429828.173","4582990.334","2.160597","41.395388","Diagonal (Pg. de Gràcia (escala mecànica))-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","427151.314","4577260.453","427059.411","4577059.566","2.128194","41.341726","Parc Logístic (Av. Parc Logístic / C. Número Vint-i-cinc)-","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","423837.41","4574487.01","423745.537","4574286.149","2.088938","41.31644","Parc Nou (Riu Llobregat / Riu Ebre)-","","","","","",""
"K003","Transports i serveis relacionats","RENFE","430578.78","4592725.907","430486.85","4592524.876","2.167379","41.481319","RENFE - MONTCADA I REIXAC-STA. MARIA-","","","","","",""
"K003","Transports i serveis relacionats","RENFE","431703.264","4582951.797","431611.321","4582750.856","2.181952","41.393385","RENFE - ARC DE TRIOMF-","02","05","Eixample","el Fort Pienc","",""
"K003","Transports i serveis relacionats","RENFE","430592.78","4582255.558","430500.847","4582054.623","2.16875","41.387019","RENFE - CATALUNYA-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","436473.861","4588580.987","436381.876","4588379.992","2.238419","41.444477","Pep Ventura (Avinguda Marquès de Mont-roig)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425721.028","4578354.506","425629.139","4578153.609","2.110967","41.351449","Bellvitge (Rambla de la Marina / Trav. Industrial)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","424821.281","4579707.691","424729.4","4579506.782","2.100045","41.363552","Rambla Just Oliveras (Rambla Just Oliveras)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425126.333","4580208.386","425034.45","4580007.472","2.10363","41.36809","Can Serra (Parc de les Planes)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425672.51","4580215.64","425580.622","4580014.726","2.110159","41.368206","Florida (Blocs Florida)-","","","","","",""
"K004","Transports i serveis relacionats","Tren a l'aeroport","430305.812","4582796.969","430213.882","4582596.029","2.165256","41.39187","Tren AEROPORT - PASSEIG DE GRÀCIA-","02","07","Eixample","la Dreta de l'Eixample","",""
"K003","Transports i serveis relacionats","RENFE","418270.282","4584937.756","418178.463","4584736.8","2.021024","41.410017","RENFE - MOLINS DE REI-","","","","","",""
"K003","Transports i serveis relacionats","RENFE","437366.835","4588726.32","437274.841","4588525.323","2.249093","41.445856","RENFE - BADALONA-","","","","","",""
"K003","Transports i serveis relacionats","RENFE","432218.282","4584773.015","432126.335","4584572.057","2.187908","41.409832","RENFE - CLOT-","10","65","Sant Martí","el Clot","",""
"K003","Transports i serveis relacionats","RENFE","432343.18","4584819.321","432251.231","4584618.362","2.189397","41.410259","RENFE - CLOT-","10","65","Sant Martí","el Clot","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","424777.317","4580589.616","424685.437","4580388.699","2.09941","41.371491","Can Vidalet (Hortènsia)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425405.934","4580808.172","425314.048","4580607.252","2.106899","41.373518","Pubilla Cases (Esteve Grau)-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","427228.36","4581025.9","427136.458","4580824.978","2.128663","41.375646","Badal (Carrer de Sants)-","03","17","Sants-Montjuïc","Sants - Badal","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","427766.516","4581024.064","427674.609","4580823.142","2.135098","41.375678","Plaça de Sants (Plaça de Sants)-","03","18","Sants-Montjuïc","Sants","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431337.922","4586410.065","431245.983","4586209.092","2.17719","41.424501","Maragall (Ramon Albó)-","09","62","Sant Andreu","el Congrés i els Indians","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425806.742","4581986.747","425714.853","4581785.816","2.111546","41.38417","Zona Universitària (Avinguda Diagonal)-","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","426347.202","4582201.734","426255.308","4582000.801","2.117983","41.386156","Palau Reial (Palau de Pedralbes)-","04","21","Les Corts","Pedralbes","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","427820.242","4581741","427728.334","4581540.071","2.135654","41.38214","Plaça del Centre (Plaça del Centre (muntanya))-","04","19","Les Corts","les Corts","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428350.238","4581621.375","428258.325","4581420.447","2.142006","41.38111","Sants Estació (Av. Josep Tarradellas)-","03","18","Sants-Montjuïc","Sants","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430900.629","4581700.726","430808.693","4581499.796","2.172495","41.382048","Liceu (La Rambla / Mercat de la Boqueria)-","01","01","Ciutat Vella","el Raval","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430220.293","4582128.606","430128.363","4581927.673","2.16431","41.385843","METRO (L1) - Universitat-","02","10","Eixample","Sant Antoni","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428599","4585027.521","428507.086","4584826.561","2.144579","41.41181","Vallcarca (Gomis)-","06","28","Gràcia","Vallcarca i els Penitents","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430503.822","4580905.898","430411.889","4580704.976","2.167841","41.374856","Paral·lel (Fontrodona)-","03","11","Sants-Montjuïc","el Poble-sec","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431518.373","4583745.328","431426.432","4583544.379","2.179651","41.400516","Monumental (Marina / Plaça de Toros)-","02","05","Eixample","el Fort Pienc","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431734.74","4584473.517","431642.797","4584272.562","2.182157","41.407093","Encants (València / Mallorca)-","10","64","Sant Martí","el Camp de l'Arpa del Clot","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","427219.188","4580270.769","427127.285","4580069.854","2.128644","41.368844","METRO (L1) - Santa Eulàlia-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430551.5","4583740.889","430459.568","4583539.941","2.168086","41.400393","METRO (L4) - Verdaguer-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428558.075","4577388.458","428466.159","4577187.569","2.144991","41.343005","METRO (L10S) - Zona Franca-","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","427004.096","4582382.497","426912.196","4582181.562","2.125817","41.387844","METRO (L3) - Maria Cristina-","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431943.409","4589183.064","431851.465","4588982.065","2.184122","41.449528","METRO (L3) - Trinitat Nova-","08","53","Nou Barris","la Trinitat Nova","",""
"K011","Transports i serveis relacionats","Tramvia","434370.625","4585575.454","434278.658","4585374.488","2.213571","41.417238","TRAMVIA (T5, T6) - ALFONS EL MAGNÀNIM-","10","70","Sant Martí","el Besòs i el Maresme","",""
"K011","Transports i serveis relacionats","Tramvia","434706.5","4585810.25","434614.53","4585609.281","2.217564","41.41938","TRAMVIA (T5, T6) - PARC DEL BESÓS-","","","","","",""
"K011","Transports i serveis relacionats","Tramvia","432688.06","4584567.87","432596.108","4584366.913","2.193551","41.408024","TRAMVIA (T5, T6) - CAN JAUMANDREU-","10","71","Sant Martí","Provençals del Poblenou","",""
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","428791.257","4583866.67","428699.341","4583665.721","2.147016","41.401372","FGC - SANT GERVASI-","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","425034.208","4579153.554","424942.325","4578952.65","2.102659","41.358582","METRO (L1) - Av. Carrilet-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431063.612","4585467.707","430971.675","4585266.743","2.174015","41.41599","METRO (L4) - Guinardó | Hospital de Sant Pau-","07","35","Horta-Guinardó","el Guinardó","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","434077.559","4586998.656","433985.595","4586797.676","2.209909","41.430032","METRO (L2) - Verneda-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","424782.29","4580569.135","424690.41","4580368.218","2.099472","41.371307","METRO (L5) - Can Vidalet-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430424.051","4585075.794","430332.12","4584874.833","2.166408","41.412405","METRO (L4) - Alfons X-","07","33","Horta-Guinardó","el Baix Guinardó","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431166.269","4590445.954","431074.333","4590244.943","2.174675","41.460836","METRO (L11) - Ciutat Meridiana-","08","55","Nou Barris","Ciutat Meridiana","",""
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","427978.275","4584857.903","427886.367","4584656.945","2.137173","41.410227","FGC - AVINGUDA DEL TIBIDABO-","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K002","Transports i serveis relacionats","Ferrocarrils Generalitat (FGC)","428425.993","4584117.19","428334.08","4583916.239","2.142617","41.403596","FGC - PADUA-","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","428628.025","4581331.176","428536.11","4581130.251","2.145362","41.378521","METRO (L3) - Tarragona-","02","09","Eixample","la Nova Esquerra de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","426142.916","4580215.824","426051.023","4580014.91","2.115783","41.368251","METRO (L9SL10S) - Torrassa-","","","","","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429773.559","4583089.996","429681.634","4582889.054","2.158856","41.394463","METRO (L5) - Diagonal-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","430468.825","4583584.799","430376.893","4583383.852","2.167115","41.39898","METRO (L5) - Verdaguer-","02","07","Eixample","la Dreta de l'Eixample","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","431690.127","4585361.613","431598.185","4585160.649","2.181523","41.415088","METRO (L5) - Camp de l'Arpa-","10","64","Sant Martí","el Camp de l'Arpa del Clot","",""
"K001","Transports i serveis relacionats","Metro i línies urbanes FGC","429907.119","4587003.373","429815.194","4586802.395","2.16","41.429721","METRO (L5) - Horta-","07","43","Horta-Guinardó","Horta","",""
