precio;sub_descr;href;ubicacion;habitaciones;mt2;otros;latitude;longitude;banios;planta;CCAA
134.100 €;;/comprar/casa_rustica-el_cuervo_de_sevilla_centro_urbano-45048795189_100200/;El Cuervo de Sevilla;5 habs.;204 m²;"Zona el cubo (el cuervo).

Finca rústica de 9.392 m² útiles que constan de:
· nave diáfana con; salón, comedor, cocina, habitación...";36.8593306;-6.0286063;;;sevilla
263.000 €;;/comprar/piso-zona_plazas_el_arenal_la_polvora41701-4582070725_109700/;Zona Plazas El Arenal-La Pólvora (Distrito Zona Centro. Dos Hermanas);3 habs.;93 m²;P. 4 bajo b. Piso en un edificio de obra nueva de 93 m² de superficie construida y ubicado en la zona de dos hermanas, enclavado e...;37.2838715;-5.9297526;2 baños;Bajo;sevilla
294.000 €;Ático en Avenida Felipe González Márquez,  s/n;/comprar/atico-montequinto_el_colmenar41704-4303351210_109700/;Montequinto-El Colmenar (Dos Hermanas);2 habs.;90 m²;Ref. 682. Ático en un edificio de obra nueva de 95 m² de superficie construida y ubicado en la zona de dos hermanas, enclavado en ...;37.3041103;-5.9365007;2 baños;;sevilla
210.000 €;;/comprar/casa_unifamiliar-zona_plazas_el_arenal_la_polvora41701-44240857140_521710/;Zona Plazas El Arenal-La Pólvora (Distrito Zona Centro. Dos Hermanas);4 habs.;165 m²;"Casa en venta en calle lope de vega.

Esta magnífica vivienda de 165 m² consta de planta baja, planta primera y castillete.

En pl...";37.2862896;-5.928243;3 baños;;sevilla
107.000 €;;/comprar/casa-burguillos_centro_urbano-45094716607_100500/;Burguillos;3 habs.;79 m²;"\""¡Descubre tu próxima aventura en esta encantadora casa adosada en la pintoresca localidad de burguillos, en plena sierra norte d...";37.5882941;-5.972894;1 baño;;sevilla
229.000 €;;/comprar/casa_adosada-arco_norte_la_alqueria41704-45058920491_100500/;Arco Norte-La Alquería (Distrito Zona Centro. Dos Hermanas);3 habs.;96 m²;Justo lo que estás buscando para formar un hogar. Casa adosada en av. De españa, una de las zonas más demandadas de dos hermanas, ...;37.2928983;-5.9209661;2 baños;;sevilla
229.600 €;Piso en Avenida de Manuel Clavero Arévalo,  s/n;/comprar/piso-montequinto_el_colmenar41089-4535690439_109700/;Montequinto-El Colmenar (Dos Hermanas);2 habs.;111 m²;Portal 1, 4º a. Piso en una finca de obra nueva de 111 m² de superficie construida y emplazado en la zona de dos hermanas, posicio...;37.318582274;-5.936561471;2 baños;4ª planta;sevilla
85.000 €;;/comprar/casa_adosada-el_castillo_de_las_guardas_centro_urbano-45013470590_100500/;El Castillo de Las Guardas;3 habs.;100 m²;Si estás buscando levantarte de la cama y contemplar el campo, respirando el aire puro de la mañana, no busques más, porque esta e...;37.685029713;-6.400435017;2 baños;;sevilla
145.000 €;;/comprar/casa_rustica-la_puebla_del_rio_centro_urbano-34224737940_100200/;La Puebla del Río;4 habs.;130 m²;Los muleros.-puebla. Terreno rústico 1250 m². Piscina y casa 120 m² con 4 dorm y 2 baños. Tratero, zona de barbacoa y baño exterio...;37.2644297;-6.0612938;1 baño;;sevilla
465.000 €;;/comprar/piso-los_remedios_barrio41012-35869397935_525238/;Los Remedios (Distrito Los Remedios. Sevilla Capital);4 habs.;164 m²;"Sin honorarios al comprador 

Profecionales con mas de 20 ano de experiencia 

Alvaross traviesa le ofrece una excepcional viviend...";37.362395;-5.9859351;3 baños;1ª planta;sevilla
