precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude;CCAA
1.500 €/mes;;/alquilar/piso-los_castros39005-35051145353_100500/;Los Castros (Santander);2 habs.;1 baño;61 m²;Bajo;En el sardinero de santander, a escasos 5 minutos de las playas se encuentra este fabuloso apartamento que se alquila en temporada...;43.4697088;-3.7915461;cantabria
1.200 €/mes;;/alquilar/apartamento-zona_playa-42578796141_108900/;Zona Playa (Laredo);1 hab.;1 baño;45 m²;12ª planta;"Estupendo apartamento disponible segunda quincena agosto
Precio segunda quincena 1200
Luminoso apartamento cerca de la playa salvé...";43.411091607;-3.435219127;cantabria
3.200 €/mes;;/alquilar/piso-laredo_centro39770-43403460022_106000/;Centro (Laredo);2 habs.;2 baños;;2ª planta;"¡Bonito apartamento en el centro de laredo y a escasos metros de la paya salvé!

Un apartamento moderno y funcional. Cuenta con do...";43.410932303;-3.414800789;cantabria
750 €/mes;;/alquilar/piso-los_castros39007-42571190685_101800/;Los Castros (Santander);2 habs.;1 baño;55 m²;;Piso reformado en el grupo san francisco compuesto por 2 habitaciones, salón, cocina equipada y baño, calefacción individual, exte...;43.469097203;-3.795158709;cantabria
8.500 €/mes;Piso en calle de Marianela, 3;/alquilar/piso-santander_el_sardinero39005-44196192577_427100/;El Sardinero (Santander);4 habs.;3 baños;235 m²;2ª planta;Descubre este distinguido apartamento situado en un emblemático edificio de santander, con espectaculares vistas despejadas hacia ...;43.4655;-3.78334;cantabria
850 €/mes;;/alquilar/piso-numancia_san_fernando39008-44232159102_103800/;Numancia-San Fernando (Santander);3 habs.;2 baños;110 m²;4ª planta;Cerca del hospital marqués de valdecilla, c/alta, alve alquila estupendo piso grande y espacioso,distribuido en 3 habitaciones, am...;43.4590262;-3.8170499;cantabria
900 €/mes;;/alquilar/piso-santander_centro_ayuntamiento39001-45011376555_108900/;Centro-Ayuntamiento (Santander);2 habs.;1 baño;75 m²;1ª planta;Distrito inmobiliario alquila de septiembre a junio en pleno centro de santander en calle peatonal, este luminoso piso.distribuido...;43.4622605;-3.813224;cantabria
2.300 €/mes;;/alquilar/piso-puerto_chico39004-45076921817_108900/;Puerto Chico (Santander);2 habs.;2 baños;85 m²;1ª planta;Alquiler vacacional por quincenas. Distrito inmobiliario alquila piso en reina victoria para máximo de 4 personas.está distribuido...;43.4636181;-3.7900736;cantabria
800 €/mes;;/alquilar/chalet-miengo_centro_urbano-45037106258_100500/;Miengo;3 habs.;3 baños;110 m²;;¿Qué te parece la idea de vivir en un entorno rural, apartado de ruidos y tráfico, pero a la vez perfectamente comunicado? Ven a c...;43.413612996;-4.011535076;cantabria
875 €/mes;Ático en calle de Velázquez, 5;/alquilar/atico-brazomar39700-44213112358_100500/;Brazomar (Castro Urdiales);2 habs.;1 baño;72 m²;;"Precioso atico en castro-urdiales.

A 5 minutos de la playa de brazomar.

Zona residencial muy tranquila

Muy bien situado, próxim...";43.3729;-3.21692;cantabria
2.000 €/mes;;/alquilar/piso-brazomar39700-45022295062_100500/;Brazomar (Castro Urdiales);2 habs.;1 baño;70 m²;1ª planta;"Se alquila por temporada vivienda a 200m de la playa de brazomar.
Julio: 
Mensual 2.000€
Quincena 1.300€ 
- capacidad máxima 4 per...";43.373526034;-3.214615513;cantabria
800 €/mes;;/alquilar/piso-penacastillo_nueva_montana39011-45002039123_100500/;Peñacastillo-Nueva Montaña (Santander);2 habs.;1 baño;55 m²;2ª planta;"Buscas piso en alquiler para fijo???
Ética inmobiliaria te ofrece este acogedor piso de 55 metros cuadrados. Cuenta con dos dormit...";43.4454813;-3.8511064;cantabria
860 €/mes;;/alquilar/piso-santander_la_pereda39012-44237993900_100500/;La Pereda (Santander);2 habs.;2 baños;102 m²;3ª planta;"Solo alquiler temporal, desde el 1 de septiembre de 2024 hasta el 30 de junio de 2025.

Piso nuevo, bien amueblado y equipado.
Con...";43.4754017;-3.803418;cantabria
800 €/sem;;/alquilar/piso-noja_helgueras-45062744058_510167/;Helgueras (Noja);2 habs.;1 baño;65 m²;4ª planta;Se alquila ático con ascensor y garaje particular, cercano a la playa y con espectaculares vistas al mar en noja, en la zona de la...;43.470240005;-3.508333448;cantabria
1.200 €/mes;;/alquilar/piso-los_castros39005-44261022482_997733/;Los Castros (Santander);4 habs.;1 baño;100 m²;2ª planta;Alquilo piso de septiembre a junio, y por temporada de verano a otro precio. Cuenta con 4 dormitorios, salón, cocina y 1 baño. Ter...;43.4697623;-3.8063343;cantabria
2.000 €/mes;;/alquilar/estudio-puerto_chico39003-37586330509_523562/;Puerto Chico (Santander);1 hab.;1 baño;33 m²;;"Se alquila estudio con encanto en pleno centro julio y agosto. Excelente ubicación 

En el centro de la ciudad, en una de las mejo...";43.4632221;-3.803542;cantabria
700 €/mes;;/alquilar/piso-suances_centro_urbano-28341737714_103800/;Suances;2 habs.;1 baño;69 m²;1ª planta;"Alquiler vacacional, consulta disponibilidad.
Disfruta de la comodidad y el lujo de pasar unas vacaciones a pocos pasos de la play...";43.433165575;-4.043319717;cantabria
850 €/mes;;/alquilar/piso-castilla_hermida39002-45051803901_990805/;Castilla-Hermida (Santander);3 habs.;2 baños;115 m²;2ª planta;No fijo se alquila para fijo. Ideal para personal desplazado por trabajo o estudios, se alquila por periodos inferiores a 11 meses...;43.4583862;-3.8101652;cantabria
1.600 €/mes;;/alquilar/duplex-santona_centro_urbano-45885783344_100500/;Santoña;2 habs.;2 baños;98 m²;2ª planta;Alquiler vacacional de este espectacular dúplex de estilo moderno en santoña, completamente amueblado y equipado con todo lo neces...;43.4442455;-3.4571276;cantabria
750 €/mes;;/alquilar/piso-los_castros39005-35009867882_100500/;Los Castros (Santander);3 habs.;1 baño;70 m²;2ª planta;Temporal! Solo curso escolar! ¡No pierdas la oportunidad de alquilar este magnífico piso de 3 habitaciones! Ubicado en una zona pr...;43.4685798;-3.8067843;cantabria
