precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
1.900€;3 dormitorio, Madrid 28007 1ES54236-;https://rd.clk.thribee.com/id.9M1JmV1AuT/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.1/;28007, Comunidad de Madrid;3  habitaciones;1  baños;-;...se encuentra en Madrid Madrid 28007. Tiene 3 dormitorios, 1 baño. Esta 3 dormitorio apartamentos en Madrid Madrid es para alquilar por 1900...;Hace +30 días;Listanza;Madrid
1.200€;Madrid 28013 1ES76468-;https://rd.clk.thribee.com/id.9xLTeZoX/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.2/;28013, Comunidad de Madrid;-;-;-;...Esta casa se encuentra en Madrid Madrid 28013. Tiene 0 dormitorio. Esta 0 dormitorio apartamentos en Madrid Madrid es para alquilar por 1200...;Hace 11 días;Listanza;Madrid
3.200€;2 dormitorio, Madrid 28014 1ES74563-;https://rd.clk.thribee.com/id.A1-vt16Uf13/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.3/;28014, Comunidad de Madrid;2  habitaciones;2  baños;-;...se encuentra en Madrid Madrid 28014. Tiene 2 dormitorios, 2 baños. Esta 2 dormitorio apartamentos en Madrid Madrid es para alquilar por 3200...;Hace 11 días;Listanza;Madrid
2.818€;1 dormitorio, Madrid 28006 1ES73739-;https://rd.clk.thribee.com/id.AAn15HG61Y/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.4/;28006, Comunidad de Madrid;1  habitaciones;-;-;...Esta casa se encuentra en Madrid Madrid 28006. Tiene 1 dormitorio. Esta 1 dormitorio apartamentos en Madrid Madrid es para alquilar por 2818...;Hace 11 días;Listanza;Madrid
3.597€;1 dormitorio, Madrid 28010 1ES75944-;https://rd.clk.thribee.com/id.AC1uj1-U1Ja/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.5/;28010, Comunidad de Madrid;1  habitaciones;-;-;...Esta casa se encuentra en Madrid Madrid 28010. Tiene 1 dormitorio. Esta 1 dormitorio apartamentos en Madrid Madrid es para alquilar por 3597...;Hace 11 días;Listanza;Madrid
3.696€;Madrid 28014 1ES78418-;https://rd.clk.thribee.com/id.AD1L181Ea1gq/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.6/;28014, Comunidad de Madrid;-;-;-;...Esta casa se encuentra en Madrid Madrid 28014. Tiene 0 dormitorio. Esta 0 dormitorio apartamentos en Madrid Madrid es para alquilar por 3696...;Hace 1 día;Listanza;Madrid
2.296€;2 dormitorio, Madrid 1ES77940-;https://rd.clk.thribee.com/id.I1f1rEaObS/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.7/;Comunidad de Madrid;2  habitaciones;2  baños;-;...casa se encuentra en Madrid Madrid. Tiene 2 dormitorios, 2 baños. Esta 2 dormitorio apartamentos en Madrid Madrid es para alquilar por 2296...;Hace 7 días;Listanza;Madrid
3.037€;Madrid 28012 1ES76167-;https://rd.clk.thribee.com/id.J11z1G1mgq1B/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.8/;28012, Comunidad de Madrid;-;-;-;...Esta casa se encuentra en Madrid Madrid 28012. Tiene 0 dormitorio. Esta 0 dormitorio apartamentos en Madrid Madrid es para alquilar por 3037...;Hace 11 días;Listanza;Madrid
2.720€;2 dormitorio, Madrid 28003 1ES76540-;https://rd.clk.thribee.com/id.JX1O1112Kw6/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.9/;28003, Comunidad de Madrid;2  habitaciones;-;-;...se encuentra en Madrid Madrid 28003. Tiene 2 dormitorios, 74 baños. Esta 2 dormitorio apartamentos en Madrid Madrid es para alquilar por 2720...;Hace 11 días;Listanza;Madrid
6.595€;3 dormitorio, Madrid 28001 1ES69128-;https://rd.clk.thribee.com/id.JYp1B1qAd1u/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.10/;28001, Comunidad de Madrid;3  habitaciones;-;-;...Esta casa se encuentra en Madrid Madrid 28001. Tiene 3 dormitorios. Esta 3 dormitorio apartamentos en Madrid Madrid es para alquilar por 6595...;Hace 11 días;Listanza;Madrid
1.765€;2 dormitorio, Madrid 28039 1ES62949-;https://rd.clk.thribee.com/id.K1M1E161Z1z1W5/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.11/;28039, Comunidad de Madrid;2  habitaciones;1  baños;-;...se encuentra en Madrid Madrid 28039. Tiene 2 dormitorios, 1 baño. Esta 2 dormitorio apartamentos en Madrid Madrid es para alquilar por 1765...;Hace +30 días;Listanza;Madrid
1.595€;2 dormitorio, Madrid 28012 1ES54244-;https://rd.clk.thribee.com/id.K91T1KNIO15/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.12/;28012, Comunidad de Madrid;2  habitaciones;2  baños;-;...se encuentra en Madrid Madrid 28012. Tiene 2 dormitorios, 2 baños. Esta 2 dormitorio apartamentos en Madrid Madrid es para alquilar por 1595...;Hace +30 días;Listanza;Madrid
1.100€;Madrid 28020 1ES78415-;https://rd.clk.thribee.com/id.KH1m1JN1H1Z7/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.13/;28020, Comunidad de Madrid;-;1  baños;-;...casa se encuentra en Madrid Madrid 28020. Tiene 0 dormitorio, 1 baño. Esta 0 dormitorio apartamentos en Madrid Madrid es para alquilar por 1100...;Hace 1 día;Listanza;Madrid
2.486€;1 dormitorio, Madrid 1ES77966-;https://rd.clk.thribee.com/id.KXK1Nr1Q1nq/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.14/;Comunidad de Madrid;1  habitaciones;1  baños;-;...Esta casa se encuentra en Madrid Madrid. Tiene 1 dormitorio, 1 baño. Esta 1 dormitorio apartamentos en Madrid Madrid es para alquilar por 2486...;Hace 7 días;Listanza;Madrid
495€;Madrid 28007 1ES78199-;https://rd.clk.thribee.com/id.L111K1OS1L1K1j/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.15/;28007, Comunidad de Madrid;-;-;-;...Esta casa se encuentra en Madrid Madrid 28007. Tiene 0 dormitorio. Esta 0 dormitorio apartamentos en Madrid Madrid es para alquilar por 495...;Hace 7 días;Listanza;Madrid
5.700€;3 dormitorio, Madrid 28004 1ES73785-;https://rd.clk.thribee.com/id.L1d7u61-17D/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.16/;28004, Comunidad de Madrid;3  habitaciones;3  baños;-;...se encuentra en Madrid Madrid 28004. Tiene 3 dormitorios, 3 baños. Esta 3 dormitorio apartamentos en Madrid Madrid es para alquilar por 5700...;Hace 11 días;Listanza;Madrid
7.207€;Madrid 28005 1ES77033-;https://rd.clk.thribee.com/id.M111JF1M1A1Y1R/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.17/;28005, Comunidad de Madrid;-;-;-;...Esta casa se encuentra en Madrid Madrid 28005. Tiene 0 dormitorio. Esta 0 dormitorio apartamentos en Madrid Madrid es para alquilar por 7207...;Hace 11 días;Listanza;Madrid
2.000€;2 dormitorio, Madrid 28012 1ES78126-;https://rd.clk.thribee.com/id.M1EW1Bj1dNC/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.18/;28012, Comunidad de Madrid;2  habitaciones;-;-;...Esta casa se encuentra en Madrid Madrid 28012. Tiene 2 dormitorios. Esta 2 dormitorio apartamentos en Madrid Madrid es para alquilar por 2000...;Hace 8 días;Listanza;Madrid
1.635€;4 dormitorio, Madrid 28025 1ES74782-;https://rd.clk.thribee.com/id.M1I1fn1CU1T1Z/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.19/;28025, Comunidad de Madrid;4  habitaciones;1  baños;-;...se encuentra en Madrid Madrid 28025. Tiene 4 dormitorios, 1 baño. Esta 4 dormitorio apartamentos en Madrid Madrid es para alquilar por 1635...;Hace 11 días;Listanza;Madrid
1.300€;3 dormitorio, Madrid 28024 1ES78220-;https://rd.clk.thribee.com/id.N1-U1_j121B/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.16605trovit-web-7f7dc96976-2kwxc668821d2bc8ea/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.comunidad%20madrid/type.2/page.33/cookieid.1020120668821d2a96de1.10458849/pos.20/;28024, Comunidad de Madrid;3  habitaciones;-;-;...Esta casa se encuentra en Madrid Madrid 28024. Tiene 3 dormitorios. Esta 3 dormitorio apartamentos en Madrid Madrid es para alquilar por 1300...;Hace 6 días;Listanza;Madrid
