precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta;CCAA
240.000 €;;/comprar/casa-rubi_centre-40881055371_139800/;Centre (Rubí);3 habs.;2 baños;116 m²;Casa de pueblo en construcción, en pleno centro de rubí ( calle peatonal), en planta : recibidor, salón comedor de 33m² con salida...;41.4908792;2.0327113;;barcelona
590.000 €;;/comprar/piso-el_barri_gotic08002-44238567816_109300/;El Barri Gòtic (Distrito Ciutat Vella. Barcelona Capital);2 habs.;1 baño;93 m²;La finca es del año 1850, es una tercera planta altura real con ascensor. El piso esta totalmente reformado, consta de 93m² constr...;41.3821837;2.1750667;3ª planta;barcelona
87.000 €;Apartamento en Carrer del Mas, 112;/comprar/apartamento-collblanc08904-45019778931_512584/;Collblanc (L'Hospitalet de Llobregat);1 hab.;1 baño;28 m²;¡¡ Ideal inversores!! Le ofrecemos una oportunidad única de inversión en la zona de collblanc cerca de metro, autobuses, colegios ...;41.370747;2.1186676;1ª planta;barcelona
219.900 €;;/comprar/piso-centre_zona_estacio_passeig_de_joan_maragall-45833477323_109300/;Centre-Zona Estació-Passeig de Joan Maragall (Gavà);4 habs.;1 baño;82 m²;¡Atención  les presento un  piso situado en una de las zonas más exclusivas y demandadas de la localidad. Con una superficie de 82...;41.3064986;2.0059902;1ª planta;barcelona
405.000 €;Piso en Carrer del Progrés, 190;/comprar/piso-gorg_progres_pep_ventura08912-4503133453_109700/;Gorg-Progrés-Pep Ventura (Badalona);2 habs.;1 baño;80 m²;Bloque 2 esc. A – 1º 3ª. Piso en un edificio de obra nueva de 80 m² de superficie construida y ubicado en la zona de badalona, enc...;41.4401356;2.2393463;1ª planta;barcelona
149.000 €;;/comprar/piso-el_raval08001-45072079560_100500/;El Raval (Distrito Ciutat Vella. Barcelona Capital);1 hab.;1 baño;40 m²;Bonito y luminoso piso a estrenar con una superficie de 40m² construidos y ubicado en el céntrico barrio del raval, a pocos pasos ...;41.3777017;2.1676047;4ª planta;barcelona
255.000 €;Piso en Carrer dels Calders, 157;/comprar/piso-eixample_sant_oleguer08203-4642122264_109700/;Eixample-Sant Oleguer (Sabadell);3 habs.;2 baños;91 m²;A17. Piso en un edificio de obra nueva de 91 m² de superficie construida y ubicado en la zona de sabadell. Está distribuido en 3 h...;41.5354207;2.1168783;;barcelona
315.000 €;Piso en Avinguda del Maresme,  s/n;/comprar/piso-mataro_centre08301-4493387067_109700/;Centre (Mataró);3 habs.;2 baños;107 m²;Bloc 4 esc a pue 1 planta 1. Piso en un inmueble de obra nueva de 107 m² de superficie construida y situado en la zona de mataró, ...;41.5353506;2.4477911;1ª planta;barcelona
95.000 €;;/comprar/piso-ctra_de_vic_remei08241-44189606128_500831/;Ctra. de Vic-Remei (Manresa);2 habs.;1 baño;60 m²;Altura piso 2º, piso superficie total 60 m², superficie útil 54 m², habitaciones dobles: 2, 1 baño, aire acondicionado (frío y cal...;41.72637364;1.826744019;2ª planta;barcelona
240.000 €;;/comprar/piso-caldes_de_montbui_centro_urbano-41765777684_500554/;Caldes de Montbui;4 habs.;1 baño;104 m²;¡Increíble ático en venta con vistas al farell! Este luminoso inmueble de 104m² construidos se distribuye con 4 habitaciones ampli...;41.627214973;2.164349192;4ª planta;barcelona
595.000 €;;/comprar/piso-la_sagrada_familia08013-45842278064_100200/;La Sagrada Família (Distrito Eixample. Barcelona Capital);4 habs.;2 baños;132 m²;"Piso doble orientación de 132 m² en una 6ª planta con orientación sur y vistas a la sagrada familia!
La vivienda está distruibuida...";41.4058347;2.177179;;barcelona
570.000 €;Casa en calle Can Canudas- Villa Conxita, nº 46;/comprar/casa-sant_salvador_de_guardiola_centro_urbano-44234876002_437300/;Sant Salvador de Guardiola;6 habs.;3 baños;548 m²;"Masía del siglo xviii ubicada en sant salvador de guardiola.

Construida en 1900 y rehabilitada hace aproximadamente 10 años. Con ...";41.68059836348936;1.7671209111557167;;barcelona
160.000 €;;/comprar/piso-els_merinals08205-45059399020_100500/;Els Merinals (Sabadell);3 habs.;1 baño;73 m²;"Agincat gestio immobiliaria s.l. Comercializa la venta de este estupendo piso en sabadell, zona merinales.

Ubicación. Su situació...";41.5421957;2.0901708;2ª planta;barcelona
345.000 €;;/comprar/piso-gracia_la_salut08024-43423033646_109300/;La Salut (Distrito Gràcia. Barcelona Capital);4 habs.;2 baños;83 m²;"&nbsp; a pocos metros de una de las entradas del icónico park güell, en el encantador barrio de la salut, en gràcia, encontramos e...";41.4102305;2.1502088;;barcelona
164.900 €;;/comprar/piso-montmelo_centro_urbano-45099590988_100500/;Montmeló;3 habs.;1 baño;69 m²;"Descubre este encantador piso, ubicado en el centro de la población y cerca de servicios y comercios.
Consta de 3 dormitorios, dos...";41.5518067;2.2494628;4ª planta;barcelona
208.000 €;;/comprar/piso-manresa_poble_nou-43340761216_500831/;Poble Nou (Manresa);4 habs.;2 baños;120 m²;Altura piso 1º, piso superficie total 120 m², superficie útil 90 m², hab. Individuales: 1, habitaciones dobles: 3, 2 baños, adapta...;41.731748115;1.827232649;1ª planta;barcelona
200.000 €;;/comprar/piso-cerdanyola_sud08303-45864920123_525870/;Cerdanyola Sud (Mataró);4 habs.;2 baños;112 m²;1r piso sin ascensor de gran metraje para grandes familias, en comunidad reducida piso de origen muy conservado, sus 112m² (verifi...;41.5388175;2.4232117;1ª planta;barcelona
235.000 €;Piso en Carrer de l'Urgell, 8;/comprar/piso-llica_de_vall_centro_urbano-36694021991_523917/;Lliçà de Vall;4 habs.;2 baños;100 m²;Inmofinkas valles le abre las puertas de este espectacular piso planta baja centrico de 100m² con balcon y ascensor en el corazon ...;41.58853333953151;2.2414223980179826;Bajo;barcelona
899.000 €;Piso en Carrer de Pau Claris;/comprar/piso-la_dreta_de_eixample08009-4219460871_109700/;La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital);3 habs.;2 baños;116 m²;Piso en un edificio de obra nueva de 116 m2 de superficie construida y ubicado en la zona de Barcelona Capital. Está distribuido en 3 habitaciones, 2 baños completos, terraza y cuenta con certificación energética E. Incluye extras como ascensor.;41,3917562;2,1682211;;barcelona
340.000 €;;/comprar/piso-ciutat_vella_la_barceloneta08003-45843883904_992744/;La Barceloneta (Distrito Ciutat Vella. Barcelona Capital);2 habs.;2 baños;50 m²;"Century21 welhome comercializa esta impresionante vivienda exclusiva de diseño en la barceloneta, que promociona rootar realty.
Se...";41.3824313;2.1886872;2ª planta;barcelona
275.000 €;Piso en calle Montaña de Sales,  S/N;/comprar/piso-la_torre_roja_camprecios_grup_sant_jordi-4492780071_109700/;La Torre-roja-Campreciós-Grup Sant Jordi (Viladecans);2 habs.;2 baños;87 m²;Planta tipo. Piso en un edificio de obra nueva de 87 m² de superficie construida y ubicado en la zona de viladecans. Está distribu...;41.312813033;2.02283631;;barcelona
308.000 €;;/comprar/piso-pla_en_boet08302-43417392755_100200/;Pla d'en Boet (Mataró);4 habs.;2 baños;110 m²;"Cami ral - ¡Piso de 4 dormitorios con parking y trastero!

Piso de 110m² a 3 minutos del centro de la ciudad y la estación de tren...";41.5320384;2.4380166;2ª planta;barcelona
172.000 €;Piso en Carrer de Baltasar Oriol, nº 00;/comprar/piso-almeda-88371417127_501711/;Almeda (Cornellà de Llobregat);3 habs.;1 baño;65 m²;Novaimmobiliaria  assessors immobiliaris  presenta este bonito piso  situado  en la  zona de  almeda, en calle tranquila y con  po...;41.35235275631811;2.08732539418012;1ª planta;barcelona
265.000 €;Piso en Carrer de la Laietània, 16;/comprar/piso-badalona_centre08911-41740241483_108900/;Centre (Badalona);4 habs.;2 baños;106 m²;"Piso a reformar en el centro de badalona, a solo 10 minutos a pie del mar.

La finca fue diseñada por el conocido arquitecto vangu...";41.4532888;2.2478935;Bajo;barcelona
310.000 €;;/comprar/piso-vic_centre_historic-28342612516_100500/;Centre Històric (Vic);3 habs.;3 baños;148 m²;Rehabilitació integral d’edifici amb façana pel carrer sant antoni maria claret cantonada carrer de la ramada de vic . Fantàstic d...;41.928246416;2.254141042;;barcelona
