precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude;CCAA
234.900 €;;/comprar/piso-gernika_lumo_centro_urbano-45070383827_109300/;Gernika-Lumo;4 habs.;2 baños;115 m²;1ª planta;Amplio piso en pleno centro de gernika, dispone de 115,06m² construidos de los que 99,45 m² son utiles y se distribuye en: hall de...;43.3170968;-2.6801341;vizcaya_bizkaia
285.000 €;;/comprar/piso-lasesarre-44265195898_102200/;Lasesarre (Barakaldo);3 habs.;1 baño;90 m²;7ª planta;Espectacular vivienda de 90m² a 5 minutos de la herriko plaza. A la vivienda se le ha realizado una reforma integral ¡Todo ello a ...;43.298977;-2.9854665;vizcaya_bizkaia
159.900 €;;/comprar/piso-bagatza_beurko_desertu48901-44201193707_100500/;Bagatza-San Vicente (Barakaldo);2 habs.;1 baño;55 m²;5ª planta;Inmobiliaria quorum vende en exclusiva vivienda ubicada en avenida la libertad, a tan sólo un paso del metro de bagatza, zona muy ...;43.2984449;-2.9921265;vizcaya_bizkaia
2.450.000 €;;/comprar/casa-andra_mari48993-97579049664_102200/;Andra Mari (Getxo);8 habs.;7 baños;900 m²;;Atehome comercializa magnífica casa con vistas al mar en la prestigiosa urbanización la galea. La vivienda cuenta con un espectacu...;43.358190564;-3.01647712;vizcaya_bizkaia
220.000 €;;/comprar/piso-centro_zaballa_arrontegi-40899180490_513213/;Lasesarre (Barakaldo);3 habs.;2 baños;80 m²;1ª planta;Preciosa y completa vivienda, con amplio salón comedor, bonita cocina totalmente equipada, tres dormitorios con empotrados y el pr...;43.2993303;-2.9837188;vizcaya_bizkaia
225.000 €;;/comprar/piso-done_bikendi-35049964171_514306/;Bagatza-San Vicente (Barakaldo);3 habs.;1 baño;95 m²;5ª planta;"***precio negociable***
¡¡¡Exclusiva!!! ¡¡¡Piso junto al palacio de justicia, con vistas despejadas, soleado y con altura!!!
Hall ...";43.2949381;-2.9891708;vizcaya_bizkaia
380.000 €;;/comprar/piso-santutxu48004-44216283260_514306/;Santutxu (Distrito Begoña-Santutxu. Bilbao);3 habs.;2 baños;95 m²;6ª planta;¡¡¡Exclusiva!!! Muy buen piso, edificio de excelente construcción,  en la mejor zona de santutxu a un paso del ascensor  del metro...;43.2547846;-2.9127857;vizcaya_bizkaia
465.000 €;;/comprar/piso-areeta48930-45024041883_102200/;Areeta (Getxo);4 habs.;2 baños;115 m²;6ª planta;"piso en el centro de las arenas,

Ideal para quienes buscan un hogar con espacio y ubicación privilegiada.

Este amplio piso cuen...";43.3277443;-3.0111126;vizcaya_bizkaia
599.000 €;;/comprar/casa-barrika_centro_urbano-19229646811_520740/;Barrika;12 habs.;3 baños;400 m²;;"¡¡¡¡Exclusiva!!!! Precioso caserío para reformar totalmente. Con posibilidad de construir tres viviendas.
400 m² repartidos en una...";43.40164098461768;-2.9666323268876726;vizcaya_bizkaia
530.000 €;;/comprar/piso-arteagabeitia_retuerto_kareaga48902-44246125392_100500/;Arteagabeitia-Retuerto-Kareaga (Barakaldo);4 habs.;3 baños;136 m²;2ª planta;Inmobiliaria quorum vende en exclusiva maravillosa vivienda ubicada en pleno centro de barakaldo, junto a los juzgados. Se trata d...;43.29454726;-2.989047898;vizcaya_bizkaia
1.250.000 €;;/comprar/piso-abandoibarra_guggenheim48001-44233491070_102200/;Abandoibarra-Guggenheim (Distrito Abando. Bilbao);3 habs.;2 baños;155 m²;8ª planta;Este piso se encuentra en una zona privilegiada de la ciudad, en el parque doña casilda. Cuenta con una excelente comunicación y t...;43.2675672;-2.9417569;vizcaya_bizkaia
450.000 €;;/comprar/piso-areeta48930-45024986992_102200/;Areeta (Getxo);3 habs.;2 baños;112 m²;4ª planta;"Piso en villa de plentzia (antiguo golf)

La vivienda con dos puertas de entrada y una superficie construida de ciento doce metro...";43.3322602;-3.0047153;vizcaya_bizkaia
195.000 €;;/comprar/piso-santurtziko_parkea_txitxarra-44251818702_100200/;Santurtziko Parkea-Txitxarra (Santurtzi);3 habs.;;100 m²;1ª planta;"Santurtzi
Se vende piso exterior de 90 m² útiles para reformar en la calle jenaro oraá, a escasos minutos del paseo del puerto y d...";43.3272434;-3.0310181;vizcaya_bizkaia
668.000 €;Piso en Recalde Zumarkalea, 8;/comprar/piso-abando_ensanche48009-45915523459_108500/;Abando Ensanche (Distrito Abando. Bilbao);4 habs.;2 baños;193 m²;;Vivienda en alameda de recalde, exterior, a reformar, con muchas posibilidades.[iw];43.2669;-2.93346;vizcaya_bizkaia
369.000 €;;/comprar/piso-santutxu48004-45053124685_100500/;Santutxu (Distrito Begoña-Santutxu. Bilbao);3 habs.;2 baños;90 m²;6ª planta;Torre gorostizaga. 90 m². Fantástica vivienda de 3 dormitorios, amplio salón, cocina amueblada-equipada, 2 terrazas una de ella am...;43.2537511;-2.9106878;vizcaya_bizkaia
159.000 €;;/comprar/finca_rustica-galdakao_centro_urbano-43381730080_100500/;Galdakao;3 habs.;1 baño;305 m²;;¡¡Oportunidad unica!! Caserío situado en el barrio de jugo, con buen acceso asfaltado hasta la puerta. Se encuentra junto al polid...;43.247980407;-2.882313741;vizcaya_bizkaia
250.000 €;;/comprar/piso-portugalete_buenavista-39198560351_100200/;Buenavista (Portugalete);3 habs.;1 baño;78 m²;;"Portugalete.
Se vende piso totalmente exterior y muy luminoso de 78 m² y para entrar a vivir en una de las mejores zonas de portug...";43.3234205;-3.031785;vizcaya_bizkaia
480.200 €;Casa adosada en calle La Dinamita Kalea,  1;/comprar/casa_adosada-gurutzeta-4233556451_109700/;Cruces (Barakaldo);3 habs.;2 baños;150 m²;;Chalet adosado de obra nueva de 150 m² de superficie y emplazado en la zona de barakaldo. Está dispuesto en 3 habitaciones, 2 baño...;43.2728422;-3.0040968;vizcaya_bizkaia
315.300 €;Piso en calle de Lauaxeta Olerkari;/comprar/piso-mungia_centro_urbano-44262452393_109700/;Mungia;2 habs.;2 baños;75 m²;;Piso en un inmueble de obra nueva de 75 m2 de superficie construida y situado en la zona de Mungia. Está estructurado en 2 habitaciones y terraza. Proporciona como acabados armarios empotrados 1 habitación.;43,3567671;-2,850694;vizcaya_bizkaia
860.000 €;;/comprar/piso-getxo_algorta48991-42526550718_100500/;Algorta (Getxo);7 habs.;3 baños;235 m²;3ª planta;Inmobiliaria quorum getxo comercializa en exclusiva espectacular vivienda para reformar, segregable, en el centro de algorta. En l...;43.3508268;-3.0119678;vizcaya_bizkaia
199.000 €;Piso en calle Cápitán Mendizábál Káleá, nº 42;/comprar/piso-mamariga_la_sardinera-45025124465_101800/;Mamariga-La Sardinera (Santurtzi);3 habs.;1 baño;80 m²;1ª planta;"Se vende piso en la calle itsasalde de santurtzi

Edificio de hormigón con ascensor cota cero.

Piso con hall amplio, 3 dormitorio...";43.3329;-3.03632;vizcaya_bizkaia
140.000 €;;/comprar/piso-sodupe-44195708751_999097/;Sodupe (Güeñes);1 hab.;1 baño;60 m²;2ª planta;"Encantador piso reformado en venta en sodupe

¿Buscas tu primera vivienda en un entorno tranquilo y con todas las comodidades? Est...";43.2023851;-3.045765;vizcaya_bizkaia
595.000 €;;/comprar/piso-alde_zaharra_portu-41693508319_514269/;Alde Zaharra-Portu (Portugalete);5 habs.;2 baños;165 m²;6ª planta;Oferta de piso recien reformado en el muelle de portugalete, todo exterior con vistas a la ria. 4 habitaciones y un despacho, coci...;43.325368;-3.0207434;vizcaya_bizkaia
599.000 €;;/comprar/casa-sopuerta_centro_urbano-35047314041_999097/;Sopuerta;4 habs.;3 baños;285 m²;;¡Increíble chalet individual en el barrio de avellaneda! Esta maravillosa propiedad de dos plantas te ofrece todo lo que necesitas...;43.277874531;-3.160990852;vizcaya_bizkaia
157.500 €;Piso en calle Jimenez Fernando Miembro Dya Kalea, nº 18;/comprar/piso-txurdinaga48004-45843853834_101800/;Txurdinaga (Distrito Otxarkoaga-Txurdinaga. Bilbao);2 habs.;1 baño;66 m²;1ª planta;"Se vende piso con trastero en la calle fernando jiménez de txurdínaga.

Edificio de hormigón con ascensor cota cero.

Piso de 2 do...";43.2506;-2.90407;vizcaya_bizkaia
550.000 €;;/comprar/chalet_adosado-sanfuentes-39168026493_513430/;Sanfuentes (Abanto-Zierbena);5 habs.;4 baños;320 m²;;"Exquisito y lujoso chalet adosado en abanto zierbena

Exclusiva tangora inmobiliaria.en una urbanización rodeada de tranquilidad y...";43.3203972;-3.0725368;vizcaya_bizkaia
339.990 €;;/comprar/piso-masustegi_mintegitxueta48002-44232053561_100200/;Masustegi-Mintegitxueta (Distrito Basurtu-Zorrotza. Bilbao);3 habs.;2 baños;90 m²;1ª planta;"Basurto

Se vende piso exterior de 97m² según catastro para entrar a vivir en la zona de basurto, en la calle lezeaga. Dispone de ...";43.258314;-2.9249709;vizcaya_bizkaia
359.000 €;;/comprar/piso-done_bikendi48902-41726837212_101800/;Arteagabeitia-Retuerto-Kareaga (Barakaldo);4 habs.;2 baños;110 m²;1ª planta;La casa agency pone en venta este inmueble ubicado en una de las zonas mas solicitadas de barakaldo. En concreto en las torres de ...;43.2922024;-3.0042831;vizcaya_bizkaia
219.000 €;;/comprar/piso-san_ignazio_elorrieta48015-41728880268_101800/;San Ignazio-Elorrieta (Distrito Deustu. Bilbao);2 habs.;1 baño;63 m²;2ª planta;Estudio sani 2020, s.l.  Vende piso en la calle orixe de 63 metros cuadrados, distribuidos en dos amplias habitaciones, salón, coc...;43.282671;-2.960255;vizcaya_bizkaia
183.000 €;;/comprar/piso-bolueta48004-45000719899_101800/;Bolueta (Distrito Begoña-Santutxu. Bilbao);2 habs.;1 baño;74 m²;1ª planta;Se vende piso en la calle juan guisasola de basarrate. Piso luminoso de 74 m² distribuidos en sala con terraza, cocina comedor, 2 ...;43.2483047;-2.9092553;vizcaya_bizkaia
270.000 €;;/comprar/piso-santurtziko_parkea_txitxarra-43399830490_109300/;Santurtziko Parkea-Txitxarra (Santurtzi);4 habs.;2 baños;115 m²;;"En exclusiva.- junto al parque central

Vivienda de 4 habitaciones, con altura, muy soleado y vistas al mar, junto al parque centr...";43.3279749;-3.0308315;vizcaya_bizkaia
390.000 €;Piso en Concha Jeneralaren Kalea, 22;/comprar/piso-indautxu-41745740291_997423/;Indautxu (Bilbao);5 habs.;1 baño;141 m²;1ª planta;Venta de expléndido piso exterior en exclusiva, de 130 metros cuadrados útiles, en primera planta, con tres amplias piezas al exte...;43.25851138976755;-2.9353350223889483;vizcaya_bizkaia
155.000 €;;/comprar/piso-santutxu48004-42577031129_100200/;Santutxu (Distrito Begoña-Santutxu. Bilbao);2 habs.;1 baño;60 m²;;"Santutxu.
Se vende piso totalmente exterior, vistas despejadas y con mucha luz natural. Dispone de 60 m² según catastro en la zona...";43.2482755;-2.909976;vizcaya_bizkaia
240.000 €;;/comprar/piso-bagatza_san_vicente48902-45041723816_514306/;Bagatza-San Vicente (Barakaldo);2 habs.;2 baños;69 m²;7ª planta;¡¡¡Exclusiva!!! Piso en pleno san vicente, en la plaza anteiglesia, con vistas despejadas, reformado, hall de entrada puerta blind...;43.2954767;-2.9965108;vizcaya_bizkaia
118.000 €;;/comprar/piso-uretamendi-43409841442_100200/;Uretamendi (Distrito Errekalde. Bilbao);3 habs.;1 baño;74 m²;;"Uretamendi
Se vende piso completamente exterior, muy luminoso y amplio en el barrio de uretamendi muy cerca del ascensor municipal...";43.2488296;-2.9491009;vizcaya_bizkaia
259.000 €;;/comprar/piso-rontegui_pormetxeta48902-44176453034_102200/;Rontegui-Pormetxeta (Barakaldo);2 habs.;1 baño;60 m²;5ª planta;Piso reformado de 2 habitaciones, sala, cocina reformada y equipada incluyendo una barra de bar americana, baño y balcón cerrado s...;43.2938476;-2.9854467;vizcaya_bizkaia
119.900 €;;/comprar/piso-albiz_markonzaga-41722248327_513213/;Albiz-Markonzaga (Sestao);2 habs.;1 baño;60 m²;1ª planta;Sacamos a la venta una acogedora vivienda de dos habitaciones, un baño y sala, que ofrece una experiencia de vida cómoda. Ubicada ...;43.3070992;-3.0064041;vizcaya_bizkaia
365.000 €;;/comprar/casa_adosada-areeta48930-44252246686_102200/;Areeta (Getxo);3 habs.;2 baños;101 m²;;"Exclusiva

Se vende acogedor chalet pareado en romo, con una superficie útil aproximada de ochenta y cinco metros (85 m²) dividido...";43.3267817;-3.0073363;vizcaya_bizkaia
175.000 €;;/comprar/piso-zorrotza-43357937167_999097/;Zorrotza (Distrito Basurtu-Zorrotza. Bilbao);3 habs.;1 baño;85 m²;6ª planta;"Se vende este encantador piso en la zona de zorroza.
Ubicado en la sexta planta y con una superficie total de 85 m². 
Cuenta con 3...";43.2759792;-2.9707139;vizcaya_bizkaia
660.000 €;;/comprar/casa-gurutzeta-29235731458_102200/;Cruces (Barakaldo);8 habs.;5 baños;400 m²;;¡¡¡ Exclusiva !!!  inmobiliaria broker pone a tu disposición este espectacular caserío ubicado en el término municipal de barakald...;43.2703382;-2.9786938;vizcaya_bizkaia
273.990 €;;/comprar/piso-bermeo_centro_urbano-44231399436_109300/;Bermeo;3 habs.;2 baños;92 m²;5ª planta;Se vende precioso piso semi nuevo que dispone de 92 m² construidos de los cuales 85m² son útiles y se distribuye de la siguiente f...;43.4204271;-2.7297096;vizcaya_bizkaia
257.000 €;;/comprar/piso-lasesarre-45070877808_102200/;Lasesarre (Barakaldo);3 habs.;2 baños;98 m²;4ª planta;Vivienda  en exclusiva , muy luminosa y con vistas. Distribuida en 3 dormitorios, salón comedor con terraza, 2 baños con duchas, c...;43.3008346;-2.9893703;vizcaya_bizkaia
150.000 €;;/comprar/piso-mamariga_la_sardinera-41682558220_109300/;Mamariga-La Sardinera (Santurtzi);2 habs.;1 baño;75 m²;;"En exclusiva.-  mamariga - bonita altura

Interesante vivienda situada en el barrio de mamariga, a 5 minutos del metro, rodeado de...";43.3321236;-3.0399053;vizcaya_bizkaia
100.000 €;;/comprar/piso-balmaseda_centro_urbano-19167179673_100500/;Balmaseda;3 habs.;1 baño;66 m²;1ª planta;"Venta de piso de 67 m²., con buenas vistas.
 3 habitaciones, sala, cocina independiente 
 Con balcón acristalado. Y baño.
 Muy lum...";43.1863;-3.20307;vizcaya_bizkaia
225.000 €;;/comprar/piso-lutxana_llano48903-45919891243_100500/;Lutxana-Llano (Barakaldo);3 habs.;1 baño;89 m²;10ª planta;"Inmobiliaria habitak pone a la venta amplio piso en lutxana.

Cerca del campo de fútbol, zonas verdes, colegios, parada de autobús...";43.289460586;-2.975717897;vizcaya_bizkaia
633.077 €;;/comprar/piso-abando_ensanche48001-45067961894_100500/;Abando Ensanche (Distrito Abando. Bilbao);2 habs.;;93 m²;;"¿Quieres vivir en las torres isozaki?

¡Este es el piso que conecta contigo!

Inmueble de 93m² construidos con una distribución m...";43.2644657;-2.9279617;vizcaya_bizkaia
315.300 €;;/comprar/piso-mungia_centro_urbano-44262452393_109700/;Mungia;2 habs.;2 baños;75 m²;;Piso en un inmueble de obra nueva de 75 m² de superficie construida y situado en la zona de mungia. Está estructurado en 2 habitac...;43.3567671;-2.850694;vizcaya_bizkaia
225.000 €;;/comprar/piso-gernika_lumo_centro_urbano-42575405081_109300/;Gernika-Lumo;1 hab.;1 baño;53 m²;3ª planta;Precioso piso en pleno centro de gernika, se trata de una vivienda de 50m² que dispone de 1 habitación ,1 baño completo, cocina y ...;43.3153357;-2.6787961;vizcaya_bizkaia
290.000 €;Piso en Urbanización Baratz Eder,  S/N;/comprar/piso-bermeo_centro_urbano-3595041775_109700/;Bermeo;3 habs.;2 baños;98 m²;;Portal 1, letra g. Piso en un inmueble de obra nueva de 98 m² de superficie construida y situado en la zona de bermeo. Está estruc...;43.4183;-2.74945;vizcaya_bizkaia
A consultar;Ático en calle Kalea Gaztañatxu,  S/N;/comprar/atico-derio_centro_urbano-4589740115_109700/;Derio;3 habs.;5 baños;89 m²;;SUKIA04132 - Ático A - Ático en un inmueble de obra nueva de 89 m2 de superficie construida y situado en la zona de Logroño. Está estructurado en 3 habitaciones, 5 baños ( 3 completos, 2 auxiliares) y terraza de 53.6 m2. Aporta como extras ascensor, garaje y trastero.;43,3004;-2,88458;vizcaya_bizkaia
