precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude;CCAA
1.200 €/mes;Piso en Carrer Major de Sarrià, 89;/alquilar/piso-sarria_sant_gervasi_sarria08034-45890198032_101800/;Sarrià (Distrito Sarrià-Sant Gervasi. Barcelona Capital);1 hab.;1 baño;59 m²;2ª planta;"¡Descubre tu nuevo hogar en el corazón de sarria!

Se alquila por temporada  de un mes  a once  meses. 

Este precioso apartamento...";41.3992;2.12195;barcelona
1.300 €/mes;;/alquilar/piso-gorg_progres_pep_ventura-991239024_421900/;Gorg-Progrés-Pep Ventura (Badalona);3 habs.;2 baños;97 m²;1ª planta;Superf. 97 m²,  3 habitaciones ( 1 suite,  2 individuales),  1 baño,  1 aseo, cocina (exterior a balcón), comedor (25m² ext a balc...;41.4471051;2.239454;barcelona
775 €/mes;;/alquilar/piso-remei_montseny_la_guixa08500-45032219229_100500/;Remei-Montseny-La Guixa (Vic);3 habs.;2 baños;82 m²;;Fantàstic pis d'obra nova en lloguer a la plaça de la noguera de vic. El pis està distribuït amb una cuina-office oberta al menjad...;41.919996491;2.250017506;barcelona
1.750 €/mes;Piso en Carrer de Balmes, nº 366;/alquilar/piso-el_putxet_el_farro08006-1719679710_100500/;El Putxet-El Farró (Distrito Sarrià-Sant Gervasi. Barcelona Capital);2 habs.;1 baño;80 m²;2ª planta;"Fantástica oportunidad alquiler de temporada en barcelona!!!!!

Inmejorable ubicación de  piso de alquiler de temporada  en el cor...";41.40423;2.1415;barcelona
1.550 €/mes;;/alquilar/piso-la_sagrada_familia08013-45073623732_106700/;La Sagrada Família (Distrito Eixample. Barcelona Capital);3 habs.;1 baño;73 m²;;Laudor xxi alquila piso con muebles en buen estado de conservación, situado en la calle enamorats, frente calle lepanto, bien comu...;41.4066412;2.182081;barcelona
1.890 €/mes;;/alquilar/piso-sarria_sant_gervasi_sarria08017-44172206245_998932/;Sarrià (Distrito Sarrià-Sant Gervasi. Barcelona Capital);3 habs.;2 baños;154 m²;1ª planta;Magnífico piso con mucho encanto en zona peatonal en el corazón de sarrià. Vistas a la plaza de la vila. Mucha luz. Amplio recibid...;41.3988962;2.122245;barcelona
1.300 €/mes;Piso en Carretera de la Bunyola, 74;/alquilar/piso-sant_cosme_la_granja-39257626259_501106/;Sant Cosme-La Granja (El Prat de Llobregat);2 habs.;1 baño;60 m²;Bajo;"En el prat  de llobregat, carretera de la bunyola   
Se alquila planta baja 60 m² de  obra nueva, dispone de dos habitaciones, bañ...";41.320151805022114;2.102102680603886;barcelona
2.800 €/mes;;/alquilar/piso-pedralbes08017-14213489709_520471/;Pedralbes (Distrito Les Corts. Barcelona Capital);4 habs.;2 baños;120 m²;9ª planta;"Excelente oportunidad!
Cómodo piso de cuatro habitaciones al lado de pedralbes. 
Si está buscando un lugar cómodo y moderno para q...";41.391567819;2.134222995;barcelona
1.800 €/mes;;/alquilar/casa-sant_quirze_del_valles_centro_urbano-44222161391_518762/;Sant Quirze del Vallès;4 habs.;2 baños;160 m²;;"Zona: can casablanques (sant quirze del vallès).
Casa adosada en casablanques.
Superficie construida de 160 m².
Comedor con salida...";41.536876115;2.078553345;barcelona
1.300 €/mes;;/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-35903373477_100500/;Sant Pere-Santa Caterina-La Ribera (Distrito Ciutat Vella. Barcelona Capital);2 habs.;1 baño;52 m²;1ª planta;"Precioso apartamento recién reformado situado en el corazón de barcelona, en sant pere mitjà.  

El apartamento está ubicado en un...";41.388557;2.1782989;barcelona
