precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta;CCAA
310.000 €;;/comprar/casa-la_collada_els_sis_camins_fondo_somella_santa_mari-44167500011_522798/;La Collada-Els Sis Camins-Fondo Somella-Santa Maria (Vilanova i la Geltrú);3 habs.;1 baño;70 m²;"Casa fons sumella en vilanova i la geltru. 

En una de las zonas residenciales más buscadas, junto al barrio de l' aragai en vilan...";41.217142907;1.692460536;;barcelona
400.000 €;;/comprar/finca_rustica-sant_muc_castellnou_can_mir-45086990215_148700/;Sant Muç-Castellnou-Can Mir (Rubí);7 habs.;;410 m²;"Superficie finca: 58 ha.
Superficie masía y anexos: según mediciones de masía y ruinas más de 500 m².
Espacio natural salvaje, sin...";41.535156498;1.98889795;;barcelona
120.000 €;;/comprar/piso-calella_centro_urbano08370-45029398908_520201/;Calella;1 hab.;1 baño;41 m²;Bonitas vistas al mar en calella!!!!  A 5 minutos de la playa. Apartamento alto, soleado, con vistas a mar y montaña. Comedor con ...;41.612474294;2.645777374;10ª planta;barcelona
985.000 €;Chalet en Carrer de Sant Crist Vell, 10;/comprar/chalet-cabrils_centro_urbano-35873090530_108500/;Cabrils;7 habs.;9 baños;562 m²;Presentamos este increíble chalet en cabrils. Su ubicación privilegiada, a tan solo 5 minutos en coche de la playa, te brinda la c...;41.5164;2.38293;;barcelona
175.000 €;;/comprar/piso-montigala_sant_crist08917-40893796881_101800/;Montigalà-Sant Crist (Badalona);3 habs.;1 baño;67 m²;"¡Estupenda vivienda a la venta!

Finques torres te presenta tu nuevo hogar 
Se trata de una vivienda muy bonita y acogedora a la v...";41.4542797;2.2229092;1ª planta;barcelona
380.000 €;;/comprar/casa-olesa_de_montserrat_centro_urbano-42556763297_520035/;Olesa de Montserrat;4 habs.;3 baños;190 m²;"Casa unifamiliar, a 4 vientos, en olesa de montserrat, barrio ""can rubiroles"".
Recientemente reformada con acabados de alta calida...";41.5401;1.90508;;barcelona
2.800.000 €;;/comprar/piso-la_dreta_de_eixample08007-44198027538_517277/;La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital);5 habs.;4 baños;315 m²;"Piso de ensueño en el corazón de paseo de gracia
¿Sueña con vivir en un piso de ensueño en una de las calles más emblemáticas de b...";41.3906777;2.1662222;Principal;barcelona
870.000 €;;/comprar/piso-pedralbes08034-44167305668_992984/;Pedralbes (Distrito Les Corts. Barcelona Capital);4 habs.;2 baños;122 m²;Con una superficie de 122m², este luminoso apartamento cuenta una encantadora terraza de 13,68m². Cuenta con un acogedor y luminos...;41.3902351;2.1273;5ª planta;barcelona
530.000 €;Chalet en calle Camino Valldaneu, nº .;/comprar/chalet-sant_marti_de_centelles_centro_urbano-43385351044_108700/;Sant Martí de Centelles;13 habs.;;719 m²;"Espectacular masía-rectoría con orígenes anteriores al siglo xviii, parcialmente rehabilitada en 2005.
Edificio con muchas posibil...";41.7601;2.24827;;barcelona
940.000 €;;/comprar/piso-vallcarca_els_penitents08035-43395008779_108700/;Vallcarca-Els Penitents (Distrito Gràcia. Barcelona Capital);4 habs.;2 baños;205 m²;"Singular vivienda en planta baja con gran terraza y zona ajardinada.
Exclusiva vivienda con grandes zonas exteriores en frente del...";41.420702;2.1325185;;barcelona
120.000 €;;/comprar/apartamento-la_torrassa08903-42533488568_521173/;La Torrassa (L'Hospitalet de Llobregat);1 hab.;1 baño;32 m²;Bonito apartamento con 1 habitación doble. Salón comedor. Cocina equipada con todos los electrodomésticos. Baño completo con ducha...;41.3711314;2.1228342;1ª planta;barcelona
650.000 €;;/comprar/chalet-can_puiggener08208-45076390866_108700/;Can Puiggener (Distrito Can Puiggener-El Torrent del Capellà. Sabadell);3 habs.;1 baño;270 m²;"Terreno edificable con casa en venta en ctra. Prats de lluçanès de sabadell
 Terreno urbano de 656m² y 14 metros de ancho.
Posibil...";41.5633086;2.1010483;;barcelona
1.425.000 €;;/comprar/casa-gurb_centro_urbano-33387386733_110300/;Gurb;6 habs.;3 baños;433 m²;Magnífica torre de estilo colonial en la urbanización el soler-gurb, junto a la zona deportiva club tenis vic, de 432,89 m² de sup...;41.940348482;2.234326399;;barcelona
1.100.000 €;;/comprar/piso-la_dreta_de_eixample08007-45058272674_148700/;La Dreta de l'Eixample (Distrito Eixample. Barcelona Capital);8 habs.;2 baños;243 m²;"Superficie planta 196 m² más altillo de 49 m² y 13 m² de otro altillo.
Finca modernista con ascensor, piso actualmente como oficin...";41.3888749;2.1633778;2ª planta;barcelona
570.000 €;;/comprar/chalet-collbato_centro_urbano-43383382879_100500/;Collbató;4 habs.;2 baños;197 m²;En collbató ,bonito pueblo a las faldas de la montaña de montserrat, a tan solo 25 minutos de barcelona ,  se encuentra esta bonit...;41.566805967;1.817312131;;barcelona
