precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude;CCAA
1.500 €/mes;;/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-45901961348_516839/;Núcleo Urbano (Villanueva de la Cañada);3 habs.;2 baños;123 m²;1ª planta;Estupendo acogedor piso amueblado en alquiler, en muy buen estado, luminoso, edificio con ascensor, ¡Ideal para estudiantes! Equip...;40.4392116;-3.9996394;madrid
6.400 €/mes;;/alquilar/piso-recoletos28001-45030184977_100500/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;;200 m²;2ª planta;"Diza consultores presenta exclusivo piso reformado en el barrio de salamanca.

 Este increíble piso de 3 habitaciones en el presti...";40.4280986;-3.6826906;madrid
1.100 €/mes;;/alquilar/estudio-chamberi_arapiles28015-45928633619_100500/;Arapiles (Distrito Chamberí. Madrid Capital);;1 baño;30 m²;;Socios pone a su disposición este magnifico piso estudio diafano en vallehermoso, luminoso primera planta con ascensor. Exterior d...;40.4320935;-3.7090086;madrid
1.230 €/mes;;/alquilar/piso-parque_empresarial28232-44174219316_108900/;Parque Empresarial (Las Rozas de Madrid);2 habs.;;70 m²;2ª planta;"Espectacular vivienda de 2 dormitorios en perfecto estado de alquiler. Y además, ¡Con plaza de garaje incluida!
 
¡Alta de suminis...";40.4992667;-3.8832471;madrid
3.600 €/mes;;/alquilar/piso-recoletos28001-45045208605_100500/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;2 baños;168 m²;3ª planta;"Diza consultores les presenta este piso que cuenta con una ubicación inmejorable, al lado del mercado de la paz.

Piso exterior, a...";40.4276583;-3.6849808;madrid
1.100 €/mes;;/alquilar/chalet-grinon_centro_urbano-35095932915_516127/;Griñón;1 hab.;1 baño;90 m²;;Ij inmo alquila, precioso apartamento independiente en un chalet en griñon, distribuido en una habitacion con vestidor, un baño co...;40.2106356;-3.845752;madrid
1.250 €/mes;;/alquilar/piso-colmenar_viejo_el_mirador-45876880283_100200/;El Mirador (Colmenar Viejo);4 habs.;2 baños;107 m²;1ª planta;"Tecnocasa colmenar norte tlf. 91.113.68.87
Agencia inmobiliaria de colmenar viejo zona colmenar-norte alquila piso en urbanizacion...";40.663807055;-3.774352515;madrid
2.400 €/mes;;/alquilar/piso-prado_de_somosaguas-45842619775_100500/;Prado de Somosaguas (Pozuelo de Alarcón);4 habs.;2 baños;175 m²;2ª planta;Busca house alquila: estupendo piso con mucha luz en perfecto estado, muy bien comunicado, 3´ parada metro ligero prado de la vega...;40.4037564;-3.7866543;madrid
4.150 €/mes;;/alquilar/piso-chamberi_almagro28003-35025104456_996542/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;2 baños;129 m²;3ª planta;"Diplomatic real estate ofrece magnífico piso amueblado
 A la renta hay  que añadirle el 10% de iva.
Salón comedor de 30 m².
2 dorm...";40.436776;-3.6906338;madrid
3.070 €/mes;;/alquilar/piso-centro_embajadores_lavapies28012-38367986255_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 habs.;2 baños;95 m²;5ª planta;Diza consultores tiene el placer de presentarles esta magnífica promoción de viviendas de obra nueva en pleno centro histórico de ...;40.4137617;-3.7026781;madrid
