precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta;CCAA
199.000 €;Casa adosada en calle Barrio San Roman;/comprar/casa_adosada-miono_santullan39709-37528935934_100500/;Mioño-Santullán (Castro Urdiales);3 habs.;1 baño;100 m²;"Mioño, castro urdiales, a un kilómetro de castro urdiales y cercano a la tranquila playa de dicido.
Pareado con terraza, zona de j...";43.3614443;-3.2009893;;cantabria
443.000 €;Chalet en calle Mies de Domañas,  98-128;/comprar/chalet-maono-4664754028_109700/;Maoño (Santa Cruz de Bezana);4 habs.;3 baños;222 m²;Nº 110. Chalet de obra nueva de 222 m² de superficie construida y emplazado en la zona de maoño. Está dispuesto en 4 habitaciones,...;43.4282;-3.91673;;cantabria
240.000 €;Piso en Barrio de las Salas;/comprar/piso-liencres-35052096812_993117/;Liencres (Piélagos);;2 baños;94 m²;"En el centro de liencres, piso en planta baja con jardín en venta.
De tres habitaciones, dos cuartos de baño, cocina y salón.
Tien...";43.460362241;-3.927881765;Bajo;cantabria
312.500 €;Casa adosada en calle Mies de Domañas,  2;/comprar/casa_adosada-maono-4368286849_109700/;Maoño (Santa Cruz de Bezana);4 habs.;3 baños;175 m²;Nº 58. Casa adosada de obra nueva, de 175 m² de superficie construida, y emplazada en la zona de santa cruz de bezana.  Está dispu...;43.456420541;-3.908587246;;cantabria
58.000 €;Estudio en Avenida de la Libertad, 84;/comprar/estudio-laredo_el_puntal-44166824287_501237/;El Puntal (Laredo);2 habs.;1 baño;20 m²;"¡Oportunidad única en zona ever! A la venta chambres en planta baja de residencia privada.

¡Descubre esta increíble oportunidad e...";43.42381;-3.4475183;;cantabria
249.000 €;Casa adosada en Barrio de Adino;/comprar/casa_adosada-rioseco_de_guriezo-43353989748_102200/;Rioseco de Guriezo (Guriezo);3 habs.;2 baños;206 m²;"Amplio chalet en guriezo - centrico

En la zona de adino más cercana al centro de guriezo encontramos este amplio chalet adosado c...";43.3442;-3.3266;;cantabria
925.000 €;Casa en Bº Arna;/comprar/casa-somo-35890906188_100500/;Somo (Ribamontán Al Mar);5 habs.;4 baños;435 m²;Desde el momento que visualizamos la propiedad ésta se convierte en sinónimo de sorpresa e ilusión, rodeada de un extenso jardín c...;43.45356783;-3.743331837;;cantabria
140.000 €;Chalet en Bádames;/comprar/chalet-badames-40907274723_108500/;Bádames (Voto);8 habs.;4 baños;450 m²;Desde inmobiliaria uranga les presentamos esta casona en secadura, en la junta de voto. Casa del año 1920 y  situada en terreno de...;43.355834095;-3.526255979;;cantabria
350.000 €;Casa en Barrio de los Mijares;/comprar/casa-santillana_del_mar_centro_urbano-45868910755_993117/;Santillana del Mar;3 habs.;1 baño;120 m²;"Casa de piedra independiente  en mijares, santillana del mar

¿Te apetece vivir en una encantadora casa de piedra en un entorno ru...";43.3694946;-4.0771216;;cantabria
895.000 €;Piso en Avenida de los Infantes;/comprar/piso-santander_el_sardinero-40834972325_993117/;El Sardinero (Santander);5 habs.;4 baños;198 m²;Piso en venta en el sardinero, en la avenida de los infantes, junto a la playa , con dos amplias terrazas , muy soleado y con prec...;43.4692023;-3.7876237;3ª planta;cantabria
159.000 €;Piso en Argoños;/comprar/piso-argonos_centro_urbano-42550231575_108500/;Argoños;1 hab.;1 baño;55 m²;Te presentamos sobre imágenes en 3d esta fabulosa promoción ubicada en la zona de argoños, cantabria. Se trata de una urbanización...;43.4543554;-3.4922723;;cantabria
85.000 €;Piso en Grupo de El Salvador;/comprar/piso-la_inmobiliaria_barreda-43408560368_100500/;La Inmobiliaria-Barreda (Torrelavega);3 habs.;1 baño;81 m²;¡Descubre este encantador piso de 81 metros cuadrados! Este acogedor hogar cuenta con 3 dormitorios, perfectos para una familia o ...;43.364291045;-4.044445575;3ª planta;cantabria
172.000 €;Piso en Barrio callejo;/comprar/piso-liencres-45058161714_100500/;Liencres (Piélagos);2 habs.;1 baño;55 m²;"Siempre has querido vivir en liencres pero, ¿No has encontrado aún tu oportunidad?
Atento porque esto te va a interesar. Fresno te...";43.458271427;-3.929697323;1ª planta;cantabria
349.000 €;Chalet en calle Barrio Prado;/comprar/chalet-castro_urdiales_samano39709-36676020248_102200/;Sámano (Castro Urdiales);3 habs.;5 baños;250 m²;En la localidad de castro urdiales, más concretamente en sámano, se encuentra este chalet adosado en urbanización privada con pisc...;43.3595;-3.2302;;cantabria
218.000 €;Piso en Avenida de José Ortega y Gasset,  s/n;/comprar/piso-penacastillo_nueva_montana39011-4266215808_109700/;Peñacastillo-Nueva Montaña (Santander);3 habs.;2 baños;118 m²;Portal 3, 3º b, v3d.02. Piso en una finca de obra nueva de 118 m² de superficie construida y emplazado en la zona de santander, po...;43.4450963;-3.859817;3ª planta;cantabria
285.000 €;Casa en Iruz;/comprar/casa-santiurde_de_toranzo_centro_urbano-41688656531_100500/;Santiurde de Toranzo;4 habs.;2 baños;328 m²;Si le gusta la tranquilidad de vivir en un pueblo, en una finca de 1.100m² cerrada de muros de piedra, se encuentra esta fantástic...;43.268073281;-3.935428;;cantabria
280.000 €;Piso en calle de Resamano;/comprar/piso-cotolino39709-40840440748_100500/;Cotolino (Castro Urdiales);3 habs.;2 baños;105 m²;Inmobiliaria ubicate castro urdiales vende *** en exclusiva*** en la zona de cotolino vivienda lista para entrar a vivir con espec...;43.370706099;-3.201839224;;cantabria
285.000 €;Chalet unifamiliar en calle de San Pedro, 1;/comprar/chalet_unifamiliar-limpias_sena-35020959682_515274/;Seña (Limpias);5 habs.;4 baños;800 m²;Ven a conocer este precioso chalet independiente con parcela de unos 800m² en uno de los entornos más idílicos de cantabria a siet...;43.3853;-3.41096;;cantabria
218.000 €;Piso en Avenida de José Ortega y Gasset,  s/n;/comprar/piso-penacastillo_nueva_montana39011-4266215808_109700/;Peñacastillo-Nueva Montaña (Santander);3 habs.;2 baños;118 m²;Portal 3, 3º B, V3D.02. Piso en una finca de obra nueva de 118 m2 de superficie construida y emplazado en la zona de Santander, posicionado en planta 3. Está dispuesto en 3 habitaciones, 2 baños completos y terraza. Cuenta como extras ascensor, garaje.;43,4450963;-3,859817;3ª planta;cantabria
850.000 €;Piso en calle de Hernán Cortés, 23;/comprar/piso-puertochico-562751417_427100/;Puerto Chico (Santander);4 habs.;3 baños;195 m²;Plaza pombo, en una de las plazas más emblemáticas de la ciudad, un inmmueble  actualizado, amplio y con muy buena luz. Distribuid...;43.46281281282361;-3.8020296085074623;5ª planta;cantabria
4.200.000 €;Casa en Barrio La Llera, 297;/comprar/casa-trasvia-26720515609_427100/;Trasvía (Comillas);6 habs.;6 baños;1.000 m²;Descubre una joya arquitectónica única en su estilo, una propiedad que ha sido aclamada, como el capricho de gaudí de comillas. Es...;43.385276923262836;-4.312533201319745;;cantabria
2.300.000 €;Casa en calle Murillo, 4;/comprar/casa-soto_de_la_marina-36750901786_427100/;Soto de La Marina (Santa Cruz de Bezana);4 habs.;5 baños;524 m²;Todas las propiedades tienen algo especial ………. Esta propiedad desborda vida. Se ve la conexión entre la arquitecta que diseño la ...;43.4699;-3.87831;;cantabria
155.000 €;Piso en calle de la Reconquista de Sevilla;/comprar/piso-laredo_centro39777-43351737681_515274/;Centro (Laredo);3 habs.;1 baño;80 m²;Desde pisos laredo, tenemos el placer de presentarles esta estupenda vivienda en el centro de laredo con un espacio maravilloso!...;43.407710258;-3.413947138;4ª planta;cantabria
116.800 €;Piso en calle Cuartas;/comprar/piso-renedo_de_pielagos-45920873876_996790/;Renedo de Piélagos (Piélagos);4 habs.;2 baños;98 m²;En renedo de pielagos, planta baja con terraza, distribuida actualmente en sala, 4 dormitorios (3 individuales y 1 con salida a un...;43.350801085;-3.947097987;Bajo;cantabria
351.000 €;Chalet en Carretera N-634,  S/N;/comprar/chalet-treto-3726594126_109700/;Treto (Bárcena de Cicero);4 habs.;4 baños;177 m²;Chalet 2. Chalet de obra nueva de 177 m² de superficie construida y emplazado en la zona de bárcena de cicero. Está dispuesto en 4...;43.3930311;-3.4666612;;cantabria
69.500 €;Piso en Ampuero;/comprar/piso-ampuero_centro_urbano-27542878268_520884/;Ampuero;2 habs.;1 baño;77 m²;Vivienda en planta baja muy bien situada en el centro de ampuero junto a todos los servicios. Tiene 2 habitaciones, un salón, un b...;43.342071644;-3.420575995;Bajo;cantabria
366.000 €;Chalet en Bº Ladredo,  75;/comprar/chalet-centro_urbano_distrito39609-3578667438_109700/;Centro Urbano (Camargo);4 habs.;3 baños;167 m²;Chalet pareado de obra nueva de 167 m² de superficie construida y situado en la zona de camargo. Está estructurado en 4 habitacion...;43.4027002;-3.8782093;;cantabria
296.800 €;Dúplex en Barrio de la Iglesia, 1;/comprar/duplex-liencres-2831710380_109700/;Liencres (Piélagos);3 habs.;3 baños;139 m²;Bloque 2, dúplex d. Dúplex en un inmueble de obra nueva de 139 m² de superficie construida y situado en la zona de piélagos. Está ...;43.46001;-3.9277129;;cantabria
