precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
289.000€;Piso en Venta en Rontegui - Pormetxeta;https://rd.clk.thribee.com/id.1I1w1ISEqH13/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.12612trovit-web-7f645b5d67-6s8pg668eed15d6430/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20provincia%20bizkaia/type.1/page.68/cookieid.102001401668eed15c77294.65999283/pos.1/;48901, Barakaldo, Provincia de Bizkaia;3  habitaciones;2  baños;95  m²;Precioso piso reformado íntegramente, con balcón, ascensor a cota 0, situado en el centro de barakaldo, situado a escasa distancia del metro y...;Hace +30 días;Fotocasa;Bizkaia
174.000€;Piso Venta Sestao, Txabarri-Kueto;https://rd.clk.thribee.com/id.1IEi1Q1ga1-1I/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.12612trovit-web-7f645b5d67-6s8pg668eed15d6430/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20provincia%20bizkaia/type.1/page.68/cookieid.102001401668eed15c77294.65999283/pos.2/;48910, Kueto, Sestao, Provincia de Bizkaia;3  habitaciones;1  baños;81  m²;Se vende piso en primera planta, de 3 habitaciones con 1 baño, con garaje, tiene ascensor, mobiliario: a consultar, ubicado en Sestao, en La...;Hace +30 días;Pisos;Bizkaia
410.000€;Piso en Venta en Centro Urbano - Hirigunea;https://rd.clk.thribee.com/id.1J191bZ1ont1H/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.12612trovit-web-7f645b5d67-6s8pg668eed15d6430/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20provincia%20bizkaia/type.1/page.68/cookieid.102001401668eed15c77294.65999283/pos.3/;48940, Leioa, Provincia de Bizkaia;4  habitaciones;2  baños;115  m²;Gran piso en el centro de leioa, exterior con muchisima luz, sol de mañana y de tarde con vistas al parque de aldapa, se distribuye en hall...;Hace 14 días;Fotocasa;Bizkaia
398.000€;Piso en Venta en Campuzano;https://rd.clk.thribee.com/id.1J1A1P191Bf1kl/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.12612trovit-web-7f645b5d67-6s8pg668eed15d6430/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20provincia%20bizkaia/type.1/page.68/cookieid.102001401668eed15c77294.65999283/pos.4/;48009, Indautxu, Bilbao, Provincia de Bizkaia;3  habitaciones;2  baños;74  m²;Inmobiliaria irizar vende piso alto y luminoso en la calle rodríguez árias junto a la plaza campuzano se trata de una vivienda de 74,14m2...;Hace +30 días;Fotocasa;Bizkaia
515.000€;Piso Venta Leioa;https://rd.clk.thribee.com/id.1J1EZ1-1C1v1DT/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.12612trovit-web-7f645b5d67-6s8pg668eed15d6430/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20provincia%20bizkaia/type.1/page.68/cookieid.102001401668eed15c77294.65999283/pos.5/;48940, Leioa, Provincia de Bizkaia;4  habitaciones;3  baños;135  m²;Venta de piso, segunda planta, 4 habitaciones, más de 2 baños, con garaje, mobiliario: a consultar, enorme, situado en Leioa, en calle...;Hace 12 días;Pisos;Bizkaia
212.000€;Piso Venta Zamudio;https://rd.clk.thribee.com/id.1J1P1-lGI15e/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.12612trovit-web-7f645b5d67-6s8pg668eed15d6430/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20provincia%20bizkaia/type.1/page.68/cookieid.102001401668eed15c77294.65999283/pos.6/;48170, Zamudio, Provincia de Bizkaia;3  habitaciones;1  baños;76  m²;Venta de piso grande, primera planta, situado en Zamudio, 3 habitaciones, 1 baño, con garaje, tiene ascensor, con balcón, mobiliario: a...;Hace 20 días;Pisos;Bizkaia
156.000€;Piso Venta Sestao, Rebonza;https://rd.clk.thribee.com/id.1J1r1p1f1h01E0/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.12612trovit-web-7f645b5d67-6s8pg668eed15d6430/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20provincia%20bizkaia/type.1/page.68/cookieid.102001401668eed15c77294.65999283/pos.7/;48910, Sestao, Provincia de Bizkaia;2  habitaciones;1  baños;73  m²;Piso en venta, primera planta, con garaje, mobiliario: a consultar, ubicado en Sestao, en Iberia Arriba con una superficie de 68 metros, 2...;Hace +30 días;Pisos;Bizkaia
740.000€;Piso en Venta en Campuzano;https://rd.clk.thribee.com/id.1JDU18z1oZ1c/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.12612trovit-web-7f645b5d67-6s8pg668eed15d6430/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20provincia%20bizkaia/type.1/page.68/cookieid.102001401668eed15c77294.65999283/pos.8/;48009, Indautxu, Bilbao, Provincia de Bizkaia;4  habitaciones;3  baños;160  m²;Inmobiliaria campuzano vende gran piso en bilbao centro, en rodríguez arias, junto a la plaza de emilio campuzano. Orientación sur, alto...;Hace 8 días;Fotocasa;Bizkaia
118.500€;Piso en Venta en Lutxana - Llano;https://rd.clk.thribee.com/id.1JM1nd1AByg/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.12612trovit-web-7f645b5d67-6s8pg668eed15d6430/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20provincia%20bizkaia/type.1/page.68/cookieid.102001401668eed15c77294.65999283/pos.9/;48903, Lutxana, Barakaldo, Provincia de Bizkaia;2  habitaciones;1  baños;62  m²;Inmobiliaria habitak pone a la venta piso en lutxana. Con inquilino (llamar para solicitar información) fachada, tejado y portal rehabilitados...;Hace +30 días;Fotocasa;Bizkaia
127.000€;Piso Venta Ermua;https://rd.clk.thribee.com/id.1JV1Z19gBUk/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.12612trovit-web-7f645b5d67-6s8pg668eed15d6430/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20provincia%20bizkaia/type.1/page.68/cookieid.102001401668eed15c77294.65999283/pos.10/;48260, Ermua, Provincia de Bizkaia;2  habitaciones;1  baños;60  m²;Piso planta 1, con superficie total 60 m2, útil 60 m2, 2 habitaciones individuales, 1 baño completo, balcón, muebles, estado conservación: en...;Hace +30 días;Pisos;Bizkaia
