precio;sub_descr;href;ubicacion;habitaciones;mt2;otros;latitude;longitude;banios;planta;CCAA
293.000 €;Piso en Carretera de Almería;/comprar/piso-torrox_el_morche29793-43397081241_100500/;El Morche (Torrox);3 habs.;103 m²;"Fase i terminada y vendida en su totalidad

Fase ii pisos disponibles de 2 y 3 dormitorios en planta baja con amplias terrazas, pl...";36.739;-3.9926;;;malaga
325.000 €;Ático en calle Teniente Alcalde Joaquin Coronado, nº 5;/comprar/atico-torrox_el_morche29793-42508313791_100500/;El Morche (Torrox);2 habs.;80 m²;"Ático con vistas al mar

Baño totalmente amueblado incluyendo mueble, grifería, mampara, espejo. Además la cocina está totalmente ...";36.739;-3.99322;;;malaga
300.000 €;Apartamento en Avenida del Arte (Urbanización Estepona Golf),  S/N;/comprar/apartamento-playa_bahia_dorada-4502967850_109700/;Playa Bahía Dorada (Estepona);2 habs.;89 m²;B3-bj-2. Apartamento en una finca de obra nueva de 89 m² de superficie construida y emplazado en la zona de estepona, posicionado ...;36.3914611;-5.2068081;2 baños;Bajo;malaga
295.000 €;Piso en calle Gaucin, 20;/comprar/piso-la_luz_virgen_de_belen29003-4454390755_109700/;La Luz-Virgen de Belén (Distrito Carretera de Cádiz. Málaga Capital);2 habs.;84 m²;2º a. Piso en un inmueble de obra nueva de 84 m² de superficie construida y situado en la zona de málaga capital, acomodado en pla...;36.6984091;-4.4490872;2 baños;2ª planta;malaga
590.000 €;Ático en Carretera de Peñoncillo,  s/n;/comprar/atico-manilva_san_luis_de_sabinillas-4239476202_109700/;San Luis de Sabinillas (Manilva);3 habs.;135 m²;Portal 3. Planta 2at. Letra a. Piso en un edificio de obra nueva de 135 m² de superficie construida y ubicado en la zona de manilv...;36.361343684;-5.231437872;2 baños;;malaga
284.000 €;Piso en El Peñoncillo;/comprar/piso-el_penoncillo-3531431388_109700/;El Peñoncillo (Torrox);3 habs.;126 m²;Vi-p2-1-a. Piso en un edificio de obra nueva de 126 m² de superficie construida y ubicado en la zona de torrox, enclavado en plant...;36.7311626;-3.9494802;2 baños;1ª planta;malaga
360.000 €;Piso en calle Aúriga, 20;/comprar/piso-los_naranjos_las_brisas29660-44185647053_518427/;Los Naranjos-Las Brisas (Distrito Nueva Andalucía. Marbella);2 habs.;135 m²;"¡Excelente oportunidad de vivienda a la venta!

La vivienda dispone de dos dormitorios y dos baños, uno de ellos en suite. Aunque ...";36.522397370804796;-4.969677994887036;2 baños;Bajo;malaga
215.975 €;Piso en calle Saturno;/comprar/piso-almijara-40839041407_527431/;Almijara (Nerja);2 habs.;84 m²;"Magnifico residencial en nerja, pisos de alta calidad con terrazas amplias.
Este magnífico residencial- en venta sobre plano - pre...";36.7622076;-3.8705727;2 baños;Bajo;malaga
493.000 €;Apartamento en Avenida del Golf, 1;/comprar/apartamento-la_cala_golf_lagar_martell29649-4199217130_109700/;La Cala Golf-Lagar Martell (Mijas);3 habs.;118 m²;B1 - 2- 10. Apartamento en un edificio de obra nueva de 118 m² de superficie construida y ubicado en la zona de mijas, con orienta...;36.508857302;-4.688061482;2 baños;;malaga
215.000 €;Apartamento en calle Federico García Lorca,  s/n;/comprar/apartamento-mijas_las_lagunas29651-1467053622_109700/;Las Lagunas (Mijas);3 habs.;95 m²;Bajo. Nº104. Apartamento en un edificio de obra nueva de 95 m² de superficie construida y ubicado en la zona de mijas, enclavado e...;36.5447546;-4.6381992;2 baños;Bajo;malaga
435.000 €;Piso en calle Casas de Padron, 4;/comprar/piso-el_padron_el_velerin_voladilla29689-3512549608_109700/;Punta Plata (Estepona);2 habs.;87 m²;Portal 1, bajo b. Piso en un inmueble de obra nueva de 87 m² de superficie construida y situado en la zona de estepona, acomodado ...;36.4366905;-5.1107733;2 baños;Bajo;malaga
210.000 €;Casa en calle de Don Salvador Muñoz;/comprar/casa-torrox_nucleo29770-44239305949_528232/;Núcleo (Torrox);3 habs.;130 m²;"Maravillosa casa en pleno casco histórico de torrox,
Una oportunidad única  de vivir en una casa mata en pleno casco histórico jun...";36.7589835;-3.9513627;1 baño;;malaga
246.000 €;Piso en calle Marqués de Valle-Niza, 1;/comprar/piso-almayate29749-41726074451_100500/;Almayate (Vélez-Málaga);2 habs.;65 m²;Últimas viviendas en residencial marinsa costa niza, ubicado frente al mar en una zona privilegiada de la costa del sol, a 10 minu...;36.7214;-4.1587;;1ª planta;malaga
1.100.000 €;Piso en Avenida Playas del Duque;/comprar/piso-puerto_banus29660-44259602656_100500/;Puerto Banús (Distrito Nueva Andalucía. Marbella);3 habs.;214 m²;"Lujoso apartamento con jardín en primera línea de playa en una de las mejores urbanizaciones de puerto banus! ¡ Playas del duque!
...";36.487445937;-4.959576235;;;malaga
2.695.000 €;Ático en La Carolina;/comprar/atico-lomas_de_marbella_club_puente_romano29602-44175978814_100500/;Lomas de Marbella Club-Puente Romano (Distrito Milla de Oro. Marbella);5 habs.;300 m²;Esta lujosa residencia de 5 dormitorios y 4 ½ baños se distribuye en dos plantas, ofreciendo una opulencia sin igual y vistas pano...;36.51106163;-4.911422879;5 baños;;malaga
