precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
500€;Opción Compra en Pinoso;https://rd.clk.thribee.com/id.1Th1z1X1mE81X/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.1/;Alicante, Provincia de Alicante;2  habitaciones;2  baños;76  m²;Atencion alquiler con opción a compra. Entrega inicial de 10.000€, 500€ al mes durante 2 años y resto al escriturar, el precio total de compra 92...;Hace 6 días;Rentola;Alicante
5.500€;2 dormitorio, Benidorm 03503 1ES79537-;https://rd.clk.thribee.com/id.1-Xv1n1Uu1MU/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.1/;03503, Benidorm, Provincia de Alicante;2 habitaciones;-;-;TRV79537---. Esta casa se encuentra en Benidorm Benidorm 03503. Tiene 2 dormitorios. Esta 2 dormitorio apartamentos en Benidorm Benidorm es para...;Hace 4 días;Listanza;Alicante
3.000€;1 dormitorio, Benidorm 03503 1ES79537-;https://rd.clk.thribee.com/id.qU131NCs1h1E/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.2/;03503, Benidorm, Provincia de Alicante;1 habitaciones;-;-;TRV79537---. Esta casa se encuentra en Benidorm Benidorm 03503. Tiene 1 dormitorio. Esta 1 dormitorio apartamentos en Benidorm Benidorm es para a...;Hace 4 días;Listanza;Alicante
700€;¡Oportunidad única! Alquiler larga temporada;https://rd.clk.thribee.com/id.1nc1e1fg1K1ee/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.2/;03140, Alicante, Provincia de Alicante;1  habitaciones;1  baños;39  m²;¡Descubre tu nuevo hogar en la encantadora Urbanización Buenavista! Este bungalow dúplex situado a solo 800 metros de la playa del Rebollo y 3 ki...;Hace 6 días;Rentola;Alicante
2.200€;Dúplex en alquiler en Finestrat;https://rd.clk.thribee.com/id.2hTC1b1B61p/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.3/;Alicante, Provincia de Alicante;3  habitaciones;3  baños;170  m²;Alquiler del 1 de septiembre de 2024 al 30 de mayo de 2025. Hermoso y espacioso apartamento con tres dormitorios y tres baños, una terraza con vi...;Hace 6 días;Rentola;Alicante
3.250€;Atico Duplex en alquiler en San Juan playa, Cabo de las huertas;https://rd.clk.thribee.com/id.o1D1E1yTD1b15/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.4/;San Xoán, Ferrol, Provincia de A Coruña;4  habitaciones;3  baños;200  m²;MÉRITO INMOSERVICIOS*~-REF: MA-849-~Exclusivo ático dúplex, exterior, con grandes terrazas en el Cabo de las Huertas, Alicante. Urbanización...;Hace 7 días;Todopisos;Alicante
770€;Apartamento en alquiler en Villajoyosa, Carrer Tramuntana, 03570;https://rd.clk.thribee.com/id.u1L1vQ1l121-1z/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.5/;La Vila Joiosa, Provincia de Alicante;1  habitaciones;1  baños;60  m²;Magnífica vivienda muy cerca de la playa en la Cala de Finestrat. Consta de un amplio dormitorio con armario empotrado, cocina independiente y eq...;Hace 7 días;Todopisos;Alicante
800€;Apartamento en alquiler en Torrevieja, La Mata;https://rd.clk.thribee.com/id.1Ccj1hSQa5/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.6/;03180, La Mata, Torrevieja, Provincia de Alicante;3  habitaciones;2  baños;115  m²;¡Alquiler desde el 15 de diciembre 2024 al 15 de junio 2025! Te presentamos este maravilloso apartamento de 3 habitaciones y 2 baños, situado a s...;Hace 7 días;Todopisos;Alicante
1.620€;Apartamento en alquiler en Torrevieja;https://rd.clk.thribee.com/id.O8_p19T1Nr/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.7/;03180, Torrevieja, Provincia de Alicante;3  habitaciones;2  baños;100  m²;¡Bienvenido a tu retiro de invierno perfecto! Ubicado a solo 50 metros de las playas vírgenes de Torrevieja, este apartamento de 3 dormitorios re...;Hace 7 días;Todopisos;Alicante
1.600€;Piso en alquiler en Alicante, Centro;https://rd.clk.thribee.com/id.1064n1f1uT1O/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.8/;03001, Centro, Alicante, Provincia de Alicante;3  habitaciones;2  baños;80  m²;Mérito inmoservicios*~-ref: ma-416-~piso totalmente reformado con altas calidades en el centro de alicante. Disponible en agosto. En esta...;Hace 7 días;Todopisos;Alicante
2.500€;Apartamento en alquiler en Alicante, Explanada;https://rd.clk.thribee.com/id.1JlW161T1oo1/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.9/;03001, Alicante, Provincia de Alicante;4  habitaciones;3  baños;156  m²;...que cada día sea una experiencia única. No pierdas la oportunidad de vivir en el corazón de Alicante con todas las comodidades modernas...;Hace 7 días;Todopisos;Alicante
1.400€;Piso en alquiler en Alicante, Centro;https://rd.clk.thribee.com/id.JW1_1Zv1g1z1M/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.143191trovit-web-6b8f4f4cc8-7qcwk66a7ee34b3b4e/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Alicante/type.2/page.16/cookieid.102011166a7ee34b36a14.67386139/pos.10/;Centro, Alicante, Provincia de Alicante;3  habitaciones;2  baños;125  m²;DISPONIBLE SEPTIEMBRE 2024 Ubicado en una de las mejores avenidas de Alicante, Federico Soto, que conecta con Plaza de los Luceros y Doctor...;Hace 7 días;Todopisos;Alicante
