precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta;CCAA
310.000 €;Chalet en calle de Degaña, 9;/comprar/chalet-villalbilla_centro_urbano-3032755362_109700/;Villalbilla;4 habs.;3 baños;181 m²;"Segunda fase de “las brisas del mirador” de villalbilla 
Obra nueva c/ degaña, 19
Precio: desde 310.000.-€+iva
Nueva promoción de ...";40.4300353;-3.289648;;madrid
231.500 €;Piso en calle Real;/comprar/piso-villalba_estacion-45845502710_100500/;Villalba Estación (Collado Villalba);3 habs.;2 baños;100 m²;"Inmobiliaria vohome propiedades collado villalba vende:

Piso de 3 dormitorios con ascensor, zonas comunes, garaje comunitario y t...";40.6318001;-4.0041257;3ª planta;madrid
225.000 €;Piso en Berruguete;/comprar/piso-berruguete28039-45066931883_100200/;Berruguete (Distrito Tetuán. Madrid Capital);1 hab.;1 baño;106 m²;"Agencia inmobiliaria de madrid zona tetuán, berruguete tecnocasa oficina estrecho 2021 slu
En venta:vivienda exterior muy luminosa...";40.4589211;-3.7039373;;madrid
182.000 €;Piso en calle de la Aurora Boreal;/comprar/piso-valdemoro_centro28341-45903088747_528352/;Centro (Valdemoro);3 habs.;1 baño;88 m²;"! Compra tú piso y olvidate del alquiler!

Hminmobiliaria tiene tú casa, con el 100% financiacion, para la compra de tu vivienda!
...";40.1875267;-3.6732779;7ª planta;madrid
276.000 €;Piso en calle María Pita,  2;/comprar/piso-el_canaveral-4261463848_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);2 habs.;2 baños;75 m²;7º a - vt1. Piso en un edificio de obra nueva de 75 m² de superficie construida y ubicado en la zona de madrid capital, enclavado ...;40.4034;-3.55651;7ª planta;madrid
465.000 €;Piso en Las Tablas;/comprar/piso-fuencarral_el_pardo_las_tablas28050-45049138909_101000/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;1 baño;76 m²;No cobramos honorarios al comprador. Trato directo con la propiedad. Total transparencia. Alfa sierra norte pone a la venta este m...;40.497743513;-3.67433905;;madrid
320.000 €;Piso en Pueblo;/comprar/piso-coslada_casco_antiguo28821-40915930816_108900/;Casco Antiguo (Coslada);3 habs.;2 baños;124 m²;"Ac home presenta una fantástica oportunidad en el corazón de coslada, en plena plaza del ayuntamiento;  situada cerca de dotacione...";40.427141383;-3.5667365;;madrid
219.900 €;Estudio en calle de Ginzo de Limia;/comprar/estudio-pilar28029-41743148487_100500/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);;1 baño;47 m²;***************************************************reservado*************************************************vohome propiedades ve...;40.477502709;-3.703709153;;madrid
391.000 €;Casa adosada en Avenida de las Artes,  s/n;/comprar/casa_adosada-nuevo_aranjuez_ciudad_de_las_artes_el_mirador-4180701430_109700/;Nuevo Aranjuez-Ciudad de las Artes-El Mirador (Aranjuez);4 habs.;3 baños;338 m²;Cci-003-000046418. Casa adosada de obra nueva, de 338 m² de superficie construida, y situada en la zona de aranjuez.  Está estruct...;40.0314932;-3.5831729;;madrid
299.000 €;Apartamento en Castilla;/comprar/apartamento-justicia_chueca28046-44249710595_102100/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 hab.;1 baño;43 m²;Este elegante apartamento de 1 dormitorio se encuentra en el barrio de castilla, en el distrito de chamartín, en madrid. Con una c...;40.4225963;-3.6955019;;madrid
