precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude;CCAA
145.000 €;;/comprar/apartamento-manilva_san_luis_de_sabinillas-45020345160_100500/;San Luis de Sabinillas (Manilva);1 hab.;1 baño;54 m²;4ª planta;"¡Oportunidad para no perderse!

Con una ubicación inmejorable, nos encontramos este apartamento de 1 dormitorio con piscina, garaj...";36.3654254;-5.229934397;malaga
530.000 €;;/comprar/chalet_adosado-almayate29749-43376521743_520119/;Almayate (Vélez-Málaga);4 habs.;4 baños;298 m²;;Grupo behome te presenta en exclusiva este chalet independiente en la urbanización niza beach (almayate) con unas impresionantes v...;36.7280537;-4.1530216;malaga
359.000 €;;/comprar/piso-fuengirola_san_francisco-43391559244_100500/;San Francisco (Fuengirola);3 habs.;2 baños;125 m²;2ª planta;En venta este precioso apartamento situado en una zona central de los boliches, con una excelente ubicación cercana a todo tipo de...;36.5499043;-4.6200864;malaga
350.000 €;;/comprar/casa-hacienda_de_torrequebrada-44257195080_105300/;Hacienda de Torrequebrada (Distrito Benalmádena Costa. Benalmádena);4 habs.;2 baños;168 m²;;Gastos de comunidad:  ####.;36.580869091;-4.54709995;malaga
295.000 €;;/comprar/piso-costa_natura29693-43399265012_100500/;Costa Natura (Estepona);2 habs.;2 baños;143 m²;1ª planta;"¡Bienvenido a tu oasis de lujo en la prestigiosa comunidad residencial doña lucía resort en estepona!

Este exquisito apartamento ...";36.423827135;-5.199345271;malaga
85.000 €;;/comprar/piso-nucleo_urbano_centro-42585371853_519554/;Centro (Distrito Núcleo Urbano. Vélez-Málaga);3 habs.;1 baño;90 m²;2ª planta;Piso en el casco historico de velez-malaga 2 planta sin ascensor,3 habitaciones,salon comedor,cocina independiente baño completo y...;36.7849822;-4.1046196;malaga
549.000 €;;/comprar/chalet_adosado-benahavis_nucleo-29246487445_337300/;Núcleo (Benahavís);4 habs.;5 baños;334 m²;;Impresionante casa disponible en primera línea con gran terraza elevada en el casar, una de las urbanizaciones más demandadas dent...;36.516729;-5.0456251;malaga
253.000 €;Piso en Avenida de Isabel Manoja, 41;/comprar/piso-torremolinos_centro-45065986201_519747/;Centro (Torremolinos);2 habs.;2 baños;90 m²;3ª planta;¡Oportunidad única en el corazón de la ciudad! Este espectacular piso de 90 m², construido en 2010, está listo para que te mudes...;36.626137;-4.5026884;malaga
315.000 €;;/comprar/duplex-rincon_de_la_victoria_rincon-44189889534_100500/;Rincón (Rincón de la Victoria);3 habs.;2 baños;123 m²;;¡Atención amantes del mar y la montaña! Tenemos para ti este espectacular dúplex en la urbanización lo alto de locea, con plaza de...;36.7196863;-4.2638782;malaga
1.200.000 €;Dúplex en calle Bellagio;/comprar/duplex-parque_de_la_paloma-43343120592_100500/;Parque de la Paloma (Distrito Benalmádena Costa. Benalmádena);3 habs.;3 baños;190 m²;5ª planta;Benalmadena costa, en el edificio más emblemático y lujoso de benalmadena costa se encuentra este único ático dúplex actualmente e...;36.5917;-4.53065;malaga
