precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta;CCAA
7.000 €/mes;Casa en Arxius;/alquilar/casa-arxius08173-45912632283_106700/;Arxius (Sant Cugat del Vallès);5 habs.;5 baños;610 m²;Bienvenidos a una cautivadora historia de hogar y estilo en una ubicación privilegiada. Desde coldwell banker premium, les invitam...;41.4643803;2.0733222;;barcelona
2.000 €/mes;Piso en Lluminetes;/alquilar/piso-lluminetes-774929563_153800/;Lluminetes (Castelldefels);3 habs.;2 baños;123 m²;Altura piso 2º, piso superficie total 123 m², superficie útil 115 m², hab. Individuales: 1, habitaciones dobles: 2, hab. Dobles so...;41.2684193;1.9774668;2ª planta;barcelona
1.800 €/mes;Piso en Avinguda del Baixador;/alquilar/piso-sant_cugat_del_valles_valldoreix08197-45912790842_518727/;Valldoreix (Sant Cugat del Vallès);3 habs.;1 baño;100 m²;"¡¡Atencion solo alquiler de temporada¡¡
Planta baja de 3 habitaciones dobles y todas exteriores, dispone de calefaccion y chimenea...";41.4626369;2.0524896;Bajo;barcelona
900 €/mes;Piso en Carrer de l'Estret de Sant Cristòfol;/alquilar/piso-vic_centre_historic-45904300053_526052/;Centre Històric (Vic);3 habs.;1 baño;150 m²;Pis en lloguer per 3 estudiants de medecina o   odontologia , amb vistes a la plaça major de vic. Disposa de 3 habitacions, 1 bany...;41.930649066;2.254930536;2ª planta;barcelona
1.200 €/mes;Estudio en Carrer de Valldonzella;/alquilar/estudio-eixample_sant_antoni08007-45880895863_100500/;Sant Antoni (Distrito Eixample. Barcelona Capital);;1 baño;50 m²;"Disponible 1 septiembre - exclusivamente alquileres temporales - 

Loft de diseño en calle valdoncella, junto a calle tallers, a 3...";41.3833959;2.1649742;;barcelona
1.200 €/mes;Piso en Centre;/alquilar/piso-sitges_centre-38364814317_134500/;Centre (Sitges);2 habs.;1 baño;75 m²;"Contrato de larga temporada (5 años) con minima estancia de 1 año
Dos meses de deposito. 
Se solicitan garantias y no se aceptan m...";41.2376194;1.8051836;1ª planta;barcelona
1.400 €/mes;Apartamento en Playa - Baixador;/alquilar/apartamento-baixador-45899911301_103800/;Baixador (Castelldefels);2 habs.;1 baño;50 m²;"Alquiler temporal de 11 meses

Apartamento completamente reformado y amueblado. 2 dormitorios dobles con armarios empotrados, coci...";41.2657395;1.9555559;3ª planta;barcelona
2.100 €/mes;Piso en Carrer de Lepant;/alquilar/piso-el_fort_pienc08013-45894268326_100500/;El Fort Pienc (Distrito Eixample. Barcelona Capital);2 habs.;2 baños;85 m²;"Alquiler de temporada - propiedad amueblada y acondicionada en calle lepanto

Presentamos una excepcional oportunidad de alquiler ...";41.4014755;2.1804192;4ª planta;barcelona
1.000 €/mes;Piso en calle Manel Galadies;/alquilar/piso-caputxins_santa_clara_hospital-45046381902_110700/;Caputxins-Santa Clara-Hospital (Vic);3 habs.;2 baños;90 m²;Piso exclusivamente para estudiantes. Este piso de 90 m² construidos ofrece un espacio útil de 87 m², con una habitación individua...;41.934448468;2.262508328;1ª planta;barcelona
2.500 €/mes;Piso en Carrer del Doctor Aiguader;/alquilar/piso-ciutat_vella_la_barceloneta08003-37559810813_100500/;La Barceloneta (Distrito Ciutat Vella. Barcelona Capital);2 habs.;2 baños;90 m²;"En alquiler de temporada 

Piso de alto standing en la barceloneta, junto al born y estació de frança.

Vivienda totalmente exteri...";41.382679161;2.187838547;1ª planta;barcelona
