precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
650€;Bright double bedroom near Parc de l'Espanya Industrial;https://rd.clk.thribee.com/id.pV91Ke9S1W/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.39260trovit-web-85d48c649-j7sdv669bf8ccd555a/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.2/page.11/cookieid.1020120669bf8ccd4ec04.12979223/pos.1/;08029, Provincia de Barcelona;6  habitaciones;2  baños;-;Bright and quiet apartment next to Sants station. Rental period for this listing is between 3. 24 months...;Hace 15 h 57 minutos;Rentola;Barcelona
3.792€;2 dormitorio, Barcelona 08022 1ES79206-;https://rd.clk.thribee.com/id.P1mgE1XnyH/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.39260trovit-web-85d48c649-j7sdv669bf8ccd555a/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.2/page.11/cookieid.1020120669bf8ccd4ec04.12979223/pos.1/;08022, Barcelona, Provincia de Barcelona;2 habitaciones;-;-;...se encuentra en Barcelona Barcelona 08022. Tiene 2 dormitorios. Esta 2 dormitorio apartamentos en Barcelona Barcelona es para alquilar por 3792...;Hace 1 día;Listanza;Barcelona
3.500€;3 dormitorio, Barcelona 1ES79266-;https://rd.clk.thribee.com/id.D1uY151qg1a1w/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.39260trovit-web-85d48c649-j7sdv669bf8ccd555a/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.2/page.11/cookieid.1020120669bf8ccd4ec04.12979223/pos.2/;Barcelona, Provincia de Barcelona;3 habitaciones;2 baños;-;...encuentra en Barcelona Barcelona. Tiene 3 dormitorios, 2 baños. Esta 3 dormitorio apartamentos en Barcelona Barcelona es para alquilar por 3500...;Hace 1 día;Listanza;Barcelona
1.290€;Delightful 2-bedroom apartment in the Ciutat Vella district;https://rd.clk.thribee.com/id.cN1S71F1EIP/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.39260trovit-web-85d48c649-j7sdv669bf8ccd555a/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.2/page.11/cookieid.1020120669bf8ccd4ec04.12979223/pos.2/;Provincia de Barcelona;1  habitaciones;1  baños;-;This charming apartment with a rural design and an enviable central location in the Born district. The bedroom has 1 double bed, elegant wooden f...;Hace 15 h 57 minutos;Rentola;Barcelona
1.550€;Charming 2-Bedroom apartment near Tarragona Metro;https://rd.clk.thribee.com/id.1Rw1MDdl1DR/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.39260trovit-web-85d48c649-j7sdv669bf8ccd555a/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.2/page.11/cookieid.1020120669bf8ccd4ec04.12979223/pos.3/;08029, Provincia de Barcelona;2  habitaciones;1  baños;-;Rental period for this listing is between 3. 24 months...;Hace 15 h 57 minutos;Rentola;Barcelona
630€;Excellent double bedroom near Parc de la Marquesa;https://rd.clk.thribee.com/id.VZs1n1hbo1N/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.39260trovit-web-85d48c649-j7sdv669bf8ccd555a/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.2/page.11/cookieid.1020120669bf8ccd4ec04.12979223/pos.4/;08903, Provincia de Barcelona;8  habitaciones;2  baños;-;...Barcelona. La zona cuenta con todos los servicios necesarios en los alrededores: restaurantes, tiendas, supermercados, bancos, farmacias...;Hace 15 h 57 minutos;Rentola;Barcelona
450€;Single room in a renovated apartment in a 3 room flat;https://rd.clk.thribee.com/id.K171Mf1w1ba1R/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.39260trovit-web-85d48c649-j7sdv669bf8ccd555a/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.2/page.11/cookieid.1020120669bf8ccd4ec04.12979223/pos.5/;08020, Provincia de Barcelona;3  habitaciones;2  baños;-;Piso luminoso y bien ventilado. Interfono con pantalla, lavadora, secadora, tendedero, mosquiteras en todas las ventanas y la puerta del balcón,...;Hace 15 h 57 minutos;Rentola;Barcelona
2.350€;Marvellous 2-bedroom flat in Sant Gervasi-Galvany;https://rd.clk.thribee.com/id.V1NY1H1Q151s1r/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.39260trovit-web-85d48c649-j7sdv669bf8ccd555a/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.2/page.11/cookieid.1020120669bf8ccd4ec04.12979223/pos.6/;08021, Provincia de Barcelona;2  habitaciones;1  baños;-;...mobiliada e equipada com cerca de 68 mt2 perfeitamente distribuído. Localizado em uma das áreas residenciais mais exclusivas de Barcelona...;Hace 15 h 57 minutos;Rentola;Barcelona
1.790€;Charming 2-bedroom apartment in the central Barri Gotic;https://rd.clk.thribee.com/id.Qth171d1b1fi/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.39260trovit-web-85d48c649-j7sdv669bf8ccd555a/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.2/page.11/cookieid.1020120669bf8ccd4ec04.12979223/pos.7/;08002, Provincia de Barcelona;2  habitaciones;2  baños;-;"...Barcelona, with its lively little square, are located very close to the apartment. The nearest stations are Jaume I (L4), 7 minutes away; and...";Hace 15 h 57 minutos;Rentola;Barcelona
2.200€;Vintage and cool 2-bedrooms apartment close to Universitat;https://rd.clk.thribee.com/id.-1uos1g1s1S1o/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.39260trovit-web-85d48c649-j7sdv669bf8ccd555a/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.2/page.11/cookieid.1020120669bf8ccd4ec04.12979223/pos.8/;08001, Provincia de Barcelona;2  habitaciones;2  baños;-;This wonderful, rustic apartment is located on the 4th floor next to Sant Antoni market. It is exterior and very sunny. It has 2 double bedrooms...;Hace 15 h 57 minutos;Rentola;Barcelona
