precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta;CCAA
3.400 €/mes;;/alquilar/piso-la_moraleja_encinar_de_los_reyes28109-581641553_179400/;Encinar de los Reyes (La Moraleja);3 baños;200 m²;Este magnífico piso en alquiler se encuentra ubicado en la moraleja, concretamente en la zona de encinar de los reyes. Con una sup...;40.511997988;-3.649114824;5 habs.;2ª planta;madrid
1.500 €/mes;Piso en Ronda de la Luna, 9;/alquilar/piso-centro_zona_de_la_estacion-9209409680_108500/;Centro-Zona de la Estación (Tres Cantos);2 baños;130 m²;"""viviendainmo3cantos alquila: disponible a partir de 10 de julio del 2024. Piso situado en la zona estación centro ubicado en call...";40.6008;-3.7141;4 habs.;;madrid
10.500 €/mes;;/alquilar/chalet_unifamiliar-la_moraleja_distrito28109-24206236658_179400/;La Moraleja (La Moraleja);8 baños;600 m²;Magnapol alquila chalet independiente con excelente ubicación en zona tranquila del sur de la moraleja, con muy buenas comunicacio...;40.5104205;-3.6249787;6 habs.;;madrid
12.000 €/mes;Chalet en calle;/alquilar/chalet-boadilla_del_monte_valdecabanas-45884347398_107700/;Valdecabañas (Boadilla del Monte);4 baños;590 m²;"¡Espectacular chalet independiente en 1 sóla planta!

Century 21 alquila este espectacular chalet semiamueblado en valdecabañas, u...";40.4387;-3.88829;5 habs.;;madrid
1.000 €/mes;;/alquilar/piso-zona_calle_casa_amarilla28260-23357068039_100500/;Zona Calle Casa Amarilla (Galapagar);1 baño;83 m²;Re/max people alquila este magnífico piso ¡ Listo para entrar a vivir! En una de las mejores zonas de galapagar. Si quieres vivir ...;40.5774647;-4.0028139;2 habs.;1ª planta;madrid
1.800 €/mes;;/alquilar/piso-chamberi_arapiles28015-45853201828_100500/;Arapiles (Distrito Chamberí. Madrid Capital);1 baño;70 m²;"Si estas buscando un piso, aquí lo tienes listo para entrar a vivir! Ya puedes reservar!

 3 habitaciones / 1 wc / 

Ideal para co...";40.4341619;-3.7070493;3 habs.;2ª planta;madrid
3.800 €/mes;Piso en calle;/alquilar/piso-salamanca_castellana28006-45926767729_107700/;Castellana (Distrito Salamanca. Madrid Capital);3 baños;220 m²;¡Excepcional oportunidad de alquiler en el codiciado barrio de salamanca! Este lujoso piso de 215 metros cuadrados cuenta con 4 am...;40.4339;-3.68285;3 habs.;;madrid
3.500 €/mes;;/alquilar/piso-la_moraleja_distrito28109-65933317483_179400/;La Moraleja (La Moraleja);4 baños;237 m²;"Magnapol alquila  piso de nueva construcción .
230 mts con magníficas vistas sobre el campo de golf ii del club de la moraleja.
-...";40.5111874;-3.6150061;4 habs.;2ª planta;madrid
3.700 €/mes;Loft en calle de Las Navas de Tolosa, 9;/alquilar/loft-sol_barrio28013-39265841354_527206/;Sol (Distrito Centro. Madrid Capital);3 baños;205 m²;"Alquiler temporal! 1 a 11 meses. Para entrar a vivir! Wifi y consumos funcionando.
Sin comisiones. Entrada inmediata. Totalmente e...";40.41907319847509;-3.7071854808101232;2 habs.;;madrid
950 €/mes;;/alquilar/piso-pueblo-7564837868_997117/;Pueblo (Pozuelo de Alarcón);1 baño;52 m²;"Oportunidad para vivir en una vivienda de nueva construcción en el centro de pozuelo de alarcón.
Ven a verlo sin compromiso!!!!";40.436283231;-3.817112502;1 hab.;1ª planta;madrid
1.500 €/mes;;/alquilar/piso-moncloa_aravaca_arguelles28008-45883190996_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;60 m²;"Piso disponible! Reformado integramente / amueblado / 

Socios tiene el privilegio de ofrecer este apartamento reformado, totalmen...";40.4213618;-3.7159502;2 habs.;2ª planta;madrid
2.650 €/mes;;/alquilar/casa-abantos_monte_carmelo_el_rosario-35847088854_526846/;Abantos-Monte Carmelo-El Rosario (San Lorenzo de El Escorial);4 baños;330 m²;Mv asociados vuelve a poner a su disposición en septiembre, el alquiler de una vivienda unipersonal, única en el escorial, con una...;40.5875087;-4.1597272;3 habs.;;madrid
2.500 €/mes;;/alquilar/casa_pareada-villaviciosa_de_odon_centro-44253413370_100500/;Centro (Villaviciosa de Odón);4 baños;239 m²;"Alquiler solo para familias. No se aceptan mascotas. 

Chalet pareado totalmente reformado en casco urbano de villaviciosa de odón...";40.354758892;-3.91103353;4 habs.;;madrid
2.100 €/mes;;/alquilar/piso-chamberi_vallehermoso28003-45890500348_100500/;Vallehermoso (Distrito Chamberí. Madrid Capital);1 baño;99 m²;"Fabuloso piso exterior reformado y con garaje 

Sin honorarios de agencia para el inquilino

De la mano servicios inmobiliarios al...";40.4418793;-3.7133197;2 habs.;1ª planta;madrid
3.500 €/mes;Piso en calle de José Bastos, 3;/alquilar/piso-valdemarin-42526216458_100500/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);4 baños;234 m²;Este piso no amueblado se encuentra en calle de josé bastos, 3, 28023,  madrid, situado en el distrito de moncloa-valdemarín, en l...;40.4718;-3.78834;4 habs.;1ª planta;madrid
3.450 €/mes;;/alquilar/piso-piovera28043-45017934660_109300/;Piovera (Distrito Hortaleza. Madrid Capital);2 baños;153 m²;"En una de las mejores urbanizaciones del conde orgaz, se alquila piso de lujo reformado recientemente.
La vivienda consta de una a...";40.453169889;-3.647457854;3 habs.;;madrid
2.200 €/mes;;/alquilar/piso-valdemarin-45072478244_101800/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);2 baños;70 m²;Apartamentos exclusivos con todos los servicios en inmejorable zona, urb. La florida. Completamente equipados: wifi, menaje, cuber...;40.467967091;-3.800096129;2 habs.;2ª planta;madrid
950 €/mes;;/alquilar/piso-zona_noreste-45848005608_108900/;Zona Noreste (Torrejón de Ardoz);;72 m²;¡Alta de suministros gratis! Disfruta de tu hogar desde el primer momento, fidere te acompaña en la gestión de los suministros de ...;40.462992;-3.4381372;2 habs.;2ª planta;madrid
3.000 €/mes;Piso en calle;/alquilar/piso-recoletos28001-45058333453_107700/;Recoletos (Distrito Salamanca. Madrid Capital);2 baños;160 m²;Se alquila exclusivo centro de negocios en madrid, exclusiva planta de 150 m² con dos baños privados. El precio de la oficina incl...;40.4236;-3.6829;;;madrid
1.300 €/mes;;/alquilar/piso-guindalera28028-45863650044_995485/;Guindalera (Distrito Salamanca. Madrid Capital);1 baño;70 m²;Este piso en alquiler se encuentra ubicado en la zona de guindalera, en madrid capital. Con una superficie total de 70 m² y 1 habi...;40.4330098;-3.668849;1 hab.;Bajo;madrid
5.800 €/mes;;/alquilar/atico-la_moraleja_encinar_de_los_reyes-95849101001_179400/;Encinar de los Reyes (La Moraleja);6 baños;321 m²;Magnapol alquila  en exclusiva este estupendo ático de reciente construcción en una de las urbanizaciones más elegantes de la zona...;40.5066162;-3.6262172;5 habs.;;madrid
4.100 €/mes;Piso en calle de Antonio Acuña, 17;/alquilar/piso-goya28009-25886116767_518087/;Goya (Distrito Salamanca. Madrid Capital);4 baños;270 m²;"Hermoso apartamento reformado en la zona de goya, consta de 3 habitaciones, dos de ellas dobles y una individual 

* el precio que...";40.42188811381581;-3.6787448189148995;3 habs.;6ª planta;madrid
3.000 €/mes;;/alquilar/apartamento-justicia_chueca28004-45069894742_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 baños;168 m²;Magnifico piso en alquiler en la calle san lucas. Hall de entrada, a la derecha nos encontramos con un baño con bañera y a la izqu...;40.4236248;-3.6956681;2 habs.;3ª planta;madrid
3.000 €/mes;;/alquilar/piso-el_soto_de_la_moraleja-76694311921_179400/;El Soto de la Moraleja (La Moraleja);3 baños;160 m²;Magnapol alquila atico ,2 dormitorios ,el principal en suite de amplias dimensiones y gran cantidad de armarios, con salida direct...;40.5255327;-3.6341205;2 habs.;3ª planta;madrid
4.000 €/mes;;/alquilar/chalet_adosado-el_soto_de_la_moraleja28109-13382917339_179400/;El Soto de la Moraleja (La Moraleja);5 baños;350 m²;"Magnapol alquila chalet adosado  muy bien ubicado cerca de los colegios de el soto de la moraleja.

El chalet posee tres plantas:
...";40.525146;-3.6472;5 habs.;;madrid
1.050 €/mes;Estudio en calle de Velázquez, 146;/alquilar/estudio-chamartin_el_viso28002-45066293788_100500/;El Viso (Distrito Chamartín. Madrid Capital);1 baño;35 m²;"¡Maravilloso estudio totalmente equipado con calefacción central y wifi incluidos! 

Contrato de vivienda habitual sin honorarios ...";40.4427;-3.68236;;;madrid
3.278 €/mes;;/alquilar/apartamento-justicia_chueca28004-35064429528_518087/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 baños;166 m²;Alójate en este piso de un dormitorio. Este alojamiento se encuentra en la segunda planta y tiene un total de 103m². Además, está ...;40.4230559;-3.6958095;2 habs.;1ª planta;madrid
1.400 €/mes;;/alquilar/piso-guindalera28028-45849291883_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 baños;73 m²;Encantador piso de 73 m², ubicado en una finca histórica rehabilitada, te ofrece la combinación perfecta de elegancia y comodidad....;40.4364434;-3.6718167;2 habs.;3ª planta;madrid
3.300 €/mes;Piso en calle;/alquilar/piso-guindalera28028-45077239094_107700/;Guindalera (Distrito Salamanca. Madrid Capital);2 baños;107 m²;Este fantástico y acogedor apartamento de 3 habitaciones situado en la zona de ventas, un barrio residencial que alberga grandes t...;40.4366;-3.66287;3 habs.;;madrid
1.150 €/mes;;/alquilar/apartamento-berruguete28039-45091994448_500564/;Berruguete (Distrito Tetuán. Madrid Capital);1 baño;55 m²;Este encantador apartamento en alquiler se encuentra en la zona de berruguete, en madrid capital. Situado en un primer piso, cuent...;40.4583899;-3.7019271;1 hab.;1ª planta;madrid
1.500 €/mes;Dúplex en calle de San Martín de Porres, 41;/alquilar/duplex-valdezarza28035-40901566427_527206/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;40 m²;"Alquiler temporal! 1 a 11 meses. Para entrar a vivir! Wifi y consumos funcionando.
Sin comisiones. Entrada inmediata. Totalmente e...";40.46940106384709;-3.7285294519608034;2 habs.;Bajo;madrid
1.450 €/mes;;/alquilar/piso-parque_empresarial28232-42593006631_108900/;Parque Empresarial (Las Rozas de Madrid);;70 m²;"Estupenda vivienda de 2 dormitorios ¡Con garaje y trastero incluidos!
 
¡Alta de suministros gratis! Disfruta de tu hogar desde el...";40.4996288;-3.8831147;2 habs.;;madrid
1.000 €/mes;;/alquilar/casa-navacerrada_centro_urbano-39207819859_517145/;Navacerrada;1 baño;112 m²;"Antiguo horno de pan en muy buenas condiciones. 

Local tipo casa de pueblo independiente de 25 metros lineales de fachada. Tiene ...";40.7275;-4.01626;1 hab.;;madrid
900 €/mes;;/alquilar/estudio-goya28001-40897454586_521500/;Goya (Distrito Salamanca. Madrid Capital);1 baño;30 m²;"Para entrar a vivir!! 
Estudio amueblado, interior pero muy luminoso.  Excelente zona, muy  comunicada  y con todos los servicios....";40.4251611;-3.6785012;;;madrid
1.500 €/mes;Piso en calle;/alquilar/piso-recoletos28001-42567419533_107700/;Recoletos (Distrito Salamanca. Madrid Capital);1 baño;50 m²;Recoletos, magnifico apartamento duplex, completamente equipado y amueblado, mucha luz, vistas a la ciudad, mejor zona de madrid, ...;40.4214;-3.6859;1 hab.;;madrid
3.600 €/mes;Apartamento en calle de Velarde, 13;/alquilar/apartamento-universidad_malasana28004-40933041284_527206/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;152 m²;"Alquiler temporal! 1 a 11 meses. Para entrar a vivir! Wifi y consumos funcionando.
Sin comisiones. Entrada inmediata. Totalmente e...";40.42676244254777;-3.7031969609486333;4 habs.;2ª planta;madrid
1.600 €/mes;;/alquilar/atico-galapagar_la_navata28420-43338541420_100500/;La Navata (Galapagar);1 baño;90 m²;Remax people pone en alquiler varios áticos desde 1 hab hasta 3 hab en edificio de nueva construcción en la navata - galapagar. La...;40.586148562;-3.996056727;1 hab.;;madrid
1.200 €/mes;;/alquilar/estudio-zona_avenida_de_europa28224-45068964365_101800/;Zona Avenida de Europa (Pozuelo de Alarcón);1 baño;60 m²;Estudio en alquiler en avenida de europa, 16 pozuelo de alarcón. Este encantador inmueble de 60 m² construidos te ofrece un amplio...;40.437792537;-3.79383859;;;madrid
8.000 €/mes;;/alquilar/chalet_pareado-la_moraleja_distrito-44260016995_179400/;La Moraleja (La Moraleja);5 baños;450 m²;"Magnapol alquila en exclusiva zona de el soto de la moraleja, 
Amplio chalet pareado de 450 mts .distribuidos en solo dos plantas....";40.514281607;-3.630714515;5 habs.;;madrid
4.800 €/mes;;/alquilar/piso-recoletos28001-45075402025_100500/;Recoletos (Distrito Salamanca. Madrid Capital);2 baños;250 m²;"Piso en alquiler en calle  núñez de balboa
Esta compuesto de un hall de entrada grande , 6 habitaciones , 2 aseos  , 1 cocina equi...";40.427726062;-3.682537623;;Bajo;madrid
6.500 €/mes;;/alquilar/apartamento-salamanca_castellana28001-45001375861_100500/;Castellana (Distrito Salamanca. Madrid Capital);3 baños;250 m²;Magnifico piso en alquiler impecable para entrar a vivir de 218 metros frente a la embajada italiana, con terraza que da a los jar...;40.4308917;-3.6724178;2 habs.;4ª planta;madrid
1.100 €/mes;Estudio en calle de Velázquez, 146;/alquilar/estudio-chamartin_el_viso28002-45037075528_100500/;El Viso (Distrito Chamartín. Madrid Capital);1 baño;35 m²;"¡Maravilloso ático con terraza y vistas panorámicas del skyline de madrid!

¡Ya disponible!

Sin honorarios de agencia 

De la man...";40.4427;-3.68236;;;madrid
8.300 €/mes;;/alquilar/piso-chamberi_almagro28010-38371115183_109300/;Almagro (Distrito Chamberí. Madrid Capital);5 baños;366 m²;Quieres vivir en almagro?, a escasos metros de la castellana, en una calle emblemática, en un edificio de lujo?, esta es tu gran o...;40.4379481;-3.6926315;5 habs.;;madrid
8.500 €/mes;;/alquilar/chalet-valdepastores_pino_centinela_las_encinas28669-29235846480_101800/;Valdepastores-Pino Centinela-Las Encinas (Boadilla del Monte);6 baños;522 m²;Chalet independiente en boadilla del monte, dentro de la urbanización las lomas.  La vivienda de reciente construcción tan solo un...;40.4252408;-3.8973797;5 habs.;;madrid
2.500 €/mes;Apartamento en calle de Donoso Cortés, 56;/alquilar/apartamento-gaztambide28015-39252028451_527206/;Gaztambide (Distrito Chamberí. Madrid Capital);1 baño;67 m²;"Alquiler temporal! 1 a 11 meses. Para entrar a vivir! Wifi y consumos funcionando.
Sin comisiones. Entrada inmediata. Totalmente e...";40.43644139206871;-3.711928585510275;3 habs.;Bajo;madrid
6.500 €/mes;;/alquilar/piso-salamanca_castellana28006-35898898760_996542/;Castellana (Distrito Salamanca. Madrid Capital);5 baños;334 m²;Diplomatic real estate ofrece fantástica vivienda de lujo, amueblada de diseño, ubicada en edificio clásico y señorial que data de...;40.4328985;-3.6813734;4 habs.;1ª planta;madrid
2.500 €/mes;;/alquilar/piso-rios_rosas28003-45033249486_108500/;Ríos Rosas (Distrito Chamberí. Madrid Capital);4 baños;108 m²;Bek properties les ofrece este fabuloso piso, reformado con buenas calidades. Exterior, 2ª planta, muy luminoso orientado al sur. ...;40.4383563;-3.7006723;3 habs.;;madrid
4.200 €/mes;;/alquilar/apartamento-salamanca_castellana28006-45047146645_100500/;Castellana (Distrito Salamanca. Madrid Capital);2 baños;250 m²;Piso para alquilar en la calle serrano. El piso consta de: hall, salón comedor muy grande y luminoso. Cocina amueblada. 2 dormitor...;40.4338774;-3.6863909;2 habs.;3ª planta;madrid
2.800 €/mes;;/alquilar/atico-la_moraleja_encinar_de_los_reyes-28415355046_179400/;Encinar de los Reyes (La Moraleja);3 baños;170 m²;"Magnapol alquila atico duplex  en  encinar de los reyes.
Tres dormitorios,  dos de ellos en suite, 3 baños, cocina actualizada con...";40.513189014;-3.652045532;3 habs.;;madrid
2.500 €/mes;;/alquilar/piso-chamartin_prosperidad28002-45861698331_500635/;Prosperidad (Distrito Chamartín. Madrid Capital);2 baños;95 m²;Luxcasa alquila elegante y moderna vivienda exterior, totalmente amueblada y equipada, reformada casi a estrenar con calidades de ...;40.439738;-3.6717426;2 habs.;4ª planta;madrid
4.000 €/mes;;/alquilar/duplex-la_moraleja_encinar_de_los_reyes28109-45909424753_100500/;Encinar de los Reyes (La Moraleja);3 baños;220 m²;Cotarent tiene al placer a ofrecer para alquilar un piso de 4 dormitorios, luminoso, precioso, amplio con su propio jardín y galer...;40.513322639;-3.653019468;4 habs.;Bajo;madrid
1.500 €/mes;;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-45882897075_106700/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;98 m²;Se alquila un magnífico piso exterior de 98 metros cuadrados construidos y 80 metros cuadrados útiles, ubicado en una de las mejor...;40.5002127;-3.6727201;2 habs.;;madrid
2.100 €/mes;Apartamento en calle de la Santísima Trinidad, 19;/alquilar/apartamento-chamberi_almagro28010-40846279329_527206/;Almagro (Distrito Chamberí. Madrid Capital);1 baño;87 m²;"Alquiler temporal! 1 a 11 meses. Para entrar a vivir! Wifi y consumos funcionando.
Sin comisiones. Entrada inmediata. Totalmente e...";40.43638648000329;-3.701032021113905;1 hab.;8ª planta;madrid
1.055 €/mes;;/alquilar/piso-parque_oeste_fuente_cisneros_campodon-45840344103_108900/;Parque Oeste-Fuente Cisneros-Campodón (Alcorcón);;70 m²;¡Alta de suministros gratis! Disfruta de tu hogar desde el primer momento, fidere te acompaña en la gestión de los suministros de ...;40.343216;-3.8422047;2 habs.;1ª planta;madrid
4.000 €/mes;Ático en calle Camino de los Jardines, nº 17;/alquilar/atico-el_soto_de_la_moraleja-40907134033_991150/;El Soto de la Moraleja (La Moraleja);4 baños;220 m²;"Piso de estreno en exclusiva urbanización en la moraleja.

Piso exterior situada en una tercera planta que se distribuye en un sal...";40.54522253606404;-3.6423720330609;4 habs.;;madrid
800 €/mes;;/alquilar/piso-san_isidro_distrito28901-45922778993_513885/;San Isidro (Getafe);1 baño;63 m²;Btco , alquila piso en san isidro 3º sin ascensor ,2 dormt. 1 baño reformado plato de ducha ,salon con terraza cerrada y cocina am...;40.3012751;-3.7320152;2 habs.;3ª planta;madrid
1.000 €/mes;;/alquilar/estudio-chamberi_arapiles28015-45867944959_100500/;Arapiles (Distrito Chamberí. Madrid Capital);1 baño;40 m²;"Reformado, 1 dormitorio, aire acondicionado, balcón y trastero

Socios tiene el privilegio de ofrecer apartamento exterior. Si est...";40.439405;-3.7079986;;;madrid
3.750 €/mes;;/alquilar/piso-chamartin_hispanoamerica28016-45859467618_109300/;Hispanoamérica (Distrito Chamartín. Madrid Capital);3 baños;166 m²;"En hispanoamérica presentamos una vivienda de obra nueva con&nbsp; 3 dormitorios&nbsp; y 3 baños en suite, el principal tiene vest...";40.4548251;-3.6805191;3 habs.;;madrid
1.200 €/mes;;/alquilar/piso-valdezarza28039-45836130658_100500/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;60 m²;"Socios tiene el privilegio de ofrecer magnifico piso exterior.

Distribuido en hall, cocina - office totalmente equipada con muebl...";40.461627;-3.706944;2 habs.;1ª planta;madrid
1.550 €/mes;;/alquilar/piso-trafalgar28010-45845739659_995485/;Trafalgar (Distrito Chamberí. Madrid Capital);1 baño;86 m²;Se ofrece en alquiler este encantador piso en madrid capital, ubicado en la zona de trafalgar. La vivienda se encuentra en la cuar...;40.4287779;-3.6996494;2 habs.;4ª planta;madrid
1.350 €/mes;Piso en calle de Galileo, 45;/alquilar/piso-chamberi_arapiles28015-44170907429_100500/;Arapiles (Distrito Chamberí. Madrid Capital);1 baño;61 m²;"Se alquila apartamento amplio, luminoso y soleado (tarde) con terraza.
Recién actualizado, a estrenar. 
Dispone de aire acondicion...";40.4344;-3.71038;1 hab.;3ª planta;madrid
1.250 €/mes;;/alquilar/piso-cortes_huertas28014-45865161247_106700/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 baño;48 m²;"Descripción:
Descubra su próximo hogar en un piso recientemente reformando de 50 metros cuadrados, ubicado en la vibrante zona de ...";40.4127407;-3.694386;2 habs.;;madrid
1.400 €/mes;;/alquilar/piso-lucero28011-45914324948_523960/;Lucero (Distrito Latina. Madrid Capital);1 baño;63 m²;¡Oportunidad única en batán! Se alquila encantador piso de 63 m² construidos, ubicado en la segunda planta de un edificio sin asce...;40.4053325;-3.7542561;2 habs.;2ª planta;madrid
1.200 €/mes;;/alquilar/casa_unifamiliar-paracuellos_de_jarama_centro_urbano-45910899038_101000/;Paracuellos de Jarama;2 baños;80 m²;"Alfa   alquila 
Casa  centrica en casco urbano totalmente reformada y amueblada

No cobramos honorarios a la parte arrendataria  r...";40.503752496;-3.530493916;2 habs.;;madrid
2.500 €/mes;;/alquilar/piso-chamartin_prosperidad28002-45891547824_500635/;Prosperidad (Distrito Chamartín. Madrid Capital);2 baños;95 m²;Luxcasa alquila elegante y moderna vivienda exterior en avda de america, junto intercambiador, totalmente amueblada y equipada, re...;40.4463497;-3.6533154;2 habs.;4ª planta;madrid
1.050 €/mes;;/alquilar/piso-ciudad_lineal_pueblo_nuevo28017-45034761901_100500/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);2 baños;72 m²;"¿Estás buscando un piso con dos dormitorios y dos baños en una zona tranquila, pero con todos los servicios?

Si buscas una vivien...";40.4278273;-3.6454022;2 habs.;2ª planta;madrid
2.800 €/mes;Piso en calle;/alquilar/piso-goya28001-45074002247_107700/;Goya (Distrito Salamanca. Madrid Capital);3 baños;135 m²;3 dormitorios grandes, 2 baños, 1 aseo, gran salon-comedor con 2 balcones con vistas a la calle goya cocina abierta al salon, pero...;40.4248;-3.67935;3 habs.;;madrid
4.200 €/mes;Dúplex en calle de Max Aub, 5;/alquilar/duplex-chamberi_almagro28003-39191654458_527206/;Almagro (Distrito Chamberí. Madrid Capital);2 baños;180 m²;"Alquiler temporal! 1 a 11 meses. Para entrar a vivir! Wifi y consumos funcionando.
Sin comisiones. Entrada inmediata. Totalmente e...";40.4436001655324;-3.7133479236591835;4 habs.;7ª planta;madrid
1.550 €/mes;;/alquilar/piso-trafalgar28010-44241893462_519513/;Trafalgar (Distrito Chamberí. Madrid Capital);1 baño;75 m²;"Maravilloso apartamento en una ubicación ideal en trafalgar, chamberí. En una finca con conserje. 

Cocina amueblada y equipada co...";40.4296687;-3.6995561;2 habs.;5ª planta;madrid
4.500 €/mes;;/alquilar/piso-la_moraleja_distrito28108-43357994361_100500/;La Moraleja (La Moraleja);4 baños;240 m²;Yñarra inmoboliaria, alquila esta exclusiva propiedad en la moraleja urbanización, a estrenar, con las mejores calidades del momen...;40.5259591;-3.6056928;4 habs.;1ª planta;madrid
3.700 €/mes;;/alquilar/atico-chamartin_hispanoamerica28036-40927650130_994318/;Hispanoamérica (Distrito Chamartín. Madrid Capital);3 baños;145 m²;Vivienda tipo ático, muy especial situada en un entorno privilegiado, dentro del distrito de chamartín, considerado como residenci...;40.4575713;-3.6819337;3 habs.;;madrid
2.500 €/mes;;/alquilar/piso-goya28009-45919724858_522059/;Goya (Distrito Salamanca. Madrid Capital);2 baños;73 m²;"Piso recién reformado y a estrenar en el barrio de salamanca, junto al wizink center.

Consta de salon-comedor con cocina american...";40.4261916;-3.6693647;2 habs.;3ª planta;madrid
1.100 €/mes;Piso en Avenida del Santo Ángel de la Guarda, 23;/alquilar/piso-valdezarza28039-45022954616_521139/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;50 m²;Ag propiedades alquila urbanización recién entregada,  jardín, que  pistas de pádel, piscina, sala gourmet, parque infantil, sala ...;40.461163;-3.7124226;1 hab.;4ª planta;madrid
1.200 €/mes;;/alquilar/piso-acacias28005-45091240993_100500/;Acacias (Distrito Arganzuela. Madrid Capital);1 baño;50 m²;¡Reservado¡Descubre tu nuevo hogar en el corazón de madrid! Se alquila espectacular apartamento de diseño, reformado este luminoso...;40.3996371;-3.7025827;2 habs.;2ª planta;madrid
1.200 €/mes;;/alquilar/piso-lista_barrio28001-45872898224_528286/;Lista (Distrito Salamanca. Madrid Capital);1 baño;40 m²;Donpiso alquila piso en barrio lista - salamanca, próximo a metro lista, zona de bares, restaurantes, comercios y supermercados. E...;40.428689565;-3.675489917;2 habs.;2ª planta;madrid
3.200 €/mes;;/alquilar/casa_adosada-boadilla_del_monte_monteprincipe28668-43390484238_100500/;Montepríncipe (Boadilla del Monte);4 baños;441 m²;"Yourhabitat alquila!

Te presentamos este estupendo chalet pareado en parcela de 780m².  Está ubicado en la prestigiosa urbanizaci...";40.408935897;-3.848926787;6 habs.;;madrid
1.400 €/mes;Piso en Plaza de Ángel Carbajo, 6;/alquilar/piso-castillejos28020-44185373450_998173/;Castillejos (Distrito Tetuán. Madrid Capital);1 baño;70 m²;Grupo interpres alquila en exclusiva este piso reformado de 65m² en cuzco-castillejos. Salón con terraza, cocina americana con ele...;40.462627;-3.6939354;2 habs.;5ª planta;madrid
1.195 €/mes;;/alquilar/piso-las_rozas_de_madrid_centro28231-45013685126_992673/;Centro (Las Rozas de Madrid);2 baños;70 m²;"Real-viv alquila piso en las rozas:
Por su situación excepcional, el piso se encuentra en una de las zonas más demandadas de las r...";40.492182;-3.876772;2 habs.;2ª planta;madrid
960 €/mes;;/alquilar/apartamento-valdezarza28035-35923735585_101800/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;42 m²;Perfecto apartamento muy luminoso, con balcón a la calle y grandes ventanas la zona está bien comunicado con el autobús 64 muy cer...;40.4660048;-3.7228124;1 hab.;1ª planta;madrid
1.500 €/mes;Piso en calle de Joaquín María López, 74;/alquilar/piso-gaztambide28015-45841922373_108900/;Gaztambide (Distrito Chamberí. Madrid Capital);1 baño;95 m²;"&nbsp;

Inmobiliaria don chamber&iacute; presenta extraordinario d&uacute;plex exclusivo para estudiantes, totalmente amueblado y ...";40.43796;-3.71754;2 habs.;;madrid
4.400 €/mes;;/alquilar/chalet_adosado-valdebebas_valdefuentes28055-45004090735_996152/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);5 baños;308 m²;"Chalet adosado
Superficie construida: 308 m². Superficie útil: 250 m²
4 dormitorios. 4 baños. 1 aseo de invitados. Garaje. Traster...";40.5059151;-3.6421002;4 habs.;;madrid
2.600 €/mes;;/alquilar/piso-chamberi_almagro28010-25040881078_100500/;Almagro (Distrito Chamberí. Madrid Capital);1 baño;110 m²;"“en almagro, 4 dormitorios, 1 baño, calefaccion y comunidad incluidas en el precio"" 

En un edificio representativo y ubicado en u...";40.4314481;-3.6917536;4 habs.;3ª planta;madrid
2.050 €/mes;;/alquilar/piso-alcobendas_centro28100-45000845624_103800/;Centro (Alcobendas);;200 m²;Piso  en bulevar salvador allende, con 200 m² construidos, 105 m² útiles, 3 dormitorios, 2 baños, 2 garaje/s, seminuevo, exterior,...;40.537469379;-3.635937742;3 habs.;2ª planta;madrid
1.250 €/mes;;/alquilar/piso-carabanchel_vista_alegre28025-44250635684_100500/;Vista Alegre (Distrito Carabanchel. Madrid Capital);2 baños;89 m²;"Ksa inmobilaira te ofrece hermoso piso de 2 dormitorios y 2 baños

Urbanización con jardín y ascensor adatado a movilidad reducida...";40.3796737;-3.7473101;2 habs.;4ª planta;madrid
1.395 €/mes;;/alquilar/piso-centro_palacio28005-45902020355_100200/;Palacio (Distrito Centro. Madrid Capital);;92 m²;"Tecnocasa estudio ronda de segovia alquila magnifica vivienda en ronda de segovia.

La vivienda se compone de 92 m² distribuidos e...";40.4072874;-3.712676;2 habs.;;madrid
950 €/mes;;/alquilar/piso-norte_universidad28932-45094432133_100500/;Norte-Universidad (Móstoles);1 baño;85 m²;Precioso piso en iviasa,  2 dormitorios, antes 3 (el tercero se ha convertido en vestidor), en una de las mejores zonas de móstole...;40.3304139;-3.8652764;2 habs.;2ª planta;madrid
