precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
223.000€;Dúplex en Venta en Torrelavit;https://rd.clk.thribee.com/id.1NiCxe151L1_/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.44315trovit-web-85d48c649-znrzn6698419d154b1/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.1/page.59/cookieid.10201046698419d14dd01.86283195/pos.1/;08775, Torrelavit, Provincia de Barcelona;4  habitaciones;2  baños;125  m²;Este exclusivo ático dúplex se encuentra en torrelavit, un pintoresco pueblo lleno de encanto, próximo a sant sadurní d'anoia y vilafranca del pe...;Hace 1 día;Fotocasa;Barcelona
165.000€;Piso, Mollet del Vallès;https://rd.clk.thribee.com/id.W1b1LofWI6/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.44315trovit-web-85d48c649-znrzn6698419d154b1/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.1/page.59/cookieid.10201046698419d14dd01.86283195/pos.1/;Mollet del Vallès, Provincia de Barcelona;4 habitaciones;2 baños;112 m²;Oportunidad de inversión: inmueble sin posesión. Imposibilidad de visita interior, no se puede financiar la compra de este inmueble. Advertimos q...;Hace 15 h 59 minutos;Idealista;Barcelona
109.000€;Piso, Segle XX, Terrassa;https://rd.clk.thribee.com/id.P5vz181_BD/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.44315trovit-web-85d48c649-znrzn6698419d154b1/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.1/page.59/cookieid.10201046698419d14dd01.86283195/pos.2/;Segle XX, Terrassa, Provincia de Barcelona;1 habitaciones;1 baños;55 m²;Desde Tecnocasa Can Boada, nos complace presentar esta fantástica planta baja de 55 m² ubicada en la calle Lepant. Al entrar en la vivienda, nos...;Hace 15 h 59 minutos;Idealista;Barcelona
255.000€;Casa-Chalet en Venta en Santa Eulàlia;https://rd.clk.thribee.com/id.r1GQ1W1RpQ19/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.44315trovit-web-85d48c649-znrzn6698419d154b1/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.1/page.59/cookieid.10201046698419d14dd01.86283195/pos.2/;08902, Santa Eulàlia, L'Hospitalet de Llobregat, Provincia de Barcelona;2  habitaciones;1  baños;94  m²;La vivienda consta de 94mtrs construidos y 70mtrs útiles distribuidos en: salón comedor amplio y luminoso. Cocina reformada. 2 habitaciones exter...;Hace 1 día;Fotocasa;Barcelona
375.000€;Piso en Venta en Sant Josep;https://rd.clk.thribee.com/id.cznkB151dY/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.44315trovit-web-85d48c649-znrzn6698419d154b1/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.1/page.59/cookieid.10201046698419d14dd01.86283195/pos.3/;08901, Sant Josep, L'Hospitalet de Llobregat, Provincia de Barcelona;3  habitaciones;2  baños;104  m²;Excelente vivienda con terraza y balcon vivienda de 104m² distribuidos en 3 habitaciones (2 dobles y 1 individual), 2 cuartos de baño completos (...;Hace 1 día;Fotocasa;Barcelona
520.000€;Ático en Venta en El Poblenou;https://rd.clk.thribee.com/id.s1TxY1L1LU1C/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.44315trovit-web-85d48c649-znrzn6698419d154b1/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.1/page.59/cookieid.10201046698419d14dd01.86283195/pos.4/;08018, Sant Martí, Barcelona, Provincia de Barcelona;3  habitaciones;2  baños;96  m²;Atico totalmente exterior con ascensor y plaza de parking en la misma finca! Este luminoso piso, ubicado en una finca seminueva con ascensor, te...;Hace 1 día;Fotocasa;Barcelona
775.000€;Piso exclusivo de 117 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.u1KEE1u1J9/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.44315trovit-web-85d48c649-znrzn6698419d154b1/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.1/page.59/cookieid.10201046698419d14dd01.86283195/pos.5/;08002, Provincia de Barcelona;-;2  baños;117  m²;Este proyecto de Poblenou Homes consta de un total de 46 apartamentos. Entramos al edificio y encontramos nada menos que 5 ascensores que pueden...;Hace 1 día;LuxuryEstate;Barcelona
265.000€;Piso en Venta en Centre;https://rd.clk.thribee.com/id.r1Pdkv101r1F/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.44315trovit-web-85d48c649-znrzn6698419d154b1/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.1/page.59/cookieid.10201046698419d14dd01.86283195/pos.6/;08810, Sant Pere de Ribes, Provincia de Barcelona;3  habitaciones;2  baños;119  m²;En esta ocasión engel&völkers les presenta el piso de amor a primera vista se trata de un precioso tercer piso con ascensor y todo lujo de detall...;Hace 1 día;Fotocasa;Barcelona
199.000€;Piso en Venta en Cerdanyola Nord;https://rd.clk.thribee.com/id.0A4lO61WP/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.44315trovit-web-85d48c649-znrzn6698419d154b1/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.1/page.59/cookieid.10201046698419d14dd01.86283195/pos.7/;08303, Mataró, Provincia de Barcelona;3  habitaciones;1  baños;76  m²;V-1750. Cerdanyola nord. Fantástico piso en formidable estado de 78 m2 en finca muy cuidada y con ascensor. Consta de un amplio salón comedor con...;Hace 1 día;Fotocasa;Barcelona
419.000€;Piso en Venta en Sant Pere, Sta. Caterina i la Ribera;https://rd.clk.thribee.com/id.19151bPd1H11r/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.44315trovit-web-85d48c649-znrzn6698419d154b1/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Barcelona/type.1/page.59/cookieid.10201046698419d14dd01.86283195/pos.8/;08003, Ciutat Vella, Barcelona, Provincia de Barcelona;2  habitaciones;2  baños;80  m²;¡Vive en uno de los barrios más cotizados de la ciudad de barcelona como lo es sant pere, santa caterina i la ribera y experimenta la mejor...;Hace 1 día;Fotocasa;Barcelona
