precio;sub_descr;href;ubicacion;habitaciones;banios;planta;otros;latitude;longitude;mt2;CCAA
3.200 €/mes;Piso en Centro;/alquilar/piso-laredo_centro39770-43403460022_106000/;Centro (Laredo);2 habs.;2 baños;2ª planta;"¡Bonito apartamento en el centro de laredo y a escasos metros de la paya salvé!

Un apartamento moderno y funcional. Cuenta con do...";43.410932303;-3.414800789;;cantabria
850 €/mes;Piso en calle Alta;/alquilar/piso-numancia_san_fernando39008-44232159102_103800/;Numancia-San Fernando (Santander);3 habs.;2 baños;4ª planta;Cerca del hospital marqués de valdecilla, c/alta, alve alquila estupendo piso grande y espacioso,distribuido en 3 habitaciones, am...;43.4590262;-3.8170499;110 m²;cantabria
750 €/mes;Piso en Paseo del General Dávila;/alquilar/piso-los_castros39007-42571190685_101800/;Los Castros (Santander);2 habs.;1 baño;;Piso reformado en el grupo san francisco compuesto por 2 habitaciones, salón, cocina equipada y baño, calefacción individual, exte...;43.469097203;-3.795158709;55 m²;cantabria
850 €/mes;Piso en calle de Rubio;/alquilar/piso-santander_centro_ayuntamiento39001-45011376555_108900/;Centro-Ayuntamiento (Santander);2 habs.;1 baño;1ª planta;Distrito inmobiliario alquila de septiembre a junio en pleno centro de santander en calle peatonal, este luminoso piso.distribuido...;43.4622605;-3.813224;75 m²;cantabria
2.300 €/mes;Piso en Avenida de la Reina Victoria;/alquilar/piso-puerto_chico39004-45076921817_108900/;Puerto Chico (Santander);2 habs.;2 baños;1ª planta;Alquiler vacacional por quincenas. Distrito inmobiliario alquila piso en reina victoria para máximo de 4 personas.está distribuido...;43.4636181;-3.7900736;70 m²;cantabria
650 €/mes;Piso en calle La Secada;/alquilar/piso-santander_cuatro_caminos39010-45889829970_108900/;Cuatro Caminos (Santander);2 habs.;1 baño;4ª planta;Estudiantes y personal sanitario. Septiembre a junio. Se alquila piso en la zona de cuatro caminos ideal para el personal del hosp...;43.4586351;-3.8266714;70 m²;cantabria
875 €/mes;Ático en calle de Velázquez, 5;/alquilar/atico-brazomar39700-44213112358_100500/;Brazomar (Castro Urdiales);2 habs.;1 baño;;"Precioso atico en castro-urdiales.

A 5 minutos de la playa de brazomar.

Zona residencial muy tranquila

Muy bien situado, próxim...";43.3729;-3.21692;72 m²;cantabria
650 €/sem;Apartamento en Paseo del Brusco;/alquilar/apartamento-noja_helgueras-45023482633_510167/;Helgueras (Noja);1 hab.;1 baño;1ª planta;"Precioso apartamento con vistas al mar.
En la zona de helgueras, a un paso de la playa.
Apartamento distribuido en cocina, salón c...";43.472619243;-3.506700599;55 m²;cantabria
850 €/mes;Piso en calle de Atilano Rodríguez;/alquilar/piso-castilla_hermida39002-45051803901_990805/;Castilla-Hermida (Santander);3 habs.;2 baños;2ª planta;No fijo se alquila para fijo. Ideal para personal desplazado por trabajo o estudios, se alquila por periodos inferiores a 11 meses...;43.4583862;-3.8101652;115 m²;cantabria
860 €/mes;Piso en calle de Alfonsina Storni;/alquilar/piso-santander_la_pereda39012-44237993900_100500/;La Pereda (Santander);2 habs.;2 baños;3ª planta;"Solo alquiler temporal, desde el 1 de septiembre de 2024 hasta el 30 de junio de 2025.

Piso nuevo, bien amueblado y equipado.
Con...";43.4754017;-3.803418;102 m²;cantabria
695 €/mes;Piso en calle del Teniente Fuentes Pila;/alquilar/piso-santander_el_sardinero39005-21725207482_100500/;El Sardinero (Santander);2 habs.;1 baño;5ª planta;Temporal! Curso escolar 2024-2025! Precioso piso en urbanización privada en el sardinero, con plaza de parking comunitario sin núm...;43.4682101;-3.7806836;58 m²;cantabria
1.995 €/mes;Piso en calle de Canalejas;/alquilar/piso-puerto_chico39004-45092874591_100500/;Puerto Chico (Santander);4 habs.;2 baños;2ª planta;Propiedad de lujo, totalmente amueblada que invita a entrar para comenzar a vivirla y disfrutar del privilegio que supone encontra...;43.46492;-3.7904089;147 m²;cantabria
2.500 €/mes;Dúplex en Sardinero;/alquilar/duplex-santander_el_sardinero39005-35859905927_100500/;El Sardinero (Santander);4 habs.;4 baños;Bajo;"Triplex en el corazon del sardinero

Deluxe santander inmobiliaria pone en alquiler para fijo, a partir de septiembre, fantástica ...";43.4697613;-3.7807818;360 m²;cantabria
1.600 €/mes;Dúplex en Plaza de la Villa;/alquilar/duplex-santona_centro_urbano-45885783344_100500/;Santoña;2 habs.;2 baños;2ª planta;Alquiler vacacional de este espectacular dúplex de estilo moderno en santoña, completamente amueblado y equipado con todo lo neces...;43.4442455;-3.4571276;98 m²;cantabria
2.200 €/mes;Piso en El Sardinero;/alquilar/piso-santander_el_sardinero39005-45881103768_108500/;El Sardinero (Santander);4 habs.;4 baños;;Tu nave mi nave alquila para fijo excelente piso semiamueblado de 147 m² en el sardinero. No se alquila por temporadas o meses: so...;43.4739107;-3.7888508;165 m²;cantabria
700 €/mes;Piso en calle de la Marinera;/alquilar/piso-cotolino39709-45878760690_100500/;Cotolino (Castro Urdiales);2 habs.;2 baños;3ª planta;"¡De septiembre a junio!
Alquiler de temporada, ideal para funcionarios!
La vivienda consta de salón comedor, cocina completamente ...";43.370733957;-3.203950319;65 m²;cantabria
2.000 €/mes;Piso en Avenida de la Victoria, 36;/alquilar/piso-zona_playa-45863701216_100500/;Zona Playa (Laredo);2 habs.;1 baño;1ª planta;"Se alquila el mes de agosto, 2.000 €
Residencia cercana a la playa salve de laredo. Urbanización con pista de tenis y columpios pa...";43.4096;-3.43052;74 m²;cantabria
900 €/mes;Piso en calle de San Fernando, 84;/alquilar/piso-santander_cuatro_caminos39010-42564622198_109300/;Cuatro Caminos (Santander);2 habs.;2 baños;3ª planta;En el corazón de santander, te presentamos este espectacular piso en alquiler con todas las comodidades que puedas imaginar. Con d...;43.4589485;-3.8259168;101 m²;cantabria
150 €/día;Piso en calle de la Bajada al Puerto, 9;/alquilar/piso-suances_centro_urbano-45877711965_511222/;Suances;2 habs.;1 baño;4ª planta;Buscas una ubicación perfecta para disfrutar de tus días de vacaciones? Desconecta con las mejores vistas en nuestro piso de bajad...;43.432247;-4.0381427;90 m²;cantabria
3.000 €/mes;Piso en Centro;/alquilar/piso-laredo_centro_urbano-25010887808_108500/;Centro (Laredo);1 hab.;1 baño;;Desde inmobiliaria uranga os presentamos este piso en el centro de laredo. Inmueble muy bien situado en la villa, a escasos 300 me...;43.412424571;-3.412766644;58 m²;cantabria
