precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta;CCAA
229.000 €;;/comprar/piso-numancia_san_fernando39008-44262891753_100500/;Numancia-San Fernando (Santander);1 baño;105 m²;Te presentamos este amplio y acogedor piso para tu negocio, consulta, tu espacioso y bien organizado despacho, o un bonito hogar e...;43.4605503;-3.8153099;5 habs.;Bajo;cantabria
525.000 €;;/comprar/chalet-liendo_centro_urbano-40028285901_100500/;Liendo;4 baños;214 m²;Nor inmobiliaria vende en exclusiva chalet independiente de 214 m² construidos, dentro de parcela privada de 880 m², en el valle d...;43.387947556;-3.373182165;4 habs.;;cantabria
380.000 €;;/comprar/chalet-laredo_el_puntal-43409586294_108500/;El Puntal (Laredo);4 baños;245 m²;Desde inmobiliaria uranga os presentamos este chalet pareado que forma parte de una residencia privada en laredo en la zona del pu...;43.427671473;-3.448087664;5 habs.;;cantabria
159.000 €;;/comprar/piso-argonos_centro_urbano-42550231575_108500/;Argoños;1 baño;55 m²;Te presentamos sobre imágenes en 3d esta fabulosa promoción ubicada en la zona de argoños, cantabria. Se trata de una urbanización...;43.4543554;-3.4922723;1 hab.;;cantabria
102.000 €;;/comprar/piso-parbayon-29248924895_181900/;Parbayón (Piélagos);1 baño;72 m²;"Bajo de dos habitaciones  y un baño en parbayon  con una terraza pequeña muy soleado.
La cocina la dejan totalmente equipada y dis...";43.360071131;-3.972820158;2 habs.;Bajo;cantabria
188.000 €;;/comprar/piso-san_fernando_numancia39007-40022438820_100500/;Numancia-San Fernando (Santander);1 baño;107 m²;Presentamos amplio y luminoso piso en centro ciudad, calle cisneros. Esta segunda planta cuenta con una superficie construida de 1...;43.46209;-3.8194795;3 habs.;2ª planta;cantabria
179.000 €;Piso en calle El Junco, 1;/comprar/piso-colindres_centro_urbano-45071364837_515274/;Colindres;2 baños;71 m²;"¡¡¡Piso con vistas a estrenar!

Buscas un piso en el centro de colindres, nuevo, a estrenar, el cual convertir en tu hogar donde ...";43.399788;-3.4495666;2 habs.;2ª planta;cantabria
143.000 €;;/comprar/piso-el_astillero_centro_urbano-40867670851_993981/;El Astillero;2 baños;84 m²;En el centro de astillero. Dúplex de 85 m² aproximadamente. 2º sin ascensor. Piso bien cuidado y conservado. Para entrar a vivir. ...;43.3999398;-3.8190911;2 habs.;2ª planta;cantabria
850.000 €;Piso en calle de Hernán Cortés, 23;/comprar/piso-puertochico-562751417_427100/;Puerto Chico (Santander);3 baños;195 m²;Plaza pombo, en una de las plazas más emblemáticas de la ciudad, un inmmueble  actualizado, amplio y con muy buena luz. Distribuid...;43.46281281282361;-3.8020296085074623;4 habs.;5ª planta;cantabria
195.000 €;;/comprar/piso-zona_playa-43417863174_108500/;Zona Playa (Laredo);2 baños;75 m²;Desde inmobiliaria uranga le presentamos este estupendo piso en segunda línea de playa en la zona ever de laredo. Piso amplio, muy...;43.419785672;-3.444052477;3 habs.;;cantabria
258.000 €;Piso en Avenida de la Libertad, 56;/comprar/piso-zona_playa-30840309695_515274/;Zona Playa (Laredo);2 baños;85 m²;Amplio y luminoso en una estupenda residencia privada con bonitos jardines, pista de tenis y baloncesto y parking comunitario a es...;43.413004117023206;-3.4375202156702844;2 habs.;2ª planta;cantabria
349.000 €;;/comprar/chalet_adosado-castro_urdiales_samano39709-44260660143_513173/;Sámano (Castro Urdiales);5 baños;254 m²;Se vende chalet adosado en una de las urbanizaciones más cotizadas de sámano, debido a la calidad de sus materiales y la  privileg...;43.3586989;-3.2308083;4 habs.;;cantabria
366.000 €;Chalet en Bº Ladredo,  75;/comprar/chalet-centro_urbano_distrito39609-3578667438_109700/;Centro Urbano (Camargo);3 baños;167 m²;Chalet pareado de obra nueva de 167 m² de superficie construida y situado en la zona de camargo. Está estructurado en 4 habitacion...;43.4027002;-3.8782093;4 habs.;;cantabria
114.000 €;;/comprar/piso-selaya_centro_urbano-37541115906_511103/;Selaya;1 baño;94 m²;"Santanderhouse. Venta de de piso 94 m² en selaya.
La vivienda se distribuye en hall, tres habitaciones, un baño exterior (reformad...";43.211126326;-3.805551373;3 habs.;1ª planta;cantabria
199.000 €;;/comprar/casa_adosada-miono_santullan39709-37528935934_100500/;Mioño-Santullán (Castro Urdiales);1 baño;100 m²;"Mioño, castro urdiales, a un kilómetro de castro urdiales y cercano a la tranquila playa de dicido.
Pareado con terraza, zona de j...";43.3614443;-3.2009893;3 habs.;;cantabria
240.000 €;;/comprar/piso-liencres-35052096812_993117/;Liencres (Piélagos);2 baños;94 m²;"En el centro de liencres, piso en planta baja con jardín en venta.
De tres habitaciones, dos cuartos de baño, cocina y salón.
Tien...";43.460362241;-3.927881765;;Bajo;cantabria
395.000 €;;/comprar/casa-oruna_de_pielagos-34202956756_511103/;Oruña de Piélagos (Piélagos);2 baños;350 m²;"Santanderhouse. Vende chalet independiente en oruña de pielagos.
Estupenda casa de 350m² construidos en dos alturas, la casa se di...";43.355268701;-3.955148643;4 habs.;;cantabria
2.300.000 €;Casa en calle Murillo, 4;/comprar/casa-soto_de_la_marina-36750901786_427100/;Soto de La Marina (Santa Cruz de Bezana);5 baños;524 m²;Todas las propiedades tienen algo especial ………. Esta propiedad desborda vida. Se ve la conexión entre la arquitecta que diseño la ...;43.4699;-3.87831;4 habs.;;cantabria
209.000 €;;/comprar/piso-laredo_centro39770-43340683669_108500/;Centro (Laredo);2 baños;115 m²;Desde inmobiliaria uranga os presentamos este piso en el centro de laredo al lado de todos los servicios y de la playa. Se trata d...;43.413148955;-3.415600326;3 habs.;;cantabria
225.000 €;Piso en calle del Comandante Villar, 1;/comprar/piso-laredo_centro39770-41677354713_515274/;Centro (Laredo);2 baños;106 m²;Desde pisos laredo tenemos el placer de presentarles esta vivienda en el centro de laredo, a tan solo unos pasos de la increíble...;43.4101;-3.41519;3 habs.;1ª planta;cantabria
280.000 €;;/comprar/piso-laredo_el_puntal-44213902302_108500/;El Puntal (Laredo);1 baño;60 m²;Desde inmobiliaria uranga en laredo les presentamos este precioso bajo que forma parte de una urbanización en la zona de ever en l...;43.421888997;-3.446785601;2 habs.;;cantabria
209.000 €;;/comprar/piso-laredo_centro39770-43406198907_100500/;Centro (Laredo);2 baños;118 m²;Desde inmobiliaria jc les presentamos esta increíble oportunidad en el corazón de laredo, donde el encanto del mar se combina con ...;43.412848113;-3.415599158;3 habs.;2ª planta;cantabria
169.000 €;;/comprar/piso-laredo_centro39770-45894598535_515274/;Centro (Laredo);1 baño;100 m²;"Desde pisos laredo tenemos le placer de presentarles esta maravillosa vivienda completamente reformada en exclusiva! 

Si buscas u...";43.412427171;-3.412856404;3 habs.;2ª planta;cantabria
224.000 €;Piso en calle Manuel Velez, 10;/comprar/piso-penacastillo_nueva_montana39011-4153833148_109700/;Peñacastillo-Nueva Montaña (Santander);2 baños;115 m²;Piso en un edificio de obra nueva de 115 m2 de superficie construida y ubicado en la zona de Santander, enclavado en planta 3. Está distribuido en 3 habitaciones, 2 baños completos y terraza. Incluye extras como garaje.;43,4396068;-3,8533506;3 habs.;3ª planta;cantabria
210.000 €;;/comprar/chalet_adosado-carasa-40896638613_100900/;Carasa (Voto);3 baños;166 m²;"Se vende en carasa, este estupendo chalet adosado de tres habitaciones.
Carasa es una localidad a escasos kms de colindres y lared...";43.371345;-3.4613491;3 habs.;;cantabria
325.000 €;Chalet en Barrio del Puente, 1;/comprar/chalet-revilla_guriezo-30905382576_109300/;Revilla (Guriezo);3 baños;200 m²;"Ocasión en guriezo:

En un entorno privilegiado, barrio el puente, en una de las mejores urbanizaciones (zonas verdes - piscina), ...";43.3496723;-3.3254968;4 habs.;;cantabria
349.000 €;Chalet en calle Barrio Prado;/comprar/chalet-castro_urdiales_samano39709-36676020248_102200/;Sámano (Castro Urdiales);5 baños;250 m²;En la localidad de castro urdiales, más concretamente en sámano, se encuentra este chalet adosado en urbanización privada con pisc...;43.3595;-3.2302;3 habs.;;cantabria
550.000 €;;/comprar/piso-laredo_centro39770-38374229093_108500/;Centro (Laredo);2 baños;240 m²;Desde inmobiliaria uranga comercializamos este espectacular ático con tres orientaciones en pleno centro de la villa de laredo. El...;43.411395346;-3.415102605;3 habs.;;cantabria
160.000 €;Piso en Carretera Bilbao-Santander, 1;/comprar/piso-barcena_de_cicero_la_estacion-45088133638_515274/;La Estación (Bárcena de Cicero);2 baños;95 m²;Desde pisos laredo, os presentamos en exclusiva, este magnífico piso totalmente exterior en cicero, cerca de todos los servicios n...;43.39322;-3.467919;3 habs.;2ª planta;cantabria
410.000 €;Piso en calle de Rualasal, 7;/comprar/piso-santander_centro_ayuntamiento39001-43428669183_100500/;Centro-Ayuntamiento (Santander);2 baños;173 m²;"Impresionante pisazo en la calle rualasal

¿Buscas un proyecto emocionante en una ubicación privilegiada? Aquí tienes este espacio...";43.4629;-3.80727;4 habs.;4ª planta;cantabria
418.000 €;;/comprar/chalet-mortera-40083617913_100500/;Mortera (Piélagos);;266 m²;Fresno inmobiliaria pone a la venta este estupendo chalet independiente en urbanización privada en la localidad de mortera. Entre ...;43.446086658;-3.926622722;4 habs.;;cantabria
925.000 €;Casa unifamiliar en Barrio de Camargo Somavilla, 1;/comprar/casa_unifamiliar-centro_urbano_distrito-29182971778_516416/;Centro Urbano (Camargo);5 baños;599 m²;"Finca “los avellanos”, una casa de estilo montañés del siglo xvii. 
 
Se ubica en la localidad de camargo, zona muy demandada por ...";43.40380898711548;-3.886363447380603;8 habs.;;cantabria
299.000 €;Dúplex en calle del Revellón, 1;/comprar/duplex-laredo_centro39770-45881347283_515274/;Centro (Laredo);3 baños;115 m²;Desde pisos laredo os presentamos este fantástico dúplex en el centro de laredo, perfecto para entrar a vivir, de 103 metros cuadr...;43.411686;-3.411496;3 habs.;3ª planta;cantabria
129.000 €;;/comprar/chalet-barcena_de_cicero_centro_urbano-45038459362_108500/;Bárcena de Cicero;3 baños;150 m²;Casa de pueblo en exclusiva sin terreno. Desde inmobiliaria uranga os presentamos en exclusiva  este casa de pueblo sin terreno co...;43.417457801;-3.482899457;3 habs.;;cantabria
190.000 €;;/comprar/piso-santona_centro_urbano-39196732313_106000/;Santoña;2 baños;Más de 20;"Si buscas piso en santoña ¡Tienes que visitar este inmueble!

Inmobiliaria mi villa les presenta una vivienda en perfecto estado p...";43.441460779;-3.456293747;3 habs.;;cantabria
395.000 €;;/comprar/chalet-barcena_de_cicero_centro_urbano-42564105695_108500/;Bárcena de Cicero;2 baños;495 m²;Desde inmobiliaria uranga en laredo os presentamos esta impresionante casona señorial en gama del año 1900, en la zona de bárcena ...;43.421155878;-3.510869105;9 habs.;;cantabria
330.000 €;;/comprar/chalet-camargo_herrera-33425825689_990805/;Herrera (Camargo);3 baños;170 m²;"¡ Obra nueva! Promoción - próxima construcción de 4 viviendas unifamiliares.
Se trata de una exclusiva urbanización de 2 chalets i...";43.422835116;-3.862358343;4 habs.;;cantabria
699.000 €;;/comprar/chalet_unifamiliar-hazas-39245782752_100900/;Hazas (Liendo);4 baños;379 m²;Nor inmobiliaria vende en exclusiva casa de 379 m² construidos, dentro de parcela privada de 1.438 m², en pleno centro de liendo y...;43.392829065;-3.377321081;5 habs.;;cantabria
329.000 €;;/comprar/chalet-badames-44242285287_106000/;Bádames (Voto);2 baños;;"¡Chalet con increíbles vistas en un bonito entorno natural!

Desde inmobiliaria mi villa les presentamos este chalet ubicado en la...";43.372255289;-3.469230691;3 habs.;;cantabria
364.900 €;Piso en Avenida de la Libertad, 30;/comprar/piso-zona_playa-40864983548_515274/;Zona Playa (Laredo);2 baños;140 m²;Desde pisos laredo, tenemos el placer de presentarles en exclusiva esta estupenda vivienda en una ubicación perfecta, ya que se e...;43.4096;-3.43072;3 habs.;4ª planta;cantabria
250.000 €;Piso en calle del Muelle, 1;/comprar/piso-laredo_centro-35082409730_515274/;Centro (Laredo);1 baño;55 m²;"¡¡Precioso piso en venta en el puerto deportivo de laredo!!

Se encuentra en una estupenda residencia con una ubicación inmejorabl...";43.413370845187465;-3.4138496079337353;1 hab.;4ª planta;cantabria
114.000 €;;/comprar/casa_adosada-ogarrio-39255916164_106000/;Ogarrio (Ruesga);3 baños;156 m²;"Adosado en ramales ¡Tenemos la vivienda perfecta para ti!

Inmobiliaria mi villa les presenta este bonito adosado en una localidad...";43.2890747;-3.5403956;4 habs.;;cantabria
650.000 €;;/comprar/casa_unifamiliar-santillana_del_mar_centro_urbano-17510624132_427100/;Santillana del Mar;10 baños;416 m²;Tanto para disfrutar viviendo, como para sacar partido a un rentable negocio en santillana del mar.  Estratégicamente situada, den...;43.3821086;-4.1102054;8 habs.;;cantabria
270.000 €;;/comprar/piso-somo-29241583621_101800/;Somo (Ribamontán Al Mar);1 baño;80 m²;Somo. En uno de los edificios más recientes y de las más altas calidades. Sin barreras arquitectónicas. Con ascensor hasta la plan...;43.454186284;-3.742195379;2 habs.;;cantabria
180.000 €;;/comprar/piso-zona_playa-31700579638_106000/;Zona Playa (Laredo);1 baño;Más de 20;"Apartamento en gran residencial cerca de la playa en laredo.
Situado a escasos 300 metros de la playa. Una zona con excelentes com...";43.419362873;-3.445156435;2 habs.;;cantabria
79.000 €;;/comprar/apartamento-el_astillero_centro_urbano-44191923576_181900/;El Astillero;1 baño;47 m²;"Apartamento  en guarnizo de 1 habitación. Todo exterior .
Ascensor y calefacción de gas natural.";43.405359068;-3.837738063;1 hab.;3ª planta;cantabria
490.000 €;;/comprar/casa_pareada-centro_urbano_distrito39609-44208710256_100500/;Centro Urbano (Camargo);3 baños;305 m²;"Exclusivo chalet en una zona privilegiada de muriedas, a menos de 10 minutos de santander. 

Ubicado en una tranquila urbanización...";43.400056538;-3.888943238;5 habs.;;cantabria
765.000 €;Casa en calle Perelada, nº 119;/comprar/casa-orena-1735373122_427100/;Oreña (Alfoz de Lloredo);3 baños;494 m²;Oreña, una pequeña y pintoresca localidad del municipio costero de alfoz de lloredo, entre santillana y comillas. Lugar perfecto d...;43.39910609107628;-4.156792280511944;4 habs.;;cantabria
137.000 €;;/comprar/piso-boo_de_guarnizo-43356436957_993981/;Boo de Guarnizo (El Astillero);1 baño;80 m²;En boo de guarnizo, a tan solo 500 metros de la autovía santander - bilbao y escasos 100 metros de supermercados y servicios, os p...;43.406995219;-3.839550378;2 habs.;Bajo;cantabria
135.000 €;;/comprar/piso-ampuero_centro_urbano-41675210163_106000/;Ampuero;2 baños;195 m²;"¿Estás buscando un piso en ampuero? Tenemos la vivienda ideal

Inmobiliaria mi villa les presenta esta vivienda en una ubicación d...";43.343076957;-3.416570713;3 habs.;Bajo;cantabria
195.000 €;;/comprar/piso-zona_playa-43355051508_106000/;Zona Playa (Laredo);2 baños;;"¡Fantástico piso de 3 habitaciones cerca del mar!

Desde inmobiliaria mi villa les presentamos este maravilloso piso de 75m² distr...";43.41753564;-3.441914531;3 habs.;4ª planta;cantabria
300.000 €;;/comprar/chalet-arnuero_centro_urbano-37518860010_100500/;Arnuero;1 baño;411 m²;Tenemos el placer de presentaros esta casa en castillo. Situado a tan solo cinco minutos de las preciosas playas de berria, helgue...;43.465860426;-3.535431874;5 habs.;;cantabria
600.000 €;Dúplex en Avenida de Enrique Mowinckel, 80;/comprar/duplex-zona_playa-43365312588_515274/;Zona Playa (Laredo);3 baños;140 m²;Superficie total 140 m², dúplex superficie útil 130 m², habitaciones dobles: 4, 3 baños, armarios empotrados, ascensor, balcón, ca...;43.4208;-3.44355;4 habs.;6ª planta;cantabria
279.000 €;;/comprar/piso-numancia_san_fernando39007-41700508533_100500/;Numancia-San Fernando (Santander);2 baños;117 m²;"Excelente oportunidad de vivir en plena calle san fernando, primera línea, junto a la alameda, 
Vivienda amplia y sin barreras arq...";43.4617119;-3.8211193;3 habs.;4ª planta;cantabria
499.000 €;Chalet en Avenida del Marqués de Valdecilla,  s/n;/comprar/chalet-soto_de_la_marina-3885372591_109700/;Soto de La Marina (Santa Cruz de Bezana);3 baños;163 m²;Vivienda 4. Chalet aislado de obra nueva de 163 m2 de superficie construida y ubicado en la zona de Santa Cruz de Bezana. Está distribuido en 4 habitaciones, 3 baños completos, terraza y cuenta con certificación energética A. Incluye extras como garaje.;43,4659458;-3,8924074;4 habs.;;cantabria
105.000 €;;/comprar/piso-entrambasaguas_centro_urbano-35906397421_102200/;Entrambasaguas;1 baño;44 m²;"En hoznayo, piso en venta con calefacción, ascensor y plaza de garaje. Urbanización privada.

Pas nuevopiso te presenta este estup...";43.382469561;-3.690068002;1 hab.;2ª planta;cantabria
350.000 €;Piso en Plaza de Carlos V, 1;/comprar/piso-laredo_centro_urbano-16758621248_515274/;Carlos V (Laredo);2 baños;90 m²;Estupendo piso en laredo de 3 habitaciones 2 baños, gran salón-comedor con salida a una amplia terraza, acceso directo desde la ca...;43.4087;-3.42822;3 habs.;Bajo;cantabria
169.000 €;;/comprar/apartamento-palacio_el_arco-43376424048_287500/;Palacio-El Arco (Noja);1 baño;62 m²;Ref.000056 - nojasol inmobiliaria vende en exclusiva en noja. Apartamento con dos dormitorios, amplio con una bonita terraza con v...;43.48113822;-3.528852748;2 habs.;2ª planta;cantabria
180.000 €;;/comprar/piso-zona_playa-44192492238_106000/;Zona Playa (Laredo);1 baño;78 m²;"¡Increíble piso cerca del mar! 

Desde inmobiliaria mi villa les presentamos este increíble piso de 3 habitaciones a unos pocos me...";43.410000824;-3.436192515;3 habs.;11ª planta;cantabria
139.500 €;;/comprar/apartamento-noja_pedroso-43346898521_287500/;Pedroso (Noja);1 baño;60 m²;Ref.000057 - nojasol inmobiliaria vende en exclusiva en noja. Zona centro. Planta baja sin jardín en urbanización con piscinas, zo...;43.484493427;-3.520551497;2 habs.;Bajo;cantabria
150.000 €;;/comprar/piso-zona_playa-45078477815_106000/;Zona Playa (Laredo);1 baño;;"¡Bonito piso cerca de la playa!

Desde inmobiliaria mi villa les presentamos este piso de 65m² en una urbanización privada con zon...";43.413000371;-3.437695243;2 habs.;6ª planta;cantabria
150.000 €;;/comprar/duplex-el_astillero_centro_urbano-37517838619_100500/;El Astillero;2 baños;97 m²;"Astillero- ideal para primera vivienda de parejas jovenes, . Aprovechate de las ventajas fiscales!
Estupendo duplex de 2 dormitori...";43.39565401;-3.819771335;2 habs.;2ª planta;cantabria
398.000 €;;/comprar/chalet-limpias_sena-39262756931_106000/;Seña (Limpias);4 baños;228 m²;"Exclusiva ¡ Descubre este chalet a 5 minutos de la playa !

Inmobiliaria mi villa les presenta en exclusiva este maravilloso chale...";43.399232701;-3.417367779;4 habs.;;cantabria
180.000 €;;/comprar/apartamento-noja_ris-37519094218_287500/;Ris (Noja);2 baños;70 m²;"Ref. 000214 nojasol inmobiliaria vende en exclusiva en noja una  vivienda a 700 m aprox de la playa de ris y cercana a servicios.
...";43.485426009;-3.530868604;2 habs.;3ª planta;cantabria
755.000 €;Chalet en calle de Bellavista, 95;/comprar/chalet-santander_cueto-43394342226_100500/;Cueto (Santander);3 baños;333 m²;"Magnífica casa individual en valdenoja

Nuestros queridos clientes nos comentan a menudo que uno de sus sueños es vivir en una gra...";43.4814;-3.80258;5 habs.;;cantabria
223.000 €;;/comprar/casa_adosada-barcena_de_cicero_centro_urbano-15930364584_106000/;Bárcena de Cicero;2 baños;200 m²;"Precioso chalet adosado en residencial con piscina en cicero
Ubicado en una bonita zona residencial, rodeado de naturaleza y tranq...";43.419987658;-3.506543834;4 habs.;;cantabria
120.000 €;;/comprar/atico-barcena_de_cicero_centro_urbano-45094507192_106000/;Bárcena de Cicero;1 baño;;"¡Piso en el centro de treto!

Desde inmobiliaria mi villa les presentamos este ático de 89m² con una gran terraza de 20m² y vistas...";43.391822178;-3.474441162;3 habs.;;cantabria
105.000 €;;/comprar/piso-colindres_centro_urbano-30871303496_102200/;Colindres;1 baño;100 m²;En el centro de colindres se ubica este amplio piso totalmente exterior, con  terraza de 50mt y balcón de 5mt, en edificio con apa...;43.397756534;-3.452457348;3 habs.;1ª planta;cantabria
275.000 €;;/comprar/chalet_pareado-camargo_muriedas39600-45052027582_993117/;Muriedas (Camargo);3 baños;144 m²;"¡Oportunidad única en muriedas! Chalet pareado con todas las comodidades
¿Buscas un chalet espacioso, luminoso y con una excelente...";43.421891452;-3.849198312;3 habs.;;cantabria
55.000 €;;/comprar/piso-la_inmobiliaria_barreda-35841917486_996790/;La Inmobiliaria-Barreda (Torrelavega);1 baño;106 m²;Piso en venta en edificio de hormigón, en torrelavega, con una superficie de 98 m²,  con 3 dormitorios, salón-comedor muy amplio, ...;43.352635741;-4.045821229;3 habs.;4ª planta;cantabria
