precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta;CCAA
425.000 €;Casa en calle Ancha;/comprar/casa-guadix_centro_urbano-33355814859_100500/;Guadix;10 habs.;1 baño;581 m²;"Ubicada en el centro histórico de guadix, , denominada casa de los martos, carácter nobiliario, data del año 1771.

Guadix es uno ...";37.3000383;-3.1343974;;granada
145.000 €;Dúplex en Gran Via;/comprar/duplex-albaicin_distrito18010-46723027238_100500/;Albaicín (Granada Capital);1 hab.;1 baño;35 m²;Este encantador estudio dúplex se encuentra en pleno centro de granada, lo que lo convierte en el lugar perfecto para disfrutar de...;37.1796996;-3.5989055;2ª planta;granada
319.000 €;Casa en Gojar;/comprar/casa-gojar_centro_urbano-46670019019_100500/;Gójar;4 habs.;4 baños;269 m²;"Ponemos a tu disposición esta bonita casa en gójar a tan solo 15 minutos del centro de granada.

La casa cuenta con una superficie...";37.1041132;-3.6020839;;granada
144.000 €;Piso en calle Andrés Segovia;/comprar/piso-motril_centro18600-45871017314_996970/;Centro (Motril);4 habs.;2 baños;116 m²;"Gran piso pleno centro de motril.
Piso situado en una zona muy demandada huerta la condesa, 3º planta con ascensor, ya no se const...";36.7453257;-3.5150358;3ª planta;granada
255.800 €;Piso en Iglesia San Miguel;/comprar/piso-zona_calle_poniente_avenida_cristobal_colon18100-40087512514_100500/;Zona Calle Poniente-Avenida Cristóbal Colón (Armilla);3 habs.;2 baños;133 m²;"Magnifico piso en entreplanta en armilla, próximo a c.c. Nevada.

Consta de  3 dormitorios dobles con armarios empotrados y 2 baño...";37.146656219;-3.623626807;Bajo;granada
205.000 €;Piso en Centro-Catedral;/comprar/piso-granada_capital_centro_catedral18001-43381495505_101800/;Centro-Catedral (Granada Capital);4 habs.;2 baños;122 m²;"Gran piso de 4 habitaciones en c. Santa paula. Posibilidad de convertir en turístico.

Las zonas comunes han sido reformadas y act...";37.1805947;-3.6003141;;granada
278.000 €;Casa en Pinos Genil;/comprar/casa-pinos_genil_centro_urbano-45880270221_101800/;Pinos Genil;2 habs.;2 baños;89 m²;"¡Atención! ¿Estás buscando una cómoda casa en una planta a tan solo 15 minutos de la capital de granada?

Aquí te presento una exc...";37.161236604;-3.49490297;;granada
75.000 €;Piso en calle General Serrano, 7;/comprar/piso-durcal_centro_urbano-45866551673_100500/;Dúrcal;2 habs.;2 baños;130 m²;Sale a la venta  éste piso situado en `pleno centro de dúrcal, granada. El inmueble consta de 2 habitaciones, salón-comedor con  c...;36.9877;-3.56519;1ª planta;granada
130.000 €;Piso en Plaza del Padre Manjón;/comprar/piso-albolote_centro_urbano-45008335991_100500/;Albolote;3 habs.;2 baños;114 m²;Ponemos a la venta este céntrico piso sin ascensor de 114 m² en albolote en la plaza padre manjón con recibidor a la entrada de la...;37.2309626;-3.6541947;3ª planta;granada
150.000 €;Dúplex en calle Virgen de Las Nieves;/comprar/duplex-sierra_nevada-45889396492_100500/;Sierra Nevada (Monachil);3 habs.;2 baños;60 m²;Dúplex en sierra nevada zona pradollano, edificio los piornos. En zona media de la estación de esquí, muy cerca de la primera para...;37.09575388;-3.397540532;Bajo;granada
153.000 €;Casa en Salobreña;/comprar/casa-salobrena_centro_urbano-45013897167_101800/;Salobreña;3 habs.;1 baño;90 m²;Ponemos a la venta una encantadora vivienda en el casco antiguo de salobreña, a pocos pasos de la histórica plaza del antiguo ayun...;36.743309;-3.587355;;granada
230.000 €;Piso en Gran Capitan;/comprar/piso-granada_capital_centro_catedral18002-45894027666_100500/;Centro-Catedral (Granada Capital);2 habs.;1 baño;76 m²;Estupendo piso de dos dormitorios junto a carril del picón. Vivienda sin amueblar, a excepción de la cocina que esta amueblada y e...;37.1770637;-3.6036617;6ª planta;granada
150.000 €;Piso en Torrenueva;/comprar/piso-torrenueva_costa_torrenueva-44187026632_520312/;Torrenueva (Torrenueva Costa);2 habs.;2 baños;58 m²;"Rential inmobiliaria te presenta tu vivienda ideal para vacaciones.

Ubicada en torrenueva costa, uno de los pueblos con mayor pro...";36.704275;-3.4897864;1ª planta;granada
315.000 €;Ático en calle Picos de Europa;/comprar/atico-lancha_del_genil18008-43369039231_100500/;Lancha del Genil (Distrito Genil. Granada Capital);3 habs.;2 baños;95 m²;Encantador ático con casi cien metros de terraza, con vistas despejadas y orientación sur. Tres dormitorios, uno de ellos en suite...;37.163316;-3.5571285;;granada
165.000 €;Casa pareada en Centro;/comprar/casa_pareada-salar_centro_urbano-44174880620_100500/;Salar;3 habs.;1 baño;255 m²;"Ponemos a la venta esta casa recién reformada en 2 plantas.
Planta primera:  salón, cocina. 3 dormitorios y un baño. Tiene 2 patio...";37.1493967;-4.0683846;;granada
195.000 €;Apartamento en Granada;/comprar/apartamento-pajaritos_plaza_de_toros18014-45914219732_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);1 hab.;1 baño;44 m²;"Apartamento de un dormitorio, salón con cocina americana, baño con ventilacion y patio de 34 metros.

Tiene garaje para cualquier ...";37.1948414;-3.6104196;Bajo;granada
