precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
4.500€;Alquiler Adosado en Guadalmina Alta, Marbella;https://rd.clk.thribee.com/id.PPt1AhvrL/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.23565trovit-web-7fddc9494f-dtn686693e6c89df9f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.malaga%20provincia/type.2/page.89/cookieid.1020556693e6c89db267.48068784/pos.1/;29678, Marbella, Provincia de Málaga;4  habitaciones;3  baños;208  m²;No pierdas la oportunidad de conocer esta maravillosa propiedad situada en exclusivo conjunto cerrado con amplias zonas verdes y jardines, piscin...;Hace 14 días;Rentola;Malaga
5.900€;Alquiler Villa en Este - Marbesa, Marbella;https://rd.clk.thribee.com/id.Pv111z1uP1C1Z/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.23565trovit-web-7fddc9494f-dtn686693e6c89df9f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.malaga%20provincia/type.2/page.89/cookieid.1020556693e6c89db267.48068784/pos.2/;29604, Marbella, Provincia de Málaga;5  habitaciones;4  baños;276  m²;Villa. Chalet, Marbesa, Costa del Sol. 5 Dormitorios, 4 Baños, Construidos 276 m², Jardin/Terreno 1293 m². Posición: Lado de la Playa, Cerca de T...;Hace 28 días;Rentola;Malaga
13.000€;Villa For Rent in Marbella;https://rd.clk.thribee.com/id.Q1P1b17W1yL19/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.23565trovit-web-7fddc9494f-dtn686693e6c89df9f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.malaga%20provincia/type.2/page.89/cookieid.1020556693e6c89db267.48068784/pos.3/;29601, Marbella, Provincia de Málaga;5  habitaciones;3  baños;430  m²;Modern five bedroom villa located steps to the beach, close to restaurants beachclubs and a short drive, to Marbella town centre...;Hace 6 días;Rentola;Malaga
1.075€;Maison de Village en Nerja;https://rd.clk.thribee.com/id.R1_1s19P1NJi/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.23565trovit-web-7fddc9494f-dtn686693e6c89df9f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.malaga%20provincia/type.2/page.89/cookieid.1020556693e6c89db267.48068784/pos.4/;29780, Nerja, Provincia de Málaga;3  habitaciones;1  baños;90  m²;Magnifique maison jumelée dans l'urbanisation Almijara de Nerja. Distribué sur 2 étages, à l'entrée nous avons une grande terrasse exposée Sud. A...;Hace 27 días;Rentola;Malaga
2.000€;Apartamento completo de 3 dormitorios en Marbella;https://rd.clk.thribee.com/id.S1xEX1u1J1F1z/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.23565trovit-web-7fddc9494f-dtn686693e6c89df9f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.malaga%20provincia/type.2/page.89/cookieid.1020556693e6c89db267.48068784/pos.5/;Cártama, Provincia de Málaga;3  habitaciones;-;95  m²;DISCLAIMER: By clicking the contact button, you will be able to get in touch with the property manager partner and to rent your home 100% online...;Hace 27 días;Rentola;Malaga
10.000€;House in Marbella, Costa del Sol;https://rd.clk.thribee.com/id.T1M1Zr1q1d1QB/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.23565trovit-web-7fddc9494f-dtn686693e6c89df9f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.malaga%20provincia/type.2/page.89/cookieid.1020556693e6c89db267.48068784/pos.6/;29670, Marbella, Provincia de Málaga;4  habitaciones;3  baños;315  m²;"Available up from august 2024. This beautiful property is located in the exclusive gated urbanization ""marbella hill club"", one of the most old-e...";Hace 27 días;Rentola;Malaga
1.452€;Andalusian home Casa Karlien;https://rd.clk.thribee.com/id.T1P41rvi1Np/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.23565trovit-web-7fddc9494f-dtn686693e6c89df9f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.malaga%20provincia/type.2/page.89/cookieid.1020556693e6c89db267.48068784/pos.7/;29780, Nerja, Provincia de Málaga;4  habitaciones;1  baños;70  m²;The house is located in a residential part of town, although walking distance to Burriana beach (the most popular beach in Nerja) at about 500 mt...;Hace 27 días;Rentola;Malaga
8.690€;Apartment in Estepona, Costa del Sol;https://rd.clk.thribee.com/id.T1ag1d1QlM1J/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.23565trovit-web-7fddc9494f-dtn686693e6c89df9f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.malaga%20provincia/type.2/page.89/cookieid.1020556693e6c89db267.48068784/pos.8/;29689, Estepona, Provincia de Málaga;3  habitaciones;4  baños;250  m²;This beautiful beachfront property in estepona offers a private entrance to the beach, allowing you to enjoy the sand and waves just steps away f...;Hace 27 días;Rentola;Malaga
2.500€;Apartment For Rent in Nueva Andalucía, Marbella;https://rd.clk.thribee.com/id.U1C1T41m1v1V1e/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.23565trovit-web-7fddc9494f-dtn686693e6c89df9f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.malaga%20provincia/type.2/page.89/cookieid.1020556693e6c89db267.48068784/pos.9/;29660, Marbella, Provincia de Málaga;3  habitaciones;2  baños;145  m²;Spacious first-floor apartment in a secure complex located in a quiet area of NuevaAndalucía, yet close to Puerto Banús and all amenities. Due to...;Hace 27 días;Rentola;Malaga
5.500€;Villa for rent in Marbella - Puerto Banus;https://rd.clk.thribee.com/id.W1D1O19U1e1Se/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.23565trovit-web-7fddc9494f-dtn686693e6c89df9f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.malaga%20provincia/type.2/page.89/cookieid.1020556693e6c89db267.48068784/pos.10/;29601, Marbella, Provincia de Málaga;5  habitaciones;6  baños;390  m²;Beautiful fully renovated villa, located in a quiet area only few min drive to both Puerto Banus and the centre of Marbella. The property compris...;Hace 27 días;Rentola;Malaga
