precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;CCAA
3.816€;Calle Castilla, Seville - Amsterdam Apartments for Rent;https://rd.clk.thribee.com/id.14H1l181a1d3/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.65225trovit-web-6c6f559b44-l7mfg669562285147f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Sevilla/type.2/page.10/cookieid.1021396695622850fd12.77195552/pos.1/;41010, Provincia de Sevilla;1  habitaciones;1  baños;689  m²;Amazing penthouse in Triana with unique city views. Castilla Terrace (Available From) It is a small but wonderful apartment located in one of the...;Hace 3 días;Rentola;Sevilla
1.300€;Piso en alquiler en Sevilla, Bami - Pineda;https://rd.clk.thribee.com/id.17317Wuf1rI/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.65225trovit-web-6c6f559b44-l7mfg669562285147f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Sevilla/type.2/page.10/cookieid.1021396695622850fd12.77195552/pos.1/;41013, Bami, Distrito Sur, Sevilla, Provincia de Sevilla;4 habitaciones;1 baños;88 m²;IGG Inmobiliaria les presenta este amplio y bonito piso en alquiler, en la zona de Bami. ATENCION ESTUDIANTES Y PERSONAL SANITARIO~Es una primera...;Hace 1 día;Todopisos;Sevilla
900€;Piso en alquiler en Sevilla, Villegas - Los Principes;https://rd.clk.thribee.com/id.1B118J151r1n1M/origin.1/section.232/section_type.2/country.es/vertical.homes/iuid.65225trovit-web-6c6f559b44-l7mfg669562285147f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Sevilla/type.2/page.10/cookieid.1021396695622850fd12.77195552/pos.2/;41009, Villegas, Distrito Macarena, Sevilla, Provincia de Sevilla;3 habitaciones;1 baños;83 m²;IGG Inmobiliaria les presente este amplio y luminoso piso. Estudiantes para el curso 2024-25~las visitas empezaran para el lunes 15 de julio~es u...;Hace 1 día;Todopisos;Sevilla
385€;Homey single bedroom in Los Remedios;https://rd.clk.thribee.com/id.13C81a1oj41N/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.65225trovit-web-6c6f559b44-l7mfg669562285147f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Sevilla/type.2/page.10/cookieid.1021396695622850fd12.77195552/pos.2/;41010, Provincia de Sevilla;4  habitaciones;1  baños;-;Premium hosting service. Our service includes: Room rental, 2 weekly cleaning of common areas, Maintenance, Internet, Taxes. Supply costs: 35 EUR...;Hace 3 días;Rentola;Sevilla
390€;Double bedroom in 4-bedroom apartment;https://rd.clk.thribee.com/id.k1h18eX1X1u1s/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.65225trovit-web-6c6f559b44-l7mfg669562285147f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Sevilla/type.2/page.10/cookieid.1021396695622850fd12.77195552/pos.3/;41009, Provincia de Sevilla;4  habitaciones;1  baños;-;The apartment is located close to Faculty of Medicine, Nursing, Physiotherapy, Dentistry, Podiatry, Engineering ETSI, ESI and Faculty of Communic...;Hace 3 días;Rentola;Sevilla
1.200€;Flat for rent in Sevilla of 90 m2;https://rd.clk.thribee.com/id.1e161d1aNWo1U/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.65225trovit-web-6c6f559b44-l7mfg669562285147f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Sevilla/type.2/page.10/cookieid.1021396695622850fd12.77195552/pos.4/;41020, Provincia de Sevilla;3  habitaciones;2  baños;90  m²;Hogalia ofrece ref 15028 piso amueblado para larga duracion zona av de las ciencias. Ideal parejas. La vivienda consta de tres dormitorios, dos b...;Hace 3 días;Rentola;Sevilla
800€;Flat for rent in Sevilla of 64 m2;https://rd.clk.thribee.com/id.B1ww1B1JVWf/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.65225trovit-web-6c6f559b44-l7mfg669562285147f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Sevilla/type.2/page.10/cookieid.1021396695622850fd12.77195552/pos.5/;41018, Provincia de Sevilla;2  habitaciones;1  baños;64  m²;Hogalia ofrece ref. 14978 piso amueblado para larga duración, máximo 2 personas, en el centro de sevilla compuesto por dos dormitorios, salón...;Hace 3 días;Rentola;Sevilla
410€;Very cosy single bedroom near Parque de los Príncipes;https://rd.clk.thribee.com/id.1ce-11or1ci/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.65225trovit-web-6c6f559b44-l7mfg669562285147f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Sevilla/type.2/page.10/cookieid.1021396695622850fd12.77195552/pos.6/;41011, Provincia de Sevilla;5  habitaciones;2  baños;-;Rental period for this listing is between 3. 24 months...;Hace 3 días;Rentola;Sevilla
400€;Homely single bedroom near Palacio de las Dueñas;https://rd.clk.thribee.com/id.W1AI1E1vXNI/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.65225trovit-web-6c6f559b44-l7mfg669562285147f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Sevilla/type.2/page.10/cookieid.1021396695622850fd12.77195552/pos.7/;41003, Provincia de Sevilla;14  habitaciones;6  baños;-;If you are trying to find a spot to stay in Seville for the time you'll be spending studying, this might be a. *ished in Regina, this accommodati...;Hace 3 días;Rentola;Sevilla
350€;Welcoming Single Bedroom close to ETSI;https://rd.clk.thribee.com/id.1L1761RfH11/origin.1/section.97/section_type.1/country.es/vertical.homes/iuid.65225trovit-web-6c6f559b44-l7mfg669562285147f/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.Sevilla/type.2/page.10/cookieid.1021396695622850fd12.77195552/pos.8/;41009, Provincia de Sevilla;4  habitaciones;1  baños;-;Apartamento de lujo cerca del centro de la ciudad con wifi y aire acondicionado. Tarifa de contrato: 45, -€. Política de alquiler de corta duraci...;Hace 3 días;Rentola;Sevilla
