precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta;CCAA
165.000 €;Piso en Lucero;/comprar/piso-lucero28047-45912510184_100200/;Lucero (Distrito Latina. Madrid Capital);3 habs.;1 baño;65 m²;Agencia inmobiliaria de madrid zona laguna - lucero - los cármenes vende piso en la calle cuart de poblet, de 63 m² distribuidos e...;40.3971717;-3.7489272;;madrid
725.000 €;Chalet pareado en calle del Cerrillo;/comprar/chalet_pareado-colmenar_viejo_centro-43342060894_501223/;Centro (Colmenar Viejo);5 habs.;3 baños;365 m²;"Cruzasociados vende

Exclusivo chalet pareado de esquina en zona del cerrillo. Inmueble construido con calidades superiores, muy a...";40.6616967;-3.7657386;;madrid
99.000 €;Piso en Avenida de Belén;/comprar/piso-casco_antiguo_norte-45881271042_992238/;Casco Antiguo Norte (Ciempozuelos);3 habs.;1 baño;62 m²;¡Descubre tu nuevo hogar en ciempozuelos! Te presentamos una encantadora vivienda de 62 m² construidos y 60 m² útiles, ideal para ...;40.1556757;-3.6276783;4ª planta;madrid
219.000 €;Piso en Centro;/comprar/piso-alcobendas_centro28100-43411827649_100200/;Centro (Alcobendas);3 habs.;1 baño;95 m²;"Estudio valdepalitos ofrece en exclusiva una magnifica vivienda en alcobendas.
En venta: vivienda en zona centro de alcobendas, de...";40.5433042;-3.6425245;1ª planta;madrid
326.000 €;Piso en Valdelasfuentes-Norte;/comprar/piso-valdelasfuentes_norte28100-45844911521_100200/;Valdelasfuentes-Norte (Alcobendas);3 habs.;;90 m²;"Tecnocasa paseo de la chopera. Vende estupendo bajo reformado.
Piso compuesto por salón luminoso y amplio con espacio de comedor. ...";40.557371442;-3.660841395;;madrid
2.295.000 €;Chalet en Ciudalcampo;/comprar/chalet-colmenar_viejo_centro-35086079304_102100/;Centro (Colmenar Viejo);5 habs.;8 baños;350 m²;Gilmar vende en urbanización ciudalcampo este magnífico y exclusivo chalet unifamiliar de 350 metros cuadrados construidos, con ci...;40.6656296;-3.7705539;;madrid
379.000 €;Piso en calle de Arriaza;/comprar/piso-moncloa_aravaca_arguelles28008-34201047800_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);4 habs.;2 baños;169 m²;Este piso situado en el distrito de moncloa, en la planta sótano 1. Es un piso, construido en el año 1930, que tiene 169 m² de los...;40.4209378;-3.7157042;Subsótano;madrid
775.000 €;Casa adosada en calle del Aire;/comprar/casa_adosada-timon28042-40857838552_100500/;Timón (Distrito Barajas. Madrid Capital);4 habs.;3 baños;232 m²;Vohome propiedades barajas vende en exclusiva este precioso chalet adosado en esquina, la vivienda dispone de 181 m² útiles y 154 ...;40.4716306;-3.5945286;;madrid
170.000 €;Piso en calle de Matilde Hernández;/comprar/piso-latina_carmenes-43337284149_519303/;Cármenes (Distrito Latina. Madrid Capital);3 habs.;1 baño;75 m²;"Vivienda exclusiva en venta - carabanchel, zona opañel**

Ubicada en la vibrante zona de vista alegre en carabanchel, esta exclusi...";40.3869922;-3.736619;Principal;madrid
280.000 €;Piso en Centro;/comprar/piso-san_fernando_de_henares_centro-45853125784_100500/;Centro (San Fernando de Henares);2 habs.;2 baños;102 m²;Key house solutions os presenta este magnifico piso para entrar a vivir¡¡ Situado en una de las zonas más demandada de san fernand...;40.4268994;-3.5334864;1ª planta;madrid
660.000 €;Piso en calle de Donoso Cortés, 14;/comprar/piso-chamberi_arapiles28015-33372073331_992099/;Arapiles (Distrito Chamberí. Madrid Capital);3 habs.;2 baños;95 m²;Vivienda exterior de 95m² según catastro con orientación sureste sita en el barrio de arapiles, esquina con c/ escosura. Ideal tan...;40.43621487950758;-3.7070058177532994;2ª planta;madrid
175.000 €;Piso en calle de Pilar de Madariaga Rojo;/comprar/piso-ensanche_de_vallecas_valdecarros28051-43341746358_100500/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);1 hab.;1 baño;52 m²;"¡Oportunidad única! Moderno y minimalista piso en venta en el emblemático edificio torre negra

Alfa rivas casamedida presenta est...";40.3658559;-3.5890065;2ª planta;madrid
490.000 €;Casa en calle de Fernando Fernán Gómez;/comprar/casa-rivas_vaciamadrid_centro-40835214501_524812/;Centro (Rivas-Vaciamadrid);5 habs.;3 baños;214 m²;"Genius servicios inmobiliarios ofrece en exclusiva oportunidad de chalet en rivas- vaciamadrid
La vivienda disfruta de un bonito y...";40.3581895;-3.5164185;;madrid
795.000 €;Piso en Fuente del Berro;/comprar/piso-goya28028-34175641545_102100/;Goya (Distrito Salamanca. Madrid Capital);3 habs.;2 baños;128 m²;Barrio de salamanca, calle doctor esquerdo junto a calle goya, vivienda en muy buen estado de conservación de 128 metros, planta m...;40.42792664;-3.669210181;;madrid
235.000 €;Piso en Pryconsa, Juan de Austria;/comprar/piso-pryconsa_juan_de_austria28804-35907878493_100200/;Pryconsa, Juan de Austria (Distrito El Val. Alcalá de Henares);3 habs.;1 baño;81 m²;"Agencia inmobiliaria de alcalá de henares, tecnocasa zona centro vende vivienda reformada en plaza juan xxiii:
La vivienda tiene u...";40.4845137;-3.3565454;8ª planta;madrid
157.500 €;Piso en Galapagar, Zona de - Casco Antiguo;/comprar/piso-galapagar_centro-45003224808_104700/;Centro (Galapagar);2 habs.;;71 m²;"Redpiso galapagar les ofrece en exclusiva este piso en planta de 71m².

Vivienda en perfecto estado, distribuida en hall de entrad...";40.5760621;-4.0043611;;madrid
225.000 €;Piso en Loranca;/comprar/piso-loranca_nuevo_versalles_parque_miraflores-45896964140_100500/;Loranca- Nuevo Versalles-Parque Miraflores (Fuenlabrada);3 habs.;2 baños;88 m²;"Piso con garaje y balcón, galaxia servicios inmobiliarios vende en loranca.”
Tipología: piso con ascensor, garaje, balcón.
Distrib...";40.295583;-3.842542;1ª planta;madrid
1.800.000 €;Casa pareada en Ronda de Sobradiel, 29;/comprar/casa_pareada-piovera28043-37502450335_100500/;Piovera (Distrito Hortaleza. Madrid Capital);6 habs.;5 baños;276 m²;"Diza consultores les presenta un espectacular chalet pareado en conde orgaz. 

La vivienda fue construida en 1990 con muy buenas c...";40.4523;-3.63913;;madrid
