precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude;CCAA
260.000 €;;/comprar/piso-guindalera28028-45858294954_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;40 m²;1ª planta;¡Oportunidad única en el corazón de madrid! Este acogedor piso de 40 m², te ofrece la comodidad de vivir a escasos metros del metr...;40.4334368;-3.6708712;madrid
219.900 €;;/comprar/piso-valdemoro_centro28341-44236899634_527256/;Centro (Valdemoro);4 habs.;2 baños;143 m²;2ª planta;Black house vende magnifico ático dúplex en el centro de valdemoro, un barrio tranquilo y confortable, con todos los servicios y c...;40.1898526;-3.6818445;madrid
349.000 €;;/comprar/piso-majadahonda_casco_antiguo28220-45035741657_993816/;Casco Antiguo (Majadahonda);3 habs.;1 baño;110 m²;2ª planta;"Urbanizacion novaserra - majadahonda - area madrid vende vivienda de 110 m² la cual se distribuye en:

3 dormitorios, salón de pas...";40.4728792;-3.8764739;madrid
176.000 €;;/comprar/piso-getafe_juan_de_la_cierva28903-43410096958_527256/;Juan de la Cierva (Getafe);3 habs.;1 baño;72 m²;3ª planta;Black house vende estupendo piso en zona juan de la cierva, con una ubicación inmejorable con todos los servicios imprescindibles ...;40.3100301;-3.7146137;madrid
117.000 €;;/comprar/piso-san_blas_simancas28037-45034608584_528352/;Simancas (Distrito San Blas. Madrid Capital);2 habs.;1 baño;49 m²;1ª planta;"Hminmobiliaria tiene tú casa, 100% financiacion, para la compra de tu vivienda!

Piso 1ª planta con solo un tramo de escaleras, 44...";40.4279694;-3.6295834;madrid
155.000 €;;/comprar/piso-torrejon_de_la_calzada_centro_urbano-41670395642_100500/;Torrejón de la Calzada;3 habs.;2 baños;125 m²;;"Se vende vivienda de 3 dormitorios y 2 baños en torrejón de la calzada con 1 plaza de parking.

Sin comisión de agencia

Posibilid...";40.200162677;-3.798203522;madrid
239.200 €;;/comprar/chalet-daganzo_de_arriba_centro_urbano-33418749440_100500/;Daganzo de Arriba;4 habs.;;224 m²;;"Casa de pueblo en pleno centro de daganzo con infinitas posibilidades.

Vivienda a  reformar por completo, ubicada en  parcela de ...";40.5470684;-3.4563918;madrid
129.000 €;;/comprar/piso-zona_calle_casa_amarilla28260-45014916361_510261/;Zona Calle Casa Amarilla (Galapagar);2 habs.;1 baño;52 m²;Bajo;Oportunidad para inversión!! Magnifico piso reformado de dos dormitorios y 1 baño completo. Muy luminoso. Suelos de tarima, ventan...;40.5798566;-4.0004612;madrid
299.000 €;;/comprar/piso-rios_rosas28003-44207637630_104700/;Ríos Rosas (Distrito Chamberí. Madrid Capital);3 habs.;;57 m²;;Piso bajo exterior, en venta con estupenda ubicación, esquina con la afamada calle josé abascal. Consta de 57m² construidos (51m² ...;40.438793;-3.6986356;madrid
325.000 €;;/comprar/casa-fuente_el_saz_de_jarama_centro_urbano-28372171020_516971/;Fuente el Saz de Jarama;3 habs.;1 baño;300 m²;;"Lar vende casa superficie total 300 m²,  superficie solar 2858 m² con árboles frutales, 1 
 Hab. Individual, 2,habitaciones dobles...";40.6366515;-3.5153767;madrid
130.000 €;;/comprar/piso-puente_de_vallecas_entrevias28053-28334241298_101800/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);2 habs.;1 baño;70 m²;4ª planta;"-entrevías-
Grupo inmobiliario ares vende en madrid,  calle campiña, piso de 70 m². Esta compuesto por 2 dormitorios, 1 baño, saló...";40.3783609;-3.6697413;madrid
174.900 €;;/comprar/piso-las_margaritas_universidad28903-45012688113_527256/;Las Margaritas-Universidad (Getafe);3 habs.;1 baño;68 m²;Bajo;Black house vende maravillosa vivienda muy luminosa en getafe, muy cerca de la universidad, y de los principales servicios: comerc...;40.3162002;-3.7204448;madrid
211.118 €;;/comprar/apartamento-avanzada_la_cueva28945-42594466210_100500/;Avanzada-La Cueva (Fuenlabrada);3 habs.;2 baños;101 m²;1ª planta;"¡Descubre esta joya de vivienda con tres habitaciones esperando ser transformada a tu gusto!

Ubicada en una tranquila calle resid...";40.293319958;-3.789926553;madrid
250.000 €;;/comprar/piso-alcobendas_centro28100-45014005922_100200/;Centro (Alcobendas);3 habs.;1 baño;75 m²;;"Agencia inmobiliaria, tecnocasa consulting alcobendas sl; ofrece:
En venta: vivienda en zona centro de alcobendas, de 3 dormitorio...";40.5401743;-3.6355046;madrid
