precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
179.000 €;Piso en Costanilla de los Olivos;/comprar/piso-puerta_del_angel-43379535515_104700/;Puerta del Ángel (Distrito Latina. Madrid Capital);2 habs.;1 baño;76 m²;¡¡Si quieres invertir tenemos esta vivienda para ti en la calle costanilla de los olivos!! Situado en una primera planta, este pis...;40.4046575;-3.7374556;
250.000 €;Piso en calle de Molina;/comprar/piso-tetuan_almenara28029-44237741259_100500/;Almenara (Distrito Tetuán. Madrid Capital);2 habs.;1 baño;48 m²;"31real servicios inmobiliarios ofrece una oportunidad que no puedes dejar escapar!

Es la propiedad ideal si buscas comprar tu pri...";40.471399;-3.701557;Bajo
145.000 €;Piso en calle de Martínez Oviol, 70;/comprar/piso-villaverde_los_rosales28021-44211411984_994129/;Los Rosales (Distrito Villaverde. Madrid Capital);2 habs.;1 baño;90 m²;"¡ Vive en esta estupenda vivienda con patio propio en el distrito los rosales de villaverde bajo!
Uno de los enclaves con más cari...";40.348766;-3.6880872;Bajo
290.000 €;Piso en calle del Conde de Peñalver, 60;/comprar/piso-lista_barrio28006-39183060147_100500/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;53 m²;Agencia inmobiliaria ds realtors te ofrece, sin honorarios al comprador, esta vivienda localizada en lista, en calle conde de peña...;40.4309;-3.67483;Sótano
195.000 €;Piso en Vista Alegre;/comprar/piso-carabanchel_vista_alegre28025-44197296913_100200/;Vista Alegre (Distrito Carabanchel. Madrid Capital);2 habs.;1 baño;64 m²;Inmobiliaria en carabanchel, vista alegre madrid - tecnocasa estudio carpetana sl vende piso en la calle via carpetana compuesto p...;40.3906818;-3.7435048;3ª planta
160.000 €;Piso en calle de la Gaviota;/comprar/piso-carabanchel_vista_alegre28025-44168944514_104700/;Vista Alegre (Distrito Carabanchel. Madrid Capital);2 habs.;1 baño;63 m²;"Tenemos el piso que necesitas si lo que buscas es comodidad y accesibilidad.
Te presentamos esta planta baja reformada y pensada p...";40.3885266;-3.7379645;
1.730.000 €;Piso en calle de Velázquez;/comprar/piso-salamanca_castellana28006-41689269322_101800/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;3 baños;158 m²;Sumérjase en el lujo y la comodidad de este espacioso y luminoso piso de 158m², ubicado en una distinguida finca clásica de 1920 c...;40.4359859;-3.6829858;4ª planta
390.700 €;Piso en calle de la Virgen de Lluc, 49;/comprar/piso-ciudad_lineal_quintana-4061606186_109700/;Quintana (Distrito Ciudad Lineal. Madrid Capital);2 habs.;2 baños;82 m²;1º b. Piso en un inmueble de obra nueva de 82 m² de superficie construida y situado en la zona de madrid capital, acomodado en pla...;40.4373688;-3.6451135;1ª planta
240.000 €;Piso en calle de Higueras;/comprar/piso-lucero28047-43379581820_104700/;Lucero (Distrito Latina. Madrid Capital);3 habs.;1 baño;87 m²;En redpiso paseo de extremadura ¡¡Tenemos la vivienda que estabas buscando en la calle higueras!! Situado en una 2ª planta, este f...;40.4032947;-3.7456813;
150.000 €;Piso en calle del Pico de Almanzor;/comprar/piso-numancia28038-39172801459_103800/;Numancia (Distrito Puente de Vallecas. Madrid Capital);3 habs.;1 baño;67 m²;¡Atención a todos los que buscan un hogar cálido y acogedor! ¡Este piso en venta es perfecto para ti! Con 3 amplios dormitorios, u...;40.4022854;-3.6625048;3ª planta
