precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
2.150 €/mes;Piso en Paseo de la Castellana;/alquilar/piso-castillejos28046-38402451777_101800/;Castillejos (Distrito Tetuán. Madrid Capital);1 hab.;1 baño;79 m²;"SOLO PARA EMPRESAS Y AUTÓNOMOS CON EMPRESA.
Piso de 79 m² con excelente ubicación en Castellana cuenta con un amplio dormitorio con armarios empotrados y baño en suite gran salón con vistas despejadas, cocina integrada y equipada con todos los electrodomésticos, también dispone de plaza de garaje en finca con portero físico, calefacción central con contadores individuales.
Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en ubicaciones como Salamanca, Chamberí, Chamartín, Pozuelo de Alarcón, en Madrid, y en Barcelona.
Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.";40,4638223;-3,6902385;
3.100 €/mes;Piso en Paseo del General Martínez Campos;/alquilar/piso-chamberi_almagro28010-35862740835_101800/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;2 baños;178 m²;"Oportunidad de vivir en una de las mejores calles del barrio de Chamberí en un ático con 67 m2 de terraza con orientación Norte.
La vivienda cuenta con un hall de entrada que da paso al baño de cortesía, que a su vez, esta en suite con la habitación principal. A continuación un salón de 46 m2 con la cocina integrada en el que se encuentra la salida a la fantástica terraza. Esta terraza consta de 2 ambientes diferenciados en los que colocar zona de estar y zona de barbacoa. Además cuenta con 2 habitaciones dando la segunda a la terraza y con baño también en suite. Los suelos son en parquet y la altura del techo en la vivienda esta en 2.70 m. Calefacción individual de gas natural y Aire acondicionado.
Finca exclusiva y clásica con servicio de portería y vigilancia 24 h. Ascensor y distintos accesos contando con parking en la finca para posible alquiler de plaza. 

Estupenda Ubicación, rodeado de todos los servicios, uno de los lugares de la capital más castizos, con gran actividad comercial y de entretenimiento, con buenas comunicaciones tanto de transporte privado como púbico.
Destaca su tranquilidad, magnífica arquitectura y la variedad de servicios, sus edificios gozan de especial interés gracias a su calidad arquitectónica y la belleza de sus fachadas, repleta de palacetes convertidos en centros de interés y entretenimiento.
Chamberí es un barrio residencial señorial con diversos puntos de interés cultural, como el Museo Sorolla, que ocupa una elegante casa del siglo XIX e incluye una galería de arte. Andén 0, que es una estación de metro cerrada en la que se alberga un museo del transporte. El escenario de los Teatros del Canal ofrece espectáculos de flamenco e importantes obras de teatro. En torno a la plaza de Olavide se ha creado una importante cultura de tomar tapas y alternar, y también hay que destacar el ambiente que posee la zona de Almagro. Además, destaca el Parque de Santander, favorito de deportistas por su pista de atletismo y canchas de fútbol.

Con VISITA SEGURA de Walter Haus podrás seguir alquilando y vendiendo tu piso con total seguridad. Nuestras viviendas y las visitas que realizamos están libres de Covid-19 gracias al protocolo que hemos desarrollado:
•Visitas Virtuales
•Desinfección con ozono
•Kit de seguridad
•Firma digital

Todo para que puedas seguir alquilando y vendiendo tu piso con total normalidad.

Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en ubicaciones como Salamanca, Chamberí, Chamartín, Pozuelo de Alarcón, en Madrid, y en Barcelona.

Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.";40,4348411;-3,6959733;8ª planta
1.200 €/mes;Piso en calle de Juan Álvarez Mendizábal;/alquilar/piso-moncloa_aravaca_arguelles28008-32513898560_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;77 m²;Especial para estudiantes, piso en alquiler de dos dormitorios, amueblado y equipado planta baja con ventanas a patio señorial. Se...;40.4288762;-3.7185381;
850 €/mes;Piso en calle de Almadén;/alquilar/piso-cortes_huertas28014-31711567736_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 hab.;1 baño;24 m²;Vende direct ofrece, preciosa buhardilla muy luminosa en zona de huertas, totalmente reformada, amueblada y equipada. Muy acogedor...;40.4111387;-3.6953588;3ª planta
1.450 €/mes;Piso en Paseo de la Tierra de Melide;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-35086256891_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);2 habs.;2 baños;95 m²;Nuestra diferencia esta en la calidad y la amplitud. Aerotermia. Fantástica promoción de viviendas de lujo a estrenar. Pisos de do...;40.5074241;-3.6636939;4ª planta
1.290 €/mes;Piso en Opañel;/alquilar/piso-opanel28019-38373881774_513233/;Opañel (Distrito Carabanchel. Madrid Capital);2 habs.;2 baños;76 m²;"¡Se alquila precioso bajo con jardín en opañel!
Las características principales son:
-       vivienda de obra nueva a estrenar.
- ...";40.3904865;-3.7215673;Bajo
4.500 €/mes;Ático en calle de Génova;/alquilar/atico-chamberi_almagro28004-30096805975_109300/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;3 baños;241 m²;De rojas servicios inmobiliarios, pone a su disposición en alquiler este fantástico ático situado en el corazón del barrio de cham...;40.42717074818356;-3.694480545865929;
950 €/mes;Piso en calle de Bravo Murillo;/alquilar/piso-berruguete28020-39178231120_100200/;Berruguete (Distrito Tetuán. Madrid Capital);1 hab.;1 baño;36 m²;"Agencia inmobiliaria de madrid zona estrecho, berruguete tecnocasa oficina estrecho 2021 slu
En venta:vivienda situada en tercera ...";40.4566176;-3.7022522;2ª planta
1.100 €/mes;Piso en calle de Saavedra Fajardo, 18;/alquilar/piso-puerta_del_angel-40043226150_100500/;Puerta del Ángel (Distrito Latina. Madrid Capital);2 habs.;1 baño;60 m²;"Servifincas arganzuela alquila estupenda vivienda de 2 dormitorios reformada junto al puente de segovia (puerta del ángel).

El pi...";40.4134;-3.72512;2ª planta
2.600 €/mes;Piso en calle de Goya;/alquilar/piso-ibiza28009-39236354884_500635/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;2 baños;120 m²;Luxcasa ofrece excepcional vivienda de lujo en la calle de goya, totalmente amueblada y equipada, exterior, orientacion sur y ulti...;40.424763;-3.6716955;4ª planta
3.950 €/mes;Casa en calle de Gloria Fuertes;/alquilar/casa-mirasierra_arroyo_del_fresno28049-34229386439_512757/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;4 baños;461 m²;"Alquiler de chalé adosado recien terminado de construir, de 4 plantas, en urbanización cerrada de 9 chalés, muy representativa.

S...";40.496206062;-3.724233484;
1.975 €/mes;Piso en calle del Alcalde Luis Silvela;/alquilar/piso-hortaleza_palomas28042-39228250349_995394/;Palomas (Distrito Hortaleza. Madrid Capital);3 habs.;2 baños;175 m²;Alameda de osuna, impresionante piso reformado de 175 m construidos, en urbanización privada con piscina, zonas verdes, conserje y...;40.4491513;-3.5992467;2ª planta
1.100 €/mes;Piso en calle de Enrique Velasco;/alquilar/piso-numancia28038-40083331674_100500/;Numancia (Distrito Puente de Vallecas. Madrid Capital);3 habs.;1 baño;71 m²;Este piso se encuentra en calle enrique velasco, 28038, madrid, madrid, en la planta 1. Es un piso que tiene 71 m² y dispone de 3 ...;40.3959799;-3.661222;1ª planta
1.100 €/mes;Apartamento en calle de Balmes, 1;/alquilar/apartamento-trafalgar28010-25043213229_101600/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;1 baño;40 m²;Apartamento de un dormitorio, cocina equipada con electrodomésticos, zona metro iglesia, muy centrico y buenas comunicaciones, en ...;40.4354;-3.7003;4ª planta
3.300 €/mes;Piso en calle de Claudio Coello, 75;/alquilar/piso-salamanca_castellana28001-38410343911_998173/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;3 baños;160 m²;Grupo interpres alquila en exclusiva este espectacular piso exterior y reformado en plena milla de oro. Cuenta con una superficie ...;40.429357362496475;-3.6861110042446796;6ª planta
1.800 €/mes;Piso en calle de Lazaga;/alquilar/piso-castillejos28020-36693689196_101000/;Castillejos (Distrito Tetuán. Madrid Capital);4 habs.;2 baños;125 m²;Sin amueblar. Fantástica vivienda en el corazón de castillejos. Recien pintado,suelos cambiados y electrodomesticos a estrenar ( l...;40.4577183;-3.698889;
1.750 €/mes;Piso en calle de Maudes;/alquilar/piso-rios_rosas28003-40062356437_100500/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 habs.;1 baño;70 m²;"Este piso se encuentra en calle de maudes, madrid, madrid, situado en el distrito de chamberí.

Este piso se encuentra en calle de...";40.4453491;-3.7000929;1ª planta
4.100 €/mes;Piso en Castellana;/alquilar/piso-salamanca_castellana28046-25864669701_515716/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;3 baños;300 m²;"""excelente oportunidad"". Piso para entrar a vivir. Lujo. Totalmente amueblado. Muy luminoso. 4 dormitorios, el principal en suite ...";40.427099;-3.690444;7ª planta
1.300 €/mes;Piso en Embajadores-Lavapiés;/alquilar/piso-centro_embajadores_lavapies28012-38410617765_100200/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 habs.;1 baño;53 m²;"Agencia inmobiliaria de madrid zona antón martín - lavapiés - las cortes - reina sofía oficina tecnocasa
 ¡Alquila! Larga estancia...";40.4104444;-3.7021107;3ª planta
