precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
750.000 €;Ático en Justicia-Chueca;/comprar/atico-justicia_chueca28004-43366557443_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 hab.;1 baño;58 m²;"Engel & Völkers ofrece este precioso y luminoso ático duplex con terraza en el Barrio de Justicia, con un dormitorio y un baño.
Esta luminosa y tranquila propiedad situada en una cuarta planta de una preciosa finca clásica con ascensor en una de las mejores calle del barrio, tiene preciosas vistas y muchísima luz en todas las estancias. Ofrece un precioso salón con chimenea y aceso directo a la encantadora terraza y cocina abierta al salón de diseño  totalmente equipada . La zona de descanso se encuentra en la planta de arriba y está formada por un luminoso dormitorio y un baño.

La vivienda se encuentra actualmente alquilada por lo que es ideal como inversión. ¡No dude en contactarnos para visitar esta exclusiva vivienda!
Engel & Völkers ofrece esta fantástica propiedad en el céntrico Barrio de Justicia, en una de las zonas más deseadas del centro de la capital. Se trata de una zona con un característico ambiente de lujo, chic y bohemio, a la vez que concentra simultáneamente una exquisita oferta cultural, gastronómica y de moda, fuera de lo corriente. Boutiques con una envidiable oferta en diseño y calidad a precios medio altos, galerías de arte y anticuarios distinguidos, librerías con encanto, restaurantes de renombrada reputación así como gastro-bares de nueva generación, pequeños cafés y comercios de alimentación con cuidada y selecta oferta entre los que se encuentra el conocido mercado de San Antón así como la bellísima oferta arquitectónica de sus edificios, han convertido el barrio de Justicia en uno de los más codiciados de la capital española atrayendo a un público con nivel sociocultural alto. El distrito de Justicia, nombre que le confiere el Tribunal de Justicia ubicado en la Plaza de París en el barrio de las Salesas está magníficamente ubicado entre los nobles y prestigiosos barrios de Recoletos, Salamanca y Almagro en Chamberí que de siempre formaron el cinturón más elegante y aristocrático de la ciudad. Dotado de muy buenas comunicaciones, ofrece numerosas líneas de autobuses, así como acceso a las estaciones de metro más cercanas de Alonso Martínez y Chueca.";40,4225963;-3,6955019;
650.000 €;Piso en Sanchinarro;/comprar/piso-sanchinarro28050-38424035884_101800/;Sanchinarro (Distrito Hortaleza. Madrid Capital);3 habs.;2 baños;131 m²;"Engel & Völkers presenta maravilloso piso de tres habitaciones, ubicado en preciosa urbanización en el corazón de de Sanchinarro.

Es un quinto piso, con mucha luz y tranquilidad. Al entrar en la vivienda, encontramos el recibidor desde el cual accedemos a los tres espacios, cocina, salón comedor y zona de descanso. El salón comedor, es amplio y muy luminoso, con un gran ventanal. La vivienda tiene tres amplios dormitorios, el principal con el baño en suite. La cocina está en muy buen estado, y se entrega equipada. La terraza tendedero es independiente.

En cuanto a las calidades de la vivienda, destacamos: calefacción individual por gas natural, aire acondicionado por conductos y ventanas de climalit. El suelo es de parquet, las paredes lisas y todas las ventanas tienen toldos.

El piso incluye una plaza de garaje para coche grande y un amplio trastero.

La urbanización es muy completa, dotada de portero y vigilancia las 24 horas. Cuenta con zonas verdes y zona de juegos para niños, tanto interior como exterior para que los más pequeños puedan jugar todo el año, dos piscinas (adultos y niños), paddle, gimnasio con sauna y una amplísima sala comunitaria para realizar eventos o clases colectivas.
Su ubicación dentro del barrio de Sanchinarro es inmejorable. A una calle del corazón de Sanchinarro, Calle príncipe Carlos donde se pueden encontrar restaurantes, bares, tiendas, farmacias, supermercados, etc. A cinco minutos a pie del Corte Inglés y el metro ligero.

Sanchinarro es un barrio joven del Norte de Madrid que colinda con la emblema´tica urbanizacio´n de la Moraleja, el Pau de Valdebebas y el a´rea residencial de Las Tablas. A tan so´lo 15 minutos del centro de Madrid y a 10 minutos del aeropuerto, Sanchinarro se ha consolidado como una de las zonas de preferencia tanto para familias como para personas que buscan estar conectadas con el centro de la ciudad y la zona empresarial ma´s prestigiosa de la capital, sin renunciar a la tranquilidad y comodidad que proporciona la vida de las urbanizaciones de Sanchinarro.

Para los ma´s pequen~os cuenta con una amplia oferta de colegiospu´blicos y privados como St. George’s International School, Highlands, El Valle, Valdefuentes y CEU San Pablo.

En Sanchinarro encontramos el Centro comercial el Corte Ingle´s e Hipercor y Hospitales de referencia como Hospital HM Sanchinarro y Sanitas la Moraleja.";40,4968364;-3,6536775;5ª planta
695.000 €;Piso en Lista;/comprar/piso-lista_barrio28006-40907441031_101800/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;79 m²;"Engel & Völkers presenta esta estupenda vivienda ubicada en el barrio de Salamanca. Sin honorarios para el comprador, presentamos esta propiedad con una reforma acabada de terminar.  Esta magnífica vivienda se distribuye en un salón, cocina, dos habitaciones, dos baños en suite. Disfrute de los 80 metros cuadrados (aprox.) magníficamente distribuidos, con estancias amplias y con un salón comedor con cocina integrada. 
No deje de visitar esta vivienda con una reforma a estrenar pensada para su comodidad y practicidad con entrada de luz natural y con un salón con cocina integrada donde gozar de agradables veladas, en su espacio abierto y confortable.
Y descanse en sus agradables habitaciones con sus baños en suite, teniendo la seguridad y confortabilidad de la intimidad de las estancias. 
No deje de visitar su futuro hogar situado en el mejor distrito de la ciudad de Madrid, definitivamente, ¡Este es su hogar!
La vivienda se sitúa en el barrio de Salamanca, a un paso de la Plaza del Marqués de Salamanca. El barrio de Salamanca es, sin duda, una de las zonas residenciales y comerciales más elegantes y prestigiosas de Madrid tanto por su especial distribución regular en forma de damero con calles perpendiculares como por los vecinos que tradicionalmente han habitado sus emblemáticas calles. Su construcción data de la segunda mitad del siglo XIX y corresponde a la ampliación urbanística llevada a cabo durante el reinado de Isabel II. El precursor al que se debe su nombre fue el malagueño José de Salamanca y Mayol, Marqués de Salamanca, quien concibió un nuevo emplazamiento con una cuidada edificación que albergara a las clases aristocráticas y burguesas de Madrid. De estilo decimonónico, se caracteriza por la belleza de sus fachadas, convirtiendo a Madrid en una de las capitales más europeas en cuanto a arquitectura clásica y vanguardista. La zona de Lista además ofrece además todos los servicios típicos del barrio: restaurantes, supermercados, farmacias y gimnasios, entre otros. Esta zona es ideal para los que les gusta ir caminando a todas partes, sin necesidad de coger el coche, aunque también tiene una excelente comunicación con el resto de la ciudad también en autobús, metro o coche. Sin duda la zona de Lista ofrece el placer de vivir en una zona tranquila y confortable, disfrutando de una gran selección de actividades comerciales, culturales y gastronómicas en la mejor zona de Madrid.";40,4287379;-3,6739735;3ª planta
280.000 €;Piso en calle de Ardemans;/comprar/piso-guindalera28028-34175468591_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;59 m²;"Venta de piso abuhardillado en séptima planta, ubicado en guindalera.

 Con una superficie aproximada de 59 m², muy luminoso. 

Se...";40.4353678;-3.6733312;7ª planta
190.000 €;Piso en calle de Arcos de Jalón;/comprar/piso-arcos28037-23413872187_100500/;Arcos (Distrito San Blas. Madrid Capital);3 habs.;1 baño;90 m²;"San blas – arcos

Piso de 90 m² de 3 habitaciones exteriores dobles, es decir muy luminosas.
Un amplio salón exterior para tus reu...";40.4236416;-3.6164766;1ª planta
6.500.000 €;Piso en calle de Velázquez;/comprar/piso-salamanca_castellana28006-40047144596_101800/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;4 baños;462 m²;Descubre esta impresionante propiedad, un piso exterior de 462m² ubicado en la prestigiosa zona de castellana. Este extraordinario...;40.4308515;-3.6838773;3ª planta
3.000.000 €;Piso en calle de Espalter;/comprar/piso-jeronimos28014-39205289325_101800/;Jerónimos (Distrito Retiro. Madrid Capital);3 habs.;4 baños;275 m²;Te presentamos este exclusivo piso en venta en la prestigiosa calle espalter, ubicada en el barrio de jerónimos. Este inmueble for...;40.4126147;-3.689725;1ª planta
1.365.000 €;Piso en calle de Fernán González;/comprar/piso-ibiza28009-43336277712_100500/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;4 baños;147 m²;Boher gestión inmobiliaria: vende, exclusivo piso en retiro-ibiza, 3ª planta exterior, orientación este, 147 metros de los cuales ...;40.4161759;-3.6749179;3ª planta
299.000 €;Piso en calle de Juan Pascual;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-39188826165_101000/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);3 habs.;2 baños;122 m²;"No se repercuten honorarios al comprador.
Muy cerca de la calle alcalá, amplia vivienda de 122,77 m² construidos (102,31 m² útiles...";40.4338421;-3.64085;
1.170.000 €;Piso en calle de Fernández de la Hoz;/comprar/piso-rios_rosas28003-43362234450_500635/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 habs.;2 baños;162 m²;Espectacular y singular vivienda, exterior, totalmente reformada, en un edificio representativo y lista para entrar a vivir, en la...;40.440436412;-3.694322307;2ª planta
