precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
270.000 €;Piso en calle del Abad Juan Catalán;/comprar/piso-vicalvaro_ambroz28032-38412926935_108900/;Ambroz (Distrito Vicálvaro. Madrid Capital);2 habs.;2 baños;84 m²;"Estupendo piso 84 m2, 2 dormitorios salón, comedor cocina totalmente equipada y amueblada baño con plato de ducha, y piscina comunitaria, con zonas de jardines y parques. 
Suelos de parque paredes de gotelé, aire acondicionado en salón y dormitorio, con bomba de calor, termo de agua caliente, ventanas de aluminio en toda la vivienda. 
Para entrar a vivir 

Vicálvaro es uno de los distritos de Madrid mejor comunicado por carretera y transporte público. Frente a parada de AUTOBUSES, cerca de A3, A2 de la R3 y la M45. El tren de cercanías a 3 minutos.
Ubicado frente al parque Forestal de Vicálvaro (al otro lado de la acera)
Próximo a la línea 9 de metro Estación Vicálvaro, Autobuses 106, 159, 287, E3, E5
También se encuentra al lado de Supermercados como Mercadona y Lidl, Burger King, Colegios y la Universidad Rey Juan Carlos.
MEJOR VER SIN COMPROMISO.

Para más información no dude en ponerse en contacto con nosotros en el correo  o en los teléfonos:  
    

Comentarte que contamos con un alianzas estratégicas para la intermediación Financiera en el cual puedes obtener un asesoramiento sin compromiso/sin coste para conocer tus posibilidades y tener mejores opciones y garantías a la hora de comprar.

Vivienda Madrid nace cuando las circunstancias, del mercado y la intuición empresarial se juntan en un mismo momento y espacio.

Es así, como en 2010 un grupo de profesionales con un trayectoria de más de diez años en el sector inmobiliario, deciden lanzarse al mercado con su propia marca.
M-23- Prolongación de O’Donnell: salida Vicálvaro.
Carretera de Vicálvaro a la Estación de O’Donnell: comunica Vicálvaro con la carretera M-201, el oeste de Coslada y el barrio de Rejas (San Blas-Canillejas)..";40,4054557;-3,5924463;
179.900 €;Piso en calle de la Fuente de Lima;/comprar/piso-las_aguilas28024-39199234088_100500/;Las Águilas (Distrito Latina. Madrid Capital);2 habs.;1 baño;66 m²;"Gespain parque europa - san ignacio ofrece en exclusiva piso situado en \""las águilas - parque europa\"". Vivienda ubicada en la cu...";40.3832764;-3.7810981;4ª planta
369.000 €;Piso en calle de José Bergamín;/comprar/piso-marroquina28030-35070656765_100500/;Marroquina (Distrito Moratalaz. Madrid Capital);2 habs.;1 baño;96 m²;Grupo gespain actividades inmobiliarias  pone a la venta en la zona mas demanda de moratalaz este fantastico inmueble  con  una su...;40.411714;-3.6365981;8ª planta
175.000 €;Piso en calle de Gando;/comprar/piso-las_aguilas28044-38400594004_100500/;Las Águilas (Distrito Latina. Madrid Capital);3 habs.;1 baño;78 m²;Gespain las aguilas - carabanchel promociona la venta de vivienda para reformar. Se trata de una primera planta al lado del mercad...;40.375451;-3.7674793;1ª planta
245.000 €;Piso en calle de Antonio de Leyva;/comprar/piso-carabanchel_comillas28019-34180995810_101800/;Comillas (Distrito Carabanchel. Madrid Capital);2 habs.;1 baño;75 m²;"Zona plaza elíptica
Bonito piso de 2 habitaciones (antes 3) muy luminoso y bien cuidado. Enfrente de zonas verdes.buena comunicaci...";40.3903689;-3.715977;
254.500 €;Piso en calle de Aquiles, 4;/comprar/piso-san_blas_canillejas28022-34169163260_100500/;Canillejas (Distrito San Blas. Madrid Capital);2 habs.;1 baño;68 m²;¡No pierdas la oportunidad de adquirir este increíble piso en venta! Se trata de una vivienda en promoción nueva junto al metropol...;40.4383;-3.61313;
155.000 €;Piso en calle de San Ciriaco;/comprar/piso-vicalvaro_ambroz28032-40059896308_101800/;Ambroz (Distrito Vicálvaro. Madrid Capital);3 habs.;1 baño;70 m²;Alpha artilleros vende en exclusiva fantástico piso con gran terraza. Se trata de una cuarta planta sin ascensor. Cuenta con 70 me...;40.4058999;-3.6049528;
155.000 €;Piso en calle de Villalobos;/comprar/piso-palomeras_sureste28018-37512385924_100500/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);3 habs.;1 baño;67 m²;"Aceptamos ofertas!

Para los amantes de la luz! . 
En este piso, la luz natural ilumina cada espacio haciendo que la claridad y la...";40.3804;-3.64893;4ª planta
224.900 €;Piso en calle de Sarria;/comprar/piso-pilar28029-39185879857_100500/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);2 habs.;1 baño;52 m²;"Vohome propiedades vende en exclusiva esta magnífica vivienda con excelente iluminación.

A pocos minutos del metro peñagrande y m...";40.4737922;-3.7137348;3ª planta
134.000 €;Piso en calle de Isidra Jiménez;/comprar/piso-usera_pradolongo28026-38420556840_108900/;Pradolongo (Distrito Usera. Madrid Capital);3 habs.;1 baño;79 m²;"Vivienda madrid ofrece piso bajo de tres habitaciones, con patio de unos 12 m²

La cocina, el espacioso salón y una de las habitac...";40.3798003;-3.7059446;
