precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
1.690.000 €;Casa adosada en Conde de Orgaz-Hortaleza;/comprar/casa_adosada-piovera28043-38400893665_101800/;Piovera (Distrito Hortaleza. Madrid Capital);6 habs.;6 baños;533 m²;"Engel&Völkers les presenta este magnífico adosado con mucha luz y muy buena orientación para disfrutar en su jardín. Tiene muy buena distribución con estancias amplias contando con una superficie total construida superior a 533 m2 sobre una parcela con piscina y situada en una calle tranquila. La construcción aprovecha al máximo la superficie de la parcela disponiendo de un bonito y cuidado jardín privado. La propiedad se distribuye en 4 plantas. Ya en la planta baja, lo primero es un amplio distribuidor con una bonita y generosa escalera de mármol, dando paso a un enorme salón más comedor, muy soleado, con acceso al jardín privado. En esta planta también se encuentra una cocina totalmente equipada, además de un servicio de invitados. En la primera planta se ubican 3 amplias  habitaciones, cada una con su baño privado. La principal con vestidor y zona de estar. Situándose en la última planta se encuentran dos dormitorios con baño y salón de estar. Para finalizar, en el semisótano se localizan una habitación para el servicio con baño, una sala multiusos, la lavandería y un amplio garaje para 4  vehículos.
El barrio del Parque de Conde de Orgaz es uno de los más
prestigiosos y lujosos de Madrid. Su localización, en el
centro urbano y próxima a todos los servicios que alguien
pueda requerir, le convierten en uno de los enclaves más
deseados por quienes quieren disfrutar de la tranquilidad de
un entorno exclusivo, sin renunciar a la cercanía a los
servicios que ofrece una gran ciudad como es Madrid.
Las amplias avenidas y elegantes edificios de Arturo Soria
completan esta prestigiosa zona. Conde de Orgaz es un
entorno absolutamente privilegiado: sus numerosos parques y
tranquilas avenidas nos permiten pasear entre relajante
silencio.
 En el Parque de Conde Orgaz residen desde diplomáticos y
artistas a deportistas como jugadores del Real Madrid, debido
a su cercanía al estadio Santiago Bernabéu y la ciudad
deportiva de Valdebebas. Los mejores centros educativos
nacionales e internacionales, (Lycée Français, Numont, San
José del Parque, International School, etc.) y Escuelas de
Negocios de referencia (ESIC) se encuentran en su entorno.
Conde de Orgaz ofrece numerosos centros deportivos y
comerciales. En estos encontrará una amplia oferta
gastronómica y de ocio, además de la presencia de las marcas
más prestigiosas. Todo ello, a unos minutos del centro de
Madrid, de los ejes comerciales de las principales
circunvalaciones de la capital (M30 y M40) y también con
Acceso rápido al aeropuerto a través de la M11 y A2.";40,4583321;-3,6281096;
690.000 €;Piso en Plaza de Santa Ana;/comprar/piso-cortes_huertas28014-38349811744_101800/;Cortes-Huertas (Distrito Centro. Madrid Capital);2 habs.;1 baño;83 m²;"Despertarse y tomar un desayuno disfrutando de las terrazas de la plaza de Santa Ana, deleitarse con sus vistas o con la luz de sus edificios, es una oportunidad que sólo algunos pueden disfrutar. La propiedad se enclava en un emblemático edificio. Se trata de una vivienda de 83 metros con dos dormitorios, uno de ellos con balcón, salón con cocina integrada y un baño. Se encuentra además al lado de algunos de los hoteles más exclusivos de la ciudad o del recién inaugurado centro comercial de la Plaza de Canalejas, de los curiosos comercios del barrio de las Letras y de emblemáticos teatros y famosos museos.
Tanto como inversión, alojamiento de fin de semana o vivienda habitual, se trata de una oportunidad única de vivir en una de las zonas más demandadas de la capital.
Engel & Völkers ofrece esta fantástica propiedad en Plaza de Santa Ana. El Barrio de Cortes, Huertas o popularmente conocido como barrio de las Letras, es uno de los más característicos de Madrid por el encanto de sus calles peatonales y su céntrica localización. La plaza de Santa Ana es el epicentro del barrio y está coronada en un extremo por la estatua del famoso autor del Siglo de Oro, Calderón de la Barca, desde 1879, y en el otro, desde 1966, por la del gran poeta de la Generación del 27, Federico García Lorca, realizada por el escultor Julio Lopez.  Presidiendo la plaza, a un lado el emblemático Gran Hotel Reina Victoria, hoy Hotel ME, que alcanzó su fama por ser el hotel de los toreros. Y al otro, el señorial teatro español. Se trata de un barrio donde sus pequeños y coquetos restaurantes conviven con tabernas centenarias.Tiene una intensa vida comercial. Está tan cerca del Corte Inglés de Sol, de la famosa Calle Preciados, del complejo de lujo de Canalejas o del hotel Four Seasons o el Palace, como de tiendas artesanas de diseño exclusivo o del mercado de abastos de Anton Martín. Cerca se encuentra además el Triángulo del Arte, los teatros, museos y cines más importantes de la ciudad como el Prado o la Filmoteca Nacional. Además de estar a un paso del parque del Retiro, dispone de perfectas comunicaciones, ya que está cerca de la estación de metro de Sol, por donde pasan las Líneas 1, 2 y 3 así como el tren de cercanías. Desde ahí también se puede acceder fácilmente a la Estación de tren de Atocha, a la de Chamartín o al aeropuerto de Adolfo Suarez.";40,4144297;-3,7005016;
250.000 €;Piso en Centro;/comprar/piso-universidad_malasana28015-38403788987_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);;1 baño;55 m²;"Engel & Völkers ofrece en venta esta propiedad exterior, perfecta oportunidad para reformar y rentabilizar. 

Consta de 55m2 para reforma integral, con acceso directamente desde la calle.

Por la poca oferta de bajos exteriores en la zona, este espacio ofrece todas las posibilidades para el diseño de una reforma que permita adaptar la propiedad para alquiler cumpliendo las normativas vigentes para uso turístico.
El distrito de Universidad-Conde Duque, por su discreta ubicación y sus características de área tranquila y residencial, hacen de este barrio, una joya en el centro de Madrid. 

Cuenta con fincas de 1900, calles empedradas, accesibilidad a todos los servicios y presencia de espacios culturales, patrimoniales e históricos. Colegios, universidades, conservatorios de música, comercios esenciales, centros de asistencia sanitaria, todo al alcance y sin tener que utilizar el transporte publico.

A pocos metros andando de la renovada Plaza España, con sus excepcionales áreas verdes y cominerías, el distrito de Conde Duque es una excepción ante todo lo que ya se conoce en la ciudad de Madrid.";40,4256976;-3,7095011;
169.000 €;Piso en Paseo de Perales;/comprar/piso-puerta_del_angel-40921975380_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);3 habs.;1 baño;64 m²;"La casa agency pone a su disposición una vivienda exterior de 64m², ubicada en una segunda planta sin ascensor.

El piso se distri...";40.4051841;-3.7417263;2ª planta
171.000 €;Piso en calle de San Fidel;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-40056356592_108900/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);2 habs.;1 baño;55 m²;"Vivienda madrid ofrece en exclusiva

Ideal para inversores

Inmobiliaria vivienda madrid gestiona piso en venta de 54 m² y 2 habit...";40.4261635;-3.6424328;
179.900 €;Piso en calle de la Fuente de Lima;/comprar/piso-las_aguilas28024-39199234088_100500/;Las Águilas (Distrito Latina. Madrid Capital);2 habs.;1 baño;66 m²;"Gespain parque europa - san ignacio ofrece en exclusiva piso situado en \""las águilas - parque europa\"".

Vivienda ubicada en la c...";40.3832764;-3.7810981;4ª planta
475.000 €;Piso en calle de Francisco Silvela;/comprar/piso-guindalera28028-35081171258_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;91 m²;"Piso en venta en la zona de francisco silvela con diego de león. 

Con una ubicación privilegiada, este inmueble cuenta con 1 dorm...";40.4351183;-3.674661;6ª planta
390.700 €;Piso en calle de la Virgen de Lluc, 49;/comprar/piso-ciudad_lineal_quintana-4061606186_109700/;Quintana (Distrito Ciudad Lineal. Madrid Capital);2 habs.;2 baños;82 m²;1º b. Piso en un inmueble de obra nueva de 82 m² de superficie construida y situado en la zona de madrid capital, acomodado en pla...;40.4373688;-3.6451135;1ª planta
363.000 €;Piso en calle de Antonio Acuña, 5;/comprar/piso-goya28009-39224606344_995410/;Goya (Distrito Salamanca. Madrid Capital);1 hab.;1 baño;82 m²;"Habitania les ofrece,

¡ Especial inversores!

¡Vive la experiencia única en tu nuevo hogar!

Descubre tu próximo capítulo de vida...";40.42286987344132;-3.6786639705393287;Sótano
339.000 €;Piso en Avenida de Portugal;/comprar/piso-puerta_del_angel-40841709773_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);3 habs.;2 baños;95 m²;"La casa agency pone a su disposición espectacular, tercera planta, reformada, con vistas a la casa de campo.

El inmueble de distr...";40.410279;-3.7390194;3ª planta
