precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
4.600 €/mes;Casa en Barrio de Salamanca - Guindalera;/alquilar/casa-guindalera28028-33407050177_101800/;Guindalera (Distrito Salamanca. Madrid Capital);5 habs.;3 baños;204 m²;"Espectacular chalet reformado exterior de 204 m² en la zona de la Guindalera. La vivienda está amueblada y lista para entrar a vivir. Se distribuye en un estupendo comedor con vistas al jardín, dos estupendos salones y una cocina independiente totalmente equipada con salida a un espectacular jardín. Cuenta con 3 dormitorios con armarios empotrados en la primera planta y uno de ellos con baño en suite y otros dos dormitorios con armarios empotrados en el sótano. 3 baños con plato de ducha. Calefacción individual. Gastos de comunidad e IBI incluidos.
El piso se encuentra en el barrio de Guindalera. Una zona rodeada de todos los servicios, una variada oferta de restauración y áreas ajardinadas. Bien comunicado con transporte público, está próximo a la estación de metro de Diego de León, así como varias paradas de autobús.";40,4325701;-3,6708165;
2.250 €/mes;Piso en calle de Pedro Heredia;/alquilar/piso-fuente_del_berro28028-38429217415_101800/;Fuente del Berro (Distrito Salamanca. Madrid Capital);;;137 m²;"Planta BAJA: La zona de día cuenta con una cocina totalmente equipada y un gran salón comedor con salida a una pequeña terraza. La zona de noche cuenta con un dormitorio con acceso a terraza, baño en suite y zona de lavandería. 
Primera PLANTA: En su totalidad encontramos un dormitorio muy grande con ventanales, baño en suite y una zona de despacho integrada.

Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en ubicaciones como Salamanca, Chamberí, Chamartín, Pozuelo de Alarcón, en Madrid, y Eixample, Zona Alta, Poblenou y Diagonal Mar en Barcelona.
Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación, lo que nos permite encontrar soluciones a las necesidades de cada cliente.";40,4288405;-3,6648534;
2.800 €/mes;Piso en Barrio de Salamanca - Fuente del Berro;/alquilar/piso-fuente_del_berro28028-32558073293_101800/;Fuente del Berro (Distrito Salamanca. Madrid Capital);;;175 m²;"Espectacular piso exterior en la zona de Fuente del Berro, en la zona de día cuenta con un gran salón comedor, cocina con salida a una pequeña terraza y despacho, en la zona de noche cuenta con tres habitaciones de gran tamaño, dos de ellas con baño en suite, el piso tiene suelo radiante frio/calor y domótica. Incluye trastero y plaza de Garaje en finca.

Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en ubicaciones como Salamanca, Chamberí, Chamartín, Pozuelo de Alarcón, en Madrid, y Eixample, Zona Alta, Poblenou y Diagonal Mar en Barcelona.
Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con  una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.";40,4269063;-3,6673251;
3.400 €/mes;Piso en calle de Claudio Coello, 75;/alquilar/piso-salamanca_castellana28001-38410343911_998173/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;3 baños;160 m²;Grupo interpres alquila en exclusiva este espectacular piso exterior y reformado en plena milla de oro. Cuenta con una superficie ...;40.429357362496475;-3.6861110042446796;6ª planta
2.500 €/mes;Piso en calle de la Montera;/alquilar/piso-sol_barrio28013-39251931669_100500/;Sol (Distrito Centro. Madrid Capital);2 habs.;2 baños;80 m²;Madrid village soluciones inmobiliarias, le ofrece ésta magnífica vivienda exterior reformada a estrenar, con amplio salón, con ac...;40.4193383;-3.7016657;2ª planta
1.100 €/mes;Apartamento en calle del Divino Vallés;/alquilar/apartamento-arganzuela_delicias-39205363923_527271/;Delicias (Distrito Arganzuela. Madrid Capital);1 hab.;1 baño;50 m²;Ponemos a tu disposición este amplio apartamento de 1 dormitorio ubicado en el madrileño barrio de las delicias (arganzuela) junto...;40.3963881;-3.6955971;1ª planta
1.100 €/mes;Piso en calle de Rosalía Trujillo, 6;/alquilar/piso-concepcion-39176241212_994401/;Concepción (Distrito Ciudad Lineal. Madrid Capital);1 hab.;1 baño;50 m²;"Se alquila bonito piso sito en el barrio de la concepción - ciudad lineal. 
La vivienda consta de hall de entrada, cocina totalmen...";40.440491032313155;-3.6449322316206407;5ª planta
3.800 €/mes;Piso en calle del Conde de Peñalver;/alquilar/piso-lista_barrio28006-38396050562_101800/;Lista (Distrito Salamanca. Madrid Capital);3 habs.;3 baños;109 m²;Espectacular piso amueblado y reformado para estrenar ubicado en la tercera planta exterior. Tres dormitorios dobles, dos de ellos...;40.4303766;-3.6754715;
1.500 €/mes;Piso en Plaza de Jacinto Benavente;/alquilar/piso-cortes_huertas28012-35928824857_998664/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 hab.;1 baño;45 m²;Atencion solo para estudiantes, magnifico apartamento recién reformado en pleno centro de la capital de madrid, la vivienda consta...;40.4148685;-3.703754;3ª planta
990 €/mes;Apartamento en calle de Fernán Caballero;/alquilar/apartamento-carabanchel_comillas28019-39262021730_108900/;Comillas (Distrito Carabanchel. Madrid Capital);1 hab.;1 baño;75 m²;Vivienda madrid comillas alquila estupendo apartamento en zona residencial cerca de madrid río, a pocos metros de la calle antonio...;40.3921698;-3.7106391;
