precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
1.590.000 €;Piso en Avenida del General Perón;/comprar/piso-tetuan_cuatro_caminos28020-41681623754_101800/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);5 habs.;4 baños;360 m²;6ª planta;"Walter Haus presenta este excepcional piso exterior, a reformar, y que ocupa una posición privilegiada en la Avenida de General Perón. Ubicado en la sexta planta, este impresionante inmueble ofrece un diseño cuidadosamente distribuido que comprende cinco habitaciones, cuatro baños, una amplia cocina equipada con abundante espacio de almacenamiento, y un inmenso salón independiente que se llena de luz natural.

Con varios armarios empotrados, así como plaza de garaje y trastero, esta vivienda asegura un almacenamiento conveniente y práctico para sus residentes. Además, cuenta con aire acondicionado y servicios centrales de agua y calefacción, garantizando un confort óptimo durante todo el año.

La finca donde se encuentra este piso ofrece comodidades adicionales, como ascensor y portero físico, agregando un nivel de conveniencia y seguridad a la vida diaria de sus habitantes.

Esta propiedad representa una oportunidad única para aquellos que buscan una vivienda de alta calidad con espacios bien distribuidos. Su combinación de tamaño generoso, amplios baños y su condición de ser exterior la convierten en una opción sumamente atractiva para quienes desean establecer un hogar acogedor y funcional en una ubicación privilegiada de la ciudad.

Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava.

Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.";40,4522123;-3,6967988
2.275.000 €;Casa en Nueva España;/comprar/casa-nueva_espana28016-38419946971_101800/;Nueva España (Distrito Chamartín. Madrid Capital);6 habs.;5 baños;268 m²;;"Walter Haus les presenta este impresionante chalet independiente reformado casi en su totalidad en una de las mejores zonas de Nueva España, concretamente en la colonia de Albéniz, área ideal para disfrutar de una vida placentera en familia, que además destaca por su excelente comunicación y cercanía con prestigiosos colegios y zonas de ocio.
Cuenta con una parcela de 182 m², en la cual se halla una superficie construida de 268 m². Se reformó en el 2021 en la mayoría de sus estancias, dándole un estilo moderno y contemporáneo, con suelos de madera sobre rastreles, techos y paredes en liso con sus grandes ventanales de aluminio blanco con climalit doble acristalamiento y rotura de puente térmico brindando una gran luminosidad y confort en toda la vivienda. 
La construcción tiene una magnífica orientación, donde el sol con sus rayos de luz baña en su totalidad las paredes exteriores de este precioso inmueble, dejando entrar la necesaria por sus grandes ventanales en todo el día, gracias a esta ventaja el chalet cuenta con una instalación de placas solares para disminuir la factura del consumo eléctrico.
Esta vivienda se distribuye de la siguiente manera:
Planta baja: Está compuesto por un amplio hall de entrada que da comunicación a través de una escalera de madera a la zona de noche y planta sótano, también se encuentra el salón comedor con chimenea de diseño suspendida en el aire para disfrutar de los días invernales en compañía de los suyos, siendo muy luminoso gracias a las ventanas de tragaluz de techo que tiene en la parte de la mesa de comedor, además tiene paso a los patios laterales de la casa que invita a disfrutar de días agradables en compañía de familiares y amigos o de momentos de relax. Cocina reformada totalmente amueblada con isla y office, equipada con electrodomésticos de alta gama, también tenemos un aseo y una gran zona de armarios.
Planta primera: Se distribuye en habitación de matrimonio tipo suite con vestidor muy amplio con paso al cuarto";40,4647316;-3,6726177
698.700 €;Piso en Valverde;/comprar/piso-fuencarral_el_pardo_valverde28034-40923908252_101800/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;4 baños;290 m²;;"Estupenda casa independiente a estrenar en Tres Olivos -Valverde Fuencarral

En el pueblo de Fuencarral, nos encontramos con esta joya escondida, es una casa nueva a estrenar de 290 m2 con parking incluido. Equipada con las mejores calidades de construcción, y de última tecnología. Esta vivienda nos ofrece 4 amplios y luminosos dormitorios, todos con armarios empotrados de gran capacidad, dispone de 4 baños completos, salón comedor espacioso y lleno de luz, zona de juegos o multifuncional en la planta baja, y una moderna y súper práctica cocina.
Aire acondicionado por conductos en toda la vivienda, ventanas Kommerling doble acristalamiento oscilobatientes. aerotermia, calefacción por suelo radiante, persianas motorizadas, persianas de seguridad en la planta principal, plaza de garaje y trastero.

Estupenda ubicación con todos los servicios y muy buenas comunicaciones tanto en transporte privado como público.

Walter Haus Real Estate, somos un grupo inmobiliario de servicios personalizados con sede en las principales ciudades del país, con experiencia de más de 20 años y conocimiento profundo del sector en las zonas más exclusivas de Madrid, en Jose Ortega y Gasset 66, en el Barrio de Salamanca, en General Martínez Campos 13, en el Barrio de Chamberí, y en Paseo de la habana 66 en el Barrio de Chamartín, contamos con un dinámico equipo de profesionales con formación superior y experiencia en el asesoramiento personal, en constante formación. Nuestra larga trayectoria profesional nos permite ofrecer una excelente gestión y encontrar soluciones a las necesidades de cada cliente con el objetivo de conseguir su satisfacción y confianza.
Nuestro trabajo se basa en firmes pilares, trato profesional, atención individualizada de cada uno de los procesos y una especialización muy concreta en cada zona de actuación, contando con un plan inicial de trabajo conciso, ágil y profesional adecuado a los parámetros de cada cliente. Apostamos por la tecnología, encontrándonos";40,4969964;-3,6872196
1.380.000 €;Ático en calle Jorge Juan;/comprar/atico-goya28009-38333930782_101800/;Goya (Distrito Salamanca. Madrid Capital);4 habs.;2 baños;148 m²;;Se vende ático exterior reformado en jorge juan, una de las calles más exclusivas del barrio de salamanca con una espaciosa terraz...;40.423305255;-3.674897272
1.300.000 €;Piso en calle de Cea Bermúdez, 28;/comprar/piso-chamberi_vallehermoso28003-39192903909_100500/;Vallehermoso (Distrito Chamberí. Madrid Capital);4 habs.;3 baños;280 m²;4ª planta;"Yñarra inmobiliaria, presenta esta magnifica vivienda en el barrio de vallehermoso en la calle cea bermúdez de 280 metros.
Ubicada...";40.4391;-3.7092
319.900 €;Piso en Avenida del Manzanares;/comprar/piso-almendrales28026-38358015914_993527/;Almendrales (Distrito Usera. Madrid Capital);3 habs.;1 baño;95 m²;3ª planta;Redpiso usera vende magnifica vivienda ubicada en finca señorial con ascensor, portero físico, acceso para personas con movilidad ...;40.389525536;-3.699536272
469.000 €;Piso en calle de Maldonado;/comprar/piso-lista_barrio28006-39198715801_100200/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;;87 m²;1ª planta;"'agencia inmobiliaria de madrid - zona salamanca - estudio guindalera - francisco silvela - diego de león

Oficina tecnocasa vende...";40.4336834;-3.6768071
350.000 €;Piso en calle de Hermenegildo Bielsa;/comprar/piso-almendrales28026-40857966420_993527/;Almendrales (Distrito Usera. Madrid Capital);3 habs.;1 baño;95 m²;5ª planta;Redpiso usera vende en exclusiva amplia y luminosa vivienda exterior con ubicacion privilegiada frente a madrid rio.  Finca con as...;40.3879094;-3.7002305
189.000 €;Apartamento en Opañel;/comprar/apartamento-carabanchel_san_isidro28019-40924842060_100500/;San Isidro (Distrito Carabanchel. Madrid Capital);3 habs.;1 baño;78 m²;Bajo;"¡Re/max te presenta una oportunidad única cerca del metro urgel!

Descubre esta magnífica vivienda de 78 m² perfectamente distribu...";40.3940301;-3.7268887
378.000 €;Piso en calle de Bravo Murillo;/comprar/piso-castillejos28020-41705806598_101800/;Castillejos (Distrito Tetuán. Madrid Capital);2 habs.;1 baño;70 m²;3ª planta;¡Increíble oportunidad de adquirir este fantástico piso en venta! Ubicado en la zona de cuzco-castillejos, este luminoso y acogedo...;40.4643378;-3.6951287
1.710.000 €;Piso en Ríos Rosas;/comprar/piso-rios_rosas28003-40922050198_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);3 habs.;4 baños;206 m²;6ª planta;"•la propiedad se entrega amueblada y decorada

Luminoso piso a estrenar, donde el lujo y la calidad se unen para ofrecerte una exp...";40.4409547;-3.6929772
535.000 €;Piso en calle de Brescia;/comprar/piso-guindalera28028-40033612682_101800/;Guindalera (Distrito Salamanca. Madrid Capital);1 hab.;1 baño;103 m²;;"Precioso loft reformado de 103 m² construidos, situado en el barrio de salamanca, zona guindalera. 
El inmueble está distribuido e...";40.43649106;-3.663217906
795.000 €;Piso en calle de Julio Palacios;/comprar/piso-fuencarral_el_pardo_la_paz28029-29198277108_511322/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;2 baños;174 m²;2ª planta;"Global irv presenta este fantástico piso de 174m² situado en urbanización cerrada con vigilancia 24h.
Se distribuye en recibidor, ...";40.4826096;-3.6929819
458.700 €;Piso en calle del Arquitecto Sánchez Arcas, 5;/comprar/piso-ciudad_universitaria28040-3512567621_109700/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;77 m²;1ª planta;7-4. Piso en una finca de obra nueva de 77 m² de superficie construida y emplazado en la zona de madrid capital, posicionado en pl...;40.4537315;-3.7159647
330.000 €;Piso en calle de Sánchez Barcáiztegui;/comprar/piso-retiro_pacifico28007-40876888974_100500/;Pacífico (Distrito Retiro. Madrid Capital);3 habs.;1 baño;76 m²;3ª planta;¡Síguenos en nuestras redes sociales y sé el primero en conocer nuestras novedades en alquiler y venta! Instagram: @servifincasmad...;40.4032455;-3.6754428
5.500.000 €;Piso en calle de Alfonso XII;/comprar/piso-jeronimos28014-40868730015_100500/;Jerónimos (Distrito Retiro. Madrid Capital);4 habs.;5 baños;264 m²;3ª planta;Boher gestión inmobiliaria, vende:  vivienda  singular, con tres balcones al emblemático parque del retiro y a la puerta de alcalá...;40.4177756;-3.6891756
1.129.000 €;Piso en calle de Alberto Bosch;/comprar/piso-jeronimos28014-40883366113_101800/;Jerónimos (Distrito Retiro. Madrid Capital);3 habs.;3 baños;98 m²;2ª planta;Walter haus tiene el placer de presentar esta propiedad excepcional, un piso interior situado en el corazón del prestigioso barrio...;40.413541;-3.6892658
725.000 €;Piso en calle de Caleruega, 79;/comprar/piso-costillares-1735768395_109700/;Costillares (Distrito Ciudad Lineal. Madrid Capital);3 habs.;2 baños;151 m²;1ª planta;1º a. Piso en una finca de obra nueva de 151 m² de superficie construida y emplazado en la zona de madrid capital, posicionado en ...;40.4833397;-3.6685473
169.000 €;Piso en Paseo de Perales;/comprar/piso-puerta_del_angel-40921975380_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);3 habs.;1 baño;64 m²;2ª planta;"La casa agency pone a su disposición una vivienda exterior de 64m², ubicada en una segunda planta sin ascensor.

El piso se distri...";40.4051841;-3.7417263
5.430.000 €;Ático en Recoletos;/comprar/atico-recoletos28001-40871159739_996152/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;5 baños;321 m²;;"Ático planta 5 º
Superficie construida: 321 m²
Terraza: 52 m²
3 dormitorios, 3 baños, 1 baño servicio, aseo de cortesía
Un garaje....";40.4229867;-3.6896499
210.000 €;Piso en calle de Vicenta Pachón;/comprar/piso-carabanchel_san_isidro28019-41727122295_998937/;San Isidro (Distrito Carabanchel. Madrid Capital);1 hab.;2 baños;84 m²;Bajo;"Ingesul vende

Piso bajo, exterior, muy luminoso en muy buen estado, en un edificio de 2004. Piso distribuido en salón-comedor, co...";40.3949041;-3.7255272
725.000 €;Piso en calle de Caleruega, 79;/comprar/piso-costillares-1735768395_109700/;Costillares (Distrito Ciudad Lineal. Madrid Capital);3 habs.;2 baños;151 m²;1ª planta;1º A. Piso en una finca de obra nueva de 151 m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta 1. Está dispuesto en 3 habitaciones, 2 baños completos y lavadero. Cuenta como extras ascensor, 2 garajes.;40,4833397;-3,6685473
141.000 €;Piso en calle de Tenerife;/comprar/piso-bellas_vistas28039-41763274574_998937/;Bellas Vistas (Distrito Tetuán. Madrid Capital);2 habs.;1 baño;33 m²;Bajo;"Ingesul vende

Piso en planta baja de un edificio sin ascensor, de 33,13 m² útiles distribuido en recibidor, salón y cocina abiert...";40.4523065;-3.7060844
3.500.000 €;Piso en calle de Villanueva;/comprar/piso-recoletos28001-40902645303_101800/;Recoletos (Distrito Salamanca. Madrid Capital);4 habs.;5 baños;228 m²;4ª planta;Descubre este inmueble único, situado en la zona más codiciada del prestigioso barrio de recoletos, a pocos pasos del hotel wellin...;40.422298388;-3.684466764
1.250.000 €;Apartamento en Justicia-Chueca;/comprar/apartamento-justicia_chueca28004-40863328940_106200/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;2 baños;86 m²;;Lucas fox presenta este bonito piso a reformar en la mejor zona del barrio de justicia, en un edificio clásico y características d...;40.4238756;-3.6916524
245.000 €;Piso en calle del General Millán Astray, 37;/comprar/piso-las_aguilas28044-40894142122_100500/;Las Águilas (Distrito Latina. Madrid Capital);3 habs.;1 baño;92 m²;2ª planta;Vivienda de esquina 3 dormitorios y 1 baño, con terraza y plaza de parking en una de las mejores zonas de águilas, junto a aluche ...;40.3761;-3.76566
213.000 €;Piso en Zona Nueva de Orcasitas;/comprar/piso-orcasitas-39190108664_101000/;Orcasitas (Distrito Usera. Madrid Capital);2 habs.;2 baños;80 m²;;Precioso piso de 2 dormitorios y 2 baños completos en urb cerrada con piscina. En los jardines de ybarra 1. Salón amplio, habitaci...;40.365988273;-3.709713681
395.000 €;Piso en Paseo de los Pontones;/comprar/piso-acacias28005-40840701710_993204/;Acacias (Distrito Arganzuela. Madrid Capital);2 habs.;1 baño;72 m²;5ª planta;¡Bienvenido! En esta ocasión, inmobiliaria los berrocales tiene el placer de presentar un acogedor piso en venta en una de las zon...;40.404647;-3.7154069
400.000 €;Piso en calle del Doctor Fourquet;/comprar/piso-centro_embajadores_lavapies28012-39251798547_440000/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);3 habs.;1 baño;75 m²;3ª planta;"Piso en venta en la zona de lavapiés - museo reina sofía. 

Tiene una superficie útil de 65 m², es muy luminoso y cuenta con una t...";40.4076067;-3.6967772
359.000 €;Piso en calle del Conde de Peñalver;/comprar/piso-lista_barrio28006-39206049363_100200/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;;46 m²;4ª planta;"'agencia inmobiliaria de madrid - zona salamanca - estudio guindalera - francisco silvela - diego de león

Oficina tecnocasa vende...";40.4331129;-3.674803
3.200.000 €;Piso en calle de Núñez de Balboa;/comprar/piso-salamanca_castellana28006-38377097151_101800/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;5 baños;233 m²;4ª planta;Vivienda de 233 metros muy luminosa en planta alta exterior. En proceso de reforma, con techos altos, se entrega a estrenar y amue...;40.4323004;-3.6818526
190.000 €;Piso en calle de Arcos de Jalón;/comprar/piso-san_blas_hellin28022-23413872187_100500/;Hellín (Distrito San Blas. Madrid Capital);3 habs.;1 baño;90 m²;1ª planta;"San blas – arcos

Piso de 90 m² de 2 habitaciones exteriores dobles, es decir muy luminosas.
Además, tiene una habitación sencilla...";40.421176844;-3.624291839
2.190.000 €;Piso en calle de Ayala;/comprar/piso-goya28001-41749763859_101800/;Goya (Distrito Salamanca. Madrid Capital);4 habs.;4 baños;183 m²;1ª planta;Nos complace presentar esta espectacular vivienda totalmente reformada, lista para estrenar, ubicada en una preciosa finca clásica...;40.427340576;-3.67560138
360.000 €;Piso en Aravaca;/comprar/piso-moncloa_aravaca_aravaca28023-40859536095_100200/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);3 habs.;2 baños;79 m²;2ª planta;Agencia inmobiliaria tecnocasa, zona aravaca-valdemarín - estudio aravaca s. L. Vende: estupendo duplex en pleno centro de aravaca...;40.4585039;-3.7802767
3.950.000 €;Piso en calle de Villanueva;/comprar/piso-recoletos28001-40861717294_100500/;Recoletos (Distrito Salamanca. Madrid Capital);4 habs.;5 baños;228 m²;4ª planta;Boher gestión inmobiliaria, vende:  inmueble único, situado en la zona más cotizada del barrio de recoletos. 228 m, exterior, orie...;40.422374094;-3.684534721
398.000 €;Ático en calle de San Vicente Ferrer;/comprar/atico-universidad_malasana28004-41701631571_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;1 baño;78 m²;;"Boher gestión inmobiliaria: vende, exclusivo ático sin terraza en la calle san vicente ferrer, 78 metros, 4º ext. Sin ascensor.

E...";40.4257261;-3.7027626
165.000 €;Estudio en calle de Lavapiés;/comprar/estudio-cortes_huertas28012-40905942706_510081/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 hab.;1 baño;35 m²;;Lavapies estupendo estudio reformado, ubicado en pleno centro histórico de madrid, primera planta por escalera de una corrala tota...;40.410363;-3.7024574
2.184.000 €;Casa en Valdemarín;/comprar/casa-valdemarin-38387631707_106200/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);4 habs.;4 baños;420 m²;;Lucas fox se enorgullece de presentar esta exclusiva promoción de 19 villas adosadas de lujo de excepcional diseño y belleza en va...;40.463122545;-3.770621578
