precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
2.450.000 €;Piso en Nueva España;/comprar/piso-nueva_espana28036-30096319269_101800/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;3 baños;593 m²;3ª planta;"Ático en venta con terrazas, piscina y garaje en Nueva España

Esta magnífica vivienda, cuenta con cuatro dormitorios, dos de ellos en suite, tres baños y dos aseos, y con impresionantes terrazas de las plantas ático y casetón. Destaca el principal, con su especular ventanal curvo de suelo a techo en el esquinazo del edificio. La lujosa cocina y el inmenso salón-comedor se sitúan en la planta ático, expandiéndose éste hacia una terraza de casi 55 m2 que bordea sus dos frentes y a la que también se accede desde la cocina. El espacio exterior se completa con una la terraza de más de 47 m2 situada en la panta superior.
Su luminosidad, amplitud y las inmejorables vistas hacia las cuatro torres de la Castellana y hacia la sierra de Madrid, son atractivos que hacen única esta vivienda. El edificio cuenta con un ascensor comunitario y dos privados de gama alta. Calefacción y refrigeración por suelo radiante de agua caliente y fría, completo sistema de domótica, 

Spa climatizado con jacuzzi, baño de vapor, vestuarios y aljibe en sótano, es un espacio único.
Estupenda ubicación, en una de las mejores zonas de Madrid, rodeado de todos los servicios y con muy buenas comunicaciones tanto en transporte privado como público. Entre sus puntos de interés se encuentran el Auditorio Nacional de Música, el Museo de Ciencias Naturales, el Museo de la Ciudad.

Walter Haus Real Estate, somos un grupo inmobiliario de servicios personalizados con sede en las principales ciudades del país, con experiencia de más de 20 años y conocimiento profundo del sector en las zonas más exclusivas de Madrid, en Jose Ortega y Gasset 66, en el Barrio de Salamanca, en General Martínez Campos 13, en el Barrio de Chamberí, y en Paseo de la habana 66 en el Barrio de Chamartín, contamos con un dinámico equipo de profesionales con formación superior y experiencia en el asesoramiento personal, en constante formación. Nuestra larga trayectoria profesional nos permite ofrecer una excelente gestión y encon";40,4652456;-3,6819321
2.150.000 €;Piso en Hispanoamérica;/comprar/piso-chamartin_hispanoamerica28036-35846239583_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);4 habs.;4 baños;227 m²;2ª planta;"Walter Haus pone a la venta esta moderna vivienda construida con excelentes calidades en Hispanoamérica-Bernabéu, se encuentra en una urbanización de lujo con tan solo ocho vecinos.

La vivienda ubicada en una 2ª planta muy soleada, consta de 227?m² construidos, que se distribuyen de la siguiente manera: salón-comedor con acceso directo a la terraza de 51?m², una luminosa cocina con grandes ventanales, totalmente equipada con electrodomésticos de alta gama, además de un aseo de cortesía para invitados.

La zona de noche cuenta con tres dormitorios dobles, la habitación principal con acceso a la terraza, vestidor y baño en suite con bañera de hidromasaje y ducha independiente, además de otro cuarto de baño con que da servicio a los dormitorios secundarios.

El inmueble también dispone de habitación de servicio con su propio cuarto de baño, así como zona de lavandería independiente.

La climatización es individual, tanto por radiadores como conductos en cada estancia. A destacar su gran espacio de almacenaje gracias a sus amplios armarios empotrados distribuidos por toda la vivienda.

La propiedad incluye una plaza de garaje doble de fácil acceso (opcional) y trastero en el edificio.";40,4574666;-3,683589
699.000 €;Piso en Avenida de América;/comprar/piso-chamartin_prosperidad28002-38410588923_101800/;Prosperidad (Distrito Chamartín. Madrid Capital);5 habs.;3 baños;160 m²;2ª planta;Walter Haus vende piso en primera planta con altura de segunda en Prosperidad, la mancomunidad cuenta con entrada por dos calles Corazón de María y Avenida América, 5 habitaciones exteriores con ventana, dos baños completos y un aseo en la cocina, completamente exterior con doble orientación que permite el paso de luz natural. La vivienda ha sido rehabilitada energéticamente durante el año 2022 y 2023. Se ha puesto aislamiento en las cámaras de fachada, apertura de huecos y cierre de los mismos, ejecutada por el interior de la vivienda con Lana de Roca ROCKinS, con un espesor medio de 7 cm. realizada por la empresa Aisla Home. También se han cambiado las carpinterías exteriores, colocando ventanas de aluminio lacado con rotura de puente térmico, con perfilerías tipo VF65RT, con doble acristalamiento de baja emisividad Solarlux One 6/14/4, con cajón para persiana con lamas de aluminio térmicas, con accionamiento motorizado. El cambio de ventanas se ha realizado por la empresa Euro Vamin. Prosperidad es un barrio del Distrito de Chamartín, es una elegante zona residencial con tiendas exclusivas y bistrós en la calle Príncipe de Vergara. En sus anchas avenidas se pueden ver jardines frondosos, imponentes edificios de oficinas y el obelisco de Caja Madrid, obra del arquitecto Santiago Calatrava. Los aficionados al fútbol van al estadio del Real Madrid, el Santiago Bernabéu, y los amantes de la música clásica acuden a los conciertos del Auditorio Nacional. Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en ubicaciones como Salamanca, Chamberí, Chamartín, Pozuelo de Alarcón, en Madrid, y en Barcelona. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.;40,441369635;-3,667382415
169.000 €;Piso en calle de Alberdi;/comprar/piso-valdeacederas28029-39234170363_100500/;Valdeacederas (Distrito Tetuán. Madrid Capital);2 habs.;1 baño;56 m²;4ª planta;Bienvenido a la encantadora calle alberdi, ubicada en el corazón de valdeacederas, madrid. Esta vibrante zona ofrece una mezcla ún...;40.4673955;-3.7075016
220.000 €;Piso en calle de Londres;/comprar/piso-guindalera28028-85039372501_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;72 m²;Subsótano;"Este piso en venta es una oportunidad única! 

Semisotano con una superficie de 72 m², esta vivienda exterior cuenta con un amplio...";40.431472;-3.6679722
400.000 €;Piso en calle del Doctor Fourquet;/comprar/piso-centro_embajadores_lavapies28012-39251798547_440000/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);3 habs.;1 baño;75 m²;3ª planta;"Piso en venta en la zona de lavapiés - museo reina sofía. 

Tiene una superficie útil de 65 m², es muy luminoso y cuenta con una t...";40.4076067;-3.6967772
408.700 €;Piso en calle de la Virgen de Lluc, 49;/comprar/piso-ciudad_lineal_quintana-4003101361_109700/;Quintana (Distrito Ciudad Lineal. Madrid Capital);2 habs.;2 baños;80 m²;2ª planta;2º a. Piso en un inmueble de obra nueva de 80 m² de superficie construida y situado en la zona de madrid capital, acomodado en pla...;40.4373688;-3.6451135
115.000 €;Piso en calle de son Bonet;/comprar/piso-las_aguilas28044-37559287893_100500/;Las Águilas (Distrito Latina. Madrid Capital);2 habs.;1 baño;67 m²;1ª planta;¡¡¡Ideal para inversores!!! Venta de vivienda con alquiler vitalicio - gespain las aguilas - carabachel, gestiona la vivienda situ...;40.375218;-3.7635229
210.000 €;Piso en Puente de Vallecas;/comprar/piso-palomeras_sureste28018-40050850116_100500/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);3 habs.;2 baños;97 m²;7ª planta;"¡Bienvenido a tu nuevo piso en palomeras sureste, vallecas! 🏡🌟

Descubre un piso excepcional de 3 dormitorios y 2 baño con asce...";40.3866157;-3.6417189
300.000 €;Piso en calle de Ardemans;/comprar/piso-guindalera28028-34175468591_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;59 m²;Bajo;"Venta de piso abuhardillado en séptima planta, ubicado en guindalera.

 Con una superficie aproximada de 59 m², muy luminoso. 

Se...";40.4353678;-3.6733312
