precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
3.200 €/mes;Piso en Centro;/alquilar/piso-centro_palacio28005-40054177237_101800/;Palacio (Distrito Centro. Madrid Capital);3 habs.;2 baños;133 m²;"Engel & Völkers ofrece este espectacular piso de diseño exclusivo en pleno barrio de Palacio. Está situado en una tercera planta sin ascensor, en un edificio que data de 1905, y ha sido completamente reformado por Atrato Estudio para mantener la esencia del barrio con un diseño moderno y cuidado al detalle. Dispone de aproximadamente 133 m2 distribuidos en una moderna cocina totalmente equipada, con encimera de mármol natural con detalles impecables , muy luminosa y abierta a un comedor-salón multifuncional con columna con vigas vistas, dos balcones a la calle, un moderno y cómodo sofá cama, gran TV y zona de comedor. El piso tiene dos dormitorios dobles con armarios empotrados y baños completos. También hay un tercer dormitorio o despacho con escritorio y ventana. Se alquila para estancias cortas desde el 1º de Abril al 15 de agosto 2024, a ejecutivos o profesionales y se entrega con todo el menaje y textil incluido.
Descubre el encanto histórico del barrio de Palacio en Madrid. Aquí se concentran los imprescindibles de la capital, como la emblemática Plaza Mayor, el Monasterio de la Encarnación y la plaza de La Villa. Contempla joyas arquitectónicas de los siglos XV, XVI y XVII, como la Casa de la Villa, la Torre de los Lujanes y la Casa de Cisneros. En esta tierra de iglesias y antiguo Alcázar, se erige el imponente Palacio Real, acompañado por los elegantes jardines de la Plaza de Oriente y la majestuosa Catedral de La Almudena, con vistas panorámicas a la sierra madrileña desde su cúpula. Admira también la Colegiata de San Isidro, la Basílica de San Miguel, la de San Francisco el Grande y el Teatro Real, el corazón operístico de Madrid. Después de sumergirte en el patrimonio monumental, relájate en los encantadores Jardines de Sabatini, rodeados de setos de boj recortados, justo frente al Palacio Real. La ubicación privilegiada de este barrio te acerca a las principales zonas comerciales y de ocio de la ciudad, como la Gran Vía, la Plaza de España y la Puerta del Sol. Con excelentes conexiones de transporte y fácil acceso a carreteras y aeropuertos, este barrio te ofrece lo mejor de Madrid en un entorno histórico y vibrante. ¡Sumérgete en su encanto y descubre un estilo de vida excepcional!";40,4134231;-3,7082067;
1.700 €/mes;Apartamento en Centro;/alquilar/apartamento-centro_embajadores_lavapies28005-37543567690_101800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 hab.;1 baño;70 m²;"Engel & Völkers presenta este apartamento en alquiler situado en un edifico historico en el corazón de Madrid, en el Distrito Centro. Esta vivienda se ofrece amueblada. El piso está acondicionado para entrar a vivir y disfrutar de un diseño acogedor. Este apartamento consta de un amplio salón-comedor, una cocina abierta completamente equipada, un dormitorio y un baño. Los gastos de comunidad e IBI, Servicios - Agua, Electricidad-, internet de alta velocidad y asistencia 24 horas al día durante toda la estancia están incluidos en el precio de renta. Listo para entrar a vivir. Solo Para cortas estancias ( De 2 a 11 Meses)
Esta vivienda en alquiler se ubica en el barrio de Lavapiés, en el corazón de Madrid. Este inmueble está al lado de la Universidad Carlos III, la Puerta de Toledo y el mercado dominical del Rastro. La zona ofrece una amplia gama de servicios, desde comercios, farmacias, supermercados y mercados, librerías, colegios, hasta una selección de bares y restaurantes con variada oferta gastronómica. La zona se caracteriza por su ambiente bohemio. El barrio de Lavapiés con más de 500 años de historia, fue la antigua judería de la ciudad. Actualmente, el barrio se encuentra en pleno auge gracias a su diversidad multicultural y su apreciada oferta de eventos culturales por la apertura de galerías de arte, teatros y cercanía a los Museos. Es un área emergente donde se están abriendo nuevos negocios de pequeño comercio no tradicional. Dispone de un amplio abanico de servicios de transporte público que incluyen la estación intercambiador de transporte Embajadores- Acacias, que permite acceso a las líneas de Metro 3 y 5 y línea C-5 de Cercanías, además de las estaciones de Metro Embajadores y Puerta de Toledo con acceso a las líneas de Metro 3 y 5 respectivamente, y varias líneas de autobuses. Por otro lado, se puede acceder a la M30 por coche en pocos minutos.";40,4079172;-3,7109376;
1.200 €/mes;Piso en Arganzuela-Madrid Río;/alquilar/piso-puerta_del_angel-41745458193_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);1 hab.;1 baño;62 m²;"Engel & Völkers presenta para alquiler un piso exterior en una planta baja planta con 1 dormitorio y 1 baño (con plato de ducha) en el barrio Puerta de Ángel. La reforma integral terminó en el 2024 - es un piso a estrenar. El piso viene amueblado y con la cocina equipada, pero sin menaje de cocina, ni ropa de cama, ni toallas. 

El salón – comedor junto con la cocina y el dormitorio forman un espacio diáfano tipo loft. WiFi y una limpieza básica semanal están incluidos en el precio. Hay un pequeño patio ajardinado privativo (ver fotos) para uso de los inquilinos. 

Se busca inquilino de mínimo 12 meses de estancia. Estudiantes welcome! Mascotas educadas permitidas. La calefacción y el A/C son individuales por conductos. La propiedad pide 1 mes de fianza y 2 meses de garantías adicionales. 

Esta vivienda es ideal para una pareja o una persona sola que busca un piso con una interesante relación precio / espacio / calidad en una zona tranquila cerca del núcleo de Madrid. 

Listo para entrar ya. Estudiantes bienvenidos! Concrete una cita con E&V!
El barrio Puerta de Ángel (distrito La Latina) está delimitado hacia el este de Madrid por los distritos Centro (con las zonas de Malasaña, Chueca, Sol y Universidad, entre otras) y Arganzuela, y al norte, por la Casa de Campo, un parque público muy grande, usado por muchos deportistas para correr o practicar el ciclismo. 
Aquí también se encuentra el parque urbano ‘Madrid Río’, un espacio verde levantado a lo largo de un tramo urbano del río Manzanares. 

Desde la estación de Metro de Puerta de Ángel, andando a pie, se necesitan unos 15 minutos, cruzando el Puente de Segovia, para llegar a la Calle Mayor que lleva a la Plaza Mayor y Sol. El Palacio Real de Madrid y la Catedral de la Almudena, entre muchos otros puntos de interés turístico, también se encuentran en la vecindad. 

El barrio, aparte de tener buenas conexiones con numerosas líneas de autobuses, es servido por las estaciones de Metro Puerta del Ángel, Alto de Extremadura y Lucero de la línea 6. También se encuentran muy cercanas las estaciones de Príncipe Pío (L6, L10) y Lago (L10). En coche, es muy fácil el acceso a la M-30 o la autovía A-5. 

Y, por supuesto, encontramos todos los comercios, supermercados, mercados – por ejemplo, el famoso ‘Mercado de Tirso de Molina’ -, panaderías, restaurantes, bares, gimnasios… o colegios, centros médicos, bancos etc. propios de un barrio moderno y animado. 

“En los últimos años, varios movimientos se han referido a este barrio como «el Brooklyn madrileño» por la actividad cultural alternativa del barrio y la similitud con el barrio neoyorkino” (Wikipedia).";40,4076762;-3,7332637;
790 €/mes;Piso en calle de Lenguas;/alquilar/piso-villaverde_san_andres28021-40056012414_100500/;San Andrés (Distrito Villaverde. Madrid Capital);1 hab.;1 baño;51 m²;Vivienda espectacular, reformada, de 1 dormitorio, salón bastante amplio, cocina estilo francesa y cuarto de baño con plato de duc...;40.3430006;-3.7036969;6ª planta
1.800 €/mes;Ático en calle de la Magdalena;/alquilar/atico-centro_embajadores_lavapies28012-41737792733_101800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);3 habs.;1 baño;90 m²;"¡Casas y mas, alquila piso exterior de 3 dormitorios, amueblado! .

Alquiler para larga y corta estancia.

Para corta estancia mín...";40.4124396;-3.7019373;
2.500 €/mes;Piso en calle de Fuencarral, 74;/alquilar/piso-justicia_chueca28004-42544044363_527794/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;2 baños;94 m²;"Excelente oportunidad de alquiler para larga estancia.
Piso con 2 dormitorios, el principal con baño en suite y pequeño espacio ve...";40.42519;-3.7007356;3ª planta
1.000 €/mes;Piso en calle de Fundadores;/alquilar/piso-fuente_del_berro28028-865837337_100500/;Fuente del Berro (Distrito Salamanca. Madrid Capital);1 hab.;1 baño;50 m²;¡Síguenos en nuestras redes sociales y sé el primero en conocer nuestras novedades en alquiler y venta! Instagram: @servifincasmad...;40.424629;-3.6682907;4ª planta
1.500 €/mes;Piso en calle de Sinesio Delgado;/alquilar/piso-tetuan_almenara28029-40857548919_280500/;Almenara (Distrito Tetuán. Madrid Capital);2 habs.;2 baños;89 m²;Descubre tu nuevo hogar en este piso recién reformado, ubicado en la calle sinesio delgado, madrid, a solo una calle de las 5 torr...;40.4741192;-3.6882034;Bajo
1.800 €/mes;Piso en calle de Rafael de Riego;/alquilar/piso-palos_de_moguer28045-41737855119_101000/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);3 habs.;2 baños;90 m²;Alquiler por meses !  Oportunidad! Alfa sierra norte, gestiona en exclusiva alquiler de temporada, por meses minimo 3 meses máximo...;40.4046378;-3.6919441;
1.100 €/mes;Apartamento en calle de Balmes, 1;/alquilar/apartamento-trafalgar28010-25043213229_101600/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;1 baño;40 m²;Apartamento de un dormitorio, cocina equipada con electrodomésticos, zona metro iglesia, muy centrico y buenas comunicaciones, en ...;40.4354;-3.7003;4ª planta
