precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
1.250.000 €;Piso en Vallehermoso;/comprar/piso-chamberi_vallehermoso28003-38350715837_101800/;Vallehermoso (Distrito Chamberí. Madrid Capital);4 habs.;4 baños;256 m²;"Este impresionante piso se encuentra en una finca señorial construida en 1960, con portero físico y video portero. Cuenta con dos zonas de acceso: una principal y otra de servicio. 

Entramos por un hall que nos da paso a dos salones, uno con una magnífica chimenea y otro con acceso directo al balcón desde dónde  disfrutarás de unas vistas espectaculares. Además cuenta con un comedor aparte, con abundante luz natural, creando un ambiente cálido y acogedor. La cocina está junto al comedor y es  uno de los puntos destacados de esta propiedad, con un diseño espectacular y un mirador que te permitirá disfrutar de las vistas. Cuenta con una zona de desayunos, office y una zona con un dormitorio y un baño de servicio.

En la zona de noche encontramos tres dormitorios, siendo el dormitorio principal de grandes dimensiones, con vestidor y cuarto de baño  en suite. Los otros dos dormitorios comparten un amplio baño. Tiene suelo de madera, armarios empotrados, ventanas con climalit y persianas motorizadas, aire acondicionado por conductos y un magnífico trastero.
Para completar este fabuloso piso, hay una opción de adquirir tres plazas de garaje a parte, por el precio de 60.000 € por plaza.
La vivienda está situada en el distrito de Chamberí, en el corazón de Vallehemoso, rodeado de zonas verdes, disponiendo de una importante variedad de comercios y servicios. En cuanto a la red de transporte público y autobuses, destacan las estaciones de metro de Islas Filipinas y Guzmán el Bueno, permitiéndonos acceder de forma rápida y eficaz a todo el centro de la capital. Zona tradicional de ocio, desde el Teatro del Canal, también conocida como zona “verde” debido a sus instalaciones deportivas como el parque de Santander, ¡Go FIt!, el Canal de Isabel II. Esta zona dispone de una amplia oferta de colegios y universidades, así como instalaciones hospitalarias desde la Fundación Jiménez Díaz, Hospital Clínico, la Clínica La Luz, Santa Elena. En pocos minutos podemos incorporarnos a la carretera de La Coruña N-VI a la M-30, M-40 así como a la carretera de Castilla. Muy próxima a la Ciudad Universitaria y Moncloa.";40,4399738;-3,7085727;
615.000 €;Piso en calle de Bolivia;/comprar/piso-nueva_espana28016-40838988408_101800/;Nueva España (Distrito Chamartín. Madrid Capital);2 habs.;2 baños;92 m²;"Engel & Völkers tiene el placer de presentarles este fantástico piso recién reformado a estrenar en el Barrio de Nueva España. La vivienda es exterior con orientación sur y oeste y gran entrada de luz natural. Consta de salón con cocina abierta integrada, dos dormitorios dobles ambos con baño en suite y el principal con un amplio vestidor. En la actualidad se está finalizando la reforma, aunque se pueden realizar visitas. Cuenta con calefacción central, ventanas oscilobatientes climalit, suelos en salón y dormitorios de roble laminado, estores y cortinas hechas a medida y cocina completamente equipada con electrodomésticos de alta calidad hacen de esta vivienda un lujo para vivir. La finca está bien mantenida y cuenta con portero físico y ascensor.
La propiedad se ubica en el prestigioso barrio residencial Nueva España, dentro del Distrito de Chamartín, al norte de la capital. Es un barrio tranquilo y seguro con todas las comodidades. Chamartín ofrece una amplia gama de servicios desde grandes almacenes, comercios, farmacias, colegios, iglesias, gimnasios, hoteles, zonas deportivas hasta una selección de los mejores bares y restaurantes de Madrid. Chamartín alberga varias Embajadas y Administraciones Públicas importantes. El sistema de transporte público asegura la máxima comodidad para los residentes de sus barrios, ya que actualmente disponen de aproximadamente 50 líneas de autobús, 7 líneas de metro y dos estaciones de cercanías. La estación de Chamartín es también terminal para la mayoría de los trenes de media y larga distancia hacia el norte de España. Otros puntos de interés son el Auditorio Nacional de Música, el estadio de fútbol Santiago Bernabéu, varios museos y el Parque de Berlín.";40,4600341;-3,677776;
1.130.000 €;Piso en Hispanoamérica;/comprar/piso-chamartin_hispanoamerica28016-38352312042_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);3 habs.;2 baños;250 m²;"Engel & Völkers Madridcomercializa esta estupenda propiedad ubicada en pleno corazón de Chamartín, excelente bajo en la calle Serrano, actualmente oficinas de casi 250 m2.

El inmueble es un bajo exterior a patio de manzana, muy tranquilo y con muchas posibilidades debido a sus medidas y su forma rectangular. Tiene una ubicación inmejorable, con todos los servicios y comercios cercanos, como el famoso mercado de Chamartín, además esta magnifica propiedad se encuentra muy bien comunicada gracias a las estaciones de metro y diversas paradas de autobuses a su alrededor.
La propiedad se ubica en el prestigioso barrio de Hispanoamérica, dentro del Distrito de Chamartín, al norte de la capital. El barrio es especialmente conocido por el estadio madridista Santiago Bernabéu, famoso en el mundo entero. Además alberga muchas zonas verdes y está muy bien comunicado con la red de carreteras. Es un barrio ideal para familias, entre otras cosas, por su oferta de colegios.
El Distrito de Chamartín ofrece una amplia gama de servicios desde grandes almacenes, comercios, farmacias, colegios, iglesias, instalaciones deportivas, hoteles, hasta una selección de los mejores bares y restaurantes de Madrid. Además Chamartín alberga varias Embajadas y Administraciones Públicas importantes.
El sistema de transporte público asegura la máxima comodidad para los residentes de sus barrios, ya que actualmente disponen de aproximadamente 50 líneas de autobús, 7 líneas de metro y dos estaciones de cercanías. La estación de Chamartín es también terminal para la mayoría de los trenes de media y larga distancia hacía el norte de España. Otros puntos de interés son el Auditorio Nacional de Música, varios museos y el Parque de Berlín.";40,4544326;-3,6777976;
179.000 €;Piso en calle de Silvio Abad;/comprar/piso-zofio28026-42509667327_520982/;Zofío (Distrito Usera. Madrid Capital);3 habs.;1 baño;73 m²;Piso en venta en madrid zona usera, con 73m² de superficie y una acogedora terraza de 4m². Este luminoso inmueble cuenta con una h...;40.3808267;-3.7153736;2ª planta
220.000 €;Piso en calle de Arriaza;/comprar/piso-moncloa_aravaca_arguelles28008-42523690713_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;35 m²;"Agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa vende:
Vivienda ubicada en c/arriaza,...";40.4217514;-3.716188;
380.000 €;Piso en calle del Cantueso;/comprar/piso-valdeacederas28029-43386405309_500564/;Valdeacederas (Distrito Tetuán. Madrid Capital);3 habs.;2 baños;95 m²;¡Descubre tu próximo hogar en la calle cantueso, en el corazón del dinámico distrito de tetuán! Presentamos este exclusivo piso re...;40.4688148;-3.7035372;1ª planta
275.000 €;Piso en Avenida de la Albufera;/comprar/piso-palomeras_sureste28018-43407883757_100200/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);3 habs.;2 baños;139 m²;Bienvenidos a estudio nuevo riojanos s.l.u, una empresa dedicada a ofrecer soluciones inmobiliarias de calidad en zona de miguel h...;40.3875785;-3.6413433;4ª planta
300.000 €;Piso en calle de Ardemans;/comprar/piso-guindalera28028-34175468591_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;59 m²;"Venta de piso abuhardillado en séptima planta, ubicado en guindalera.

 Con una superficie aproximada de 59 m², muy luminoso. 

Se...";40.4353678;-3.6733312;7ª planta
390.700 €;Piso en calle de la Virgen de Lluc, 49;/comprar/piso-ciudad_lineal_quintana-4061606186_109700/;Quintana (Distrito Ciudad Lineal. Madrid Capital);2 habs.;2 baños;82 m²;1º b. Piso en un inmueble de obra nueva de 82 m² de superficie construida y situado en la zona de madrid capital, acomodado en pla...;40.4373688;-3.6451135;1ª planta
3.200.000 €;Piso en calle de Núñez de Balboa;/comprar/piso-salamanca_castellana28006-38377097151_101800/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;4 baños;233 m²;Vivienda de 233 metros muy luminosa en planta alta exterior. En proceso de reforma, con techos altos, se entrega a estrenar y amue...;40.4323004;-3.6818526;4ª planta
