precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
1.500 €/mes;Apartamento en calle de Hortaleza;/alquilar/apartamento-justicia_chueca28004-39194016909_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 hab.;1 baño;50 m²;"Engel & Völkers presenta en alquiler este cómodo loft totalmente reformado y amueblado en el corazón de Chueca. La vivienda se encuentra a escasos metros de la mejor zona comercial de la capital con todo tipo de transporte público al alcance de sus manos para disfrutar de la ciudad. La vivienda cuenta con unos 45m2. Un solo ambiente luminoso y agradable ya sea para una corta estancia o larga ya que la vivienda cuenta con todo tipo de comodidades. Suelo de parquet, cama de matrimonio con canapé abatible para almacenaje, armarios empotrados y ventana salida a balcón climalit. A/C a estrenar por split . Amplio y cómodo sofá que se convierte en cama. La cocina está totalmente equipada con todos los electrodomésticos (Cafetera, tetera eléctrica, licuadora, tostadora, plancha, aspiradora, secadora de pelo). Agradable y cómodo baño con espejo iluminado, Calentador de toallas. Todo el menaje de ropa de cama incluido. Tambien disponible para  alquiler de corta estancia se incluye en el precio luz, agua, internet y servicio de limpieza 1 vez a la semana.
Chueca-Justicia es un barrio de Madrid perteneciente al distrito Centro, que guarda los más bellos y antiguos monumentos de la ciudad, las más comerciales de las calles, así como los más importantes órganos del poder municipal, regional y nacional. Se encuentra limitado por las calles de Sagasta y Génova por el norte, El Paseo de Recoletos por el este, la calle Fuencarral por el oeste y la Gran Vía por el sur. Se trata de un barrio residencial muy popular por la gran variedad de tiendas, galerías, bares, restaurantes y espacios singulares, muy apreciado para pasear y salir con amigos. Conserva la arquitectura castiza típica de la ciudad, con edificios de balcones, calles estrechas y plazuelas. Destaca el edificio de la SGAE, una de las pocas construcciones modernistas de la ciudad. Se encuentra muy cerca de lugares emblemáticos de la ciudad como la plaza de Sol, Cibeles, Puerta de Alcalá, el Museo del Prado, el Palacio Real, la Catedral de Santa María la Real Almudena, el Teatro Real, y la Plaza de Oriente. Está muy bien comunicada mediante Metro (Tribunal: líneas 1 y 10, Chueca: línea 5) y autobuses.";40,4211234;-3,7004062;
3.400 €/mes;Piso en Avenida de Juan Antonio Samaranch;/alquilar/piso-valdebebas_valdefuentes28055-40079305974_101800/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);3 habs.;2 baños;101 m²;"Engel & Völkers  presenta en alquiler este espectacular piso totalmente amueblado de diseño en el nuevo y privilegiado barrio de Valdebebas. Cuenta con   una maravillosa terraza con vistas al parque de Valdebebas.  Ubicación inmejorable. Calidades de lujo. Amplio salón comedor con salida a balcón y la terraza cubierta. Persianas electricas. Cocina independiente con zona de lavanderia. Incluye todos los electrodomesticos de alta gama.  Hacia el otro lado de la vivienda, la zona de las habitaciones.  La habitación principal con gran baño en suite con plato de ducha y vestidor. Las otras dos habitaciones con armarios empotrados.  Muebles a estrenar.
La urbanización disfruta de piscina, pádel, salón comunitario, parque infantil y zonas verdes. El precio incluye dos plazas de garaje y trastero.
Valdebebas es un barrio en expansión, completamente residencial a tan sólo 10 minutos de la T4 del Aeropuerto de Madrid, a un máximo de 20 minutos del centro y con fácil acceso a la M40 y M30. Valdebebas, estará rodeada próximamente por un lago artificial que le permitirá disfrutar de zonas verdes donde podrá encontrar su lugar de descanso. Para los amantes del deporte, es una zona colindante con La Ciudad Deportiva del Real Madrid. Actualmente tiene una línea de autobús que circula desde las estaciones del metro Mar de Cristal y Hortaleza, y cuenta con la estación de cercanías Valdebebas que conecta con la T4 y Príncipe Pío, pasando por Chamartín y Atocha.";40,4943251;-3,618747;
1.650 €/mes;Piso en Arturo Soria-Ciudad Lineal;/alquilar/piso-ciudad_lineal_colina28043-40038190900_101800/;Colina (Distrito Ciudad Lineal. Madrid Capital);1 hab.;1 baño;112 m²;"Engel & Völkers presenta este bonito  piso en la zona de Arturo Soria, en el distrito de Colina.  Se encuentra ubicado en un edificio pequeño y moderno, con buena calidad de acabados, piscina y  conformado por tan  sólo 20 viviendas,  lo que hace que sea una comunidad muy tranquila. 
El piso es todo exterior y muy iluminado. Tiene  1 dormitorio y 1  baño ideal para  1 o 2 personas . La cocina es cómoda, completamente equipada y con área de office. Tiene integrada  el área de lavandero con lo cual se le ha dado más  espacio, ventilación y se entrega con lavadora-secadora. 
La vivienda  tiene aire acondicionado por conductos, calefacción individual por radiadores y en el precio se incluye la  plaza de garaje y el trastero. Este último se encuentra acondicionado con armarios muy prácticos especialmente para el cambio de ropa de temporada.
Engel & Völkers presenta este confortable piso situado en el barrio de Arturo Soria, uno de los más prestigiosos y lujosos de Madrid. Su localización, en el centro urbano y próximo a todos los servicios que alguien pueda requerir, le convierte en uno de los sectores mas deseados por quienes quieren disfrutar de la tranquilidad sin renunciar a la cercanía de la gran ciudad. En este entorno privilegiado se encuentran hospitales, complejo de oficinas y algunos de los mejores centros educativos nacionales e internacionales (Liceo Francés, Numont, San José del Parque, International School of Madrid, la escuela de negocios ESIC, etc). Centros comerciales con las más prestigiosas marcas, centros deportivos, parques y excelentes restaurantes garantizan una amplia oferta de servicios y ocio de alta calidad.";40,4587277;-3,6559133;1ª planta
1.800 €/mes;Piso en calle de Sinesio Delgado;/alquilar/piso-tetuan_almenara28029-40857548919_280500/;Almenara (Distrito Tetuán. Madrid Capital);2 habs.;2 baños;89 m²;Descubre tu nuevo hogar en este piso recién reformado, ubicado en la calle sinesio delgado, madrid, a solo una calle de las 5 torr...;40.4741192;-3.6882034;Bajo
2.300 €/mes;Piso en calle de Mozart;/alquilar/piso-moncloa_aravaca_arguelles28008-40922645228_500635/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;2 baños;87 m²;"Luxcasa pone a su disposicion una excepcional vivienda para aquellos que no precisan un contrato de larga estancia.

Ideal duracio...";40.4236896;-3.7230915;8ª planta
6.000 €/mes;Piso en calle de Diego de León;/alquilar/piso-salamanca_castellana28006-40040211085_101800/;Castellana (Distrito Salamanca. Madrid Capital);3 habs.;3 baños;156 m²;Descubre esta maravillosa vivienda de 156 m², completamente renovada con un diseño de vanguardia y lista para estrenar. Emplazada ...;40.4352469;-3.6856536;2ª planta
2.200 €/mes;Ático en calle de José Antonio de Armona;/alquilar/atico-palos_de_moguer28012-35837674743_100500/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);3 habs.;2 baños;112 m²;Se alquila precioso ático en la calle josé antonio de armona, a 450 metros de metro y cercanías de embajadores. Es una sexta plant...;40.4058514;-3.6977576;
2.500 €/mes;Ático en calle Lagasca;/alquilar/atico-salamanca_castellana28006-36765986119_995410/;Castellana (Distrito Salamanca. Madrid Capital);3 habs.;1 baño;95 m²;"Habitania les ofrece…

Encantadora vivienda amueblada en edificio clásico en la zona de castellana de salamanca, madrid.

Esta viv...";40.4360163;-3.6844709;
1.100 €/mes;Apartamento en calle de Balmes, 1;/alquilar/apartamento-trafalgar28010-25043213229_101600/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;1 baño;40 m²;Apartamento de un dormitorio, cocina equipada con electrodomésticos, zona metro iglesia, muy centrico y buenas comunicaciones, en ...;40.4354;-3.7003;4ª planta
950 €/mes;Apartamento en calle de la Miosotis;/alquilar/apartamento-valdeacederas28039-40889729441_994136/;Valdeacederas (Distrito Tetuán. Madrid Capital);1 hab.;1 baño;38 m²;Apartamento a estrenar compuesto por 1 dormitorio, salón con cocina americana amueblada y baño con ducha. Electrodomésticos panela...;40.465136;-3.7030395;1ª planta
