precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
675.000 €;Piso en calle del Duque;/comprar/piso-universidad_malasana28015-42506355994_100200/;Universidad-Malasaña (Distrito Centro. Madrid Capital);5 habs.;2 baños;137 m²;2ª planta;"Agencia inmobiliaria de MADRID zona ARGUELLES - PLAZA ESPAÑA - CONDE DUQUE Oficina Tecnocasa VENDE:
RESERVADO. Vivienda señorial en segunda planta, exterior, con ascensor en plena C/Conde Duque, junto a Alberto Aguilera, el Centro Cultural Conde Duque y el Museo ABC. Tiene una superficie total construida de 137m2, actualmente su distribución es la siguiente: cinco habitaciones, salón, cocina independiente y dos baños completos. La vivienda se puede redistribuir debido a que la mayor parte de las paredes son tabique, resultando así un piso más moderno y actual pero conservado el estilo clásico y atemporal que tiene la finca.
El inmueble es exterior a calle Conde Duque en su salón, que cuenta con más de 20 metros cuadrados útiles y dispone de dos balcones, y en uno de sus dormitorios que también cuenta con su propio balcón.
En la parte interior del inmueble se encuentran otras 4 habitaciones del piso, una de ellas con baño en suite y vestidor y otras estancias auxiliares.
La calefacción del inmueble es central de gas natural central.
Ubicado en la calle Conde Duque, en el distrito Malasaña-Universidad, una zona caracterizada por su tranquilidad, poca afluencia de tráfico o tránsito de gente, a diferencia de otras zonas de este distrito.
Además, la zona cuenta con supermercados, pequeños comercios de barrio y grandes superficies comerciales, como el Corte Inglés a menos de 5 minutos a pie.
Comunicaciones con todo Madrid en transporte público, por Metro y autobuses urbanos.";40,4721568;-3,577053
1.000.000 €;Piso en Universidad-Malasaña;/comprar/piso-universidad_malasana28015-44183529577_100200/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;2 baños;229 m²;;"Agencia inmobiliaria de MADRID zona ARGUELLES - PLAZA ESPAÑA - CONDE DUQUE Oficina Tecnocasa VENDE:
Inmueble con cambio de uso a vivienda realizado. Anteriormente era un local comercial, actualmente el uso es de vivienda.
 La propiedad en este momento se encuentra en bruto por lo que podrás dejar volar su imaginación y diseñar dos viviendas de principio a fin, controlando y gestionando todo el proceso. Ambas completamente ajustadas a sus necesidades y con un estilo y carácte únicos.
 El inmueble cuenta con 229 m2 construidos, y dispone de acceso directo desde la calle y se distribuye en una planta baja, que conformaría la primera de las viviendas; y en una entreplanta que se convertiría en una segunda vivienda. La altura total del inmueble es de 5’22 m.
Ambas viviendas contarían con amplios y numerosos ventanales lo que las otorgaría de una gran luminosidad, además de una muy buena ventilación gracias a éstos. La distribución que se le podría otorgar a ambas viviendas constaría de espacios que gozarían de gran amplitud, debido a que la propiedad tiene varias columnas, pero no cuenta con muros de carga de por medio que dividan espacios.
Además la vivienda entreplanta contaría con acceso desde la vivienda a un amplio patio, al que podría acceder desde esta vivienda.
Se ubica en pleno distrito de Malasaña-Universidad, junto a calle Conde Duque y Plaza de España. Cercano a todo tipo de comunicaciones, como metros, autobuses urbanos e interurbanos, así como cercanías Renfe, en los intercambiadores de la zona.";40,4250254;-3,7098088
220.000 €;Piso en calle de Arriaza;/comprar/piso-moncloa_aravaca_arguelles28008-42523690713_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;35 m²;;"Agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa vende:
Vivienda ubicada en c/arriaza, reforma integral en 2019. Está distribuido en dos dormitorios, salón con cocina americana, baño con plato de ducha y un útil patio privativo en régimen de usufructo. Todas las estancias tienen ventana.
Se va a instalar ascensor que llegará directo a la planta, que se deja pagado por la actual propiedad.
El piso se vende, actualmente alquilado por 1000 euros al mes.
La finca tiene portero físico y la calefacción es eléctrica.
Se ubica en el barrio de argüelles, distrito moncloa, en un enclave privilegiado junto a la plaza de españa y el intercambiador de príncipe pio, con cercanías renfe, líneas de metro 6 y 10, y ramal ópera-príncipe pi. A un extremo de la calle, tenemos el templo de debod y el parque del oeste. Al otro, salimos a los jardines del campo del moro y el palacio real. La comunicaciones y servicios de la zona son inmejorables.";40,4217514;-3,716188
250.000 €;Piso en calle de Molina;/comprar/piso-tetuan_almenara28029-44237741259_100500/;Almenara (Distrito Tetuán. Madrid Capital);2 habs.;1 baño;48 m²;Bajo;"31real servicios inmobiliarios ofrece una oportunidad que no puedes dejar escapar!

Es la propiedad ideal si buscas comprar tu pri...";40.471399;-3.701557
399.700 €;Piso en calle de la Virgen de Lluc, 49;/comprar/piso-ciudad_lineal_quintana-4072922988_109700/;Quintana (Distrito Ciudad Lineal. Madrid Capital);2 habs.;2 baños;82 m²;2ª planta;2º b. Piso en un inmueble de obra nueva de 82 m² de superficie construida y situado en la zona de madrid capital, acomodado en pla...;40.4373688;-3.6451135
3.250.000 €;Piso en calle de María de Molina;/comprar/piso-chamartin_el_viso28006-39180480477_101800/;El Viso (Distrito Chamartín. Madrid Capital);5 habs.;4 baños;340 m²;11ª planta;Espectacular piso totalmente exterior en todo su perímetro, con unas vistas panorámicas de madrid. Ubicado en una planta alta sin ...;40.437989221;-3.689627648
1.800.000 €;Piso en Huertas-Cortes;/comprar/piso-centro_palacio28013-44234478122_106700/;Palacio (Distrito Centro. Madrid Capital);3 habs.;3 baños;191 m²;;Presentamos este exclusivo piso en la mejor zona de madrid, en la calle gran vía. La vivienda cuenta con 200 m² aproximadamente, d...;40.4207259;-3.7084662
1.365.000 €;Piso en calle de Fernán González;/comprar/piso-ibiza28009-43336277712_100500/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;4 baños;147 m²;3ª planta;Boher gestión inmobiliaria: vende, exclusivo piso en retiro-ibiza, 3ª planta exterior, orientación este, 147 metros de los cuales ...;40.4161759;-3.6749179
420.000 €;Piso en calle Angel Martin Rodriguez;/comprar/piso-el_canaveral-43394360506_510067/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);3 habs.;2 baños;107 m²;1ª planta;Proyectos inmobiliarios baupres le ofrece un estupendo piso a estrenar situado en el cañaveral, madrid, de 3 habitaciones y dos pl...;40.396425977;-3.554885108
1.560.000 €;Piso en Lista;/comprar/piso-goya28006-43425863250_106700/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;153 m²;;Esta casa de lujo, situada en el exclusivo barrio de salamanca, ofrece una experiencia de vida incomparable gracias a sus altas ca...;40.4275272;-3.6724885
