precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
375.000 €;Piso en Pinar del Rey;/comprar/piso-pinar_del_rey28033-40080751969_100200/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);3 habs.;2 baños;113 m²;4ª planta;"Agencia inmobiliaria de madrid zona parque santa maria – pinar del rey- hortaleza tecnocasa,

Vende:

Estupenda vivienda en cuarta planta con ascensor. Se encuentra en una de las mejores zonas de hortaleza, al lado del metro de parque de santa maría. Se distribuye en entrada, pasillo distribuidor, cocina, salón,tres habitaciones, dos cuartos de baño y terraza cerrada

Estas son algunas de las características del inmueble:
- cuarta planta con ascensor.
- vivienda en excelente estado para entrar a vivir.
- espacioso salón comedor con acceso a terraza cerrada.
- esta tipología de viviendas tienen cuatro habitaciones de origen, en este caso una de ellas se le ha dado al salón.
- tres amplias habitaciones totalmente exteriores.
- cocina completamente equipada.
- dos cuartos de baño completos con plato de ducha, uno de ellos en suite.
- suelo de parquè, puertas de madera y ventanas de climalit.
- vivienda muy luminosa. Orientación oeste .
- calefacción central.
 También cuenta con aire acondicionado por conductos.
- trastero en el mismo edificio.
- ite favorable en 2019 por lo que hasta 2029 no habría que volver a pasarla.
- 113 metros construidos según catastro.

Se encuentra en una ubicación inmejorable, junto al metro de parque sta. María y en una de las mejores zonas de hortaleza. Desde esta línea tenemos comunicación directa con príncipe de vegara y con goya, además de que está a tan solo tres paradas del ifema. Las líneas de autobús próximas a la vivienda son la 9, 72, 87, 107 y n2. La línea 9 nos deja en pleno sol y la línea 107 en plaza castilla.

La finca se encuentra cerca de todos los servicios, como supermercados (carrefour, mercadona, alcampo y lidl), bancos, comercios, colegios, guarderías e institutos, parques y jardines.

El distrito de hortaleza es considerado uno de los mejores barrios fuera de la m-30 para vivir. Ya que es una zona residencial muy tranquila con muy buena comunicación con el centro de madrid y muy próximo a barajas.

Por todas estas razones las personas eligen el barrio hortaleza y más concretamente la zona de parque de sta. Maria para comprar su vivienda.";40,4780005;-3,6451568
171.000 €;Piso en calle de San Fidel;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-40056356592_108900/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);2 habs.;1 baño;55 m²;;"Vivienda madrid ofrece en exclusiva

Ideal para inversores

Inmobiliaria vivienda madrid gestiona piso en venta de 54 m² y 2 habit...";40.4261635;-3.6424328
1.295.000 €;Piso en calle del Poeta Joan Maragall, 9;/comprar/piso-tetuan_almenara28020-40882755658_527711/;Almenara (Distrito Tetuán. Madrid Capital);;;264 m²;10ª planta;¿Quieres vivir a escasos metros del paseo de la castellana y del estadio santiago bernabéu en pleno corazón económico de madrid? ¡...;40.454752044863405;-3.6924351438448806
1.200.000 €;Piso en calle de Juan Ramón Jiménez;/comprar/piso-nueva_espana28036-39263996439_998937/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;3 baños;168 m²;7ª planta;"Ingesul vende

Piso en venta en excelente ubicación, en un séptimo piso con ascensor. Este luminoso inmueble cuenta con un amplio ...";40.4630391;-3.6872248
400.000 €;Piso en calle del Doctor Fourquet;/comprar/piso-centro_embajadores_lavapies28012-39251798547_440000/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);3 habs.;1 baño;75 m²;3ª planta;"Piso en venta en la zona de lavapiés - museo reina sofía. 

Tiene una superficie útil de 65 m², es muy luminoso y cuenta con una t...";40.4076067;-3.6967772
323.000 €;Piso en Avenida del Manzanares;/comprar/piso-almendrales28026-38358015914_993527/;Almendrales (Distrito Usera. Madrid Capital);3 habs.;1 baño;95 m²;3ª planta;Redpiso usera vende magnifica vivienda ubicada en finca señorial con ascensor, portero físico, acceso para personas con movilidad ...;40.389525536;-3.699536272
337.700 €;Piso en calle de la Virgen de Lluc, 49;/comprar/piso-ciudad_lineal_quintana-4016497783_109700/;Quintana (Distrito Ciudad Lineal. Madrid Capital);2 habs.;1 baño;66 m²;Bajo;Bajo. Piso en un inmueble de obra nueva de 66 m² de superficie construida y situado en la zona de madrid capital, acomodado en pla...;40.4373688;-3.6451135
390.000 €;Piso en calle del Acuerdo;/comprar/piso-universidad_malasana28015-40034199966_100200/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 habs.;;112 m²;;"Agencia inmobiliaria de madrid zona san bernardo - conde duque - malasaña oficina tecnocasa vende:

-dos fincas registrales indepe...";40.4277278;-3.7079729
2.495.000 €;Chalet en calle Guecho;/comprar/chalet-moncloa_aravaca_aravaca28023-38432968208_524612/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);7 habs.;8 baños;708 m²;;Inmogil gestión, pone a su disposición en venta chalet independiente en la urbanización la florida de madrid de 2.617 m² de parcel...;40.4710508;-3.8174537
1.250.000 €;Piso en calle de Espronceda;/comprar/piso-rios_rosas28003-19173347075_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);4 habs.;2 baños;214 m²;3ª planta;Piso de 214 m² actualmente adaptado como oficina, pero que permite una fácil rehabilitación para su uso como vivienda, incluso pud...;40.440597;-3.6946234
359.000 €;Piso en calle del Conde de Peñalver;/comprar/piso-lista_barrio28006-39206049363_100200/;Lista (Distrito Salamanca. Madrid Capital);3 habs.;;46 m²;4ª planta;"'agencia inmobiliaria de madrid - zona salamanca - estudio guindalera - francisco silvela - diego de león

Oficina tecnocasa vende...";40.4331129;-3.674803
248.000 €;Piso en calle de Arcos de Jalón;/comprar/piso-arcos28037-40060134043_403500/;Arcos (Distrito San Blas. Madrid Capital);3 habs.;1 baño;92 m²;1ª planta;Altura piso 1º, piso superficie total 92 m², superficie útil 85 m², habitaciones dobles: 3, 1 baño, antigüedad entre 30 y 50 años,...;40.4224109;-3.6178766
245.000 €;Piso en calle de Antonio de Leyva;/comprar/piso-carabanchel_comillas28019-34180995810_101800/;Comillas (Distrito Carabanchel. Madrid Capital);2 habs.;1 baño;75 m²;3ª planta;"Zona plaza elíptica
Bonito piso de 2 habitaciones (antes 3) muy luminoso y bien cuidado. Enfrente de zonas verdes.buena comunicaci...";40.3903689;-3.715977
275.000 €;Piso en calle de Felipe Álvarez;/comprar/piso-casco_historico_de_vallecas28031-32540603149_101800/;Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital);4 habs.;2 baños;115 m²;2ª planta;"Magnifico piso de 4 dormitorios dobles, tres de ellos con armario empotrado,
2 baños, segunda planta totalmente reformada, gran sa...";40.3820991;-3.6229215
285.000 €;Piso en calle del Butrón, 27;/comprar/piso-san_blas_rosas28022-33389734272_514689/;Rosas (Distrito San Blas. Madrid Capital);3 habs.;2 baños;76 m²;6ª planta;Fantástico piso, con plaza de garaje privado, que está compuesta, por un hall, 1 baño, 1 aseo, cocina con terraza, 3 dormitorios y...;40.42578074017717;-3.6082450354172
207.000 €;Piso en Acacias;/comprar/piso-acacias28012-40897454835_100200/;Acacias (Distrito Arganzuela. Madrid Capital);;1 baño;47 m²;1ª planta;"Agencia inmobiliaria de madrid zona acacias – embajadores tecnocasa consulting acacias 2023 sl

¿Buscas un piso en una de las zona...";40.404391;-3.7023122
350.000 €;Piso en calle de Hermenegildo Bielsa;/comprar/piso-almendrales28026-40857966420_993527/;Almendrales (Distrito Usera. Madrid Capital);3 habs.;1 baño;95 m²;5ª planta;Redpiso usera vende en exclusiva amplia y luminosa vivienda exterior con ubicacion privilegiada frente a madrid rio.  Finca con as...;40.3879094;-3.7002305
525.000 €;Piso en calle de Ferrer del Río;/comprar/piso-guindalera28028-40871731047_440000/;Guindalera (Distrito Salamanca. Madrid Capital);3 habs.;1 baño;83 m²;3ª planta;"Piso en venta de 87 m²  ubicada a pocos metros de diego de león. 

El salón comedor cuenta con salida a una amplia terraza, mientr...";40.4343526;-3.6723022
176.000 €;Piso en calle de Muela de San Juan;/comprar/piso-casco_historico_de_vallecas28031-39169651748_101800/;Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital);2 habs.;1 baño;52 m²;1ª planta;Inmobiliaria maqueda vende en exclusiva este estupendo piso, se encuentra en la zona de congosto, en madrid. Se trata de una vivie...;40.3736897;-3.6180878
419.900 €;Ático en Avenida de la Aviación, 34;/comprar/atico-cuatro_vientos28054-3064848220_109700/;Cuatro Vientos (Distrito Latina. Madrid Capital);2 habs.;2 baños;88 m²;;Ático en un inmueble de obra nueva de 88 m2 de superficie construida y situado en la zona de Madrid Capital. Está estructurado en 2 habitaciones, 2 baños completos y terraza de 13,15 m2. Aporta como extras ascensor, garaje y trastero.;40,3737303;-3,7700909
330.000 €;Piso en calle Corredera Baja de San Pablo;/comprar/piso-universidad_malasana28004-27591748031_992099/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 habs.;2 baños;80 m²;2ª planta;"Alquilado-se vende con inquilina / sin comisiones de venta para el comprador.

Preciosa vivienda amueblada junto a la plaza de la ...";40.4216361;-3.7049273
165.000 €;Piso en Vista Alegre;/comprar/piso-carabanchel_vista_alegre28047-39253487041_100200/;Vista Alegre (Distrito Carabanchel. Madrid Capital);2 habs.;1 baño;65 m²;;"Agencia inmobiliaria de madrid zona fatima - colonia prensa -eugenia montijo oficina tecnocasa

En venta: piso con ascensor en la ...";40.3778297;-3.7510383
2.197.000 €;Casa en Valdemarín;/comprar/casa-valdemarin-38387631707_106200/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);4 habs.;4 baños;420 m²;;Lucas fox se enorgullece de presentar esta exclusiva promoción de 19 villas adosadas de lujo de excepcional diseño y belleza en va...;40.463122545;-3.770621578
940.000 €;Piso en Argüelles;/comprar/piso-moncloa_aravaca_arguelles28008-35046989725_996152/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);3 habs.;2 baños;139 m²;5ª planta;"Piso planta 5 º
Superficie construida: 139 m²
3 dormitorios, 1 baños, 1 aseo

Año construcción: 1940
Estado de conservación: para ...";40.428446;-3.7197313
795.000 €;Piso en calle de Julio Palacios;/comprar/piso-fuencarral_el_pardo_la_paz28029-29198277108_511322/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;2 baños;174 m²;2ª planta;"Global irv presenta este fantástico piso de 174m² situado en urbanización cerrada con vigilancia 24h.
Se distribuye en recibidor, ...";40.4826096;-3.6929819
420.000 €;Ático en calle del Comandante Fontanes;/comprar/atico-carabanchel_san_isidro28019-38405864393_510936/;San Isidro (Distrito Carabanchel. Madrid Capital);3 habs.;2 baños;139 m²;;Estudio pradera de san isidro, s.l., vende espectacular vivienda dúplex en calle comandante fontanes con vistas privilegiadas. Se ...;40.3950651;-3.7259071
1.850.000 €;Piso en Recoletos;/comprar/piso-recoletos28001-37529627493_996152/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;2 baños;136 m²;3ª planta;"Piso planta 3 º
Superficie construida: 136 m²
3 dormitorios, 2 baños
Amueblado: si.
130 € de gastos de comunidad
Año construcción:...";40.4262328;-3.685156
199.000 €;Piso en calle de la Oca;/comprar/piso-carabanchel_vista_alegre28025-40066386800_100500/;Vista Alegre (Distrito Carabanchel. Madrid Capital);3 habs.;1 baño;67 m²;2ª planta;Gespain aluche pone a la venta en exclusiva esta propiedad a escasos metros del metro de vista alegre( linea 5 ) y oporto (linea 6...;40.3895236;-3.7359266
1.450.000 €;Apartamento en Justicia-Chueca;/comprar/apartamento-justicia_chueca28004-38387509210_106200/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 habs.;3 baños;191 m²;;Lucas fox presenta este fantástico dúplex, reformado con tres dormitorios y tres baños. El piso se sitúa en un edificio clásico y ...;40.4242907;-3.6956174
710.000 €;Piso en calle de Ibiza;/comprar/piso-ibiza28009-37557759669_100500/;Ibiza (Distrito Retiro. Madrid Capital);4 habs.;2 baños;125 m²;2ª planta;"Boher gestión inmobiliaria: vende magnífico piso a reformar, en retiro zona ibiza.

La propiedad tiene 125 metros, muy bien distri...";40.4178222;-3.6703618
990.000 €;Piso en Recoletos;/comprar/piso-recoletos28001-39181682007_108500/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;2 baños;102 m²;;Colaboramos con otras agencias. Madin inmobiliaria - interiorismo pone a la venta exclusivo piso reformado en plena milla de oro d...;40.425531;-3.6816254
169.000 €;Estudio en Ronda de Toledo;/comprar/estudio-centro_embajadores_lavapies28005-40038003411_440000/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);;1 baño;36 m²;;"Estudio semisótano de 36 m² útiles se encuentra en una ubicación privilegiada, a pocos metros de la estación de atocha.

Recientem...";40.4054692;-3.7061416
260.000 €;Piso en calle de Carrero Juan Ramón;/comprar/piso-madrid_capital_zona_urbana-40865324865_516943/;Madrid Capital;3 habs.;2 baños;101 m²;6ª planta;¿Buscas un piso amplio y muy luminoso? Tu nueva casa lo tiene en la c/ carrero juan ramón, en el distrito de carabanchel, junto al...;40.3793288;-3.7289062
395.000 €;Piso en Aravaca;/comprar/piso-moncloa_aravaca_aravaca28023-40859536095_100200/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);3 habs.;2 baños;79 m²;2ª planta;Agencia inmobiliaria tecnocasa, zona aravaca-valdemarín - estudio aravaca s. L. Vende: estupendo duplex en pleno centro de aravaca...;40.4585039;-3.7802767
3.950.000 €;Piso en calle de Génova;/comprar/piso-justicia_chueca28004-39252724451_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);4 habs.;5 baños;304 m²;5ª planta;Boher gestión inmobiliaria, vende: magnífico piso en la calle génova, 5ª planta exterior, integramente reformado de diseño, cuenta...;40.4263688;-3.692777
419.900 €;Ático en Avenida de la Aviación, 34;/comprar/atico-cuatro_vientos28054-3064848220_109700/;Cuatro Vientos (Distrito Latina. Madrid Capital);2 habs.;2 baños;88 m²;;Ático en un inmueble de obra nueva de 88 m² de superficie construida y situado en la zona de madrid capital. Está estructurado en ...;40.3737303;-3.7700909
395.000 €;Piso en Paseo de los Pontones;/comprar/piso-acacias28005-40840701710_993204/;Acacias (Distrito Arganzuela. Madrid Capital);2 habs.;1 baño;72 m²;5ª planta;¡Bienvenido! En esta ocasión, inmobiliaria los berrocales tiene el placer de presentar un acogedor piso en venta en una de las zon...;40.404647;-3.7154069
3.250.000 €;Piso en calle de María de Molina;/comprar/piso-chamartin_el_viso28006-39180480477_101800/;El Viso (Distrito Chamartín. Madrid Capital);5 habs.;4 baños;340 m²;11ª planta;Espectacular piso totalmente exterior en todo su perímetro, con unas vistas panorámicas de madrid. Ubicado en una planta alta sin ...;40.437989221;-3.689627648
700.000 €;Piso en Avenida de Bruselas, 62;/comprar/piso-guindalera28028-40913479644_992099/;Guindalera (Distrito Salamanca. Madrid Capital);4 habs.;2 baños;166 m²;3ª planta;Espectacular vivienda de 166m² construidos, según catastro,  orientación sureste y vistas a una hermosa zona arbolada, lo que le p...;40.43994194295763;-3.662700907940525
499.000 €;Piso en calle de Francisco Silvela;/comprar/piso-guindalera28028-35081171258_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;91 m²;6ª planta;"Piso en venta en la zona de francisco silvela con diego de león. 

Con una ubicación privilegiada, este inmueble cuenta con 1 dorm...";40.4351183;-3.674661
724.900 €;Ático en calle de Palos de la Frontera;/comprar/atico-palos_de_moguer28045-38354107516_101800/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);3 habs.;1 baño;92 m²;;"""casas y más vende, magnifico ático muy luminoso, compuesto por 3 dormitorios, 1 baño y amplia terraza con vistas maravillosas, co...";40.4033427;-3.6961957
300.000 €;Piso en calle de Alcalá;/comprar/piso-san_blas_canillejas28027-39256389941_525909/;Canillejas (Distrito San Blas. Madrid Capital);3 habs.;2 baños;101 m²;2ª planta;"Para reforma integral.
Vivienda de 101m exterior ubicada en la calle alcalá 468. Consta de dos habitaciones, salón, cocina y terra...";40.4397193;-3.6325492
640.000 €;Piso en calle del Cardenal Belluga;/comprar/piso-guindalera28028-37511118368_440000/;Guindalera (Distrito Salamanca. Madrid Capital);3 habs.;2 baños;138 m²;2ª planta;Moderna y luminosa vivienda exterior (en esquina o chaflán) recientemente reformada, con una superficie catastral total de 138 m² ...;40.4310131;-3.6653235
