precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
7.300.000 €;Piso en Chamberi;/comprar/piso-chamberi_almagro28046-38384686527_101800/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;5 baños;672 m²;7ª planta;"Engel&Völkers tiene el placer de presentarles este exclusivo piso con una ubicación única en el Paseo de la Castellana. Se trata de una planta alta por lo que goza de vistas extraordinarias y una luz increíble.
Este piso dispone de una planta de 478m2, siendo todas las estancias de dimensiones más que generosas. Esta propiedad ha sido reformada integralmente cuidando hasta el último detalle, desde su distribución, hasta la elección de materiales. Se han creado grandes espacios comunicados entre si sin sacrificar la privacidad.
Gracias a su distribución es una residencia ideal para recibir invitados al disponer de un área social espectacular pero a la vez es un piso muy funcional en la vida cotidiana.
Al entrar nos encontramos un hall de entrada impresionante con armarios empotrados, un elegante aseo de cortesía, así como un pequeño invernadero. A la derecha se encuentran tres espacios comunicados entre sí que corresponden al salón, sala de estar con chimenea y despacho, todas las estancias con vistas al paseo .
A la izquierda accedemos a un gran comedor con cocina de apoyo oculta en armarios. El comedor da paso a una gran cocina con isla central dotada de todos los electrodomésticos de alta gama, bonita terraza, sala de lavado y cuarto de servicio con baño en suite. 
La zona de día está perfectamente diferenciada de la de noche donde nos encontramos tres dormitorios: el principal dispone de enorme vestidor y baño en suite con bañera y ducha así como doble lavabo. El segundo dormitorio también cuenta con vestidor y baño en suite. Por último, el tercer dormitorio está provisto de grandes armarios empotrados y tiene baño en suite.
Dispone de plaza de garaje en finca con acceso directo, trastero y servicio de portería
Sin duda se trata de una de las propiedades más elegantes y exclusivas de Madrid.
Esta propiedad está ubicada en la mejor zona del barrio de Almagro, muy próximo a la Glorieta de Rubén Darío, dentro del madrileño distrito de Chamberí. Es actualmente junto con otros barrios como Justicia o Recoletos, una de las zonas residenciales más demandadas. En este barrio destaca el denominado triángulo de oro, comprendido por la calle Génova, Almagro y Castellana. En el barrio de Almagro, destacan las numerosas embajadas, fundaciones y galerías de arte. Hablar de este barrio es hablar de exclusividad, prestigio y seguridad. Históricamente conocido por albergar las residencias más señoriales de la capital, esta reducida zona dispone de todos los servicios e infraestructuras imaginables. Alberga también diversas embajadas, organismos oficiales y numerosas galerías de arte. En concreto esta propiedad se ubica de forma estratégica, ya que disfruta de todas las comodidades del barrio de Chamberí, y está a dos pasos de la calle Ortega y Gasset. También tenemos el barrio de Justicia y Recoletos cercanos. Barrios con exclusivas firmas internacionales y con restauración de alta calidad. La propiedad se encuentra cercana a vías principales como Paseo de la Castellana, Almagro o plazas como la de Colón y la Plaza de la Villa de Paris, haciendo su ubicación un lugar estratégico dentro de la Capital.";40,4363906;-3,6905054
889.000 €;Piso en Centro;/comprar/piso-universidad_malasana28004-39220649316_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 habs.;3 baños;117 m²;2ª planta;"Bienvenido a este espectacular piso exterior moderno de 87m2,   totalmente reformado realizado por el estudio de arquitectura Arctempus, situado en C/ Corredera Baja de San Pablo 13. Está totalmente amueblado con muebles de diseño hechos a medida, acabados en madera y una excelente iluminación mediante luces LED.

Con un diseño moderno y luminoso, este hogar cuenta con tres amplias habitaciones y tres elegantes baños, incluyendo uno en la suite principal y un vestidor para una experiencia de lujo. Disfruta de la comodidad y el estilo en cada rincón, con una distribución inteligente que maximiza el espacio y la luz natural. La cocina totalmente equipada es un sueño para los amantes de la gastronomía, mientras que el salón, luminoso y funcional, ofrece un espacio cálido y acogedor para relajarte o recibir a tus invitados. Además, la ubicación privilegiada garantiza fácil acceso a servicios, transporte y actividades urbanas. Vive la vida moderna en su máxima expresión en este impresionante piso.
Universidad es un lugar único e increíblemente diverso. Ofrece toda las comodidades de la vida urbana, combinado con un ambiente pacífico. Está a poca distancia de una gran cantidad de tiendas, bares, restaurantes y otros servicios. También, hay muchas opciones de transporte, lo que lo hace ideal para familias y estudiantes. Adicionalmente, es un lugar seguro para vivir. 

Ofrece una amplia variedad de atracciones, desde impresionantes edificios históricos a parques tranquilos, plazas, mercados y locales de comida. Entre ellos, la Plaza de Santa María Soledad Torres Acosta, la Plaza del Dos de Mayo, el Palacio de Parcent, el Mercado de San Ildefonso, el Museo de Historia de Madrid y el Teatro Lara entre muchos otros. Espacios acogedores y entretenidos donde se puede pasar tiempo en familia o disfrutar de una velada romántica con tu pareja. 

Además, a 10 minutos andando se encuentra el centro de Madrid.  El centro se considera históricamente como el corazón de Madrid y es el lugar donde la cultura, la historia y el entretenimiento se funden.  También, se encuentran muchos edificios históricos, como el antiguo convento de las Descalzas Reales, y numerosos museos. El Centro de Madrid es el lugar perfecto para disfrutar de un paseo por sus calles, descubrir sus rincones y admirar sus monumentos.";40,4220016;-3,7057035
875.000 €;Apartamento en Valdebebas;/comprar/apartamento-valdebebas_valdefuentes28055-39225484366_101800/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);3 habs.;2 baños;134 m²;1ª planta;"Engel & Völkers presenta este fascinante piso en Valdebebas, ubicado en la prestigiosa calle María de las Mercedes de Borbón, dentro del vanguardista edificio ICON, con vistas panorámicas al exuberante parque forestal.
Esta residencia de tan sólo un año de antigüedad, con sus generosos 133 m2, fue reformada y personalizada de obra nueva consiguiendo así espacios más amplios y cómodos.
Se presenta con un impecable hall de entrada que anticipa la elegancia que te espera. El salón-comedor, inundado de luz gracias a su estratégica orientación sureste, se conecta con una terraza privada adornada por un exquisito jardín vertical y césped artificial.
La cocina, un reflejo de modernidad y luminosidad, comparte la misma orientación del salón y se abre a la terraza. Equipada con electrodomésticos de alta gama de Siemens, cuenta con una vinoteca de diseño y un ingenioso espacio de almacenamiento que combina funcionalidad y estilo.
En el área de descanso, tres dormitorios diseñados con maestría te esperan. La suite principal, ofrece un baño privado con ducha de hidromasaje y un vestidor de ensueño. Los otros dos dormitorios, de 11 y 10.5 metros respectivamente, comparten un baño con puerta corredera y bañera. Todos los armarios, incluído el vestidor de la suite, se iluminan con sutiles luces LED al abrir sus puertas, creando un ambiente acogedor y práctico.
La tecnología de vanguardia se integra a la perfección en esta vivienda, con un sistema domótico que controla de forma independiente por cada estancia la iluminación, el suelo radiante y las persianas, tanto del salón como de las habitaciones. El aire acondicionado por conductos, gestionado de manera general, garantiza un ambiente perfecto en toda la casa. La ventilación individual con recuperación de calor (SIBER) y la eficiente caldera comunitaria de condensación de gas natural elevan aún más el nivel de comodidad y sostenibilidad.
Como complemento perfecto, el precio incluye dos amplias plazas de garaje y un trastero.
Las zonas comunes del edificio ofrecen un abanico de comodidades, desde jardines y parques infantiles hasta una piscina para adultos y otra para niños. Mantente en forma en el gimnasio totalmente equipado, relájate en la sala de yoga o en la sauna con vestuario y ducha. La diversión continúa con un rocódromo, mesas de ping-pong y futbolín, y una sala comunitaria para celebrar cumpleaños o fiestas. Para los amantes del trabajo remoto, el gastrobar con mesas dedicadas para teletrabajo y reuniones es el lugar perfecto. La gestión de paquetería es fácil gracias a las taquillas electrónicas, y la seguridad está garantizada con portales de acceso con llave electrónica y servicio de portero en la entrada.
¡Esta propiedad no es sólo una casa, es una experiencia de vida excepcional que te está esperando!
Descubre la Elegante Distinción de Valdebebas en Madrid

Valdebebas, un enclave privilegiado en el corazón de Madrid, es sinónimo de exclusividad, estilo de vida moderno y lujo. Esta comunidad residencial única combina lo mejor de la ciudad y la naturaleza, ofreciendo a sus residentes un entorno excepcional para vivir, trabajar y disfrutar.

Características Destacadas:

Ubicación Inmejorable: Valdebebas goza de una ubicación estratégica en el norte de Madrid.
Con acceso directo a importantes vías de comunicación, el aeropuerto Adolfo Suárez Madrid-Barajas y el recinto ferial IFEMA están a un paso. 
Además, la estación de tren Valdebebas conecta con el centro de la ciudad en minutos.

Amplios Espacios Verdes: Valdebebas es conocida por sus amplias zonas verdes y espacios naturales, incluyendo el impresionante Parque Forestal de Valdebebas. Aquí, puedes disfrutar de caminatas, deportes al aire libre y momentos de tranquilidad en medio de la naturaleza.

Comodidades Modernas: Esta zona cuenta con una variada oferta de servicios, desde escuelas de renombre hasta restaurantes de alta cocina. También ofrece acceso a instalaciones deportivas de primer nivel, instalaciones educativas de calidad y una variedad de opciones de entretenimiento.

Conectividad: Valdebebas es un lugar perfecto para aquellos que buscan una vida activa y dinámica. Ya sea en bicicleta, en coche o en transporte público, llegar a cualquier parte de Madrid es rápido y sencillo.

Seguridad y Privacidad: Valdebebas es una zona residencial muy tranquila, donde todas las comunidades cuentan con seguridad las 24 horas, lo que garantiza tranquilidad y bienestar para todos sus residentes.

Vivir en Valdebebas es una experiencia inigualable, donde la belleza natural se fusiona con la comodidad de la vida moderna. Esta es la oportunidad de formar parte de una comunidad exclusiva que valora la calidad de vida y el bienestar de sus residentes.
Si estás buscando la casa de tus sueños en Valdebebas, no busques más. Contacta con Laura Perelló, consultora inmobiliaria de Engel and Voelkers, para conocer más sobre esta increíble propiedad y descubrir la magia de Valdebebas en Madrid.";40,49368;-3,6204568
141.000 €;Piso en calle de Tenerife;/comprar/piso-bellas_vistas28039-41763274574_998937/;Bellas Vistas (Distrito Tetuán. Madrid Capital);2 habs.;1 baño;33 m²;Bajo;"Ingesul vende

Piso en planta baja de un edificio sin ascensor, de 33,13 m² útiles distribuido en recibidor, salón y cocina abiert...";40.4523065;-3.7060844
400.000 €;Piso en calle del Doctor Fourquet;/comprar/piso-centro_embajadores_lavapies28012-39251798547_440000/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);3 habs.;1 baño;75 m²;3ª planta;"Piso en venta en la zona de lavapiés - museo reina sofía. 

Tiene una superficie útil de 65 m², es muy luminoso y cuenta con una t...";40.4076067;-3.6967772
339.000 €;Piso en Avenida de Portugal;/comprar/piso-puerta_del_angel-40841709773_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);3 habs.;2 baños;95 m²;3ª planta;"La casa agency pone a su disposición espectacular, tercera planta, reformada, con vistas a la casa de campo.

El inmueble de distr...";40.410279;-3.7390194
5.500.000 €;Piso en calle de Alfonso XII;/comprar/piso-jeronimos28014-40868730015_100500/;Jerónimos (Distrito Retiro. Madrid Capital);4 habs.;5 baños;264 m²;3ª planta;Boher gestión inmobiliaria, vende:  vivienda  singular, con tres balcones al emblemático parque del retiro y a la puerta de alcalá...;40.4177756;-3.6891756
315.000 €;Piso en calle de Eugenia de Montijo, nº 97;/comprar/piso-carabanchel_buenavista28044-89254531052_998115/;Buenavista (Distrito Carabanchel. Madrid Capital);3 habs.;3 baños;147 m²;1ª planta;Edificio estilo modéjar! Edificio singular. Orientación sur, luz todo el día. Edificio estilo modéjar, patio del mismo estilo de 5...;40.37453369082771;-3.7507807215484434
3.950.000 €;Piso en calle de Génova;/comprar/piso-justicia_chueca28004-39252724451_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);4 habs.;5 baños;304 m²;5ª planta;Boher gestión inmobiliaria, vende: magnífico piso en la calle génova, 5ª planta exterior, integramente reformado de diseño, cuenta...;40.4263688;-3.692777
795.000 €;Piso en Avenida de Menéndez Pelayo;/comprar/piso-ibiza28009-35903625464_101800/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;2 baños;105 m²;5ª planta;Se vende este magnífico piso de 105 m² en avenida de menéndez pelayo, en frente del parque del retiro, en un edificio representati...;40.418378109;-3.678870089
