precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
2.150 €/mes;Piso en Paseo de la Castellana;/alquilar/piso-castillejos28046-38402451777_101800/;Castillejos (Distrito Tetuán. Madrid Capital);1 hab.;1 baño;79 m²;"SOLO PARA EMPRESAS Y AUTÓNOMOS CON EMPRESA.
Piso de 79 m² con excelente ubicación en Castellana cuenta con un amplio dormitorio con armarios empotrados y baño en suite gran salón con vistas despejadas, cocina integrada y equipada con todos los electrodomésticos, también dispone de plaza de garaje en finca con portero físico, calefacción central con contadores individuales.
Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en ubicaciones como Salamanca, Chamberí, Chamartín, Pozuelo de Alarcón, en Madrid, y en Barcelona.
Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.";40,4638223;-3,6902385;
3.100 €/mes;Piso en Paseo del General Martínez Campos;/alquilar/piso-chamberi_almagro28010-35862740835_101800/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;2 baños;178 m²;"Oportunidad de vivir en una de las mejores calles del barrio de Chamberí en un ático con 67 m2 de terraza con orientación Norte.
La vivienda cuenta con un hall de entrada que da paso al baño de cortesía, que a su vez, esta en suite con la habitación principal. A continuación un salón de 46 m2 con la cocina integrada en el que se encuentra la salida a la fantástica terraza. Esta terraza consta de 2 ambientes diferenciados en los que colocar zona de estar y zona de barbacoa. Además cuenta con 2 habitaciones dando la segunda a la terraza y con baño también en suite. Los suelos son en parquet y la altura del techo en la vivienda esta en 2.70 m. Calefacción individual de gas natural y Aire acondicionado.
Finca exclusiva y clásica con servicio de portería y vigilancia 24 h. Ascensor y distintos accesos contando con parking en la finca para posible alquiler de plaza. 

Estupenda Ubicación, rodeado de todos los servicios, uno de los lugares de la capital más castizos, con gran actividad comercial y de entretenimiento, con buenas comunicaciones tanto de transporte privado como púbico.
Destaca su tranquilidad, magnífica arquitectura y la variedad de servicios, sus edificios gozan de especial interés gracias a su calidad arquitectónica y la belleza de sus fachadas, repleta de palacetes convertidos en centros de interés y entretenimiento.
Chamberí es un barrio residencial señorial con diversos puntos de interés cultural, como el Museo Sorolla, que ocupa una elegante casa del siglo XIX e incluye una galería de arte. Andén 0, que es una estación de metro cerrada en la que se alberga un museo del transporte. El escenario de los Teatros del Canal ofrece espectáculos de flamenco e importantes obras de teatro. En torno a la plaza de Olavide se ha creado una importante cultura de tomar tapas y alternar, y también hay que destacar el ambiente que posee la zona de Almagro. Además, destaca el Parque de Santander, favorito de deportistas por su pista de atletismo y canchas de fútbol.

Con VISITA SEGURA de Walter Haus podrás seguir alquilando y vendiendo tu piso con total seguridad. Nuestras viviendas y las visitas que realizamos están libres de Covid-19 gracias al protocolo que hemos desarrollado:
•Visitas Virtuales
•Desinfección con ozono
•Kit de seguridad
•Firma digital

Todo para que puedas seguir alquilando y vendiendo tu piso con total normalidad.

Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en ubicaciones como Salamanca, Chamberí, Chamartín, Pozuelo de Alarcón, en Madrid, y en Barcelona.

Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.";40,4348411;-3,6959733;8ª planta
950 €/mes;Estudio en calle de Dulce Chacón;/alquilar/estudio-virgen_del_cortijo_manoteras28050-39250957869_106000/;Virgen del Cortijo-Manoteras (Distrito Hortaleza. Madrid Capital);1 hab.;1 baño;50 m²;Inmoline, 91 616 32 20 y whatsapp 663 143 487.-  magnifico estudio, muy luminoso, en la zona norte de madrid, representativa de ca...;40.4859765;-3.6697228;
1.700 €/mes;Piso en calle Orense;/alquilar/piso-tetuan_cuatro_caminos28020-39253610014_513149/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);3 habs.;2 baños;128 m²;Magnifico piso en calle orense, exterior, luminoso y con maravillosa ubicación junto a una de las zonas comerciales l de madrid. R...;40.4615772;-3.693726;3ª planta
3.300 €/mes;Piso en calle de Claudio Coello, 75;/alquilar/piso-salamanca_castellana28001-38410343911_998173/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;3 baños;160 m²;Grupo interpres alquila en exclusiva este espectacular piso exterior y reformado en plena milla de oro. Cuenta con una superficie ...;40.429357362496475;-3.6861110042446796;6ª planta
2.800 €/mes;Piso en calle de Goya;/alquilar/piso-ibiza28009-39236354884_500635/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;2 baños;120 m²;Luxcasa ofrece excepcional vivienda de lujo en la calle de goya, totalmente amueblada y equipada, exterior, orientacion sur y ulti...;40.424763;-3.6716955;4ª planta
1.650 €/mes;Piso en calle de Segovia, 29;/alquilar/piso-centro_palacio28005-39207641765_106000/;Palacio (Distrito Centro. Madrid Capital);2 habs.;1 baño;66 m²;Nik inversión y gestión, les ofrece en alquiler esta fantástica vivienda en calle segovia a pocos metros del puente de segovia en ...;40.4138;-3.715177;2ª planta
2.200 €/mes;Apartamento en La Florida-Valdemarín-Aravaca;/alquilar/apartamento-moncloa_aravaca_el_plantio-72574149946_101600/;El Plantío (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;2 baños;70 m²;Urbanización la florida, aravaca, próximos a la avda. De valdemarín. Apartamentos en una de las zonas más exclusivas del noroeste ...;40.4670701;-3.8018599;
12.000 €/mes;Piso en calle de Fuencarral;/alquilar/piso-madrid_capital_centro-39191135292_523453/;Centro (Madrid Capital);4 habs.;4 baños;259 m²;Sumérgete en el estilo de vida urbano de madrid con este magnífico piso de alquiler en el corazón del distrito de chueca. Con 249...;40.424176;-3.7007739;3ª planta
3.950 €/mes;Casa en calle de Gloria Fuertes;/alquilar/casa-mirasierra_arroyo_del_fresno28049-34229386439_512757/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;4 baños;461 m²;"Alquiler de chalé adosado recien terminado de construir, de 4 plantas, en urbanización cerrada de 9 chalés, muy representativa.

S...";40.496206062;-3.724233484;
4.100 €/mes;Piso en Castellana;/alquilar/piso-salamanca_castellana28046-25864669701_515716/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;3 baños;300 m²;"""excelente oportunidad"". Piso para entrar a vivir. Lujo. Totalmente amueblado. Muy luminoso. 4 dormitorios, el principal en suite ...";40.427099;-3.690444;7ª planta
950 €/mes;Piso en calle de Bravo Murillo;/alquilar/piso-berruguete28020-39178231120_100200/;Berruguete (Distrito Tetuán. Madrid Capital);1 hab.;1 baño;36 m²;"Agencia inmobiliaria de madrid zona estrecho, berruguete tecnocasa oficina estrecho 2021 slu
En venta:vivienda situada en tercera ...";40.4566176;-3.7022522;2ª planta
1.030 €/mes;Apartamento en calle de Mantuano;/alquilar/apartamento-chamartin_ciudad_jardin28002-40041341298_100500/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);1 hab.;1 baño;50 m²;Disponible apartamento en alquiler recién reformado y listo para entrar a vivir. 1º planta totalmente exterior con mucha luz natur...;40.4483245;-3.6763099;1ª planta
1.750 €/mes;Piso en calle de la Sierra de Atapuerca, 62;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-39200174684_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;2 baños;180 m²;¡Estrena en alquiler! Fantástica promoción de viviendas de lujo. Pisos de tres amplias habitaciones con dos cuartos de baño. Dormi...;40.5079;-3.66424;2ª planta
1.800 €/mes;Piso en calle de Lazaga;/alquilar/piso-castillejos28020-36693689196_101000/;Castillejos (Distrito Tetuán. Madrid Capital);4 habs.;2 baños;125 m²;Sin amueblar. Fantástica vivienda en el corazón de castillejos. Recien pintado,suelos cambiados y electrodomesticos a estrenar ( l...;40.4577183;-3.698889;
1.000 €/mes;Piso en calle de Albarracín;/alquilar/piso-san_blas_simancas28037-40033354832_100500/;Simancas (Distrito San Blas. Madrid Capital);3 habs.;1 baño;68 m²;"Vohome propiedades suanzes/salvador/simancas alquila en exclusiva:

Acogedora vivienda de 3 dormitorios en recinto cerrado con con...";40.4351061;-3.6331822;1ª planta
1.900 €/mes;Ático en Ciudad Universitaria;/alquilar/atico-ciudad_universitaria28040-38422278016_100200/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;89 m²;Inmobiliaria en tetuán, berruguete - tecnocasa risico servicios inmobiliarios sl alquila espectacular piso formado por dos dormito...;40.4559334;-3.7169698;
4.500 €/mes;Ático en calle de Génova;/alquilar/atico-chamberi_almagro28004-30096805975_109300/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;3 baños;241 m²;De rojas servicios inmobiliarios, pone a su disposición en alquiler este fantástico ático situado en el corazón del barrio de cham...;40.42717074818356;-3.694480545865929;
1.200 €/mes;Piso en calle de Juan Bravo, 61;/alquilar/piso-lista_barrio28006-19181119103_100500/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;55 m²;"Se alquila piso de 2 dormitorios , salón-comedor, cocina totalmente equipada, baño con plato de ducha y ventana. 
 
 La vivienda...";40.4327;-3.67435;6ª planta
