precio;sub_descr;href;ubicacion;habitaciones;mt2;otros;latitude;longitude;banios;planta
170.000 €;Piso en calle del Acuerdo;/comprar/piso-universidad_malasana28015-40034199966_100200/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 habs.;54 m²;"Agencia inmobiliaria de madrid zona san bernardo - conde duque - malasaña oficina tecnocasa vende:
-vivienda en planta baja interi...";40.4277278;-3.7079729;;
210.000 €;Piso en calle de Pont de Molins;/comprar/piso-puente_de_vallecas_portazgo28038-41765984021_527714/;Portazgo (Distrito Puente de Vallecas. Madrid Capital);2 habs.;71 m²;Descubre la elegancia y comodidad en esta encantadora vivienda de 2 habitaciones con una superficie útil de 71 m². Este acogedor h...;40.3930819;-3.6444986;1 baño;6ª planta
141.000 €;Piso en calle de Tenerife;/comprar/piso-bellas_vistas28039-41763274574_998937/;Bellas Vistas (Distrito Tetuán. Madrid Capital);2 habs.;33 m²;"Ingesul vende

Piso en planta baja de un edificio sin ascensor, de 33,13 m² útiles distribuido en recibidor, salón y cocina abiert...";40.4523065;-3.7060844;1 baño;Bajo
179.000 €;Piso en calle de Silvio Abad;/comprar/piso-zofio28026-42509667327_520982/;Zofío (Distrito Usera. Madrid Capital);3 habs.;73 m²;Piso en venta en madrid zona usera, con 73m² de superficie y una acogedora terraza de 4m². Este luminoso inmueble cuenta con una h...;40.3808267;-3.7153736;1 baño;2ª planta
155.000 €;Piso en Numancia;/comprar/piso-numancia28038-36746277996_100500/;Numancia (Distrito Puente de Vallecas. Madrid Capital);2 habs.;57 m²;"Gespain activadades inmobiliarias vende en exclusiva,  piso con ascensor, formado por 2 habitaciones, salón, cocina, baño y aseo.
...";40.4032598;-3.6605519;2 baños;2ª planta
147.000 €;Piso en calle de Antonio Durán Tovar;/comprar/piso-puente_de_vallecas_portazgo28018-40865004566_996584/;Portazgo (Distrito Puente de Vallecas. Madrid Capital);3 habs.;55 m²;Se vende fantástico piso de 55m², 3 dormitorios, amplio salón, baño con plato de ducha y cocina luminosa. Gas natural. Vivienda pa...;40.3918104;-3.6618577;1 baño;1ª planta
525.000 €;Piso en calle de Narciso Serra;/comprar/piso-retiro_pacifico28007-40835213917_100500/;Pacífico (Distrito Retiro. Madrid Capital);3 habs.;129 m²;"Fantastica vivienda exterior a reformar con terraza en calle narciso serra al lado de la plaza de mariano de cavia.

En servifinca...";40.4059772;-3.6779561;2 baños;3ª planta
214.900 €;Piso en calle de Piqueñas;/comprar/piso-carabanchel_buenavista28044-40836468659_100500/;Buenavista (Distrito Carabanchel. Madrid Capital);3 habs.;75 m²;"Piso de esquina con doble orientación, totalmente exterior con mucha luminosidad.

Gespain las aguilas - carabanchel promociona pi...";40.3671029;-3.7609287;1 baño;2ª planta
245.000 €;Piso en calle del General Millán Astray, 37;/comprar/piso-las_aguilas28044-40894142122_100500/;Las Águilas (Distrito Latina. Madrid Capital);3 habs.;92 m²;Vivienda de esquina 3 dormitorios y 1 baño, con terraza y plaza de parking en una de las mejores zonas de águilas, junto a aluche ...;40.3761;-3.76566;1 baño;2ª planta
160.000 €;Piso en Paseo de Perales;/comprar/piso-puerta_del_angel-40897042626_518874/;Puerta del Ángel (Distrito Latina. Madrid Capital);2 habs.;55 m²;Masterpiso vende piso en paseo perales, puerta del ángel, madrid, bajo, 55m² construidos, 50m² útiles, 2 habitaciones, cocina inde...;40.4050786;-3.7385704;1 baño;Bajo
315.000 €;Piso en calle de Eugenia de Montijo, nº 97;/comprar/piso-carabanchel_buenavista28044-89254531052_998115/;Buenavista (Distrito Carabanchel. Madrid Capital);3 habs.;147 m²;Edificio estilo modéjar! Edificio singular. Orientación sur, luz todo el día. Edificio estilo modéjar, patio del mismo estilo de 5...;40.37453369082771;-3.7507807215484434;3 baños;1ª planta
199.000 €;Piso en calle de la Oca;/comprar/piso-carabanchel_vista_alegre28025-40066386800_100500/;Vista Alegre (Distrito Carabanchel. Madrid Capital);3 habs.;67 m²;Gespain aluche pone a la venta en exclusiva esta propiedad a escasos metros del metro de vista alegre( linea 5 ) y oporto (linea 6...;40.3895236;-3.7359266;1 baño;2ª planta
325.000 €;Piso en calle del Conde de Peñalver;/comprar/piso-lista_barrio28006-39206049363_100200/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;46 m²;"'agencia inmobiliaria de madrid - zona salamanca - estudio guindalera - francisco silvela - diego de león

Oficina tecnocasa vende...";40.4331129;-3.674803;;4ª planta
510.000 €;Piso en calle de Ferrer del Río;/comprar/piso-guindalera28028-40871731047_440000/;Guindalera (Distrito Salamanca. Madrid Capital);3 habs.;83 m²;"Piso en venta de 87 m²  ubicada a pocos metros de diego de león. 

El salón comedor cuenta con salida a una amplia terraza, mientr...";40.4343526;-3.6723022;1 baño;3ª planta
550.000 €;Piso en Ronda de Segovia;/comprar/piso-centro_palacio28005-41714532909_440000/;Palacio (Distrito Centro. Madrid Capital);3 habs.;112 m²;Magnífico piso totalmente reformado, con plaza de  garaje situado en pleno centro de la ciudad, en la zona palacio, concretamente ...;40.4085032;-3.715884;2 baños;1ª planta
377.700 €;Ático en calle de Nuestra Señora de los Dolores, 18;/comprar/atico-valdeacederas28039-4269208361_109700/;Valdeacederas (Distrito Tetuán. Madrid Capital);1 hab.;59 m²;Ático a. Ático en una finca de obra nueva de 59 m² de superficie construida y emplazado en la zona de madrid capital, posicionado ...;40.4663558;-3.7035008;1 baño;
230.000 €;Piso en calle de Arriaza;/comprar/piso-moncloa_aravaca_arguelles28008-42523690713_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;35 m²;"Agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa vende:
Vivienda ubicada en c/arriaza,...";40.4217514;-3.716188;1 baño;
900.000 €;Piso en calle de Florestán Aguilar;/comprar/piso-guindalera28028-39207499030_440000/;Guindalera (Distrito Salamanca. Madrid Capital);5 habs.;155 m²;Piso en venta en la zona de guindalera. Este amplio inmueble cuenta con un luminoso salón comedor que tiene acceso a una terraza c...;40.4309093;-3.66753;2 baños;5ª planta
980.000 €;Ático en calle de Caleruega, 79;/comprar/atico-costillares-1772946757_109700/;Costillares (Distrito Ciudad Lineal. Madrid Capital);2 habs.;123 m²;Ático B. Ático en una finca de obra nueva de 123 m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta 7. Está dispuesto en 2 habitaciones, 2 baños completos y terraza. Cuenta como extras ascensor, 2 garajes.;40,4833397;-3,6685473;2 baños;
169.000 €;Piso en Paseo de Perales;/comprar/piso-puerta_del_angel-40921975380_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);3 habs.;64 m²;"La casa agency pone a su disposición una vivienda exterior de 64m², ubicada en una segunda planta sin ascensor.

El piso se distri...";40.4051841;-3.7417263;1 baño;2ª planta
2.950.000 €;Piso en calle de Montalbán;/comprar/piso-jeronimos28014-37580930245_101800/;Jerónimos (Distrito Retiro. Madrid Capital);3 habs.;179 m²;Vivienda de 179 m² metros muy luminosa en una tercera planta exterior. En proceso de reforma, consta de 3 dormitorios en suite y u...;40.4178699;-3.6897572;4 baños;3ª planta
1.339.000 €;Piso en calle Jorge Juan;/comprar/piso-goya28009-40868437393_524350/;Goya (Distrito Salamanca. Madrid Capital);3 habs.;158 m²;"Oasis house les ofrece este bonito piso exterior a estrenar y amueblado en la calle jorge juan.
La vivienda se distribuye en un am...";40.423305255;-3.674897272;4 baños;1ª planta
1.680.000 €;Piso en calle de Serrano;/comprar/piso-salamanca_castellana28006-40090850168_101800/;Castellana (Distrito Salamanca. Madrid Capital);3 habs.;214 m²;Descubre esta magnífica propiedad situada en las proximidades del emblemático parque del retiro y la puerta de alcalá. Totalmente ...;40.4320866;-3.6865105;3 baños;
179.000 €;Piso en calle de Marcos de Orueta;/comprar/piso-fuencarral_el_pardo_la_paz28034-39177285311_517167/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;65 m²;"Vivienda de tres habitaciones en exlusiva zona del barrio de begoña 

Vivienda madrid ofrece en exclusiva vivienda de 65 m² para a...";40.4845367;-3.6859685;1 baño;Bajo
5.500.000 €;Piso en calle de Alfonso XII;/comprar/piso-jeronimos28014-40868730015_100500/;Jerónimos (Distrito Retiro. Madrid Capital);4 habs.;264 m²;Boher gestión inmobiliaria, vende:  vivienda  singular, con tres balcones al emblemático parque del retiro y a la puerta de alcalá...;40.4177756;-3.6891756;5 baños;3ª planta
226.000 €;Piso en calle de Pan y Toros;/comprar/piso-villaverde_los_angeles28041-42510988871_527256/;Los Ángeles (Distrito Villaverde. Madrid Capital);2 habs.;96 m²;Black house vende fantástica vivienda en una de las mejores zonas del barrio de la ciudad de los ángeles, con una ubicación inmejo...;40.3577937;-3.6943489;2 baños;4ª planta
275.000 €;Piso en calle de Santiago de Compostela;/comprar/piso-fuencarral_el_pardo_la_paz28034-40864940491_510380/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;87 m²;"Se vende vivienda en madrid junto al hospital universitario ramón y cajal situado en una planta 12. Ultima planta

El piso está co...";40.4849209;-3.6987704;1 baño;12ª planta
165.000 €;Piso en Vallecas;/comprar/piso-puente_de_vallecas_entrevias28053-40875029719_109300/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);3 habs.;75 m²;"Se vende piso totalmente reformado en entrevias,&nbsp; junto al parque de la ronda del sur. 
Se distribuye en 3 dormitorios, baño ...";40.3790318;-3.6782178;1 baño;
310.000 €;Piso en calle del Conde de Peñalver, 60;/comprar/piso-lista_barrio28006-39183060147_100500/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;53 m²;Agencia inmobiliaria ds realtors te ofrece, sin honorarios al comprador, esta vivienda localizada en lista, en calle conde de peña...;40.4309;-3.67483;1 baño;Sótano
165.000 €;Piso en calle de Zaida;/comprar/piso-carabanchel_san_isidro28019-41721530537_518874/;San Isidro (Distrito Carabanchel. Madrid Capital);2 habs.;66 m²;Masterpiso vende piso en c/ zaida, san isidro, madrid, 4ª planta exterior y luminoso, sin ascensor, 66 m² (64m² útiles) 2 dormitor...;40.3982081;-3.7338429;1 baño;4ª planta
226.900 €;Piso en calle de Illescas;/comprar/piso-latina_aluche28024-40870201011_100500/;Aluche (Distrito Latina. Madrid Capital);3 habs.;80 m²;Gespain aluche-campamento pone a la venta en exclusiva esta magnifica vivienda , en una de las zonas mas solicitadas de aluche,jun...;40.3933165;-3.7606869;1 baño;3ª planta
152.500 €;Piso en calle de Santurce;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-35095271167_994867/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);2 habs.;59 m²;"Inmogar ofrece esta vivienda en quinta planta sin ascensor. 
Consta de dos dormitorios y un baño.
Dos terrazas.
Calefacción indivi...";40.4276218;-3.6344732;1 baño;5ª planta
330.000 €;Piso en calle de Sánchez Barcáiztegui;/comprar/piso-retiro_pacifico28007-40876888974_100500/;Pacífico (Distrito Retiro. Madrid Capital);3 habs.;76 m²;¡Síguenos en nuestras redes sociales y sé el primero en conocer nuestras novedades en alquiler y venta! Instagram: @servifincasmad...;40.4032455;-3.6754428;1 baño;3ª planta
795.000 €;Piso en calle del General Ibáñez de Ibero;/comprar/piso-chamberi_vallehermoso28003-41706406887_527809/;Vallehermoso (Distrito Chamberí. Madrid Capital);3 habs.;157 m²;Descubre el hogar de tus sueños en el vibrante barrio de vallehermoso, dentro del distrito de chamberí, junto al hermoso parque de...;40.4449407;-3.7103399;3 baños;7ª planta
1.380.000 €;Ático en calle Jorge Juan;/comprar/atico-goya28009-38333930782_101800/;Goya (Distrito Salamanca. Madrid Capital);4 habs.;148 m²;Se vende ático exterior reformado en jorge juan, una de las calles más exclusivas del barrio de salamanca con una espaciosa terraz...;40.423305255;-3.674897272;2 baños;
390.000 €;Piso en calle del Doctor Fourquet;/comprar/piso-centro_embajadores_lavapies28012-39251798547_440000/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);3 habs.;75 m²;"Piso en venta en la zona de lavapiés - museo reina sofía. 

Tiene una superficie útil de 65 m², es muy luminoso y cuenta con una t...";40.4076067;-3.6967772;1 baño;3ª planta
189.000 €;Piso en San Andres;/comprar/piso-villaverde_san_andres28021-41713622515_100500/;San Andrés (Distrito Villaverde. Madrid Capital);3 habs.;76 m²;Dicen que vale más una imagen que mil palabras, aquí te dejamos las de un piso recientemente reformado (  incluida fontaneria, el...;40.3436571;-3.7145303;1 baño;4ª planta
415.000 €;Piso en calle de Menorca, 23;/comprar/piso-ibiza28009-41677537739_100500/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;76 m²;Agencia inmobiliaria ds realtors te ofrece, sin honorarios para el comprador, esta vivienda recién reformado, ideal para rentabili...;40.4196;-3.67673;1 baño;Bajo
560.000 €;Piso en Pinar del Rey;/comprar/piso-piovera28043-35842126674_102100/;Piovera (Distrito Hortaleza. Madrid Capital);3 habs.;121 m²;Excelente opción frente a la parada de metro de pinar del rey y junto al centro comercial gran vía de hortaleza. En finca moderna ...;40.4569602;-3.6406856;2 baños;
190.000 €;Piso en calle de Arcos de Jalón;/comprar/piso-arcos28037-23413872187_100500/;Arcos (Distrito San Blas. Madrid Capital);3 habs.;90 m²;"San blas – arcos

Piso de 90 m² de 3 habitaciones exteriores dobles, es decir muy luminosas.
Además, tiene una habitación sencilla...";40.4236416;-3.6164766;1 baño;1ª planta
289.000 €;Piso en calle de Carrero Juan Ramón;/comprar/piso-madrid_capital_zona_urbana-40837696813_516943/;Madrid Capital;4 habs.;120 m²;"Tu nueva casa pone a la venta este amplio inmueble ubicado en calle de carrero juan ramón, situado en el distrito de carabanchel.
...";40.3793288;-3.7289062;2 baños;2ª planta
259.000 €;Piso en calle de Telémaco;/comprar/piso-san_blas_salvador28027-41673803733_100500/;Salvador (Distrito San Blas. Madrid Capital);2 habs.;68 m²;"Vohome propiedades suances/salvador/simancas ofrece piso en venta en salvador.

Este hermoso piso se distribuye en amplio recibido...";40.4474648;-3.6440379;1 baño;2ª planta
440.000 €;Piso en calle del Pilar de Zaragoza;/comprar/piso-guindalera28028-40908557191_440000/;Guindalera (Distrito Salamanca. Madrid Capital);3 habs.;78 m²;Vivienda exterior  con mucho sol en una ubicación privilegiada de guindalera, en la misma calle de pilar de zaragoza a escasos met...;40.4361518;-3.6717736;1 baño;1ª planta
2.400.000 €;Piso en Castellana;/comprar/piso-salamanca_castellana28006-39265130436_108500/;Castellana (Distrito Salamanca. Madrid Capital);3 habs.;192 m²;Colaboramos con otras agencias. Madin inmobiliaria – interiorismo ofrece en venta maravilloso piso recién reformado en la calle cl...;40.4312038;-3.6855738;4 baños;
3.250.000 €;Piso en calle de María de Molina;/comprar/piso-chamartin_el_viso28006-39180480477_101800/;El Viso (Distrito Chamartín. Madrid Capital);5 habs.;340 m²;Espectacular piso totalmente exterior en todo su perímetro, con unas vistas panorámicas de madrid. Ubicado en una planta alta sin ...;40.437989221;-3.689627648;4 baños;11ª planta
1.080.000 €;Ático en Costillares;/comprar/atico-pinar_del_rey28033-38346518268_102100/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);4 habs.;200 m²;Gilmar consulting inmobiliario-arturo soria ofrece este magnífico atico de 4 dormitorios con una superficie de 200 metros cuadrado...;40.4685314;-3.6539685;2 baños;
1.350.000 €;Piso en Avenida del General Perón;/comprar/piso-tetuan_cuatro_caminos28020-31764108017_100200/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);4 habs.;310 m²;"Agencia inmobiliaria de madrid zona tetuán, cuatro caminos tecnocasa oficina infanta mercedes vende piso en av/ general peron.

 E...";40.452266408;-3.69513459;3 baños;
395.000 €;Piso en Paseo de los Pontones;/comprar/piso-acacias28005-40840701710_993204/;Acacias (Distrito Arganzuela. Madrid Capital);2 habs.;72 m²;¡Bienvenido! En esta ocasión, inmobiliaria los berrocales tiene el placer de presentar un acogedor piso en venta en una de las zon...;40.404647;-3.7154069;1 baño;5ª planta
590.000 €;Piso en Travesía de las Pozas;/comprar/piso-universidad_malasana28004-5015113295_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 habs.;120 m²;"""casas y más vende estupenda vivienda, actualmente  gestionándose como vivienda turística, ya que cumple todos los requisitos lega...";40.4250733;-3.7067881;2 baños;
795.000 €;Piso en calle Joaquín Lorenzo;/comprar/piso-penagrande28035-40071244043_109700/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;76 m²;Piso en un edificio de obra nueva de 76 m2 de superficie construida y ubicado en la zona de Madrid Capital. Está distribuido en 3 habitaciones y terraza. Ofrece como acabados armarios empotrados 2 habitaciones.;40,4745856;-3,7284576;2 baños;
245.000 €;Piso en calle de Antonio de Leyva;/comprar/piso-carabanchel_comillas28019-34180995810_101800/;Comillas (Distrito Carabanchel. Madrid Capital);2 habs.;75 m²;Fantástico piso en venta en la zona de plaza elíptica. Con 2 habitaciones (antes 3), este inmueble destaca por su luminosidad y bu...;40.3907144;-3.7155149;1 baño;3ª planta
4.975.000 €;Piso en Centro;/comprar/piso-justicia_chueca28004-40925823101_109300/;Justicia-Chueca (Distrito Centro. Madrid Capital);4 habs.;408 m²;"Les presentamos un espectacular ático en el barrio de justicia.
Una impresionante vivienda de 408 metros cuadrados, y con una terr...";40.4270876;-3.6974353;6 baños;
275.000 €;Piso en calle Ezquiel Solana;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-31707120371_100500/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);3 habs.;75 m²;¡Tu nuevo hogar te espera en pleno corazón de madrid, en la zona de ciudad lineal! Este espacioso piso de 75.00 m² ofrece un dise...;40.432332499;-3.646203662;2 baños;1ª planta
240.000 €;Ático en Puente de Vallecas;/comprar/atico-puente_de_vallecas_entrevias28053-41692217059_102100/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);2 habs.;100 m²;Ático luminoso con impresionantes vistas. Consta de 100 m² con salón independiente, 2 dormitorios, 1 baño, una terraza de 12 metro...;40.3643598;-3.6745052;1 baño;
429.000 €;Piso en calle de la Esperanza;/comprar/piso-centro_embajadores_lavapies28012-41672732074_100200/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 habs.;76 m²;"'agencia inmobiliaria de madrid zona antón martín - lavapiés - las cortes - reina sofía oficina tecnocasa

¡Vende! Excelente inmue...";40.4102517;-3.7000193;2 baños;1ª planta
1.195.000 €;Ático en calle de San Bernardo, 5;/comprar/atico-centro_palacio28013-36721902019_100500/;Palacio (Distrito Centro. Madrid Capital);2 habs.;171 m²;"Hola, ¿Cómo estas?
Hoy te ofrecemos un inmueble singular. Lugar donde celebrar la comodidad urbana, la familia, la moda, el lujo, ...";40.4211;-3.70827;1 baño;
143.000 €;Piso en calle de Zaratán;/comprar/piso-san_blas_simancas28037-40002718336_100500/;Simancas (Distrito San Blas. Madrid Capital);2 habs.;50 m²;Vohome propiedades simancas/julián camarillo/salvador vende en simancas piso en cuarta planta con ascensor frente a metro simancas...;40.4287028;-3.6257452;1 baño;4ª planta
217.000 €;Piso en Centro;/comprar/piso-legazpi_barrio28045-41765124068_105700/;Legazpi (Distrito Arganzuela. Madrid Capital);2 habs.;31 m²;"Globalpiso vende - fantástica vivienda situada en calle cruz verde, cerca a gran vía.
Se sitúa en una cuarta planta, muy luminosa ...";40.424146;-3.7070048;1 baño;4ª planta
345.000 €;Piso en Travesía de Ronda;/comprar/piso-san_blas_rosas28022-37571121895_519604/;Rosas (Distrito San Blas. Madrid Capital);4 habs.;102 m²;Redpiso vende vivienda de 4 dormitorios, amplio y luminoso salón (gracias a su orientación, sur, y a su gran ventanal hacia la ter...;40.4323711;-3.6086419;2 baños;2ª planta
670.000 €;Piso en calle de la Infanta Mercedes, 58;/comprar/piso-castillejos28020-38402264507_101000/;Castillejos (Distrito Tetuán. Madrid Capital);3 habs.;125 m²;Fantástica vivienda ubicada en planta alta, lo que hace que la luz sea muy importante en todas las estancias, con portal represent...;40.4596452;-3.6965591;2 baños;
210.000 €;Piso en Media Legua;/comprar/piso-moratalaz_media_legua28030-42551663668_100200/;Media Legua (Distrito Moratalaz. Madrid Capital);3 habs.;73 m²;Agencia inmobiliaria de madrid zona marroquina - vinateros - moratalaz perteneciente al grupo tecnocasa, con más de 30 años en esp...;40.4075338;-3.6586396;1 baño;2ª planta
980.000 €;Ático en calle de Caleruega, 79;/comprar/atico-costillares-1772946757_109700/;Costillares (Distrito Ciudad Lineal. Madrid Capital);2 habs.;123 m²;Ático b. Ático en una finca de obra nueva de 123 m² de superficie construida y emplazado en la zona de madrid capital, posicionado...;40.4833397;-3.6685473;2 baños;
350.000 €;Piso en calle de la Galera;/comprar/piso-alameda_de_osuna_barrio-40889600317_106000/;Alameda de Osuna (Distrito Barajas. Madrid Capital);3 habs.;94 m²;"Inmofacil.com ***vende***piso en alameda de osuna en zona residencial.
(gastos de agencia  incluidos)

 Vivienda exterior,  de 94 ...";40.4541224;-3.5900785;2 baños;Bajo
155.000 €;Piso en calle del Pico de la Maliciosa;/comprar/piso-numancia28038-38360322353_101800/;Numancia (Distrito Puente de Vallecas. Madrid Capital);3 habs.;67 m²;"Alpha artilleros vende en exclusiva fantástica vivienda.

¡No pierdas la oportunidad de adquirir este magnífico piso en venta! Con...";40.3934304;-3.6570658;1 baño;
1.948.000 €;Casa en calle Zugazarte, 15;/comprar/casa-moncloa_aravaca_el_plantio-33379789162_101800/;El Plantío (Distrito Moncloa-Aravaca. Madrid Capital);5 habs.;595 m²;"Civitas inmobiliaria vende chalet en la florida.

La vivienda cuenta con un total de 595 m² construidos, de los cuales útiles 460 ...";40.4728;-3.81878;6 baños;
220.000 €;Estudio en calle de Velarde;/comprar/estudio-universidad_malasana28004-38371491716_440000/;Universidad-Malasaña (Distrito Centro. Madrid Capital);;33 m²;Moderno y luminoso estudio con una superficie total de 33 m² y una fantástica distribución con dimensiones de apartamento, que per...;40.4269207;-3.7035325;1 baño;
420.000 €;Piso en calle de San Bernardo, 38;/comprar/piso-universidad_malasana28015-37536301856_994129/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;46 m²;"Remax alpha pone a la venta un exclusivo apartamento en el centro de madrid. Completamente reformado, a estrenar. 
Situado en la c...";40.423913406302525;-3.707392093325471;1 baño;4ª planta
849.000 €;Piso en calle de Diego de León;/comprar/piso-lista_barrio28006-38369370565_100500/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;83 m²;Inmueble totalmente reformado por el estudio de arquitectura arctempus. Ubicado en la sexta planta de la calle diego de león con g...;40.4347598;-3.6759466;2 baños;6ª planta
265.000 €;Piso en calle de Luis Villa, 3;/comprar/piso-goya28009-40016310500_100500/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;45 m²;Si estas pensando en vivir en el centro de madrid o invertir en un inmueble enfocado a alquilarlo en el que obtendrás una alta ren...;40.4259;-3.66934;1 baño;Bajo
1.750.000 €;Piso en Prosperidad;/comprar/piso-chamartin_ciudad_jardin28002-38390196137_102100/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);3 habs.;236 m²;Gilmar presenta en exclusiva piso totalmente reformado con los mejores materiales de construcción en el emblemático edificio de to...;40.4520936;-3.6701558;3 baños;
199.000 €;Piso en calle de Arriaga;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-41668264552_108900/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);3 habs.;64 m²;"Vivienda madrid vende en exclusiva en la calle arriaga

Piso en 5ta planta totalmente exterior, con ascensor, muy luminoso y con b...";40.42523;-3.6412423;1 baño;
469.000 €;Piso en calle de Maldonado;/comprar/piso-lista_barrio28006-39198715801_100200/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;87 m²;"'agencia inmobiliaria de madrid - zona salamanca - estudio guindalera - francisco silvela - diego de león

Oficina tecnocasa vende...";40.4336834;-3.6768071;;1ª planta
6.400.000 €;Piso en Almagro;/comprar/piso-fuencarral_el_pardo_valverde28046-37595993029_102100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;672 m²;Piso en almagro de 672 m², 4 dormitorios, 5 baños, cocina, exterior, muy luminoso, orientación este y salón independiente  caracte...;40.4842607;-3.6852766;5 baños;
795.000 €;Piso en calle Joaquín Lorenzo;/comprar/piso-penagrande28035-40071244043_109700/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;76 m²;Piso en un edificio de obra nueva de 76 m² de superficie construida y ubicado en la zona de madrid capital. Está distribuido en 3 ...;40.4745856;-3.7284576;2 baños;
2.200.000 €;Piso en calle del General Arrando;/comprar/piso-chamberi_almagro28010-41760490269_524350/;Almagro (Distrito Chamberí. Madrid Capital);3 habs.;177 m²;"Oasis house les ofrece este maravilloso piso a estrenar de lujo en el barrio de almagro.
La vivienda esta en proceso de reforma y ...";40.431644;-3.6949285;4 baños;3ª planta
1.295.000 €;Ático en Ciudad Lineal;/comprar/atico-san_blas_canillejas28022-38360075710_100500/;Canillejas (Distrito San Blas. Madrid Capital);6 habs.;239 m²;Espectacular duplex con un diseño moderno en un edificio de 4 viviendas exclusivas de 235 m² con piscina comunitaria , 2 plazas de...;40.4477704;-3.6135089;4 baños;
620.000 €;Piso en calle del Cardenal Belluga;/comprar/piso-guindalera28028-37511118368_440000/;Guindalera (Distrito Salamanca. Madrid Capital);3 habs.;138 m²;Moderna y luminosa vivienda exterior (en esquina o chaflán) recientemente reformada, con una superficie catastral total de 138 m² ...;40.4310131;-3.6653235;2 baños;2ª planta
1.495.000 €;Piso en Nueva España;/comprar/piso-nueva_espana28016-39221468027_102100/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;262 m²;Gilmar real estate viso-chamartín vende magnífico piso en la zona de pío xii. En concreto, son dos fincas registrales unidas.  Est...;40.45645;-3.6674302;3 baños;
398.000 €;Ático en calle de San Vicente Ferrer;/comprar/atico-universidad_malasana28004-41701631571_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;78 m²;"Boher gestión inmobiliaria: vende, exclusivo ático sin terraza en la calle san vicente ferrer, 78 metros, 4º ext. Sin ascensor.

E...";40.4257261;-3.7027626;1 baño;
495.000 €;Piso en Piovera;/comprar/piso-aeropuerto28042-40929436318_102100/;Aeropuerto (Distrito Barajas. Madrid Capital);2 habs.;170 m²;Gilmar consulting inmobiliario madrid, conde orgaz-campo de las naciones, comercializa en la mejor zona de palomas-piovera, este e...;40.45140969;-3.582894605;2 baños;
415.900 €;Dúplex en calle de Alfonso Fernández, 28;/comprar/duplex-carabanchel_buenavista28054-3939178860_109700/;Buenavista (Distrito Carabanchel. Madrid Capital);4 habs.;139 m²;P4 Bajo B. Dúplex en un inmueble de obra nueva de 139 m2 de superficie construida y situado en la zona de Madrid Capital. Está estructurado en 4 habitaciones, 3 baños completos y terraza de 12,33 m2. Aporta como extras ascensor, garaje y trastero.;40,3664189;-3,7556685;3 baños;
530.000 €;Piso en calle de Collado de la Mina;/comprar/piso-mirasierra_arroyo_del_fresno-29253648211_520609/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;152 m²;Gavac vende piso de 4 dormitorios, dos baños, amplísima plaza de garaje y trastero. En una urbanización privada, con piscina, zona...;40.4894218;-3.7178125;2 baños;Bajo
525.000 €;Piso en calle de Orión;/comprar/piso-casco_historico_de_barajas-41708956191_100500/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);4 habs.;147 m²;"Vohome propiedades barajas vende espectacular vivienda en urbanización.

¿Busca una vivienda de calidad, una vivienda cómoda, una ...";40.4760336;-3.579319;2 baños;2ª planta
