precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
1.900 €/mes;Piso en calle de Henri Dunant;/alquilar/piso-nueva_espana28036-41745089262_524350/;Nueva España (Distrito Chamartín. Madrid Capital);1 hab.;1 baño;75 m²;6ª planta;"Oasis House les presenta excepcional apartamento en alquiler desde el 1 de marzo
Disponibilidad para alquiler por meses
En perfecto estado, amueblado, muy luminoso y excepcionales vistas.

Distribución:
Salón-Comedor de 35 m2 con gran ventanal, luminoso y buenas vistas. Dispone de mesa de comedor con 4 sillas, Sofá-Cama de 1,80 metros y TV a estrenar.
Dormitorio muy amplio también exterior. Dispone de un baño de mármol travertino con Bañera de hidromasaje. Dispone de sábanas.
Cocina totalmente amueblada y equipada con Frigorífico combi, Lavadora, Lavavajillas, Placa vitrocerámica, Horno y Microondas, Cafetera, Tostadora, Vajilla. 

La vivienda dispone de aire acondicionado por Splits y excelente eficiencia energética, con muy buen aislamiento térmico.

Plazas de garaje disponibles (130 €/mes)
Fue construido por Nuevo Mundo.

La Finca tiene Conserjería 24 horas y servicio de seguridad, todos los días del año. 
La zona es ideal para vivir, tranquila, bien comunicada y con todos los servicios alrededor. Bancos, clínicas de belleza, peluquerías, supermercados, gimnasios, los mejores Restaurantes, etc. 

Excelentes comunicaciones, Metro de Cuzco (Línea 10) y Colombia (Línea 8 y 9), autobús 5, 11, 14, 27, 147, 150 Buses: 150, 11, 40, 14, 27, 5, 147,…..
Rápido acceso al Aeropuerto por Metro (Línea 8, Metro ""Colombia"", a escasos 20 minutos) y por la M-11.

Las condiciones son 2 meses Fianza + 1 mes de Agencia.

En Oasis House disponemos de:
- asesoramiento financiero para su crédito hipotecario gracias a nuestros acuerdos con los principales bancos
- servicio de reformas y de proyectos de interiorismo
- profesionales inmobiliarios con formación superior, para encontrarle la vivienda que busca en la zona!
- Certificados de eficiencia energética
- Le acompañamos en todo el proceso de la compra venta, hasta el notario para que disfrute de la mayor tranquilidad
- Experiencia, eficacia y seriedad

Disponemos de un amplio catálogo de viviendas que no publicamos en los portales inmobiliarios por deseo expreso de los propietarios. Pueden verlos accediendo a nuestra web www.theoasishouse.es";40,4600687;-3,6846495
1.900 €/mes;Piso en calle de Henri Dunant;/alquilar/piso-nueva_espana28036-41745089262_524350/;Nueva España (Distrito Chamartín. Madrid Capital);1 hab.;1 baño;75 m²;6ª planta;"Oasis house les presenta excepcional apartamento en alquiler desde el 1 de marzo
Disponibilidad para alquiler por meses
En perfect...";40.4600687;-3.6846495
1.000 €/mes;Piso en calle de Fundadores;/alquilar/piso-fuente_del_berro28028-865837337_100500/;Fuente del Berro (Distrito Salamanca. Madrid Capital);1 hab.;1 baño;50 m²;4ª planta;¡Síguenos en nuestras redes sociales y sé el primero en conocer nuestras novedades en alquiler y venta! Instagram: @servifincasmad...;40.424629;-3.6682907
2.300 €/mes;Ático en calle de San Epifanio;/alquilar/atico-imperial28005-10010439776_101800/;Imperial (Distrito Arganzuela. Madrid Capital);3 habs.;2 baños;98 m²;;Casas y más alquila magnífico ático en san epifanio, en la zona de paseo imperial, y muy cerca de la glorieta de pirámides, calle ...;40.400974;-3.7189962
2.500 €/mes;Piso en calle de Fuencarral, 74;/alquilar/piso-justicia_chueca28004-42544044363_527794/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;2 baños;94 m²;3ª planta;"Excelente oportunidad de alquiler para larga estancia.
Piso con 2 dormitorios, el principal con baño en suite y pequeño espacio ve...";40.42519;-3.7007356
1.100 €/mes;Apartamento en calle de Balmes, 1;/alquilar/apartamento-trafalgar28010-25043213229_101600/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;1 baño;40 m²;4ª planta;Apartamento de un dormitorio, cocina equipada con electrodomésticos, zona metro iglesia, muy centrico y buenas comunicaciones, en ...;40.4354;-3.7003
5.000 €/mes;Ático en calle de Serrano;/alquilar/atico-recoletos28001-41729125371_995410/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;2 baños;240 m²;;"Habitania les ofrece. Experimente el lujo, la elegancia y la comodidad en el hogar de sus sueños.

Les presentamos una verdadera j...";40.4263079;-3.6878956
1.800 €/mes;Piso en calle de Rafael de Riego;/alquilar/piso-palos_de_moguer28045-41737855119_101000/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);3 habs.;2 baños;90 m²;;Alquiler por meses !  Oportunidad! Alfa sierra norte, gestiona en exclusiva alquiler de temporada, por meses minimo 3 meses máximo...;40.4046378;-3.6919441
2.200 €/mes;Apartamento en La Florida-Valdemarín-Aravaca;/alquilar/apartamento-moncloa_aravaca_el_plantio-72574149946_101600/;El Plantío (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;2 baños;70 m²;;Urbanización la florida, aravaca, próximos a la avda. De valdemarín. Apartamentos en una de las zonas más exclusivas del noroeste ...;40.4672947;-3.8014291
1.350 €/mes;Piso en Paseo del Doctor Vallejo Nágera;/alquilar/piso-imperial28005-12541638202_101800/;Imperial (Distrito Arganzuela. Madrid Capital);1 hab.;1 baño;63 m²;3ª planta;Casas y más alquila estupendo apartamento vacío en urbanización privada, en la zona de pirámides, en el paseo doctor vallejo nájer...;40.4037406;-3.7150524
1.500 €/mes;Piso en calle de Sinesio Delgado;/alquilar/piso-tetuan_almenara28029-40857548919_280500/;Almenara (Distrito Tetuán. Madrid Capital);2 habs.;2 baños;89 m²;Bajo;Descubre tu nuevo hogar en este piso recién reformado, ubicado en la calle sinesio delgado, madrid, a solo una calle de las 5 torr...;40.4741192;-3.6882034
900 €/mes;Estudio en calle del Príncipe de Vergara, 89;/alquilar/estudio-salamanca_castellana28006-41673797348_992099/;Castellana (Distrito Salamanca. Madrid Capital);;1 baño;36 m²;;Bonito estudio completamente reformado a escasos cinco minutos a pie de las estaciones de metro avenida de américa y diego de león...;40.436436;-3.6794364
1.850 €/mes;Piso en calle del Alcalde Luis Silvela;/alquilar/piso-hortaleza_palomas28042-39228250349_995394/;Palomas (Distrito Hortaleza. Madrid Capital);3 habs.;2 baños;175 m²;2ª planta;Alameda de osuna, impresionante piso reformado de 175 m construidos, en urbanización privada con piscina, zonas verdes, conserje y...;40.4491513;-3.5992467
1.360 €/mes;Piso en calle de Felisa Pizarro;/alquilar/piso-penagrande28035-41726637531_101000/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);2 habs.;2 baños;72 m²;;Alquiler máximo de un año! Bonito piso de dos dormitorios, salón (amplio), cocina  (con todos los electrodomésticos) y dos baños, ...;40.4751804;-3.7294683
9.450 €/mes;Piso en Chamartin;/alquilar/piso-castilla28046-39259556371_109300/;Castilla (Distrito Chamartín. Madrid Capital);5 habs.;5 baños;575 m²;;Precioso piso en alquiler todo exterior de 5 dormitorios, 4 baños, un aseo, garaje y trastero en alquiler en pleno corazón del pas...;40.4288608;-3.690055
1.850 €/mes;Piso en Ciudad Jardin;/alquilar/piso-chamartin_ciudad_jardin28002-41742187672_100500/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);3 habs.;2 baños;143 m²;1ª planta;"Re/max unlimited te presenta un magnífico piso en alquiler.

¡Descubre este increíble piso en la calle sánchez pacheco, a solo uno...";40.4477905;-3.6718274
2.500 €/mes;Piso en calle de Ángel Muñoz;/alquilar/piso-san_juan_bautista28043-41713099037_500635/;San Juan Bautista (Distrito Ciudad Lineal. Madrid Capital);4 habs.;2 baños;180 m²;1ª planta;"Luxcasa alquila esplendida vivienda en la mejor zona de arturo soria, junto parada de metro y hospital hm nuevo belen.

Amplia viv...";40.4548928;-3.6561839
1.750 €/mes;Piso en calle de Maudes;/alquilar/piso-rios_rosas28003-40062356437_100500/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 habs.;1 baño;70 m²;1ª planta;"Este piso se encuentra en calle de maudes, madrid, madrid, situado en el distrito de chamberí.

Este piso se encuentra en calle de...";40.4453491;-3.7000929
1.700 €/mes;Piso en calle de la Ribera de Curtidores;/alquilar/piso-acacias28005-5077814527_101800/;Acacias (Distrito Arganzuela. Madrid Capital);2 habs.;2 baños;96 m²;5ª planta;Inmobiliaria casas y más, alquila precioso piso, completamente amueblado, de 2 dormitorios y 2 baños en ribera de curtidores con p...;40.4046798;-3.7069554
4.000 €/mes;Piso en calle de los Hermanos de Pablo;/alquilar/piso-concepcion-40056624320_526198/;Concepción (Distrito Ciudad Lineal. Madrid Capital);;2 baños;256 m²;Bajo;Se alquila local comercial en la calle hermanos de pablo 10, en el barrio de madrid. Este amplio local de 256 metros cuadrados de ...;40.4360322;-3.6447812
1.750 €/mes;Piso en Paseo de la Tierra de Melide;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-39200174684_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;2 baños;180 m²;2ª planta;¡Estrena en alquiler! Fantástica promoción de viviendas de lujo. Pisos de tres amplias habitaciones con dos cuartos de baño. Dormi...;40.5048899;-3.6608698
2.900 €/mes;Piso en calle de Andrés Torrejón;/alquilar/piso-jeronimos28014-41690792080_100500/;Jerónimos (Distrito Retiro. Madrid Capital);3 habs.;2 baños;199 m²;7ª planta;"Domum realty alquila: ¡Espectacular vivienda completamente reformada, muy cercana al parque del retiro!

** disponible para el 1 d...";40.4080101;-3.682517
