precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
2.600.000 €;Ático en calle del Abedul;/comprar/atico-nueva_espana28036-40834467086_101800/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;3 baños;486 m²;"Esta magnífica  vivienda en pleno barrio de Nueva España, cuenta con  cuatro dormitorios, dos de ellos en suite, tres baños y dos aseos , se completa con las impresionantes terrazas de las plantas ático y casetón. Cuenta con ascensor de uso exclusivo codificado y directo al interior de la vivienda que conecta además sus dos plantas principales. Los dormitorios se sitúan en la planta inferior, entre los que destaca el principal, con su especular ventanal curvo de suelo a techo en el esquinazo del edificio. La lujosa cocina y el inmenso salón-comedor se sitúan en la planta ático, expandiéndose éste hacia una terraza de casi 55 m2 que bordea sus dos frentes y a la que también se accede desde la cocina. El espacio exterior
se completa con una la terraza de más de 47 m2 situada en la planta superior. Su luminosidad, amplitud y las inmejorables vistas hacia las cuatro torres de la Castellana y hacia la sierra de Madrid, son atractivos que hacen única esta vivienda.
Calefacción y refrigeración por suelo radiante de agua caliente y fría, completo sistema de domótica.  Spa climatizado con jacuzzi, baño de vapor, vestuarios y aljibe en sótano, es un espacio único.
Estupenda ubicación, rodeado de todos los servicios y con muy buenas comunicaciones tanto en transporte privado como público. Entre sus puntos de interés se encuentran el Auditorio Nacional de Música, el Museo de Ciencias Naturales, el Museo de la Ciudad.

Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en ubicaciones como Salamanca, Chamberí, Chamartín, Pozuelo de Alarcón, en Madrid, y Eixample, Zona Alta, Poblenou y Diagonal Mar en Barcelona.

Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.";40,4653755;-3,6818396;
2.450.000 €;Piso en Nueva España;/comprar/piso-nueva_espana28036-30096319269_101800/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;3 baños;593 m²;"Ático en venta con terrazas, piscina y garaje en Nueva España

Esta magnífica vivienda, cuenta con cuatro dormitorios, dos de ellos en suite, tres baños y dos aseos, y con impresionantes terrazas de las plantas ático y casetón. Destaca el principal, con su especular ventanal curvo de suelo a techo en el esquinazo del edificio. La lujosa cocina y el inmenso salón-comedor se sitúan en la planta ático, expandiéndose éste hacia una terraza de casi 55 m2 que bordea sus dos frentes y a la que también se accede desde la cocina. El espacio exterior se completa con una la terraza de más de 47 m2 situada en la panta superior.
Su luminosidad, amplitud y las inmejorables vistas hacia las cuatro torres de la Castellana y hacia la sierra de Madrid, son atractivos que hacen única esta vivienda. El edificio cuenta con un ascensor comunitario y dos privados de gama alta. Calefacción y refrigeración por suelo radiante de agua caliente y fría, completo sistema de domótica, 

Spa climatizado con jacuzzi, baño de vapor, vestuarios y aljibe en sótano, es un espacio único.
Estupenda ubicación, en una de las mejores zonas de Madrid, rodeado de todos los servicios y con muy buenas comunicaciones tanto en transporte privado como público. Entre sus puntos de interés se encuentran el Auditorio Nacional de Música, el Museo de Ciencias Naturales, el Museo de la Ciudad.

Walter Haus Real Estate, somos un grupo inmobiliario de servicios personalizados con sede en las principales ciudades del país, con experiencia de más de 20 años y conocimiento profundo del sector en las zonas más exclusivas de Madrid, en Jose Ortega y Gasset 66, en el Barrio de Salamanca, en General Martínez Campos 13, en el Barrio de Chamberí, y en Paseo de la habana 66 en el Barrio de Chamartín, contamos con un dinámico equipo de profesionales con formación superior y experiencia en el asesoramiento personal, en constante formación. Nuestra larga trayectoria profesional nos permite ofrecer una excelente gestión y encon";40,4652456;-3,6819321;3ª planta
698.700 €;Piso en Valverde;/comprar/piso-fuencarral_el_pardo_valverde28034-40923908252_101800/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;4 baños;290 m²;"Estupenda casa independiente a estrenar en Tres Olivos -Valverde Fuencarral

En el pueblo de Fuencarral, nos encontramos con esta joya escondida, es una casa nueva a estrenar de 290 m2 con parking incluido. Equipada con las mejores calidades de construcción, y de última tecnología. Esta vivienda nos ofrece 4 amplios y luminosos dormitorios, todos con armarios empotrados de gran capacidad, dispone de 4 baños completos, salón comedor espacioso y lleno de luz, zona de juegos o multifuncional en la planta baja, y una moderna y súper práctica cocina.
Aire acondicionado por conductos en toda la vivienda, ventanas Kommerling doble acristalamiento oscilobatientes. aerotermia, calefacción por suelo radiante, persianas motorizadas, persianas de seguridad en la planta principal, plaza de garaje y trastero.

Estupenda ubicación con todos los servicios y muy buenas comunicaciones tanto en transporte privado como público.

Walter Haus Real Estate, somos un grupo inmobiliario de servicios personalizados con sede en las principales ciudades del país, con experiencia de más de 20 años y conocimiento profundo del sector en las zonas más exclusivas de Madrid, en Jose Ortega y Gasset 66, en el Barrio de Salamanca, en General Martínez Campos 13, en el Barrio de Chamberí, y en Paseo de la habana 66 en el Barrio de Chamartín, contamos con un dinámico equipo de profesionales con formación superior y experiencia en el asesoramiento personal, en constante formación. Nuestra larga trayectoria profesional nos permite ofrecer una excelente gestión y encontrar soluciones a las necesidades de cada cliente con el objetivo de conseguir su satisfacción y confianza.
Nuestro trabajo se basa en firmes pilares, trato profesional, atención individualizada de cada uno de los procesos y una especialización muy concreta en cada zona de actuación, contando con un plan inicial de trabajo conciso, ágil y profesional adecuado a los parámetros de cada cliente. Apostamos por la tecnología, encontrándonos";40,4969964;-3,6872196;
179.000 €;Piso en calle de Silvio Abad;/comprar/piso-zofio28026-42509667327_520982/;Zofío (Distrito Usera. Madrid Capital);3 habs.;1 baño;73 m²;Piso en venta en madrid zona usera, con 73m² de superficie y una acogedora terraza de 4m². Este luminoso inmueble cuenta con una h...;40.3808267;-3.7153736;2ª planta
230.000 €;Piso en calle de Arriaza;/comprar/piso-moncloa_aravaca_arguelles28008-42523690713_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;35 m²;"Agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa vende:
Vivienda ubicada en c/arriaza,...";40.4217514;-3.716188;
155.000 €;Piso en Numancia;/comprar/piso-numancia28038-36746277996_100500/;Numancia (Distrito Puente de Vallecas. Madrid Capital);2 habs.;2 baños;57 m²;"Gespain activadades inmobiliarias vende en exclusiva,  piso con ascensor, formado por 2 habitaciones, salón, cocina, baño y aseo.
...";40.4032598;-3.6605519;2ª planta
3.950.000 €;Piso en calle de Villanueva;/comprar/piso-recoletos28001-40861717294_100500/;Recoletos (Distrito Salamanca. Madrid Capital);4 habs.;5 baños;228 m²;Boher gestión inmobiliaria, vende:  inmueble único, situado en la zona más cotizada del barrio de recoletos. 228 m, exterior, orie...;40.422374094;-3.684534721;4ª planta
199.000 €;Piso en calle de la Oca;/comprar/piso-carabanchel_vista_alegre28025-40066386800_100500/;Vista Alegre (Distrito Carabanchel. Madrid Capital);3 habs.;1 baño;67 m²;Gespain aluche pone a la venta en exclusiva esta propiedad a escasos metros del metro de vista alegre( linea 5 ) y oporto (linea 6...;40.3895236;-3.7359266;2ª planta
147.000 €;Piso en calle de Antonio Durán Tovar;/comprar/piso-puente_de_vallecas_portazgo28018-40865004566_996584/;Portazgo (Distrito Puente de Vallecas. Madrid Capital);3 habs.;1 baño;55 m²;Se vende fantástico piso de 55m², 3 dormitorios, amplio salón, baño con plato de ducha y cocina luminosa. Gas natural. Vivienda pa...;40.3918104;-3.6618577;1ª planta
795.000 €;Piso en calle del General Ibáñez de Ibero;/comprar/piso-chamberi_vallehermoso28003-41706406887_527809/;Vallehermoso (Distrito Chamberí. Madrid Capital);3 habs.;3 baños;157 m²;Descubre el hogar de tus sueños en el vibrante barrio de vallehermoso, dentro del distrito de chamberí, junto al hermoso parque de...;40.4449407;-3.7103399;7ª planta
