precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
270.000 €;Piso en calle del Abad Juan Catalán;/comprar/piso-vicalvaro_ambroz28032-38412926935_108900/;Ambroz (Distrito Vicálvaro. Madrid Capital);2 habs.;2 baños;84 m²;"Estupendo piso 84 m2, 2 dormitorios salón, comedor cocina totalmente equipada y amueblada baño con plato de ducha, y piscina comunitaria, con zonas de jardines y parques. 
Suelos de parque paredes de gotelé, aire acondicionado en salón y dormitorio, con bomba de calor, termo de agua caliente, ventanas de aluminio en toda la vivienda. 
Para entrar a vivir 

Vicálvaro es uno de los distritos de Madrid mejor comunicado por carretera y transporte público. Frente a parada de AUTOBUSES, cerca de A3, A2 de la R3 y la M45. El tren de cercanías a 3 minutos.
Ubicado frente al parque Forestal de Vicálvaro (al otro lado de la acera)
Próximo a la línea 9 de metro Estación Vicálvaro, Autobuses 106, 159, 287, E3, E5
También se encuentra al lado de Supermercados como Mercadona y Lidl, Burger King, Colegios y la Universidad Rey Juan Carlos.
MEJOR VER SIN COMPROMISO.

Para más información no dude en ponerse en contacto con nosotros en el correo  o en los teléfonos:  
    

Comentarte que contamos con un alianzas estratégicas para la intermediación Financiera en el cual puedes obtener un asesoramiento sin compromiso/sin coste para conocer tus posibilidades y tener mejores opciones y garantías a la hora de comprar.

Vivienda Madrid nace cuando las circunstancias, del mercado y la intuición empresarial se juntan en un mismo momento y espacio.

Es así, como en 2010 un grupo de profesionales con un trayectoria de más de diez años en el sector inmobiliario, deciden lanzarse al mercado con su propia marca.
M-23- Prolongación de O’Donnell: salida Vicálvaro.
Carretera de Vicálvaro a la Estación de O’Donnell: comunica Vicálvaro con la carretera M-201, el oeste de Coslada y el barrio de Rejas (San Blas-Canillejas)..";40,4054557;-3,5924463;
300.000 €;Piso en calle de Alcalá;/comprar/piso-san_blas_canillejas28027-39256389941_525909/;Canillejas (Distrito San Blas. Madrid Capital);3 habs.;2 baños;101 m²;"Para reforma integral.
Vivienda de 101m exterior ubicada en la calle alcalá 468. Consta de dos habitaciones, salón, cocina y terra...";40.4397193;-3.6325492;2ª planta
220.000 €;Piso en calle de Londres;/comprar/piso-guindalera28028-85039372501_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;72 m²;"Este piso en venta es una oportunidad única! 

Semisotano con una superficie de 72 m², esta vivienda exterior cuenta con un amplio...";40.431472;-3.6679722;Subsótano
619.700 €;Piso en Ronda de Segovia, 15;/comprar/piso-centro_palacio28005-3873754000_109700/;Palacio (Distrito Centro. Madrid Capital);2 habs.;2 baños;;Portal 1, 4º c. Piso en una finca de obra nueva y emplazado en la zona de madrid capital, posicionado en planta 4. Está dispuesto ...;40.4118684;-3.7176348;4ª planta
300.000 €;Piso en calle de Ardemans;/comprar/piso-guindalera28028-34175468591_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;59 m²;"Venta de piso abuhardillado en séptima planta, ubicado en guindalera.

 Con una superficie aproximada de 59 m², muy luminoso. 

Se...";40.4353678;-3.6733312;Bajo
155.000 €;Piso en Avenida del Doctor Federico Rubio y Galí;/comprar/piso-bellas_vistas28039-37584528692_527060/;Bellas Vistas (Distrito Tetuán. Madrid Capital);2 habs.;1 baño;37 m²;Esta buscando vivir con tranquilidad, tenemos la solución , estupenda vivienda en barrio de bellas vistas específicamente en la av...;40.451028;-3.7094439;1ª planta
115.000 €;Piso en Paseo de Talleres;/comprar/piso-villaverde_san_andres28021-29211651234_101800/;San Andrés (Distrito Villaverde. Madrid Capital);2 habs.;1 baño;65 m²;"Piso actualmente alquilado, disponible solo inversores,( rentabilidad 6%)
Estupendo piso de 2 habitaciones y 1 baño en villaverde....";40.3472657;-3.7038041;
3.550.000 €;Chalet en calle Horche, 3;/comprar/chalet-moncloa_aravaca_aravaca28023-3548570793_109700/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);5 habs.;7 baños;754 m²;Villa 3e. Chalet de obra nueva de 754 m² de superficie construida y ubicado en la zona de madrid capital. Está distribuido en 5 ha...;40.4592962;-3.7657263;
499.000 €;Piso en calle de Francisco Silvela;/comprar/piso-guindalera28028-35081171258_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;91 m²;"Piso en venta en la zona de francisco silvela con diego de león. 

Con una ubicación privilegiada, este inmueble cuenta con 1 dorm...";40.4351183;-3.674661;6ª planta
350.000 €;Piso en calle de Molina;/comprar/piso-tetuan_almenara28029-35029141013_514014/;Almenara (Distrito Tetuán. Madrid Capital);2 habs.;1 baño;85 m²;Estupendo piso de 85 m. Con  2 dorm., salón grande y muy luminoso, cocina- office, electrodomésticos, 1 baño completo, 1 plaza de ...;40.4703823;-3.6999653;2ª planta
