precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
2.300 €/mes;Piso en calle de Cochabamba;/alquilar/piso-chamartin_hispanoamerica28016-41705697667_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 habs.;2 baños;108 m²;2ª planta;"Walter Haus presenta en alquiler este inmueble temporalmente, por un período de 6 a 11 meses. Se trata de una propiedad reformada integralmente y amueblada, ubicada en la zona de Hispanoamérica, a pocos pasos del Estadio Santiago Bernabéu, en una 2ª planta exterior.

La vivienda consta de 108 m² construidos, distribuidos de la siguiente manera: al ingresar, nos recibe un hall recibidor, seguido de un espacioso salón-comedor en concepto abierto, que destaca por su luminosidad gracias a sus amplios ventanales. La cocina, también en concepto abierto y con una isla, está completamente equipada con electrodomésticos, todos ellos panelados para una mayor integración visual.

En la zona de noche, un distribuidor nos conduce a un dormitorio individual con armario empotrado, junto a un cuarto de baño completo que puede servir como aseo de cortesía. Al final del distribuidor, encontramos el dormitorio principal en suite, con su propio baño incorporado. Este dormitorio ofrece vistas a un tranquilo y agradable patio interior.

El inmueble cuenta con aire acondicionado por conductos para mayor comodidad. La calidad de los materiales utilizados en la reforma es sobresaliente, y la orientación sur proporciona una excelente luminosidad durante todo el día.

La finca en la que se encuentra la propiedad ofrece calefacción central, y además, existe la opción de alquilar un garaje por un costo adicional de 100€ al mes.

Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en ubicaciones como Salamanca, Chamberí, Chamartín, Costa Brava, y en Barcelona.

Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación, lo que nos permite encontrar soluciones a las necesidades de cada cliente.";40,4555144;-3,681468
2.000 €/mes;Piso en calle de la Princesa;/alquilar/piso-moncloa_aravaca_arguelles28008-42516849488_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;72 m²;13ª planta;"''agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa alquila:
Aire acondicionado bomba d...";40.4254418;-3.7127826
2.900 €/mes;Piso en calle de Andrés Torrejón;/alquilar/piso-jeronimos28014-41690792080_100500/;Jerónimos (Distrito Retiro. Madrid Capital);3 habs.;2 baños;199 m²;7ª planta;"Domum realty alquila: ¡Espectacular vivienda completamente reformada, muy cercana al parque del retiro!

** disponible para el 1 d...";40.4080101;-3.682517
1.700 €/mes;Piso en calle de Portomarín;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-36742069593_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;2 baños;138 m²;3ª planta;Vivienda de lujo a precio por debajo de mercado. Calidades de primera, 130 metros cuadrados utiles y dos plazas de garaje, a un pr...;40.5077683;-3.6628269
1.100 €/mes;Apartamento en calle de Balmes, 1;/alquilar/apartamento-trafalgar28010-25043213229_101600/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;1 baño;40 m²;4ª planta;Apartamento de un dormitorio, cocina equipada con electrodomésticos, zona metro iglesia, muy centrico y buenas comunicaciones, en ...;40.4354;-3.7003
2.500 €/mes;Piso en calle de Fuencarral, 74;/alquilar/piso-justicia_chueca28004-42544044363_527794/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;2 baños;94 m²;3ª planta;"Excelente oportunidad de alquiler para larga estancia.
Piso con 2 dormitorios, el principal con baño en suite y pequeño espacio ve...";40.42519;-3.7007356
4.000 €/mes;Piso en calle de los Hermanos de Pablo;/alquilar/piso-concepcion-40056624320_526198/;Concepción (Distrito Ciudad Lineal. Madrid Capital);;2 baños;256 m²;Bajo;Se alquila local comercial en la calle hermanos de pablo 10, en el barrio de madrid. Este amplio local de 256 metros cuadrados de ...;40.4360322;-3.6447812
1.700 €/mes;Ático en calle de la Magdalena;/alquilar/atico-centro_embajadores_lavapies28012-41737792733_101800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);3 habs.;1 baño;90 m²;;"¡Casas y mas, alquila piso exterior de 3 dormitorios, amueblado! .

Alquiler para larga y corta estancia.

Para corta estancia mín...";40.4124396;-3.7019373
1.700 €/mes;Piso en calle de Henri Dunant;/alquilar/piso-nueva_espana28036-41745089262_524350/;Nueva España (Distrito Chamartín. Madrid Capital);1 hab.;1 baño;75 m²;6ª planta;"Oasis house les presenta excepcional apartamento en alquiler desde el 1 de marzo
Disponibilidad para alquiler por meses
En perfect...";40.4600687;-3.6846495
2.000 €/mes;Piso en Avenida de la Reina Victoria;/alquilar/piso-chamberi_vallehermoso28003-41720204404_101800/;Vallehermoso (Distrito Chamberí. Madrid Capital);3 habs.;2 baños;107 m²;7ª planta;Alquiler de temporada, ideal estudiantes, cerca de la ciudad universitaria, en una de las zonas mejor comunicadas de madrid, metro...;40.446923;-3.7092285
