precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
2.000.000 €;Piso en calle del Barquillo;/comprar/piso-justicia_chueca28004-38386005773_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;3 baños;181 m²;4ª planta;"Engel & Völkers ofrece esta exclusiva y luminosa vivienda exterior de lujo con ocho balcones en una de las mejores calles de la zona prime del Barrio de Justicia.
Esta elegante propiedad totalmente reformada y a estrenar, se encuentra en una segunda planta con ascensor. Tiene unas vistas excepcionales a dos de las mejores calles del barrio de Justicia y está situada en una finca clásica totalmente reformada en el 2016, haciendo que las zonas comunes cuenten con gimnasio, sauna, cava de vinos regulable en temperatura y humedad, zona de reuniones y un parking robotizado dentro del edificio. 
La vivienda ofrece un amplio y espacioso salón comedor con tres grandes ventanas con balcones y cocina americana equipada con electrodomésticos de lujo. La zona de descanso está formada por dos amplios dormitorios exteriores, uno de ellos con vestidor, y dos baños, uno de ellos en suite. Se encuentra equipada adicionalmente con aseo de cortesía, un cuarto office con lavadora, trastero y plaza de aparcamiento incluida en el precio. 
Todas las estancias cuentan con aire acondicionado y sistema de domótica. La vivienda se caracteriza por sus altos techos y dispone de gran espacio de almacenaje gracias a los armarios de cortesía.
Esta propiedad se reformó con calidades de alta gama y es ideal tanto para el que quiera vivir en una propiedad de lujo en la mejor zona de Justicia, como para inversión.
¡No dude en contactarnos para visitar esta exclusiva vivienda!
Engel & Völkers ofrece esta fantástica propiedad en el céntrico Barrio de Justicia,  en una de las zonas más deseadas del centro de la capital.

Se trata de una zona con un característico ambiente de lujo, chic y bohemio, a la vez que concentra simultáneamente una exquisita oferta cultural, gastronómica y de moda,  fuera de lo corriente. Boutiques  con una envidiable oferta en diseño y calidad a precios medio altos, galerías de arte y anticuarios distinguidos, librerías con encanto, restaurantes de renombrada reputación así como gastro-bares de nueva generación, pequeños cafés y comercios de alimentación con cuidada y selecta oferta entre los que se encuentra el conocido mercado de San Antón así como la bellísima oferta arquitectónica de sus edificios, han convertido el barrio de Justicia en uno de los más codiciados de la capital española atrayendo a un público con nivel sociocultural alto.

El distrito de Justicia, nombre que le confiere el Tribunal de Justicia ubicado en la Plaza de París en el barrio de las Salesas está magníficamente ubicado entre los nobles y prestigiosos barrios de Recoletos, Salamanca y Almagro en Chamberí que de siempre formaron el cinturón más elegante y aristocrático de la ciudad. 

Dotado de muy buenas comunicaciones, ofrece numerosas líneas de autobuses, así como acceso a la estaciones de metro más cercanas de Banco de España.";40,4204825;-3,6955716
850.000 €;Ático en calle de Talavera;/comprar/atico-chamartin_hispanoamerica28016-40057130000_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 habs.;2 baños;87 m²;;"Engel & Völkers les presenta una vivienda de capricho, muy céntrica y recién reformada con las mejores calidades. Se encuentra en un tercer piso en edificio de tres alturas. Accedemos a amplio salón con chimenea y concepto abierto: cocina con electrodomésticos perfectamente integrados, altura de techo de cuatro metros y vigas de madera. Los muebles están incluidos en la venta de la propiedad.Amplios ventanales que dan a una terraza de 10 metros inundan de luz la vivienda. A la derecha un cuarto de baño con ducha y a la izquierda dormitorio con acceso a la terraza. De frente dormitorio principal con armarios empotrados y cuarto de baño en suite con ducha y bañera. El suelo radiante y el perfecto aislamiento proporcionan un gran confort.
El prestigioso barrio de Hispanoamérica se ubica dentro del Distrito de Chamartín, al norte de la capital. Es especialmente conocido por el estadio madridista Santiago Bernabéu. Es un barrio ideal para familias, por su excelente oferta de colegios. Chamartín alberga numerosas zonas verdes, así como una amplia gama de servicios desde grandes almacenes, comercios, mercados, farmacias, iglesias, instalaciones deportivas, hospitales, hoteles, embajadas, administraciones públicas, museos y el Auditorio Nacional. Cuenta además con una selección de los mejores bares, restaurantes y tiendas de moda de Madrid. Chamartín está muy bien comunicado con la red de carreteras. El sistema de transporte público asegura la máxima comodidad para los residentes de sus barrios, ya que actualmente dispone de aproximadamente 50 líneas de autobús, 7 líneas de metro y dos estaciones de cercanías: Nuevos Ministerios y Chamartín, ésta última a su vez terminal para la mayoría de los trenes de media y larga distancia hacia el norte de España.";40,4535128;-3,6812824
349.000 €;Piso en Alameda de Osuna - San Blas;/comprar/piso-rejas28022-38371130537_101800/;Rejas (Distrito San Blas. Madrid Capital);2 habs.;2 baños;96 m²;;"Engel&Volkers presenta este práctico piso ubicado en el barrio de Rejas, muy cerca del Centro Comercial Plenilunio. 

Distribución:
- Hall de entrada con acceso independiente al salón, cocina y a pasillo distribuidor del resto de estancias.
- Cocina totalmente amueblada y con todos los electrodomésticos. Terraza tendedero con vistas a las zonas comunes.
- Dormitorio con armario empotrado.
- 2 Cuartos de baño completos, ambos con bañera, uno de los cuales está incorporado al dormitorio principal.
- Dormitorio principal con armario empotrado y baño en suite.

Se encuentra en muy buen estado, muy bien conservada, para entrar a vivir.
Ventanas correderas.
La vivienda tiene aire acondicionado por conducto (bomba frío-calor).Se vende semi amueblado tal y como se puede ver en las fotos. La propiedad cuenta con una amplia plaza de garaje de fácil acceso.La urbanización tiene entrada por c/Pirra y c/Deyanira. Vigilancia las 24h. y portero físico. Cuenta con amplias zonas comunes, varias piscinas, pistas de pádel, zonas infantiles, gimnasio y parking de bicicletas.
Se encuentra en una zona tranquila, a 10 minutos andando de Plenilunio, a 10 minutos en coche al centro de la ciudad y a 5 minutos en coche al aeropuerto. Cuenta con fácil acceso a la A2, M40, M21 y M14. además de cercanía con las líneas de autobuses 77 y N5.";40,4424938;-3,5891847
210.000 €;Piso en calle de Pont de Molins;/comprar/piso-puente_de_vallecas_portazgo28038-41765984021_527714/;Portazgo (Distrito Puente de Vallecas. Madrid Capital);2 habs.;1 baño;71 m²;6ª planta;Descubre la elegancia y comodidad en esta encantadora vivienda de 2 habitaciones con una superficie útil de 71 m². Este acogedor h...;40.3930819;-3.6444986
179.000 €;Piso en calle de Silvio Abad;/comprar/piso-zofio28026-42509667327_520982/;Zofío (Distrito Usera. Madrid Capital);3 habs.;1 baño;73 m²;2ª planta;Piso en venta en madrid zona usera, con 73m² de superficie y una acogedora terraza de 4m². Este luminoso inmueble cuenta con una h...;40.3808267;-3.7153736
420.000 €;Ático en calle del Comandante Fontanes;/comprar/atico-carabanchel_san_isidro28019-38405864393_510936/;San Isidro (Distrito Carabanchel. Madrid Capital);3 habs.;2 baños;139 m²;;Estudio pradera de san isidro, s.l., vende espectacular vivienda dúplex en calle comandante fontanes con vistas privilegiadas. Se ...;40.3950651;-3.7259071
325.000 €;Piso en calle del Conde de Peñalver;/comprar/piso-lista_barrio28006-39206049363_100200/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;;46 m²;4ª planta;"'agencia inmobiliaria de madrid - zona salamanca - estudio guindalera - francisco silvela - diego de león

Oficina tecnocasa vende...";40.4331129;-3.674803
230.000 €;Piso en calle de Arriaza;/comprar/piso-moncloa_aravaca_arguelles28008-42523690713_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;35 m²;;"Agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa vende:
Vivienda ubicada en c/arriaza,...";40.4217514;-3.716188
232.000 €;Piso en calle de la Fuente de Lima;/comprar/piso-latina_aluche28024-40064233939_523204/;Aluche (Distrito Latina. Madrid Capital);2 habs.;2 baños;75 m²;Bajo;"""hecho soluciones"", vende, estupendo piso en zona de las águilas, a 1 minuto de metro de aviación española""(línea 10), y a menos d...";40.383000502;-3.782009925
190.000 €;Piso en calle de Arcos de Jalón;/comprar/piso-arcos28037-23413872187_100500/;Arcos (Distrito San Blas. Madrid Capital);3 habs.;1 baño;90 m²;1ª planta;"San blas – arcos

Piso de 90 m² de 3 habitaciones exteriores dobles, es decir muy luminosas.
Un amplio salón exterior para tus reu...";40.4236416;-3.6164766
