precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
2.300 €/mes;Piso en calle de Ríos Rosas;/alquilar/piso-rios_rosas28003-44191487174_104700/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 habs.;2 baños;97 m²;"Maravilloso piso en alquiler, todo lo que necesita lo encontrará en esta propiedad que puede ser su próximo hogar. 

REDPISO RÍOS ROSAS – CHAMBERÍ alquila piso de 97m2 construidos y 85m2 útiles según catastro, exterior, con dos habitaciones y dos baños en suite, el piso se encuentra amueblado, en los dormitorios encontrará en el principal un canapé doble y amplio armario empotrado, en el individual una cama litera abatible y otro armario empotrado, todo de muy buen gusto.
La cocina es amplia, está equipada con todos los electrodomésticos y dispone de una barra para desayunar, espacios muy cómodos; el salón amueblado y con un comedor extensible para que toda la familia se pueda reunir a compartir a la hora de la comida o celebraciones. Además, cuenta con una terraza cubierta con grandes ventanales con vista hacia la calle Ríos Rosas. Es un piso moderno, reformado recientemente, ideal para una familia o un perfil profesional. Dispone de agua caliente central y calefacción central con contadores individuales. La finca dispone de servicio de portería en horario comercial y dos ascensores.

El barrio de Chamberí es un sitio estratégico tanto por su ubicación como por todo lo que ofrece, en cuanto a servicios y comercios; tiene excelente comunicación en transporte público ya que cuenta con las líneas de autobuses 5,12,45,3, N23, metro Ríos Rosas (L1), Alonso Cano (L7), Gregorio Marañón (L7, L10) a no más de 10 minutos andando llegamos a Nuevo Ministerios (L6, L8, L10, Renfe cercanías). 

Contáctenos para agendar una visita al 911123352 o WhatsApp 622206523.";40,4415998;-3,6964161;
1.150 €/mes;Estudio en calle de Alonso Cano;/alquilar/estudio-rios_rosas28003-44250675816_104700/;Ríos Rosas (Distrito Chamberí. Madrid Capital);;1 baño;39 m²;Real estate ríos rosas, alquila excelente piso  en el barrio chamberí, en la calle de alonso cano, 2º planta. Cuenta con una superficie de 39 m², orientación noreste, con salón comedor integrado y 1 baño. El suelo es de parquet y todo el piso cuenta con aire acondicionado frio/calor por conducto. En las zonas comunes del piso se encuentra una piscina, ideal para aprovechar en los días de verano. Perfectamente ubicado, las líneas de metro más cercanas son ríos rosas (l1) y alonso cano (l7). Rodeado de todo tipo de servicios tales como: farmacias, mercados, bares, restaurantes, etc. Líneas de autobuses 5 y 45. Condiciones: solvencia demostrable, 1 mes de fianza. Honorarios de intermediación a cargo de la propiedad. ¡Visítelo sin compromiso! Para más información contacte con nuestra oficina c/ ríos rosas 11, teléfono: 911 123 352;40,4404712;-3,6977383;
1.150 €/mes;Piso en calle de Ríos Rosas;/alquilar/piso-rios_rosas28003-44231254535_104700/;Ríos Rosas (Distrito Chamberí. Madrid Capital);1 hab.;1 baño;44 m²;REAL ESTATE RÍOS ROSAS, Alquila estupendo piso completamente amueblado, ubicado en una 3º planta, interior, con ascensor. La sala cuenta con un sofá cama y se encuentra integrada al comedor junto con la cocina que está equipada con electrodomésticos como nevera, microondas y lavadora. Consta de 1 baño y 1 dormitorio con cama de matrimonio y armario empotrado. La zona se encuentra rodeada de supermercados, restaurantes, gimnasios y demás puntos de interés. Además, este inmueble ubicado muy cerca del eje Nuevos Ministerios dispone de una ubicación inmejorable. El transporte público más cercano es Ríos Rosas (L1), Cuatro Caminos (L1, L2, L6) y Alonso Cano (L7), a no más de 10 minutos llegamos a Nuevo Ministerios (L6, L8, Renfe cercanías). Para más información contacte con nuestra oficina C/ Ríos Rosas 11. Teléfono 911 123 352 y WhatsApp 622206523.;40,4420059;-3,6982735;
2.400 €/mes;Piso en calle de Fuencarral, 74;/alquilar/piso-justicia_chueca28004-42544044363_527794/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;2 baños;94 m²;"Excelente oportunidad de alquiler para larga estancia.
Piso con 2 dormitorios, el principal con baño en suite y pequeño espacio ve...";40.42519;-3.7007356;3ª planta
8.500 €/mes;Chalet unifamiliar en Piovera;/alquilar/chalet_unifamiliar-piovera28043-41682944155_996152/;Piovera (Distrito Hortaleza. Madrid Capital);5 habs.;7 baños;670 m²;"Halet independiente
Superficie construida: 670 m²
Parcela: 1330 m²
5 dormitorios, 6 baños, 1 aseo
1 dormitorio servicio, 1 baño se...";40.4534163;-3.639842;
1.050 €/mes;Piso en calle de Feijoo;/alquilar/piso-trafalgar28010-43417662468_104700/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;1 baño;35 m²;"*** disponible para entrar a vivir el 15 de agosto****** 
¡Apartamento reformado! - redpiso chamberí alquila estupendo apartamento...";40.4349452;-3.7032318;
2.900 €/mes;Piso en Avenida de Brasilia;/alquilar/piso-guindalera28028-43355185562_440000/;Guindalera (Distrito Salamanca. Madrid Capital);3 habs.;3 baños;209 m²;"En el barrio de guindalera, en madrid capital, se encuentra este espacioso piso en alquiler.
 Con una superficie total de 209 m², ...";40.4394693;-3.6614879;9ª planta
2.300 €/mes;Piso en calle de Ríos Rosas;/alquilar/piso-rios_rosas28003-44191487174_104700/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 habs.;2 baños;97 m²;"Maravilloso piso en alquiler, todo lo que necesita lo encontrará en esta propiedad que puede ser su próximo hogar. 

Redpiso ríos ...";40.4415998;-3.6964161;
1.050 €/mes;Piso en calle de Velarde;/alquilar/piso-universidad_malasana28004-44190693894_528374/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;1 baño;55 m²;Se alquila piso amueblado junto a plaza del 2 de mayo. Tiene una habitación, salón, cocina y baño y dispone de una segunda habitac...;40.426838;-3.7025347;Bajo
5.500 €/mes;Piso en El Viso;/alquilar/piso-chamartin_el_viso28006-34222259129_513885/;El Viso (Distrito Chamartín. Madrid Capital);6 habs.;4 baños;330 m²;Btco, alquila vivienda de semilujo en el mismo barrio de salamanca, dispone de un gran hall, 2 magníficos salones. Un gran comedor...;40.4381193;-3.6786929;5ª planta
3.500 €/mes;Ático en calle del Príncipe de Vergara;/alquilar/atico-chamartin_el_viso28002-42560780067_996542/;El Viso (Distrito Chamartín. Madrid Capital);3 habs.;2 baños;167 m²;"Diplomatic real  estate ofrece magnifico piso en edificio de 1982 con portal de lujo.
Distribuido en:
Salón comedor de 30 m².
3 do...";40.443633;-3.6781827;
