precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;latitude;longitude;planta
3.000.000 €;Piso en Chamartin;/comprar/piso-chamartin_hispanoamerica28046-38404185577_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);5 habs.;5 baños;366 m²;"Engel & Völkers comercializa esta propiedad única, con una reforma de lujo, ubicada en una finca de esquina, con dos terrazas, situada en el Paseo de la Castellana. 
La vivienda, de aprox. 365 m², ocupa la segunda planta completa. Es prácticamente toda exterior, contando con orientación sur y suroeste en su gran mayoría.  
Destacar su espectacular reforma, en perfecto estado y totalmente singular.
Al entrar en la vivienda nos encontramos con el recibidor que ya nos anticipa la visita, por lo especial. Nos da acceso a un salón-comedor diferenciado en varios ambientes, todos con acceso a una terraza de esquina que rodea su contorno y que destaca por sus impresionantes ventanas.
Cuatro puertas semi-ocultas nos dan paso a varios espacios: la primera a un aseo de invitados; la segunda a la zona de dormitorio principal con gran vestidor y baño completo en suite; la tercera a otra zona de noche totalmente independiente; y la última a la zona de servicio, con una gran cocina equipada con electrodomésticos de alta gama y zona de office, zona independiente de laundry y cuarto y baño de servicio. Esta zona tiene una puerta de entrada independiente que comunica a su vez con la escalera de servicio y con un bonito apartamento que puede servir para invitados u otros usos. 
La zona de noche cuenta con tres amplios dormitorios. Dos de ellos con acceso a una bonita terraza con orientación sur y que comparten un baño. Un último dormitorio cuenta con su propio baño en suite. Todas son exteriores.
La vivienda se comercializa con una plaza de garaje en finca cercana.
La propiedad se ubica en el prestigioso barrio de Hispanoamérica, dentro del Distrito de Chamartín, al norte de la capital. El barrio es especialmente conocido por el estadio madridista Santiago Bernabéu, famoso en el mundo entero. Además alberga muchas zonas verdes y está muy bien comunicado con la red de carreteras. Es un barrio ideal para familias, entre otras cosas, por su oferta de colegios. 
El Distrito de Chamartín ofrece una amplia gama de servicios desde grandes almacenes, comercios, farmacias, colegios, iglesias, instalaciones deportivas, hoteles, hasta una selección de los mejores bares y restaurantes de Madrid. 
Además Chamartín alberga varias Embajadas y Administraciones Públicas importantes. 
El sistema de transporte público asegura la máxima comodidad para los residentes de sus barrios, ya que actualmente disponen de aproximadamente 50 líneas de autobús, 7 líneas de metro y dos estaciones de cercanías. La estación de Chamartín es también terminal para la mayoría de los trenes de media y larga distancia hacía el norte de España.
Otros puntos de interés son el Auditorio Nacional de Música, varios museos y el Parque de Berlín.";40,4572042;-3,6892226;
2.850.000 €;Piso en Retiro;/comprar/piso-jeronimos28014-38426051148_101800/;Jerónimos (Distrito Retiro. Madrid Capital);5 habs.;3 baños;230 m²;"Engel & Völkers presenta esta propiedad, planta alta, con muros demolidos, lista para empezar proyecto de reforma “taylor-made” a la medida del cliente, en una finca representativa de Jerónimos, uno de los barrios más simbólicos de la capital española. 

La vivienda muestra la arquitectura característica de principios del siglo XX tales como sus balcones franceses, ideales para un amplio y cuadrado salón impregnado de luz. Tiene una superficie aproximada de 230 m2 construidos con comunes, considerables metros para crear una pieza maestra, creada a su gusto y medida.

Desde su entrada vemos un amplio recibidor que proyecta la singularidad y el prestigio que vamos a potencializar. La zona de recibo originalmente constaba de 4 estancias consecutivas conectadas, 3 de esas estancias exteriores y abalconadas. Así las cosas, su configuración de origen era 3 salones, 5 dormitorios, y 3 cuartos de baño, cocina independiente y una zona de servicio. 

La propuesta de reforma es dejar con tres dormitorios amplios con baños en suite, un gran salón, un comedor, una zona de servicio y una cocina, según la preferencia del nuevo propietario. Para ello contamos también con proyecto de reforma elaborado por estudio de arquitectura con el planning perfecto para desarrollarse, llave en mano. O si prefiere, comprarla así como está para reformar y reformarla con su equipo de confianza. 

El precio de venta actual es sin reforma.
Destacamos su luminosidad, la belleza del edificio (con portero) y sus maravillosas vistas.
Una oportunidad única de tener el piso a gusto y estándares, sin pensar en las dificultades de reformar. Viva en la mejor zona de Madrid, en Jerónimos, un lugar reservado y exclusivo.
El barrio de Jerónimos, situado en el centro de la capital, es el barrio más prestigioso Madrid. Localizado en el distrito Retiro, es el centro aristocrático y artístico distinguido por sus hermosas calles y elegantes edificios. 
Es conocido como «The litlle Paris» por sus fachadas históricas, la zona es una combinación de autenticidad y tradición en pleno corazón del Madrid moderno. 
Posee tesoros incalculables, numerosos monumentos, desde la puerta de Alcalá, pasando por las famosas plazas de Cibeles, Neptuno y de la Lealtad, hasta llegar al célebre Museo del Prado.  

Es un barrio muy especial de Madrid, muy privilegiado, limita al este con las dos zonas verdes más conocidas de esta cosmopolita: el Real Jardín Botánico y el parque del Retiro, con su lago, jardines exquisitos que cuales lo protegen del bullicio ciudadano. 
Su entorno colinda con el Paseo del Prado y Recoletos y está enmarcado por la milla de oro de las artes y la cultura, rodeado de diversos museos y centro culturales como: el Museo del Prado, Museo Reina Sofía, el Palacio de Velázquez, el Museo Thyssen, el CaixaForum y la Casa de América.  

Algunas instituciones públicas tienen sede aquí, como el bellísimo Palacio de Comunicaciones del Ayuntamiento de Madrid, la Bolsa de Madrid y el Cuartel General de la Armada. 

Jerónimos dispone de buenas comunicaciones, próximo a las principales arterias de Madrid, así como a la estación central de trenes para trasladarse rápidamente entre ciudades. 
Jerónimos, ubicación excepcional, un lugar apetecido por muchos, pero reservado para muy pocos.";40,4166956;-3,6917865;3ª planta
1.119.000 €;Piso en calle de Tetuán;/comprar/piso-sol_barrio28013-39218000049_101800/;Sol (Distrito Centro. Madrid Capital);3 habs.;3 baños;139 m²;"Engel & Völkers presenta esta amplia propiedad en el epicentro del barrio de Sol. Ubicada en un edificio de 1880 bien conservado característico de la zona, ha sido completamente reformada con calidades de lujo. Se ofrece íntegramente equipada con electrodomésticos de alta gama y amueblada con muebles de diseño realizados a medida.

Traspasando el umbral de entrada, nos encontramos la diáfana zona que ocupa la cocina, separada visualmente de la entrada por una práctica barra de desayunos, ideal igualmente como área de trabajo. Las tonalidades claras protagonizan este espacio en el que la madera aporta igualmente calidez a un espacio en el que no faltan detalles de calidad, como los revestimientos de piedra de la encimera y el frente, en la misma tonalidad cromática.

Comunicada con ella nos encontramos en primer término el acogedor comedor y encadenado a este último espacio, el área que ocupa el salón, que cuenta con un soleado balcón a la calle gracias a su exposición oeste y lo despejado de sus vistas. La misma exposición con la que cuenta uno de los tres dormitorios de la propiedad, con baño en suite, situado junto al salón. En todos los ambientes impera la misma tonalidad de colores cálidos.

La zona privada de la propiedad, que arranca hacia el extremo opuesto desde la entrada, nos lleva a estancias más tranquilas dedicadas al descanso, el dormitorio principal con baño en suite, en el que se encuentra una bañera exenta además de la ducha, y su amplio vestidor, y el tercer dormitorio, así como el baño completo de invitados. 

Esta espaciosa propiedad dispone de aire acondicionado por conductos, calefacción individual de gas con radiadores y de un sistema de iluminación a base de luces led, que aportan gran calidez a cada una de sus estancias.

Una propiedad muy atractiva, tanto para inversores como para quienes quieran vivir rodeados con todo tipo de servicios en pleno casco histórico de Madrid a escasos minutos andando de algunos principales centros de interés de la capital.
La propiedad se encuentra situada a un minuto andando de la emblemática Puerta del Sol y a escasos minutos de la Gran Vía o el nuevo complejo de lujo Canalejas, entre otras zonas de interés.

Su excelente ubicación está rodeada de numerosas líneas de autobuses, así como de estaciones tanto de la red de metro como de Cercanías, además de varias paradas de taxi.  El barrio cuenta con una variada dotación, tanto a nivel comercial, con grandes almacenes y tiendas de las principales marcas nacionales y extranjeras, como hotelero, con establecimientos entre los que se incluyen varios hoteles de gran lujo y otros más económicos.

La oferta gastronómica y de ocio es igualmente amplia, con locales tradicionales y otros de perfil más internacional. Trás un agradable paseo, nos encontramos con algunas de las principales opciones culturales de la ciudad, cómo el Teatro Real o el Museo del Prado, entre otras. En definitiva, una ubicación imbatible para disfrutar de Madrid.";40,4181845;-3,7032837;2ª planta
230.000 €;Piso en calle de Arriaza;/comprar/piso-moncloa_aravaca_arguelles28008-42523690713_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;35 m²;"Agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa vende:
Vivienda ubicada en c/arriaza,...";40.4217514;-3.716188;
137.500 €;Piso en calle de Álvarez Abellán;/comprar/piso-abrantes28025-37582183350_524219/;Abrantes (Distrito Carabanchel. Madrid Capital);3 habs.;1 baño;62 m²;En rentabilidad. Ideal inversion  c/ álvarez abellán (opañel). Zona con gran demanda de alquiler vivienda de 62 m². Renta actual: ...;40.3853495;-3.7329571;4ª planta
86.000 €;Piso en calle del Monte Perdido, 80;/comprar/piso-san_diego28053-40904170359_993066/;San Diego (Distrito Puente de Vallecas. Madrid Capital);2 habs.;1 baño;35 m²;Redpiso vende en la calle monte perdido, vivienda exterior en una planta baja. Distribuido en dos dormitorios, baño, salón y cocin...;40.39312919742924;-3.6672104506668046;Bajo
169.000 €;Piso en Paseo de Perales;/comprar/piso-puerta_del_angel-40921975380_101800/;Puerta del Ángel (Distrito Latina. Madrid Capital);3 habs.;1 baño;64 m²;"La casa agency pone a su disposición una vivienda exterior de 64m², ubicada en una segunda planta sin ascensor.

El piso se distri...";40.4051841;-3.7417263;2ª planta
195.000 €;Piso en calle de Alfredo Castro Camba;/comprar/piso-san_diego28053-39223865554_101800/;San Diego (Distrito Puente de Vallecas. Madrid Capital);3 habs.;3 baños;153 m²;Oca servicios inmobiliarios les ofrece este estupendo piso, de 153 m², totalmente reformado, con gran amplitud e iluminación en la...;40.3869745;-3.6687453;Entresuelo
245.000 €;Piso en calle del General Millán Astray, 37;/comprar/piso-las_aguilas28044-40894142122_100500/;Las Águilas (Distrito Latina. Madrid Capital);3 habs.;1 baño;92 m²;Vivienda de esquina 3 dormitorios y 1 baño, con terraza y plaza de parking en una de las mejores zonas de águilas, junto a aluche ...;40.3761;-3.76566;2ª planta
330.000 €;Piso en calle de Sánchez Barcáiztegui;/comprar/piso-retiro_pacifico28007-40876888974_100500/;Pacífico (Distrito Retiro. Madrid Capital);3 habs.;1 baño;76 m²;¡Síguenos en nuestras redes sociales y sé el primero en conocer nuestras novedades en alquiler y venta! Instagram: @servifincasmad...;40.4032455;-3.6754428;3ª planta
