precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
200.000 €;Piso en Pinar del Rey;/comprar/piso-pinar_del_rey28033-38344679060_100200/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);2 habs.;1 baño;70 m²;1ª planta;"Agencia inmobiliaria de madrid zona parque santa maria – pinar del rey- hortaleza tecnocasa,
Vende:
Estupenda vivienda en primera planta con ascensor. Se encuentra en una de las mejores zonas de hortaleza, al lado del metro de parque de santa maría. Se distribuye en entrada, pasillo distribuidor, cocina, salón, dos habitaciones, cuarto de baño y dos terraza.
Estas son algunas de las características del inmueble:
- primera planta con ascensor de un edificio de cuatro alturas más planta baja.
- cuenta con trastero en la propia finca.
- vivienda para reformar.
- espacioso salón comedor con acceso a terraza cerrada.
- dos amplias habitaciones, la principal con armario empotrado.
- cocina con acceso a terraza tendedero cerrada.
- un cuarto de baño completo con plato de ducha.
- suelo de gres, puertas de madera blancas y ventanas dobles de climalit.
- vivienda muy luminosa. Orientación norte y este.
- calefacción eléctrica, aunque tiene posibilidad de ponerla de gas natural. Para el agua caliente sí que tienen caldera de gas.
- ite favorable en 2019 por lo que hasta 2029 no habría que volver a pasarla.
- el edificio cuenta con portero físico.
Se encuentra en una ubicación inmejorable, junto al metro de parque sta. María y en una de las mejores zonas de hortaleza. Desde esta línea tenemos comunicación directa con príncipe de vegara y con goya, además de que está a tan solo tres paradas del ifema. Las líneas de autobús próximas a la vivienda son la 9, 72, 87, 107 y n2. La línea 9 nos deja en pleno sol y la línea 107 en plaza castilla.
La finca se encuentra cerca de todos los servicios, como supermercados (carrefour, mercadona, aldi y lidl), bancos, comercios, colegios, guarderías e institutos, parques y jardines.
El distrito de hortaleza es considerado uno de los mejores barrios fuera de la m-30 para vivir. Ya que es una zona residencial muy tranquila con muy buena comunicación con el centro de madrid y muy próximo a barajas.
Por todas estas razones las personas eligen el barrio hortaleza y más concretamente la zona de parque de sta. Maria para comprar su vivienda.";40,4792397;-3,6464709
245.000 €;Piso en Pinar del Rey;/comprar/piso-pinar_del_rey28033-35046552998_100200/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);2 habs.;1 baño;77 m²;3ª planta;"Agencia inmobiliaria de madrid zona parque santa maria – pinar del rey- hortaleza tecnocasa,
Vende:
Estupenda vivienda en tercera planta con ascensor. Se encuentra en una de las mejores zonas de hortaleza, al lado del metro de parque de santa maría. Se distribuye en entrada, pasillo distribuidor, cocina, salón, dos habitaciones, cuarto de baño y terraza.
Estas son algunas de las características del inmueble:
- tercera planta con ascensor.
- vivienda en excelente estado y totalmente reformada para entrar.
- espacioso salón comedor con acceso a terraza cerrada.
- esta tipología de viviendas tienen tres habitaciones de origen. En este caso una de ellas se le ha dado al salón.
- dos amplias habitaciones totalmente exteriores.
- cocina totalmente equipada.
- un cuarto de baño completo con plato de ducha.
- suelo de tarima, puertas de madera y ventanas de climalit.
- vivienda muy luminosa. Orientación norte y sur.
- calefacción eléctrica aunque tiene posibilidad de ponerla de gas natural. Para el agua caliente si que tienen caldera de gas. También cuenta con aire acondicionado.
- ite faborable en 2019 por lo que hasta 2029 no habría que volver a pasarla.

Se encuentra en una ubicación inmejorable, junto al metro de parque sta. María y en una de las mejores zonas de hortaleza. Desde esta línea tenemos comunicación directa con príncipe de vegara y con goya, además de que está a tan solo tres paradas del ifema. Las líneas de autobús próximas a la vivienda son la 9, 72, 87, 107 y n2. La línea 9 nos deja en pleno sol y la línea 107 en plaza castilla.
La finca se encuentra cerca de todos los servicios, como supermercados (carrefour, mercadona y aldi), bancos, comercios, colegios, guarderías e institutos, parques y jardines.
El distrito de hortaleza es considerado uno de los mejores barrios fuera de la m-30 para vivir. Ya que es una zona residencial muy tranquila con muy buena comunicación con el centro de madrid y muy próximo a barajas.
Por todas estas razones las personas eligen el barrio hortaleza y más concretamente la zona de parque de sta. Maria para comprar su vivienda.";40,4756204;-3,6436121
265.000 €;Piso en Avenida Donostiarra;/comprar/piso-concepcion-37543076896_440000/;Concepción (Distrito Ciudad Lineal. Madrid Capital);2 habs.;1 baño;70 m²;8ª planta;"Estupenda vivienda para entrar a vivir en ciudad lineal, barrio de la concepción.
Es una octava planta, en finca con ascensor y po...";40.435219;-3.6588623
160.000 €;Piso en Avenida del Doctor Federico Rubio y Galí;/comprar/piso-bellas_vistas28039-37584528692_527060/;Bellas Vistas (Distrito Tetuán. Madrid Capital);2 habs.;1 baño;37 m²;1ª planta;Esta buscando vivir con tranquilidad, tenemos la solución , estupenda vivienda en barrio de bellas vistas específicamente en la av...;40.451028;-3.7094439
300.000 €;Piso en calle de Ardemans;/comprar/piso-guindalera28028-34175468591_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;59 m²;Bajo;"Se vende piso abuhardillado muy luminoso en séptima planta para reformar en guindalera. 

Se trata de una vivienda de aproximadame...";40.4353678;-3.6733312
142.000 €;Piso en Paseo de Alberto Palacios;/comprar/piso-butarque28021-23432465326_520982/;Butarque (Distrito Villaverde. Madrid Capital);3 habs.;1 baño;75 m²;4ª planta;Piso en madrid zona villaverde, 75 m. De superficie, 10 m² de terraza,  una habitación doble y 2 habitaciones sencillas,  un baño,...;40.3434117;-3.7155686
212.000 €;Piso en Pueblo Nuevo;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-38383130142_100200/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);3 habs.;1 baño;82 m²;;Tecnocasa agencia inmobiliaria de madrid zona barrio de bilbao - ascao – garcía noblejas – las rosas vende tercera muy luminosa a ...;40.4284431;-3.6412824
350.000 €;Piso en calle de Molina;/comprar/piso-tetuan_almenara28029-35029141013_514014/;Almenara (Distrito Tetuán. Madrid Capital);2 habs.;1 baño;85 m²;2ª planta;Estupendo piso de 85 metros con  2 dorm., salón grande y muy luminoso, cocina- office, electrodomésticos, 1 baño completo, 1 plaza...;40.4703823;-3.6999653
210.000 €;Piso en calle de Escalona;/comprar/piso-latina_aluche28024-36720429649_100500/;Aluche (Distrito Latina. Madrid Capital);3 habs.;1 baño;76 m²;5ª planta;Gespain aluche-campamento vende vivienda en excelente zona. Dispone de hall con acceso a cocina y salón independiente con terraza ...;40.3978253;-3.7604835
225.000 €;Piso en calle de Antonio de Leyva;/comprar/piso-carabanchel_comillas28019-34180995810_101800/;Comillas (Distrito Carabanchel. Madrid Capital);2 habs.;1 baño;75 m²;;"Zona plaza elíptica
Bonito piso de 2 habitaciones (antes 3) muy luminoso y bien cuidado. Enfrente de zonas verdes.buena comunicaci...";40.3903689;-3.715977
